cpu_0,ram_0,disk_0,cpu_1,ram_1,disk_1,cpu_2,ram_2,disk_2,cpu_3,ram_3,disk_3,cpu_4,ram_4,disk_4,cpu_5,ram_5,disk_5
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.884834946636882,25.1658,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26.582278481012654,100.31326666666666,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40.87862993298585,134.042,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28.91536361379995,48.758266666666664,4.0,26.042952357442605,134.91646666666668,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44.924298833457435,298.3187333333334,5.0,10.577635151814366,30.05886666666666,2.0,12.420085655763142,41.243666666666655,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42.26855299081658,523.588,5.0,29.412490743026414,159.3826666666667,3.0,12.420085655763142,50.3308,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53.95879870935716,329.99453333333344,6.0,18.82251295976302,195.0344,1.0,12.786295077897089,39.146666666666654,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36.26209977661951,6.946066666666666,5.0,53.08565786225623,1882.5420666666669,4.0,12.786295077897089,65.71033333333331,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27.674360883593945,55.224,5.0,68.99530980004937,1845.3162666666667,9.0,12.786295077897089,40.54486666666667,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55.671382477041455,55.04846666666667,7.0,46.09972846210812,628.2706666666667,6.0,23.033951958289368,54.5256,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36.51030032266071,67.45746666666666,6.0,75.746729202666,2375.7217333333333,9.0,23.033951958289368,51.72933333333334,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50.310250682551505,14.984666666666667,4.0,48.98790422117996,930.435,4.0,60.5486934392651,1282.1446,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65.15264333581534,40.23813333333333,5.0,31.547765983707727,41.243666666666655,2.0,60.72869468065297,1115.9457333333332,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69.7939935467858,6.9022,2.0,22.772155023451,103.45913333333333,3.0,74.40258208677302,1431.5665333333334,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83.27128319682303,80.30206666666666,5.0,22.772155023451,95.07053333333333,3.0,55.415554590031654,1816.1328666666666,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95.8054107719037,66.75786666666667,6.0,24.512466057763515,41.9426,4.0,42.02097945503073,815.0922,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81.68279970215934,21.451066666666662,3.0,34.867933843495436,131.07073333333332,6.0,26.41052696915151,682.2726,2.0,13.47728965003723,52.4284,3.0,0.0,0.0,0.0,0.0,0.0,0.0
98.93273765202284,26.47566666666667,4.0,49.09898790422118,121.6336,7.0,13.822853950716901,22.3696,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101.41474311243486,28.572999999999993,4.0,25.697358676869907,16.7772,2.0,48.004468996337906,1149.2387333333331,4.0,15.735914619012162,6.203399999999999,3.0,0.0,0.0,0.0,0.0,0.0,0.0
24.57185405807893,27.6114,4.0,25.697358676869907,88.08006666666668,2.0,34.18161504562101,1216.3475333333333,2.0,33.95383469843634,16.994533333333333,6.0,0.0,0.0,0.0,0.0,0.0,0.0
24.050632911392405,390.02546666666666,4.0,27.894347074796343,5.592,2.0,63.55905902799329,1333.7882666666667,6.0,18.217920079424175,3.3202,3.0,0.0,0.0,0.0,0.0,0.0,0.0
35.96425912137007,370.8888,7.0,40.940508516415704,44.0396,5.0,29.37744398237229,53.1278,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38.57036485480268,38.44653333333333,7.0,55.480128363367065,969.9316666666667,8.0,29.37744398237229,33.5544,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43.90667659468851,71.65113333333333,5.0,60.45420883732412,1312.8158666666666,10.0,17.528396747563775,328.2036666666667,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60.68503350707372,127.92493333333331,6.0,42.43396692174772,1288.3492666666666,9.0,31.345043758922476,1575.6592000000003,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44.27897741375031,126.52713333333332,5.0,24.018760799802518,25.514599999999998,4.0,52.343119607721434,1371.5361333333333,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
