interval,cpu,numcontainers,baseips,ipsavailable,ipscap,apparentips,ram,ramavailable,disk,diskavailable,numfailures
1,"[10.052122114668652, 0.0, 0.0, 0.0, 0.0, 0.0]","[1, 0, 0, 0, 0, 0]","[150.5129573764532, 0, 0, 0, 0, 0]","[3878.4870426235466, 8102, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[405, 0, 0, 0, 0, 0]","[(7.6892, 0.0, 0.0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4287.3108, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(1, 0.0, 1.6666666666666667e-05), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4025, 67.1, 10.109983333333332), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
2,"[21.916108215438072, 0.0, 0.0, 0.0, 0.0, 0.0]","[2, 0, 0, 0, 0, 0]","[470.43961153182295, 0, 0, 0, 0, 0]","[3558.560388468177, 8102, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[883, 0, 0, 0, 0, 0]","[(18.52426666666667, 0.0, 0.0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4276.475733333334, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(3, 0.0, 4.4444444444444447e-05), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4023, 67.1, 10.109955555555555), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
3,"[22.263588979895758, 10.639348309059491, 0.0, 0.0, 0.0, 0.0]","[2, 1, 0, 0, 0, 0]","[885.9404461655251, 277.9961214515266, 0, 0, 0, 0]","[3143.059553834475, 7824.003878548473, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[897, 862, 0, 0, 0, 0]","[(23.7664, 0.0, 0.0), (55.574, 0.0027333333333333333, 0.021466666666666665), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4271.2336, 1860.0, 1000.0), (17124.426, 1799.9972666666667, 1524.9785333333334), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(5, 0.0, 3.888888888888889e-05), (1, 0.00075, 0.0005888888888888889), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.1, 10.10996111111111), (16104, 51.89925000000001, 6.18941111111111), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
4,"[35.194837428642344, 10.639348309059491, 0.0, 0.0, 0.0, 0.0]","[3, 1, 0, 0, 0, 0]","[917.8308140728157, 0, 0, 0, 0, 0]","[3111.169185927184, 8102, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1418, 862, 0, 0, 0, 0]","[(68.11253333333335, 0.004666666666666667, 6.666666666666668e-05), (51.20493333333333, 0.0013333333333333333, 0.012333333333333335), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4226.887466666667, 1859.9953333333333, 999.9999333333334), (17128.795066666666, 1799.9986666666666, 1524.9876666666667), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(6, 0.0, 0.0012333333333333335), (1, 0.0001, 0.0004777777777777777), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 67.1, 10.108766666666666), (16104, 51.8999, 6.189522222222222), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
5,"[34.69843633655994, 15.675141940261664, 11.63180435727143, 0.0, 0.0, 0.0]","[3, 1, 1, 0, 0, 0]","[957.1194234761397, 1120.000055532975, 1607.05935521879, 0, 0, 0]","[3071.8805765238603, 6981.999944467025, 14503.94064478121, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1398, 1270, 1874, 0, 0, 0]","[(117.309, 0.0094, 0.0002666666666666667), (7.339466666666667, 0.0, 0.0), (20.971, 0.0044, 0.0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4177.691, 1859.9906, 999.9997333333333), (17172.660533333332, 1800.0, 1525.0), (34339.029, 1882.6956, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(7, 0.0, 0.0022055555555555552), (3, 0.0, 0.0), (1, 0.0, 0.0008555555555555556), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4019, 67.1, 10.107794444444444), (16102, 51.900000000000006, 6.1899999999999995), (32211, 58.2, 11.639144444444444), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
6,"[41.995532390171256, 28.14119970377685, 11.63180435727143, 0.0, 0.0, 0.0]","[3, 2, 1, 0, 0, 0]","[840.9551980909096, 1545.7734117287478, 1874.6166507122373, 0, 0, 0]","[3188.0448019090904, 6556.226588271253, 14236.383349287762, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1692, 2280, 1874, 0, 0, 0]","[(71.41835714285715, 0.009133333333333334, 6.666666666666668e-05), (96.20606666666667, 6.666666666666668e-05, 6.666666666666668e-05), (15.378733333333331, 0.0044666666666666665, 0.0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4223.5816428571425, 1859.9908666666668, 999.9999333333334), (17083.793933333334, 1799.9999333333333, 1524.9999333333333), (34344.62126666667, 1882.6955333333333, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(5, 0.0, 0.002150793650793651), (6, 0.0, 0.0017666666666666666), (1, 0.0, 0.0007944444444444444), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.1, 10.107849206349206), (16099, 51.900000000000006, 6.188233333333333), (32211, 58.2, 11.639205555555554), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
7,"[45.81782079920576, 39.07677116761293, 11.63180435727143, 0.0, 0.0, 0.0]","[3, 3, 1, 0, 0, 0]","[611.3363067526898, 1895.891265112912, 0, 0, 0, 0]","[3417.66369324731, 6206.108734887088, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1846, 3166, 1874, 0, 0, 0]","[(19.634700000000002, 0.005533333333333333, 0.0010666666666666667), (124.56133333333332, 0.0048000000000000004, 0.00020000000000000004), (43.3408, 0.0044, 0.0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4275.3653, 1859.9944666666668, 999.9989333333333), (17055.438666666665, 1799.9952, 1524.9998), (34316.6592, 1882.6956, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(5, 0.0, 0.001184920634920635), (8, 0.0, 0.002277777777777778), (1, 0.0, 0.0007999999999999999), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.1, 10.108815079365078), (16097, 51.900000000000006, 6.187722222222222), (32211, 58.2, 11.639199999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
8,"[25.862496897493177, 47.96346581091089, 16.615976661908014, 0.0, 0.0, 0.0]","[2, 4, 1, 0, 0, 0]","[732.2535441804707, 2512.8152615846348, 2157.5984783299377, 0, 0, 0]","[3296.7464558195293, 5589.184738415365, 13953.401521670063, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1042, 3886, 2677, 0, 0, 0]","[(19.004533333333335, 0.0009333333333333332, 0.001), (56.57833333333333, 0.0046, 0.001), (39.146800000000006, 0.004533333333333333, 6.666666666666668e-05), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4275.995466666666, 1859.9990666666667, 999.999), (17123.421666666665, 1799.9954, 1524.999), (34320.8532, 1882.6954666666668, 1333.7499333333333), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(4, 0.0, 9.999999999999999e-05), (11, 0.0, 0.002266666666666667), (1, 0.0, 0.0010888888888888888), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4022, 67.1, 10.1099), (16094, 51.900000000000006, 6.187733333333333), (32211, 58.2, 11.63891111111111), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
9,"[40.90344998758997, 35.49740804739571, 27.61467320464279, 0.0, 0.0, 0.0]","[3, 3, 2, 0, 0, 0]","[605.2074355786712, 874.3684732374093, 4054.1557249192592, 0, 0, 0]","[3423.7925644213287, 7227.6315267625905, 12056.84427508074, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1648, 2876, 4449, 0, 0, 0]","[(32.0236, 0.003, 0.002), (22.631400000000003, 0.004666666666666667, 0.0010666666666666667), (357.9136, 0.021066666666666664, 0.009866666666666668), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4262.9764, 1859.997, 999.998), (17157.3686, 1799.9953333333333, 1524.9989333333333), (34002.0864, 1882.6789333333334, 1333.7401333333332), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(5, 0.0, 0.0004777777777777777), (8, 0.0, 0.0010444444444444444), (4, 0.0, 0.01695), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.1, 10.109522222222221), (16097, 51.900000000000006, 6.188955555555555), (32208, 58.2, 11.62305), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
10,"[44.57681806899975, 46.29721056529252, 73.22947054807275, 0.0, 0.0, 0.0]","[2, 3, 4, 0, 0, 0]","[326.6969582117346, 1718.25867589922, 6610.528878344407, 0, 0, 0]","[3702.3030417882655, 6383.74132410078, 9500.471121655593, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1796, 3751, 11798, 0, 0, 0]","[(54.87433333333333, 0.0092, 0.005666666666666667), (48.32106666666666, 0.004666666666666667, 0.00013333333333333334), (1489.1509333333333, 0.06766666666666667, 0.06153333333333332), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4240.125666666667, 1859.9908, 999.9943333333333), (17131.678933333333, 1799.9953333333333, 1524.9998666666668), (32870.84906666667, 1882.6323333333335, 1333.6884666666667), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(2, 0.0009166666666666666, 0.00515), (8, 0.0, 0.0014111111111111108), (7, 1.666666666666667e-05, 0.019422222222222223), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4024, 67.09908333333333, 10.104849999999999), (16097, 51.900000000000006, 6.188588888888888), (32205, 58.199983333333336, 11.620577777777777), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[1, 1, 1, 0, 0, 0]"
