interval,cpu,numcontainers,baseips,ipsavailable,ipscap,apparentips,ram,ramavailable,disk,diskavailable,numfailures
1,"[16.232315711094564, 0.0, 0.0, 0.0, 0.0, 0.0]","[1, 0, 0, 0, 0, 0]","[396.5155755317726, 0, 0, 0, 0, 0]","[3632.484424468227, 8102, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[654, 0, 0, 0, 0, 0]","[(12.582799999999999, 0.0, 0.0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4282.4172, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(1, 0.042083333333333334, 0.014900000000000002), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4025, 67.05791666666666, 10.095099999999999), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
2,"[31.99305038471085, 0.0, 0.0, 0.0, 0.0, 0.0]","[2, 0, 0, 0, 0, 0]","[896.7390236763915, 0, 0, 0, 0, 0]","[3132.2609763236087, 8102, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1289, 0, 0, 0, 0, 0]","[(54.525000000000006, 0.0072, 0.004666666666666667), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4240.475, 1859.9928, 999.9953333333333), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(2, 0.0009166666666666666, 0.0049277777777777775), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4024, 67.09908333333333, 10.105072222222221), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
3,"[43.90667659468851, 0.0, 0.0, 0.0, 0.0, 0.0]","[3, 0, 0, 0, 0, 0]","[740.5340595683232, 0, 0, 0, 0, 0]","[3288.4659404316767, 8102, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1769, 0, 0, 0, 0, 0]","[(112.109, 4.136466666666666, 4.147), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4182.891, 1855.8635333333334, 995.853), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(5, 0.0, 0.0036888888888888887), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.1, 10.106311111111111), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
4,"[39.066765946885084, 13.255986176252776, 0.0, 0.0, 0.0, 0.0]","[3, 1, 0, 0, 0, 0]","[281.392397297898, 954.6312914962789, 0, 0, 0, 0]","[3747.6076027021018, 7147.368708503721, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1574, 1074, 0, 0, 0, 0]","[(70.47173333333333, 12.115333333333336, 12.143999999999998), (27.962, 0.0, 0.001), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4224.528266666666, 1847.8846666666666, 987.856), (17152.038, 1800.0, 1524.999), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(7, 0.0, 0.0031166666666666665), (3, 0.04601666666666666, 0.016216666666666667), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4019, 67.1, 10.106883333333332), (16102, 51.85398333333334, 6.173783333333333), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
5,"[26.6319185902209, 36.47247593186867, 0.0, 0.0, 0.0, 0.0]","[2, 3, 0, 0, 0, 0]","[351.85819874000236, 2352.0411167123293, 0, 0, 0, 0]","[3677.1418012599975, 5749.958883287671, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1073, 2955, 0, 0, 0, 0]","[(17.038, 0.0, 0.0), (131.07086666666666, 0.0028666666666666667, 0.02613333333333333), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4277.962, 1860.0, 1000.0), (17048.929133333335, 1799.9971333333333, 1524.9738666666667), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(5, 0.0, 8.333333333333333e-05), (7, 0.00075, 0.0007333333333333334), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.1, 10.109916666666667), (16098, 51.89925000000001, 6.189266666666666), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
6,"[27.153139736907423, 48.61762527770921, 0.0, 0.0, 0.0, 0.0]","[2, 4, 0, 0, 0, 0]","[853.5938534190755, 1341.9191081988556, 0, 0, 0, 0]","[3175.4061465809245, 6760.080891801144, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1094, 3939, 0, 0, 0, 0]","[(21.494466666666668, 0.0, 0.0), (133.51753333333332, 0.010533333333333334, 0.024733333333333336), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4273.505533333333, 1860.0, 1000.0), (17046.48246666667, 1799.9894666666667, 1524.9752666666666), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(5, 0.0, 0.0007), (10, 0.00011666666666666668, 0.000961111111111111), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.1, 10.1093), (16095, 51.89988333333334, 6.189038888888889), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
7,"[43.385455448001984, 24.709948160947913, 24.908447644466513, 0.0, 0.0, 0.0]","[3, 2, 2, 0, 0, 0]","[870.4016372675177, 1719.2455394037593, 3322.5396130452687, 0, 0, 0]","[3158.598362732482, 6382.754460596241, 12788.460386954732, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1748, 2002, 4013, 0, 0, 0]","[(31.805999999999994, 6.666666666666668e-05, 6.666666666666668e-05), (119.18746666666667, 0.008866666666666667, 0.011066666666666664), (37.0492, 0.00013333333333333334, 0.00013333333333333334), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4263.194, 1859.9999333333333, 999.9999333333334), (17060.812533333334, 1799.9911333333334, 1524.9889333333333), (34322.9508, 1882.6998666666668, 1333.7498666666668), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(6, 0.042083333333333334, 0.015572222222222223), (6, 1.666666666666667e-05, 0.0003444444444444444), (4, 0.0, 0.0006888888888888888), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 67.05791666666666, 10.094427777777778), (16099, 51.89998333333334, 6.1896555555555555), (32208, 58.2, 11.63931111111111), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
8,"[41.39985107967237, 38.64477906689706, 24.908447644466513, 0.0, 0.0, 0.0]","[3, 3, 2, 0, 0, 0]","[1334.151760341257, 673.0779275711528, 1210.24148979592, 0, 0, 0]","[2694.8482396587433, 7428.922072428847, 14900.75851020408, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1668, 3131, 4013, 0, 0, 0]","[(117.78873333333333, 0.08446666666666666, 0.004733333333333333), (1643.9913333333336, 0.009266666666666666, 0.011666666666666667), (42.64166666666667, 0.0, 0.00046666666666666666), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4177.211266666666, 1859.9155333333333, 999.9952666666667), (15536.008666666667, 1799.9907333333333, 1524.9883333333332), (34317.35833333333, 1882.7, 1333.7495333333334), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(6, 0.0, 0.08188333333333332), (8, 0.0, 0.0002888888888888889), (4, 1.666666666666667e-05, 0.00036111111111111115), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 67.1, 10.028116666666666), (16097, 51.900000000000006, 6.1897111111111105), (32208, 58.199983333333336, 11.639638888888888), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
9,"[52.146934723256386, 13.934830905949147, 41.67959779032959, 0.0, 0.0, 0.0]","[4, 1, 3, 0, 0, 0]","[744.9331446765683, 0, 1220.4212174365869, 0, 0, 0]","[3284.066855323432, 8102, 14890.578782563412, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[2101, 1129, 6715, 0, 0, 0]","[(111.05993333333332, 0.0862, 0.0058000000000000005), (1184.8901333333333, 0.00013333333333333334, 0.0006666666666666666), (37.44213333333333, 6.666666666666668e-05, 6.666666666666668e-05), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4183.940066666667, 1859.9138, 999.9942), (15995.109866666666, 1799.9998666666668, 1524.9993333333334), (34322.55786666667, 1882.6999333333333, 1333.7499333333333), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(7, 0.0, 0.07607222222222222), (2, 0.0, 7.222222222222222e-05), (5, 0.0, 0.0008277777777777778), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4019, 67.1, 10.033927777777777), (16103, 51.900000000000006, 6.189927777777777), (32207, 58.2, 11.639172222222221), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
10,"[49.739389426656736, 33.979264379165635, 42.77201911737322, 0.0, 0.0, 0.0]","[3, 2, 2, 0, 0, 0]","[735.1273619051482, 1210.767909650248, 4098.2143016807095, 0, 0, 0]","[3293.872638094852, 6891.232090349752, 12012.78569831929, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[2004, 2753, 6891, 0, 0, 0]","[(92.01106666666666, 0.09326666666666666, 0.010666666666666666), (466.96539999999993, 0.0066, 0.20946666666666666), (144.65913333333333, 0.003333333333333333, 0.0012666666666666666), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4202.988933333333, 1859.9067333333332, 999.9893333333333), (16713.0346, 1799.9934, 1524.7905333333333), (34215.340866666666, 1882.6966666666667, 1333.7487333333333), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(4, 0.0009166666666666666, 0.07513333333333334), (4, 0.21001666666666666, 0.11846666666666669), (5, 0.0, 0.0006666666666666665), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4022, 67.09908333333333, 10.034866666666666), (16101, 51.68998333333334, 6.071533333333333), (32207, 58.2, 11.639333333333331), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[1, 1, 1, 0, 0, 0]"
