interval,cpu,numcontainers,baseips,ipsavailable,ipscap,apparentips,ram,ramavailable,disk,diskavailable,numfailures
1,"[14.197071233556713, 0.0, 0.0, 0.0, 0.0, 0.0]","[1, 0, 0, 0, 0, 0]","[541.3552859267407, 0, 0, 0, 0, 0]","[3487.6447140732594, 8102, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[572, 0, 0, 0, 0, 0]","[(75.4974, 0.0046, 6.666666666666668e-05), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4219.5026, 1859.9954, 999.9999333333334), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(2, 0.0, 0.0011222222222222222), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4024, 67.1, 10.108877777777778), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
2,"[27.128319682303303, 0.0, 0.0, 0.0, 0.0, 0.0]","[2, 0, 0, 0, 0, 0]","[498.3846518486158, 0, 0, 0, 0, 0]","[3530.6153481513843, 8102, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1093, 0, 0, 0, 0, 0]","[(86.68220000000001, 0.009266666666666666, 0.00013333333333333337), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4208.3178, 1859.9907333333333, 999.9998666666667), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(3, 0.0, 0.0022388888888888892), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4023, 67.1, 10.107761111111111), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
3,"[28.66716306775875, 13.774376697111823, 0.0, 0.0, 0.0, 0.0]","[2, 1, 0, 0, 0, 0]","[421.4356608994527, 1116.065298514448, 0, 0, 0, 0]","[3607.5643391005474, 6985.934701485552, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1155, 1116, 0, 0, 0, 0]","[(62.8268, 0.004666666666666667, 6.666666666666668e-05), (8.3886, 0.0, 0.001), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4232.1732, 1859.9953333333333, 999.9999333333334), (17171.6114, 1800.0, 1524.999), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(4, 0.0, 0.00115), (3, 0.0, 1.1111111111111112e-05), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4022, 67.1, 10.108849999999999), (16102, 51.900000000000006, 6.189988888888888), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
4,"[27.302060064532142, 29.190323376943965, 0.0, 0.0, 0.0, 0.0]","[2, 2, 0, 0, 0, 0]","[879.9310853432785, 762.5521196399111, 0, 0, 0, 0]","[3149.0689146567215, 7339.447880360089, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1100, 2365, 0, 0, 0, 0]","[(11.7956, 0.0003333333333333333, 6.666666666666668e-05), (121.63446666666664, 0.017466666666666665, 0.004533333333333334), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4283.2044, 1859.9996666666666, 999.9999333333334), (17058.365533333334, 1799.9825333333333, 1524.9954666666667), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(6, 0.0, 8.88888888888889e-05), (4, 0.0032333333333333337, 0.00037777777777777777), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 67.1, 10.10991111111111), (16101, 51.89676666666667, 6.189622222222222), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
5,"[46.810622983370564, 15.41594667983214, 16.615976661908014, 0.0, 0.0, 0.0]","[3, 1, 1, 0, 0, 0]","[502.6176964802392, 920.6997522162576, 2157.5984783299377, 0, 0, 0]","[3526.3823035197606, 7181.300247783743, 13953.401521670063, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1886, 1249, 2677, 0, 0, 0]","[(102.62786666666666, 0.006333333333333332, 0.004866666666666666), (173.364, 0.0, 6.666666666666668e-05), (39.146800000000006, 0.004533333333333333, 6.666666666666668e-05), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4192.372133333333, 1859.9936666666667, 999.9951333333333), (17006.636, 1800.0, 1524.9999333333333), (34320.8532, 1882.6954666666668, 1333.7499333333333), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(8, 0.0, 0.0003333333333333334), (1, 1.666666666666667e-05, 0.0002833333333333333), (1, 0.0, 0.0010888888888888888), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4018, 67.1, 10.109666666666666), (16104, 51.89998333333334, 6.1897166666666665), (32211, 58.2, 11.63891111111111), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
6,"[32.43981136758501, 37.817822759812394, 16.615976661908014, 0.0, 0.0, 0.0]","[2, 3, 1, 0, 0, 0]","[501.5636322632847, 1815.2825413344308, 2307.379096746488, 0, 0, 0]","[3527.4363677367155, 6286.717458665569, 13803.620903253512, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1307, 3064, 2677, 0, 0, 0]","[(77.94326666666667, 0.00013333333333333334, 0.0003333333333333334), (214.60746666666668, 0.021533333333333335, 0.0029999999999999996), (22.3696, 0.0046, 0.0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4217.056733333333, 1859.9998666666668, 999.9996666666667), (16965.39253333333, 1799.9784666666667, 1524.997), (34337.6304, 1882.6954, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(4, 0.0, 0.00012777777777777776), (3, 0.0014333333333333331, 0.0021888888888888887), (1, 0.0, 0.0010444444444444444), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4022, 67.1, 10.109872222222222), (16102, 51.898566666666675, 6.1878111111111105), (32211, 58.2, 11.638955555555555), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
7,"[28.691983122362867, 32.3253517649963, 27.291912358016262, 0.0, 0.0, 0.0]","[2, 3, 2, 0, 0, 0]","[703.0173951767212, 2428.2769939880864, 3584.300049903008, 0, 0, 0]","[3325.982604823279, 5673.723006011914, 12526.699950096992, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1156, 2619, 4397, 0, 0, 0]","[(12.4948, 0.0, 0.0), (89.47813333333333, 0.009266666666666666, 0.00013333333333333334), (92.27459999999999, 0.009266666666666666, 0.003466666666666667), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4282.5052, 1860.0, 1000.0), (17090.521866666666, 1799.9907333333333, 1524.9998666666668), (34267.7254, 1882.6907333333334, 1333.7465333333334), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(5, 0.0, 0.0001111111111111111), (5, 0.0, 0.0028166666666666665), (2, 0.0, 0.003372222222222222), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.1, 10.109888888888888), (16100, 51.900000000000006, 6.187183333333333), (32210, 58.2, 11.636627777777777), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
8,"[45.09803921568628, 32.3253517649963, 27.291912358016262, 0.0, 0.0, 0.0]","[3, 3, 2, 0, 0, 0]","[1017.9818837487826, 1661.6973064449844, 993.2728717591247, 0, 0, 0]","[3011.018116251217, 6440.302693555015, 15117.727128240875, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1817, 2619, 4397, 0, 0, 0]","[(18.435466666666663, 0.0, 0.0), (51.729600000000005, 0.009133333333333334, 6.666666666666668e-05), (240.47320000000002, 0.009533333333333333, 0.0038666666666666663), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4276.564533333333, 1860.0, 1000.0), (17128.2704, 1799.9908666666668, 1524.9999333333333), (34119.5268, 1882.6904666666667, 1333.7461333333333), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(6, 0.0, 0.0012888888888888891), (5, 0.0, 0.002738888888888889), (2, 0.0, 0.0034499999999999995), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 67.1, 10.108711111111111), (16100, 51.900000000000006, 6.187261111111111), (32210, 58.2, 11.636549999999998), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
9,"[44.35343757756267, 34.695137003209084, 24.188442678915028, 0.0, 0.0, 0.0]","[3, 3, 2, 0, 0, 0]","[654.4461582129695, 1035.9607076495156, 1727.9414031281997, 0, 0, 0]","[3374.5538417870303, 7066.039292350484, 14383.0585968718, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1787, 2811, 3897, 0, 0, 0]","[(75.01533333333333, 0.0, 0.0), (1491.7730000000001, 0.14753333333333332, 0.5943999999999999), (197.132, 0.02086666666666667, 0.0266), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4219.984666666666, 1860.0, 1000.0), (15688.226999999999, 1799.8524666666667, 1524.4056), (34162.868, 1882.6791333333333, 1333.7234), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(6, 0.0, 0.0018333333333333335), (7, 0.005116666666666666, 0.18860555555555555), (3, 0.0, 0.0025666666666666663), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 67.1, 10.108166666666666), (16098, 51.89488333333334, 6.001394444444444), (32209, 58.2, 11.637433333333332), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
10,"[49.86348969967734, 45.60602320414712, 55.142449258270744, 0.0, 0.0, 0.0]","[3, 2, 3, 0, 0, 0]","[803.677912593002, 2167.7705002811817, 5231.912985909458, 0, 0, 0]","[3225.322087406998, 5934.229499718818, 10879.087014090543, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[2009, 3695, 8884, 0, 0, 0]","[(76.1078, 0.0016666666666666668, 0.0016), (1441.4416666666668, 8.4722, 0.8864000000000001), (3942.6446, 0.6456000000000001, 0.0702), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4218.8922, 1859.9983333333332, 999.9984), (15738.558333333332, 1791.5278, 1524.1136), (30417.3554, 1882.0544, 1333.6798), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(4, 0.0, 0.0014), (4, 8.907233333333336, 3.800844444444444), (8, 3.203133333333333, 0.7163333333333333), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4022, 67.1, 10.1086), (16101, 42.99276666666667, 2.3891555555555555), (32204, 54.99686666666667, 10.923666666666666), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[1, 1, 1, 0, 0, 0]"
