interval,cpu,numcontainers,baseips,ipsavailable,ipscap,apparentips,ram,ramavailable,disk,diskavailable,numfailures
1,"[13.154628940183668, 0.0, 0.0, 0.0, 0.0, 0.0]","[1, 0, 0, 0, 0, 0]","[262.61535995470337, 0, 0, 0, 0, 0]","[3766.3846400452967, 8102, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[530, 0, 0, 0, 0, 0]","[(16.776799999999998, 0.00013333333333333334, 0.00013333333333333334), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4278.2232, 1859.9998666666668, 999.9998666666667), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(3, 0.0, 4.4444444444444447e-05), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4023, 67.1, 10.109955555555555), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
2,"[28.493422685529907, 0.0, 0.0, 0.0, 0.0, 0.0]","[2, 0, 0, 0, 0, 0]","[913.2943926446528, 0, 0, 0, 0, 0]","[3115.705607355347, 8102, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1148, 0, 0, 0, 0, 0]","[(29.053200000000004, 6.666666666666668e-05, 6.666666666666668e-05), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4265.9468, 1859.9999333333333, 999.9999333333334), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(4, 0.0, 6.111111111111111e-05), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4022, 67.1, 10.109938888888887), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
3,"[41.449491188880614, 0.0, 0.0, 0.0, 0.0, 0.0]","[3, 0, 0, 0, 0, 0]","[501.5636322632847, 0, 0, 0, 0, 0]","[3527.4363677367155, 8102, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1670, 0, 0, 0, 0, 0]","[(49.76273333333333, 0.0002666666666666667, 0.00020000000000000004), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4245.237266666667, 1859.9997333333333, 999.9998), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(6, 0.0, 6.111111111111111e-05), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 67.1, 10.109938888888887), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
4,"[28.12112186646811, 24.253270797333993, 0.0, 0.0, 0.0, 0.0]","[2, 2, 0, 0, 0, 0]","[892.9180410299582, 1549.8382176358698, 0, 0, 0, 0]","[3136.081958970042, 6552.16178236413, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1133, 1965, 0, 0, 0, 0]","[(7.077, 0.0009333333333333332, 0.001), (203.4228, 0.05273333333333333, 0.026866666666666667), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4287.923, 1859.9990666666667, 999.999), (16976.5772, 1799.9472666666666, 1524.9731333333334), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(5, 0.0, 0.0001111111111111111), (3, 0.0, 0.005527777777777778), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.1, 10.109888888888888), (16102, 51.900000000000006, 6.1844722222222215), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
5,"[39.960287912633405, 24.253270797333993, 0.0, 0.0, 0.0, 0.0]","[3, 2, 0, 0, 0, 0]","[771.2159626821946, 1762.7574609636772, 0, 0, 0, 0]","[3257.7840373178055, 6339.242539036322, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1610, 1965, 0, 0, 0, 0]","[(26.47486666666667, 0.0009333333333333332, 0.001), (164.97506666666663, 0.05193333333333333, 0.02626666666666667), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4268.5251333333335, 1859.9990666666667, 999.999), (17015.024933333334, 1799.9480666666666, 1524.9737333333333), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(7, 0.0, 0.00012777777777777776), (3, 0.0, 0.0014234126984126985), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4019, 67.1, 10.109872222222222), (16102, 51.900000000000006, 6.188576587301587), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
6,"[39.93546785802929, 34.90496173784251, 0.0, 0.0, 0.0, 0.0]","[3, 3, 0, 0, 0, 0]","[898.9657030849966, 845.7635665516523, 0, 0, 0, 0]","[3130.0342969150033, 7256.236433448348, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1609, 2828, 0, 0, 0, 0]","[(21.756933333333336, 0.001, 0.001), (159.0324, 0.052733333333333327, 0.026866666666666667), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4273.243066666667, 1859.999, 999.999), (17020.9676, 1799.9472666666666, 1524.9731333333334), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(8, 0.0, 0.00012777777777777776), (4, 0.0, 0.0017777777777777776), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4018, 67.1, 10.109872222222222), (16101, 51.900000000000006, 6.188222222222222), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
7,"[39.78654753040456, 23.241175018513946, 28.70709453168643, 0.0, 0.0, 0.0]","[3, 2, 2, 0, 0, 0]","[1446.6193030396548, 1847.6723401923687, 4330.748843054322, 0, 0, 0]","[2582.380696960345, 6254.327659807632, 11780.251156945678, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1603, 1883, 4625, 0, 0, 0]","[(31.10646666666667, 0.002, 0.001), (19.398066666666665, 0.0051333333333333335, 0.0003333333333333334), (1035.8169333333333, 0.0028000000000000004, 0.0032), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4263.893533333333, 1859.998, 999.999), (17160.60193333333, 1799.9948666666667, 1524.9996666666666), (33324.183066666665, 1882.6972, 1333.7468), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(6, 0.0, 0.0004333333333333333), (2, 0.0, 0.0012500000000000002), (5, 1.666666666666667e-05, 8.333333333333333e-05), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 67.1, 10.109566666666666), (16103, 51.900000000000006, 6.18875), (32207, 58.199983333333336, 11.639916666666666), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
8,"[52.593695706130546, 23.241175018513946, 28.70709453168643, 0.0, 0.0, 0.0]","[4, 2, 2, 0, 0, 0]","[754.7256733951572, 863.1522387177348, 3889.5255325848543, 0, 0, 0]","[3274.274326604843, 7238.847761282265, 12221.474467415146, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[2119, 1883, 4625, 0, 0, 0]","[(49.892799999999994, 0.002, 0.0010666666666666667), (28.660600000000002, 0.005200000000000001, 0.0002666666666666667), (1399.0616666666667, 0.0006666666666666666, 0.0013333333333333333), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4245.1072, 1859.998, 999.9989333333333), (17151.3394, 1799.9948, 1524.9997333333333), (32960.93833333333, 1882.6993333333335, 1333.7486666666666), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(8, 0.0, 0.0005055555555555556), (2, 0.0, 0.0012444444444444445), (5, 0.0, 5.555555555555555e-05), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4018, 67.1, 10.109494444444444), (16103, 51.900000000000006, 6.188755555555555), (32207, 58.2, 11.639944444444444), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
9,"[38.495904690990315, 38.49666748950876, 41.710632487120606, 0.0, 0.0, 0.0]","[3, 3, 3, 0, 0, 0]","[234.3502013544148, 1649.7804522594379, 3574.239682826095, 0, 0, 0]","[3794.649798645585, 6452.219547740562, 12536.760317173905, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1551, 3119, 6720, 0, 0, 0]","[(36.000066666666655, 0.0, 0.0), (1307.3984, 0.0052, 0.0013333333333333333), (1546.0368666666666, 0.0019333333333333333, 0.004066666666666666), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4258.9999333333335, 1860.0, 1000.0), (15872.6016, 1799.9948, 1524.9986666666666), (32813.96313333333, 1882.6980666666668, 1333.7459333333334), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(7, 0.0, 6.111111111111112e-05), (4, 0.0, 0.0013111111111111112), (8, 0.44465, 0.003977777777777777), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4019, 67.1, 10.109938888888887), (16101, 51.900000000000006, 6.188688888888889), (32204, 57.75535, 11.636022222222222), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
10,"[45.395879870935715, 63.62626511972353, 56.2783191608218, 0.0, 0.0, 0.0]","[2, 4, 3, 0, 0, 0]","[251.15514745673997, 1789.5436223213885, 3557.2597985405855, 0, 0, 0]","[3777.84485254326, 6312.456377678612, 12553.740201459415, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1829, 5155, 9067, 0, 0, 0]","[(75.93393333333333, 0.004733333333333333, 6.666666666666668e-05), (965.7363333333333, 0.007533333333333333, 0.022266666666666664), (2237.6590666666666, 0.0013333333333333335, 0.0038666666666666667), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4219.066066666666, 1859.9952666666666, 999.9999333333334), (16214.263666666666, 1799.9924666666666, 1524.9777333333334), (32122.340933333333, 1882.6986666666667, 1333.7461333333333), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(3, 0.0, 0.0011111111111111111), (7, 0.00075, 0.00245), (6, 0.78925, 0.011516666666666666), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4023, 67.1, 10.108888888888888), (16098, 51.89925000000001, 6.18755), (32206, 57.41075, 11.628483333333332), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[1, 1, 1, 0, 0, 0]"
