interval,cpu,numcontainers,baseips,ipsavailable,ipscap,apparentips,ram,ramavailable,disk,diskavailable
21,"[24.050632911392405, 27.894347074796343, 63.55905902799329, 18.217920079424175, 0.0, 0.0]","[2, 2, 4, 1, 0, 0]","[940.0057428443561, 2198.9373682541245, 3072.015705520285, 0, 0, 0]","[3088.994257155644, 5903.0626317458755, 13038.984294479715, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[969, 2260, 10240, 734, 0, 0]","[(390.02546666666666, 1.3948666666666665, 0.0056), (5.592, 0.0, 0.001), (1333.7882666666667, 0.009, 0.0007333333333333333), (3.3202, 0.0, 0.0), (0, 0, 0), (0, 0, 0)]","[(3904.9745333333335, 1858.6051333333332, 999.9944), (17174.408, 1800.0, 1524.999), (33026.21173333333, 1882.691, 1333.7492666666667), (4291.6798, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(4, 0.0, 0.00968888888888889), (2, 0.0, 0.00023333333333333336), (6, 1.666666666666667e-05, 0.002338888888888889), (3, 0.0, 0.0), (0, 0, 0), (0, 0, 0)]","[(4022, 67.1, 10.100311111111111), (16103, 51.900000000000006, 6.189766666666666), (32206, 58.199983333333336, 11.63766111111111), (4023, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
22,"[35.96425912137007, 40.940508516415704, 29.37744398237229, 0.0, 0.0, 0.0]","[3, 3, 2, 0, 0, 0]","[879.9377042179874, 3081.6804961680327, 4318.044633901146, 0, 0, 0]","[3149.0622957820124, 5020.319503831967, 11792.955366098853, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1449, 3317, 4733, 0, 0, 0]","[(370.8888, 0.6480666666666667, 0.003466666666666667), (44.0396, 0.0, 0.0014), (53.1278, 0.004666666666666667, 0.0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(3924.1112, 1859.3519333333334, 999.9965333333333), (17135.9604, 1800.0, 1524.9986), (34306.8722, 1882.6953333333333, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(7, 0.0, 0.0009388888888888888), (5, 0.0, 0.0007222222222222221), (4, 0.0, 0.0011555555555555555), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4019, 67.1, 10.10906111111111), (16100, 51.900000000000006, 6.189277777777777), (32208, 58.2, 11.638844444444443), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
23,"[38.57036485480268, 55.480128363367065, 29.37744398237229, 0.0, 0.0, 0.0]","[3, 4, 2, 0, 0, 0]","[870.4016372675177, 3395.5573630527138, 0, 0, 0, 0]","[3158.598362732482, 4706.442636947286, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1554, 4495, 4733, 0, 0, 0]","[(38.44653333333333, 6.666666666666668e-05, 6.666666666666668e-05), (969.9316666666667, 0.0002, 0.0021333333333333334), (33.5544, 0.004333333333333333, 0.0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4256.553466666666, 1859.9999333333333, 999.9999333333334), (16210.068333333333, 1799.9998, 1524.9978666666666), (34326.4456, 1882.6956666666667, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(7, 0.042083333333333334, 0.015572222222222223), (8, 0.0, 0.0008333333333333333), (4, 0.0, 0.0011444444444444445), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4019, 67.05791666666666, 10.094427777777778), (16097, 51.900000000000006, 6.189166666666666), (32208, 58.2, 11.638855555555555), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
24,"[43.90667659468851, 60.45420883732412, 17.528396747563775, 0.0, 0.0, 0.0]","[3, 4, 1, 0, 0, 0]","[1368.1887995515967, 2257.452353518576, 1494.6715624560145, 0, 0, 0]","[2660.8112004484033, 5844.547646481424, 14616.328437543985, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1769, 4898, 2824, 0, 0, 0]","[(71.65113333333333, 0.0072, 0.004666666666666667), (1312.8158666666666, 0.0, 0.0036), (328.2036666666667, 0.09333333333333331, 0.342), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4223.348866666666, 1859.9928, 999.9953333333333), (15867.184133333334, 1800.0, 1524.9964), (34031.79633333333, 1882.6066666666668, 1333.408), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(5, 0.0009166666666666666, 0.0056055555555555555), (10, 0.0, 0.0008277777777777778), (1, 0.0008333333333333333, 0.5113666666666667), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.09908333333333, 10.104394444444443), (16095, 51.900000000000006, 6.189172222222222), (32211, 58.19916666666667, 11.128633333333331), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
25,"[60.68503350707372, 42.43396692174772, 31.345043758922476, 0.0, 0.0, 0.0]","[4, 3, 2, 0, 0, 0]","[987.1321002432942, 0, 1594.192548763792, 0, 0, 0]","[3041.867899756706, 8102, 14516.807451236207, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[2445, 3438, 5050, 0, 0, 0]","[(127.92493333333331, 0.008, 0.0054666666666666665), (1288.3492666666666, 0.0, 0.0020666666666666667), (1575.6592000000003, 0.00013333333333333334, 0.0011333333333333334), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4167.075066666666, 1859.992, 999.9945333333334), (15891.650733333334, 1800.0, 1524.9979333333333), (32784.3408, 1882.6998666666668, 1333.7488666666666), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(6, 0.0, 0.004905555555555556), (9, 0.09296666666666666, 0.03333333333333333), (3, 0.04596666666666667, 0.016755555555555555), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 67.1, 10.105094444444443), (16096, 51.80703333333334, 6.156666666666666), (32209, 58.15403333333334, 11.623244444444444), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
26,"[44.27897741375031, 24.018760799802518, 52.343119607721434, 0.0, 0.0, 0.0]","[3, 2, 4, 0, 0, 0]","[1115.0534901151393, 1797.6496351374071, 7548.29932003813, 0, 0, 0]","[2913.9465098848605, 6304.350364862593, 8562.70067996187, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1784, 1946, 8433, 0, 0, 0]","[(126.52713333333332, 0.009000000000000001, 0.0052), (25.514599999999998, 0.007, 0.0020666666666666667), (1371.5361333333333, 0.004999999999999999, 0.0013333333333333333), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4168.472866666667, 1859.991, 999.9948), (17154.4854, 1799.993, 1524.9979333333333), (32988.463866666665, 1882.695, 1333.7486666666666), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(5, 0.0, 0.004416666666666667), (4, 0.0, 0.0006944444444444444), (6, 0.08385, 0.033938888888888886), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.1, 10.105583333333334), (16101, 51.900000000000006, 6.189305555555555), (32206, 58.116150000000005, 11.60606111111111), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
27,"[39.91064780342517, 34.43594174277956, 52.343119607721434, 0.0, 0.0, 0.0]","[3, 3, 4, 0, 0, 0]","[929.2626783378265, 1825.1568713852375, 6173.2589670874, 0, 0, 0]","[3099.7373216621736, 6276.8431286147625, 9937.7410329126, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1608, 2790, 8433, 0, 0, 0]","[(106.77860000000001, 0.001066666666666667, 0.0), (106.95360000000001, 0.0116, 0.0021333333333333334), (1440.0434666666667, 0.19613333333333333, 0.014266666666666667), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4188.2214, 1859.9989333333333, 1000.0), (17073.0464, 1799.9884, 1524.9978666666666), (32919.95653333333, 1882.5038666666667, 1333.7357333333334), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(5, 0.0, 0.0022611111111111113), (5, 0.0, 0.0018888888888888887), (6, 0.0712, 0.027961111111111114), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.1, 10.107738888888889), (16100, 51.900000000000006, 6.188111111111111), (32206, 58.128800000000005, 11.612038888888888), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
28,"[40.85380987838173, 36.62058750925697, 50.32586431630563, 0.0, 0.0, 0.0]","[3, 3, 4, 0, 0, 0]","[340.1411929264844, 1597.1338451158256, 1535.423044210032, 0, 0, 0]","[3688.8588070735154, 6504.866154884175, 14575.576955789968, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1646, 2967, 8108, 0, 0, 0]","[(81.55395714285714, 0.0, 0.0), (44.7382, 0.0046, 0.0), (1789.5684, 0.5614, 0.03233333333333333), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4213.446042857143, 1860.0, 1000.0), (17135.2618, 1799.9954, 1525.0), (32570.4316, 1882.1386, 1333.7176666666667), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(5, 0.0, 0.0013007936507936507), (5, 0.0, 0.0014), (6, 0.4381666666666666, 0.1544722222222222), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.1, 10.108699206349206), (16100, 51.900000000000006, 6.188599999999999), (32206, 57.761833333333335, 11.485527777777776), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
29,"[31.571109456440805, 47.64255739323624, 23.077400533796784, 0.0, 0.0, 0.0]","[2, 4, 2, 0, 0, 0]","[253.96622867117168, 2596.219388582219, 2857.1131991274106, 0, 0, 0]","[3775.033771328828, 5505.780611417781, 13253.88680087259, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1272, 3860, 3718, 0, 0, 0]","[(18.6737, 0.00013333333333333334, 0.0), (230.5110666666667, 0.0728, 0.0422), (163.57760000000002, 0.022666666666666672, 0.009600000000000001), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4276.3263, 1859.9998666666668, 1000.0), (16949.488933333334, 1799.9272, 1524.9578), (34196.4224, 1882.6773333333333, 1333.7404), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(4, 0.0, 2.3809523809523807e-05), (7, 0.0, 0.014583333333333335), (4, 0.00315, 0.0017555555555555556), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4022, 67.1, 10.10997619047619), (16098, 51.900000000000006, 6.175416666666666), (32208, 58.196850000000005, 11.638244444444442), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
30,"[45.22213948870687, 50.493705257961, 34.10092483396438, 0.0, 0.0, 0.0]","[2, 4, 3, 0, 0, 0]","[604.1926300925959, 3664.7364447710306, 4757.225257703966, 0, 0, 0]","[3424.807369907404, 4437.263555228969, 11353.774742296035, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1822, 4091, 5494, 0, 0, 0]","[(10.004533333333331, 6.666666666666668e-05, 0.0), (171.0915333333333, 0.05193333333333333, 0.02686666666666667), (232.0842, 0.031733333333333336, 0.0098), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4284.995466666666, 1859.9999333333333, 1000.0), (17008.908466666668, 1799.9480666666666, 1524.9731333333334), (34127.9158, 1882.6682666666668, 1333.7402), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(4, 0.0, 5.555555555555557e-06), (9, 0.04601666666666666, 0.02265674603174603), (7, 0.0056500000000000005, 0.02582777777777778), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4022, 67.1, 10.109994444444444), (16096, 51.85398333333334, 6.167343253968253), (32205, 58.19435, 11.614172222222221), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
31,"[44.849838669645074, 61.93532461120711, 34.10092483396438, 0.0, 0.0, 0.0]","[2, 5, 3, 0, 0, 0]","[1230.762376774357, 2577.306710134576, 0, 0, 0, 0]","[2798.237623225643, 5524.693289865424, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1807, 5018, 5494, 0, 0, 0]","[(90.91926666666666, 0.00046666666666666666, 0.0004), (222.29633333333334, 0.059, 0.02886666666666667), (253.0556666666667, 0.03886666666666667, 0.012333333333333335), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4204.080733333333, 1859.9995333333334, 999.9996), (16957.703666666668, 1799.941, 1524.9711333333332), (34106.94433333333, 1882.6611333333333, 1333.7376666666667), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(4, 0.0, 0.0006722222222222223), (10, 0.0, 0.0017777777777777776), (7, 0.004566666666666667, 0.028794444444444442), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4022, 67.1, 10.109327777777777), (16095, 51.900000000000006, 6.188222222222222), (32205, 58.195433333333334, 11.611205555555554), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
32,"[72.59865971705138, 36.028141199703775, 27.807088324747063, 0.0, 0.0, 0.0]","[3, 3, 2, 0, 0, 0]","[1173.578539947946, 0, 1971.3978038575735, 0, 0, 0]","[2855.421460052054, 8102, 14139.602196142427, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[2925, 2919, 4480, 0, 0, 0]","[(78.7294, 0.0003333333333333333, 6.666666666666668e-05), (48.40826666666668, 0.007733333333333333, 0.0037333333333333333), (1182.7936, 0.0051333333333333335, 0.0011333333333333336), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4216.2706, 1859.9996666666666, 999.9999333333334), (17131.591733333335, 1799.9922666666666, 1524.9962666666668), (33177.2064, 1882.6948666666667, 1333.7488666666666), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(7, 0.0, 9.999999999999999e-05), (7, 0.0, 0.000977777777777778), (4, 0.0032, 0.002388888888888889), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4019, 67.1, 10.1099), (16098, 51.900000000000006, 6.1890222222222215), (32208, 58.1968, 11.63761111111111), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
33,"[90.84139985107967, 0.0, 73.32878157780398, 0.0, 0.0, 0.0]","[4, 0, 5, 0, 0, 0]","[1004.4141860940717, 0, 10477.070218732177, 0, 0, 0]","[3024.5858139059283, 8102, 5633.929781267823, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[3660, 0, 11814, 0, 0, 0]","[(115.86599999999999, 0.0030666666666666668, 0.0074666666666666675), (0, 0, 0), (2141.889933333334, 0.014333333333333333, 0.0016666666666666666), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4179.134, 1859.9969333333333, 999.9925333333333), (17180, 1800.0, 1525.0), (32218.110066666668, 1882.6856666666667, 1333.7483333333332), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(9, 0.0, 0.0021), (0, 0, 0), (11, 1.666666666666667e-05, 0.004205555555555556), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4017, 67.1, 10.107899999999999), (16105, 51.900000000000006, 6.1899999999999995), (32201, 58.199983333333336, 11.635794444444443), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
34,"[90.5187391412261, 25.240681313255987, 67.79219167028738, 0.0, 0.0, 0.0]","[3, 2, 5, 0, 0, 0]","[1022.9155312037952, 1112.8940942334837, 6652.655494025477, 0, 0, 0]","[3006.084468796205, 6989.105905766516, 9458.344505974523, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[3647, 2045, 10922, 0, 0, 0]","[(93.54019999999998, 0.0031333333333333335, 0.007266666666666667), (75.4974, 0.0092, 0.012400000000000001), (2667.576466666667, 0.014066666666666668, 0.0015333333333333334), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4201.4598, 1859.9968666666666, 999.9927333333334), (17104.5026, 1799.9908, 1524.9876), (31692.423533333334, 1882.6859333333334, 1333.7484666666667), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(8, 0.0, 0.0011777777777777778), (4, 1.666666666666667e-05, 0.0005444444444444444), (11, 0.0, 0.004038888888888889), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4018, 67.1, 10.108822222222221), (16101, 51.89998333333334, 6.189455555555555), (32201, 58.2, 11.63596111111111), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
35,"[90.64283941424671, 35.65786225623303, 46.09893861336975, 0.0, 0.0, 0.0]","[3, 3, 3, 0, 0, 0]","[985.2578808655646, 844.2204475370198, 1478.5590999631372, 0, 0, 0]","[3043.7421191344356, 7257.77955246298, 14632.440900036863, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[3652, 2889, 7427, 0, 0, 0]","[(52.515, 0.03093333333333333, 0.03506666666666666), (176.1606, 0.013466666666666667, 0.01213333333333333), (1409.2857999999999, 0.009066666666666666, 0.0009333333333333332), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4242.485, 1859.9690666666668, 999.9649333333333), (17003.8394, 1799.9865333333332, 1524.9878666666666), (32950.7142, 1882.6909333333333, 1333.7490666666667), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(6, 0.0, 0.001238888888888889), (5, 1.666666666666667e-05, 0.0014777777777777777), (7, 0.0, 0.0023833333333333337), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 67.1, 10.10876111111111), (16100, 51.89998333333334, 6.188522222222222), (32205, 58.2, 11.637616666666666), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
36,"[104.88955075701168, 22.155023450999753, 41.083731611942156, 0.0, 0.0, 0.0]","[3, 2, 3, 0, 0, 0]","[541.3552859267407, 1661.6410376852664, 3836.393081222929, 0, 0, 0]","[3487.6447140732594, 6440.358962314734, 12274.60691877707, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[4226, 1795, 6619, 0, 0, 0]","[(89.21553333333334, 0.088, 0.08353333333333335), (1001.0397333333333, 0.0046, 0.0006666666666666666), (2102.7428666666665, 0.0051333333333333335, 0.0016666666666666668), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4205.784466666667, 1859.912, 999.9164666666667), (16178.960266666667, 1799.9954, 1524.9993333333334), (32257.257133333333, 1882.6948666666667, 1333.7483333333332), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(6, 0.0, 0.0013111111111111112), (3, 0.0, 0.0010944444444444445), (4, 0.0, 0.001222222222222222), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 67.1, 10.108688888888889), (16102, 51.900000000000006, 6.188905555555555), (32208, 58.2, 11.638777777777777), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
37,"[84.78530652767436, 45.470254258207845, 27.223636025076036, 0.0, 0.0, 0.0]","[2, 4, 2, 0, 0, 0]","[820.2455536151559, 2514.99555649755, 4367.70351569766, 0, 0, 0]","[3208.754446384844, 5587.00444350245, 11743.29648430234, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[3416, 3684, 4386, 0, 0, 0]","[(97.867, 0.009333333333333332, 0.00020000000000000004), (1043.6806000000001, 0.005066666666666666, 0.0009333333333333332), (1115.6844, 0.0046, 0.0008666666666666667), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4197.133, 1859.9906666666666, 999.9998), (16136.3194, 1799.9949333333334, 1524.9990666666667), (33244.3156, 1882.6954, 1333.7491333333332), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(4, 0.0, 0.0021555555555555555), (7, 0.0, 0.0026222222222222224), (2, 0.04608333333333333, 0.01732222222222222), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4022, 67.1, 10.107844444444444), (16098, 51.900000000000006, 6.187377777777777), (32210, 58.15391666666667, 11.622677777777776), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
38,"[106.47803425167535, 35.05307331523081, 39.82992986158525, 14.197071233556713, 0.0, 0.0]","[2, 3, 3, 1, 0, 0]","[383.59399772098897, 1785.5613290231463, 5590.461555839791, 0, 0, 0]","[3645.406002279011, 6316.438670976853, 10520.53844416021, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[4290, 2840, 6417, 572, 0, 0]","[(59.069, 0.004666666666666667, 0.00013333333333333334), (1023.7580666666668, 0.0, 0.0008), (1228.9306, 0.004533333333333333, 0.0010666666666666665), (13.981, 0.0044, 6.666666666666668e-05), (0, 0, 0), (0, 0, 0)]","[(4235.931, 1859.9953333333333, 999.9998666666667), (16156.241933333333, 1800.0, 1524.9992), (33131.0694, 1882.6954666666668, 1333.7489333333333), (4281.019, 1859.9956, 999.9999333333334), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(3, 0.0, 0.002255555555555556), (6, 0.0, 0.0012722222222222223), (3, 0.0, 0.0027055555555555557), (2, 0.0, 0.0010388888888888889), (0, 0, 0), (0, 0, 0)]","[(4023, 67.1, 10.107744444444444), (16099, 51.900000000000006, 6.188727777777777), (32209, 58.2, 11.637294444444443), (4024, 67.1, 10.10896111111111), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
39,"[93.44750558451229, 49.4569242162429, 52.2562224567066, 16.406056093323404, 0.0, 0.0]","[1, 4, 4, 1, 0, 0]","[594.1340891818422, 2101.766138835029, 4033.1638831379814, 401.2896804471603, 0, 0]","[3434.8659108181578, 6000.233861164971, 12077.836116862018, 3627.71031955284, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[3765, 4007, 8419, 661, 0, 0]","[(52.4282, 0.0002, 0.00013333333333333334), (337.9892, 0.0006000000000000001, 0.0037333333333333333), (1049.2737333333332, 0.004866666666666666, 0.0009333333333333334), (17.126133333333335, 0.0, 0.0), (0, 0, 0), (0, 0, 0)]","[(4242.5718, 1859.9998, 999.9998666666667), (16842.0108, 1799.9994, 1524.9962666666668), (33310.726266666665, 1882.6951333333334, 1333.7490666666667), (4277.873866666667, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(3, 0.0, 0.0007944444444444444), (7, 0.0, 0.0016277777777777777), (6, 0.00065, 0.001311111111111111), (1, 0.0, 0.0013222222222222222), (0, 0, 0), (0, 0, 0)]","[(4023, 67.1, 10.109205555555555), (16098, 51.900000000000006, 6.188372222222222), (32206, 58.19935, 11.638688888888888), (4025, 67.1, 10.108677777777777), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
40,"[13.47728965003723, 26.15403604048383, 55.33486437837502, 31.14916852817076, 0.0, 0.0]","[1, 2, 4, 2, 0, 0]","[543.2242706685897, 633.892881971301, 3533.0668975185017, 358.9476726212114, 0, 0]","[3485.7757293314103, 7468.107118028699, 12577.933102481498, 3670.0523273787885, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[543, 2119, 8915, 1255, 0, 0]","[(75.497, 0.00046666666666666666, 0.0004), (408.0698666666666, 0.0004, 0.003999999999999999), (158.68280000000001, 0.009133333333333334, 0.00013333333333333337), (63.6126, 0.0, 0.0), (0, 0, 0), (0, 0, 0)]","[(4219.503, 1859.9995333333334, 999.9996), (16771.930133333335, 1799.9996, 1524.996), (34201.3172, 1882.6908666666668, 1333.7498666666668), (4231.3874, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(3, 0.0, 0.0006611111111111111), (3, 0.0, 0.0002388888888888889), (7, 0.0, 0.0022999999999999995), (4, 0.0, 0.0017666666666666666), (0, 0, 0), (0, 0, 0)]","[(4023, 67.1, 10.109338888888889), (16102, 51.900000000000006, 6.18976111111111), (32205, 58.2, 11.637699999999999), (4022, 67.1, 10.108233333333333), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
41,"[26.6319185902209, 25.598617625277708, 40.75476382595742, 14.743112434847358, 0.0, 0.0]","[2, 2, 3, 1, 0, 0]","[451.83259181833955, 273.62722163552644, 6023.924333809753, 0, 0, 0]","[3577.1674081816604, 7828.372778364474, 10087.075666190247, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1073, 2074, 6566, 594, 0, 0]","[(265.6382, 0.003733333333333333, 0.006266666666666668), (434.8084, 0.0, 0.0027333333333333333), (61.516400000000004, 0.013733333333333334, 0.00013333333333333334), (60.8172, 0.0002666666666666667, 0.0002), (0, 0, 0), (0, 0, 0)]","[(4029.3618, 1859.9962666666668, 999.9937333333334), (16745.1916, 1800.0, 1524.9972666666667), (34298.4836, 1882.6862666666668, 1333.7498666666668), (4234.1828, 1859.9997333333333, 999.9998), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(4, 0.0, 0.0011055555555555558), (4, 0.0, 0.0008333333333333334), (5, 0.0, 0.0029777777777777775), (3, 0.0, 0.0004444444444444444), (0, 0, 0), (0, 0, 0)]","[(4022, 67.1, 10.108894444444443), (16101, 51.900000000000006, 6.189166666666666), (32207, 58.2, 11.637022222222221), (4023, 67.1, 10.109555555555556), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
