interval,cpu,numcontainers,baseips,ipsavailable,ipscap,apparentips,ram,ramavailable,disk,diskavailable
63,"[28.81608339538347, 42.19945692421624, 51.101731736080936, 0.0, 0.0, 0.0]","[2, 3, 4, 0, 0, 0]","[896.4769561685433, 3320.4389908946396, 5604.32591898855, 0, 0, 0]","[3132.5230438314566, 4781.56100910536, 10506.67408101145, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1161, 3419, 8233, 0, 0, 0]","[(106.2556, 0.009333333333333332, 6.666666666666668e-05), (155.36293333333333, 0.0104, 0.006933333333333333), (3479.1746000000003, 0.6626, 0.052866666666666666), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4188.7444, 1859.9906666666666, 999.9999333333334), (17024.637066666666, 1799.9896, 1524.9930666666667), (30880.8254, 1882.0374, 1333.6971333333333), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(4, 0.0, 0.002138888888888889), (7, 3.3333333333333335e-05, 0.002716666666666667), (9, 2.056766666666667, 0.6721222222222223), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4022, 67.1, 10.107861111111111), (16098, 51.89996666666667, 6.187283333333333), (32203, 56.143233333333335, 10.967877777777776), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
64,"[38.81856540084388, 42.19945692421624, 34.79610204208305, 0.0, 0.0, 0.0]","[3, 3, 3, 0, 0, 0]","[1346.4513246781594, 2080.5466583213956, 1058.2030617319265, 0, 0, 0]","[2682.5486753218406, 6021.453341678604, 15052.796938268073, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1564, 3419, 5606, 0, 0, 0]","[(160.43153333333333, 0.020200000000000003, 0.01173333333333333), (177.90693333333337, 0.010133333333333334, 0.0072), (83.1864, 0.045733333333333334, 0.0016), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4134.568466666667, 1859.9798, 999.9882666666666), (17002.093066666668, 1799.9898666666666, 1524.9928), (34276.8136, 1882.6542666666667, 1333.7484), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(5, 0.0, 0.003311111111111111), (7, 0.06351666666666665, 0.015727777777777778), (6, 0.0, 0.0013277777777777776), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.1, 10.106688888888888), (16098, 51.83648333333334, 6.174272222222222), (32206, 58.2, 11.63867222222222), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
65,"[50.210970464135016, 25.672673413971857, 27.83812302153808, 0.0, 0.0, 0.0]","[4, 2, 2, 0, 0, 0]","[564.0223413364452, 0, 2708.859478712651, 0, 0, 0]","[3464.977658663555, 8102, 13402.140521287349, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[2023, 2080, 4485, 0, 0, 0]","[(90.91906666666665, 0.019533333333333333, 0.010266666666666665), (67.10826666666667, 0.009466666666666667, 0.003733333333333333), (153.791, 0.007866666666666666, 0.0012666666666666666), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4204.080933333334, 1859.9804666666666, 999.9897333333333), (17112.891733333334, 1799.9905333333334, 1524.9962666666668), (34206.209, 1882.6921333333335, 1333.7487333333333), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(8, 0.0, 0.002938888888888889), (5, 0.0, 0.00195), (6, 0.0, 0.0016888888888888886), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4018, 67.1, 10.107061111111111), (16100, 51.900000000000006, 6.18805), (32206, 58.2, 11.63831111111111), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
66,"[37.3541821792008, 32.152554924709946, 46.43411333871268, 0.0, 0.0, 0.0]","[3, 2, 3, 0, 0, 0]","[485.97200743316597, 2480.8293984276047, 5251.952475130022, 0, 0, 0]","[3543.027992566834, 5621.170601572396, 10859.047524869977, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1505, 2605, 7481, 0, 0, 0]","[(62.126666666666665, 0.010333333333333333, 0.010666666666666666), (199.92740000000003, 8.355733333333333, 0.21386666666666665), (217.4042, 0.007933333333333332, 0.0015333333333333332), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4232.873333333333, 1859.9896666666666, 999.9893333333333), (16980.0726, 1791.6442666666667, 1524.7861333333333), (34142.5958, 1882.6920666666667, 1333.7484666666667), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(7, 6.666666666666667e-05, 0.3484111111111111), (4, 8.908500000000002, 3.688733333333333), (7, 0.0, 0.001961111111111111), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4019, 67.09993333333333, 9.761588888888888), (16101, 42.9915, 2.5012666666666665), (32205, 58.2, 11.638038888888888), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
67,"[29.436584760486472, 58.04739570476426, 46.43411333871268, 0.0, 0.0, 0.0]","[2, 4, 3, 0, 0, 0]","[1139.080209557917, 4195.27111877374, 3107.803144105226, 0, 0, 0]","[2889.919790442083, 3906.7288812262595, 13003.196855894774, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1186, 4703, 7481, 0, 0, 0]","[(77.594, 0.00046666666666666666, 0.0004), (1744.1296666666667, 0.31333333333333335, 1.2771999999999997), (209.0158, 0.008, 0.0014), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4217.406, 1859.9995333333334, 999.9996), (15435.870333333332, 1799.6866666666667, 1523.7228), (34150.9842, 1882.692, 1333.7486), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(6, 0.0, 0.0007388888888888889), (8, 0.005116666666666666, 0.18732222222222222), (7, 0.0, 0.002033333333333333), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 67.1, 10.10926111111111), (16097, 51.89488333333334, 6.002677777777778), (32205, 58.2, 11.637966666666665), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
68,"[43.26135517498139, 58.04739570476426, 19.284960585935078, 0.0, 0.0, 0.0]","[3, 4, 1, 0, 0, 0]","[822.6923291814851, 2026.6860121950904, 0, 0, 0, 0]","[3206.307670818515, 6075.31398780491, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1743, 4703, 3107, 0, 0, 0]","[(208.31546666666668, 0.0007333333333333332, 0.0006), (1486.8795333333335, 0.38746666666666674, 2.0450666666666666), (33.5544, 0.004333333333333333, 0.0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4086.684533333333, 1859.9992666666667, 999.9994), (15693.120466666667, 1799.6125333333334, 1522.9549333333334), (34326.4456, 1882.6956666666667, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(7, 0.0, 0.029027777777777777), (8, 0.0006166666666666666, 0.11347222222222222), (2, 0.0, 0.0010333333333333334), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4019, 67.1, 10.080972222222222), (16097, 51.89938333333334, 6.076527777777777), (32210, 58.2, 11.638966666666665), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
69,"[43.484735666418466, 43.54480375215996, 24.47396188939234, 0.0, 0.0, 0.0]","[3, 3, 2, 0, 0, 0]","[913.2482131881522, 579.2040495482095, 3246.200918062355, 0, 0, 0]","[3115.7517868118475, 7522.79595045179, 12864.799081937645, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1752, 3528, 3943, 0, 0, 0]","[(154.4886666666667, 0.0007333333333333332, 0.0002666666666666667), (221.20453333333336, 0.08973333333333332, 0.9780666666666668), (92.2746, 0.004666666666666666, 0.00046666666666666666), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4140.511333333333, 1859.9992666666667, 999.9997333333333), (16958.795466666666, 1799.9102666666668, 1524.0219333333334), (34267.7254, 1882.6953333333333, 1333.7495333333334), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(7, 0.0, 0.0018055555555555557), (4, 0.0, 0.00040555555555555554), (3, 0.0, 0.006761111111111111), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4019, 67.1, 10.108194444444443), (16101, 51.900000000000006, 6.1895944444444435), (32209, 58.2, 11.633238888888888), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
70,"[52.91635641598411, 24.389039743273266, 51.29414685618522, 0.0, 0.0, 0.0]","[3, 2, 4, 0, 0, 0]","[689.0490774279966, 1704.064434793076, 5872.543628384905, 0, 0, 0]","[3339.9509225720035, 6397.935565206924, 10238.456371615095, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[2132, 1976, 8264, 0, 0, 0]","[(169.47466666666668, 0.0005333333333333334, 0.0002), (1433.2713333333334, 0.14286666666666667, 0.5943999999999999), (450.9740666666667, 0.005, 0.0012000000000000001), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4125.525333333333, 1859.9994666666666, 999.9998), (15746.728666666666, 1799.8571333333334, 1524.4056), (33909.02593333333, 1882.695, 1333.7488), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(6, 0.0, 0.0019666666666666665), (5, 0.005116666666666666, 0.1869888888888889), (6, 1.666666666666667e-05, 0.004994444444444445), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 67.1, 10.108033333333333), (16100, 51.89488333333334, 6.00301111111111), (32206, 58.199983333333336, 11.635005555555555), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
71,"[54.703400347480766, 39.854356948901504, 51.29414685618522, 0.0, 0.0, 0.0]","[3, 3, 4, 0, 0, 0]","[917.3534402718271, 1277.5367493454457, 3698.8835489221474, 0, 0, 0]","[3111.646559728173, 6824.463250654554, 12412.116451077853, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[2204, 3229, 8264, 0, 0, 0]","[(238.2441333333333, 0.016466666666666664, 0.016533333333333334), (1419.203066666667, 0.1978, 0.7449333333333334), (506.3739333333333, 0.008266666666666667, 0.0021999999999999997), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4056.755866666667, 1859.9835333333333, 999.9834666666667), (15760.796933333333, 1799.8022, 1524.2550666666666), (33853.626066666664, 1882.6917333333333, 1333.7478), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(8, 0.0001, 0.012816666666666665), (8, 0.0006, 0.11423333333333334), (6, 0.0, 0.008244444444444445), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4018, 67.09989999999999, 10.097183333333334), (16097, 51.89940000000001, 6.0757666666666665), (32206, 58.2, 11.631755555555554), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
72,"[59.84115165053363, 40.5455443100469, 43.026503631059526, 0.0, 0.0, 0.0]","[3, 3, 3, 0, 0, 0]","[1009.9117411017028, 1829.404428719889, 4316.542710549231, 0, 0, 0]","[3019.088258898297, 6272.5955712801115, 11794.45728945077, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[2411, 3285, 6932, 0, 0, 0]","[(518.6940666666667, 0.5482000000000001, 0.17220000000000002), (1602.2233333333334, 1.1336666666666666, 0.47573333333333334), (1487.4906, 0.0008666666666666666, 0.0038), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(3776.305933333333, 1859.4518, 999.8278), (15577.776666666667, 1798.8663333333334, 1524.5242666666666), (32872.5094, 1882.6991333333333, 1333.7462), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(7, 0.0, 0.011277777777777775), (9, 1.666666666666667e-05, 0.12256666666666667), (4, 0.0, 0.0013611111111111113), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4019, 67.1, 10.098722222222221), (16096, 51.89998333333334, 6.067433333333333), (32208, 58.2, 11.638638888888888), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
73,"[63.315959295110446, 35.09010120957788, 46.738253367264605, 0.0, 0.0, 0.0]","[3, 3, 3, 0, 0, 0]","[1130.1105447719187, 1193.004858574805, 4231.025195751028, 0, 0, 0]","[2898.8894552280813, 6908.9951414251955, 11879.974804248972, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[2551, 2843, 7530, 0, 0, 0]","[(531.2766666666666, 0.024133333333333333, 0.0372), (1754.9654666666665, 0.9588666666666666, 0.4780666666666666), (4910.130400000001, 0.6169333333333333, 0.044066666666666664), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(3763.7233333333334, 1859.9758666666667, 999.9628), (15425.034533333333, 1799.0411333333334, 1524.5219333333334), (29449.869599999998, 1882.0830666666668, 1333.7059333333334), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(6, 0.00011666666666666667, 0.010350000000000002), (7, 1.666666666666667e-05, 0.1405888888888889), (5, 3.2492166666666664, 0.7179444444444444), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 67.09988333333332, 10.099649999999999), (16098, 51.89998333333334, 6.049411111111111), (32207, 54.950783333333334, 10.922055555555554), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
74,"[86.59717051377514, 22.303135028388052, 47.55756936254733, 0.0, 0.0, 0.0]","[4, 2, 3, 0, 0, 0]","[694.0297834563825, 802.6664322412792, 4237.288190079036, 0, 0, 0]","[3334.9702165436174, 7299.333567758721, 11873.711809920964, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[3489, 1807, 7662, 0, 0, 0]","[(501.2177333333333, 0.032066666666666674, 0.030066666666666665), (280.66780000000006, 0.6686, 0.004866666666666666), (4522.857333333333, 0.6198666666666666, 0.04846666666666667), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(3793.7822666666666, 1859.9679333333333, 999.9699333333333), (16899.3322, 1799.3314, 1524.9951333333333), (29837.142666666667, 1882.0801333333334, 1333.7015333333334), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(8, 0.0, 0.012322222222222222), (4, 0.0, 0.00044444444444444447), (5, 2.814516666666667, 0.6735333333333331), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4018, 67.1, 10.097677777777777), (16101, 51.900000000000006, 6.189555555555555), (32207, 55.38548333333333, 10.966466666666665), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
75,"[80.5162571357657, 30.461614416193534, 45.16789770963938, 0.0, 0.0, 0.0]","[3, 3, 3, 0, 0, 0]","[851.8358984780205, 1544.177220283345, 1594.192548763792, 0, 0, 0]","[3177.1641015219793, 6557.822779716655, 14516.807451236207, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[3244, 2468, 7277, 0, 0, 0]","[(113.2452, 0.011066666666666666, 0.004933333333333332), (96.11846666666668, 0.0012, 0.0020666666666666667), (4706.008333333333, 0.6172666666666666, 0.05306666666666667), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4181.7548, 1859.9889333333333, 999.9950666666666), (17083.881533333333, 1799.9988, 1524.9979333333333), (29653.99166666667, 1882.0827333333334, 1333.6969333333334), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(5, 0.0, 0.0013444444444444443), (5, 0.0, 0.00035555555555555557), (6, 2.1027500000000003, 0.6895055555555556), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.1, 10.108655555555554), (16100, 51.900000000000006, 6.189644444444444), (32206, 56.09725, 10.950494444444443), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
76,"[93.8446264581782, 45.92693162182177, 13.816647011358699, 0.0, 0.0, 0.0]","[3, 4, 1, 0, 0, 0]","[1014.6331849428348, 525.789895885378, 0, 0, 0, 0]","[3014.3668150571652, 7576.210104114622, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[3781, 3721, 2226, 0, 0, 0]","[(284.5126666666667, 0.004666666666666667, 0.0002), (164.27546666666666, 0.0029333333333333334, 0.006), (984.2627333333332, 6.666666666666668e-05, 0.0009333333333333332), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4010.4873333333335, 1859.9953333333333, 999.9998), (17015.724533333334, 1799.9970666666666, 1524.994), (33375.73726666666, 1882.6999333333333, 1333.7490666666667), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(5, 0.0, 0.0014444444444444444), (8, 0.0, 0.0011333333333333334), (2, 0.0, 0.0001277777777777778), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.1, 10.108555555555554), (16097, 51.900000000000006, 6.188866666666666), (32210, 58.2, 11.639872222222222), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
77,"[74.46016381236039, 29.264379165638115, 39.978896406182116, 19.50856291883842, 0.0, 0.0]","[2, 2, 3, 1, 0, 0]","[412.8830870829142, 1122.063108932822, 3755.5897113782326, 0, 0, 0]","[3616.1169129170858, 6979.936891067178, 12355.410288621768, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[3000, 2371, 6441, 786, 0, 0]","[(234.88, 0.00013333333333333334, 0.00013333333333333334), (178.9568, 0.006666666666666667, 0.0048000000000000004), (423.27446666666674, 0.09799999999999998, 0.3420666666666667), (54.52546666666667, 0.0, 6.666666666666668e-05), (0, 0, 0), (0, 0, 0)]","[(4060.12, 1859.9998666666668, 999.9998666666667), (17001.0432, 1799.9933333333333, 1524.9952), (33936.72553333333, 1882.602, 1333.4079333333334), (4240.474533333333, 1860.0, 999.9999333333334), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(2, 0.0, 0.0003833333333333333), (6, 0.0, 0.00135), (4, 0.0008333333333333333, 0.5125722222222223), (2, 0.05473333333333333, 0.019272222222222222), (0, 0, 0), (0, 0, 0)]","[(4024, 67.1, 10.109616666666666), (16099, 51.900000000000006, 6.188649999999999), (32208, 58.19916666666667, 11.127427777777777), (4024, 67.04526666666666, 10.090727777777778), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
78,"[82.77488210474063, 54.825968896568746, 39.978896406182116, 0.0, 0.0, 0.0]","[2, 4, 3, 0, 0, 0]","[847.6182184113602, 1899.8798775341863, 1210.24148979592, 0, 0, 0]","[3181.3817815886396, 6202.120122465813, 14900.75851020408, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[3335, 4442, 6441, 0, 0, 0]","[(26.781533333333332, 0.0, 0.0), (399.85633333333334, 1.0042666666666666, 0.012666666666666666), (454.38226666666674, 0.0048000000000000004, 0.00013333333333333334), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4268.218466666666, 1860.0, 1000.0), (16780.143666666667, 1798.9957333333334, 1524.9873333333333), (33905.61773333333, 1882.6952, 1333.7498666666668), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(2, 0.0, 7.777777777777777e-05), (12, 0.04601666666666666, 0.018033333333333335), (4, 0.0, 0.001661111111111111), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4024, 67.1, 10.109922222222222), (16093, 51.85398333333334, 6.171966666666666), (32208, 58.2, 11.638338888888887), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
79,"[83.79250434350955, 25.561589730930635, 39.600273105331766, 10.498883097542814, 0.0, 0.0]","[2, 2, 3, 1, 0, 0]","[438.82270636743755, 1452.8634968951928, 4755.734382887225, 0, 0, 0]","[3590.1772936325624, 6649.136503104807, 11355.265617112775, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[3376, 2071, 6380, 423, 0, 0]","[(15.072000000000001, 0.00013333333333333334, 0.00013333333333333334), (328.5534666666666, 0.7731333333333333, 0.0066), (205.52053333333333, 0.0034, 0.0013333333333333333), (9.436933333333332, 0.0, 0.0), (0, 0, 0), (0, 0, 0)]","[(4279.928, 1859.9998666666668, 999.9998666666667), (16851.446533333332, 1799.2268666666666, 1524.9934), (34154.479466666664, 1882.6966, 1333.7486666666666), (4285.563066666667, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(4, 0.0, 1.1111111111111112e-05), (6, 0.0, 0.0006388888888888888), (6, 0.0, 0.0024499999999999995), (1, 0.0, 5.555555555555557e-06), (0, 0, 0), (0, 0, 0)]","[(4022, 67.1, 10.10998888888889), (16099, 51.900000000000006, 6.18936111111111), (32206, 58.2, 11.63755), (4025, 67.1, 10.109994444444444), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
80,"[27.07867957309506, 48.605282646260186, 29.513996648252743, 0.0, 0.0, 0.0]","[2, 4, 2, 0, 0, 0]","[886.5550337033342, 1935.2276146958238, 3491.2004361706167, 0, 0, 0]","[3142.444966296666, 6166.772385304176, 12619.799563829383, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1091, 3938, 4755, 0, 0, 0]","[(358.96146666666675, 6.666666666666668e-05, 6.666666666666668e-05), (324.3589333333334, 0.6695333333333333, 0.008733333333333333), (220.89953333333335, 0.003533333333333333, 0.0015333333333333332), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(3936.0385333333334, 1859.9999333333333, 999.9999333333334), (16855.641066666667, 1799.3304666666668, 1524.9912666666667), (34139.10046666666, 1882.6964666666668, 1333.7484666666667), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(6, 0.12083333333333332, 0.0015944444444444443), (8, 0.0, 0.00065), (4, 0.0, 0.0017277777777777777), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 66.97916666666666, 10.108405555555555), (16097, 51.900000000000006, 6.189349999999999), (32208, 58.2, 11.638272222222222), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
81,"[37.081161578555474, 36.29967909158233, 44.34237477499845, 0.0, 0.0, 0.0]","[3, 3, 3, 0, 0, 0]","[840.7311285705013, 589.9122177697102, 2138.308283086843, 0, 0, 0]","[3188.2688714294986, 7512.08778223029, 13972.691716913158, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1494, 2941, 7144, 0, 0, 0]","[(604.2402666666665, 0.5274000000000001, 0.15793333333333334), (36.3506, 0.0007333333333333332, 0.003266666666666667), (234.18120000000002, 0.0034666666666666665, 0.0015333333333333334), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(3690.7597333333333, 1859.4726, 999.8420666666667), (17143.6494, 1799.9992666666667, 1524.9967333333334), (34125.8188, 1882.6965333333335, 1333.7484666666667), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(8, 0.03961666666666667, 0.005283333333333333), (5, 0.0, 0.0001111111111111111), (6, 0.0, 0.0025833333333333333), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4018, 67.06038333333333, 10.104716666666667), (16100, 51.900000000000006, 6.1898888888888886), (32206, 58.2, 11.637416666666665), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
82,"[37.10598163315959, 22.512959763021474, 50.443796164111475, 0.0, 0.0, 0.0]","[3, 2, 3, 0, 0, 0]","[758.9607514167446, 1006.9845423014142, 5629.526694067992, 0, 0, 0]","[3270.0392485832554, 7095.015457698586, 10481.473305932008, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1495, 1824, 8127, 0, 0, 0]","[(542.8115333333333, 0.024666666666666663, 0.045066666666666665), (123.03226666666666, 0.0008666666666666666, 0.004933333333333333), (1141.5487999999998, 0.004533333333333333, 0.0014000000000000002), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(3752.1884666666665, 1859.9753333333333, 999.9549333333333), (17056.967733333335, 1799.9991333333332, 1524.9950666666666), (33218.4512, 1882.6954666666668, 1333.7486), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(8, 0.0001, 0.01667222222222222), (4, 0.0, 0.00017777777777777779), (5, 1.666666666666667e-05, 0.0014277777777777778), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4018, 67.09989999999999, 10.093327777777777), (16101, 51.900000000000006, 6.1898222222222214), (32207, 58.199983333333336, 11.638572222222221), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
83,"[41.17647058823529, 22.562330288817574, 62.12525603624852, 0.0, 0.0, 0.0]","[3, 2, 4, 0, 0, 0]","[786.1555117719981, 1589.8709062785483, 6614.562183345644, 0, 0, 0]","[3242.844488228002, 6512.129093721452, 9496.437816654356, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1659, 1828, 10009, 0, 0, 0]","[(676.6796666666667, 0.04386666666666667, 0.0524), (26.737600000000004, 0.0002, 0.00013333333333333334), (1247.8047333333334, 0.009533333333333335, 0.001), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(3618.320333333333, 1859.9561333333334, 999.9476), (17153.2624, 1799.9998, 1524.9998666666668), (33112.19526666667, 1882.6904666666667, 1333.749), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(8, 0.0001, 0.023766666666666665), (4, 0.0, 0.0004388888888888889), (7, 0.04506666666666667, 0.018244444444444438), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4018, 67.09989999999999, 10.086233333333332), (16101, 51.900000000000006, 6.189561111111111), (32205, 58.15493333333334, 11.621755555555554), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
