interval,cpu,numcontainers,baseips,ipsavailable,ipscap,apparentips,ram,ram_s,ram_r,ram_w,ramavailable_s,ramavailable_r,ramavailable_w,disk,diskavailable,cpufailures,ramfailures
11,"[20.57017543859649, 19.618659311668065, 10.95458984375, 0.0, 0.0, 0.0]","[6, 10, 7, 0, 0, 0]","[296.4870035679515, 1546.6822040379816, 2605.1031584397574, 0, 0, 0]","[1983.5129964320486, 15131.317795962019, 38354.89684156024, 3947, 18526, 40960]","[2280, 16678, 40960, 3947, 18526, 40960]","[469, 3272, 4487, 0, 0, 0]","[7.368998357963876, 1.9547306168507579, 0.5515174153645833, 0.0, 0.0, 0.0]","[269.2632, 791.0599333333332, 451.80306666666667, 0, 0, 0]","[0.013466666666666665, 0.20893333333333336, 27.7408, 0, 0, 0]","[0.016666666666666666, 0.6226666666666667, 3.375333333333333, 0, 0, 0]","[3384.7368, 39677.94006666667, 81468.19693333334, 2918, 38885, 81920]","[371.98653333333334, 359.79106666666667, 348.79920000000004, 372.0, 360.0, 376.54]","[199.98333333333332, 304.37733333333335, 263.37466666666666, 200.0, 305.0, 266.75]","[(6, 0.0002833333333333333, 0.0038611111111111107), (20, 0.0, 0.017788888888888892), (21, 0.0, 0.009238888888888888), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(5142, 67.09971666666667, 10.106138888888887), (89852, 51.900000000000006, 6.17221111111111), (163819, 11.64, 1.1547611111111111), (7161, 67.1, 10.11), (69568, 51.900000000000006, 6.1899999999999995), (163840, 11.64, 1.164)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
12,"[23.289473684210527, 17.172322820482073, 14.64599609375, 0.0, 0.0, 0.0]","[6, 9, 9, 0, 0, 0]","[215.7533827857919, 1177.1013946824005, 3038.7530151903675, 0, 0, 0]","[2064.246617214208, 15500.8986053176, 37921.24698480963, 3947, 18526, 40960]","[2280, 16678, 40960, 3947, 18526, 40960]","[531, 2864, 5999, 0, 0, 0]","[7.453893450100346, 4.291435419703971, 3.3576485188802088, 0.0, 0.0, 0.0]","[272.3652666666666, 1736.701, 2750.585666666667, 0, 0, 0]","[0.01133333333333333, 0.1913333333333333, 30.443066666666674, 0, 0, 0]","[0.004933333333333334, 0.6710666666666666, 3.717066666666666, 0, 0, 0]","[3381.6347333333333, 38732.299, 79169.41433333333, 2918, 38885, 81920]","[371.9886666666667, 359.8086666666667, 346.09693333333337, 372.0, 360.0, 376.54]","[199.99506666666667, 304.32893333333334, 263.03293333333335, 200.0, 305.0, 266.75]","[(6, 6.666666666666667e-05, 0.004194444444444444), (18, 0.04375, 0.036077777777777785), (27, 0.0, 0.007305555555555556), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(5142, 67.09993333333333, 10.105805555555555), (89854, 51.85625, 6.153922222222222), (163813, 11.64, 1.1566944444444445), (7161, 67.1, 10.11), (69568, 51.900000000000006, 6.1899999999999995), (163840, 11.64, 1.164)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
13,"[26.403508771929822, 15.367550065955152, 15.771484375, 0.0, 0.0, 0.0]","[7, 8, 10, 0, 0, 0]","[204.38108828082727, 1136.8396531958178, 3198.499175532454, 0, 0, 0]","[2075.6189117191725, 15541.160346804183, 37761.50082446755, 3947, 18526, 40960]","[2280, 16678, 40960, 3947, 18526, 40960]","[602, 2563, 6460, 0, 0, 0]","[5.7005386139129985, 4.718314594710354, 3.277967854817707, 0.0, 0.0, 0.0]","[208.29768095238097, 1909.4547333333333, 2685.3112666666657, 0, 0, 0]","[0.007333333333333333, 0.20186666666666664, 0.06333333333333332, 0, 0, 0]","[0.008533333333333334, 0.6557333333333334, 0.06760000000000001, 0, 0, 0]","[3445.702319047619, 38559.54526666667, 79234.68873333333, 2918, 38885, 81920]","[371.99266666666665, 359.79813333333334, 376.4766666666667, 372.0, 360.0, 376.54]","[199.99146666666667, 304.34426666666667, 266.6824, 200.0, 305.0, 266.75]","[(7, 0.0025499999999999997, 0.014323015873015871), (16, 0.0, 0.017005555555555555), (30, 0.05638333333333333, 0.016750000000000004), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(5141, 67.09745, 10.095676984126984), (89856, 51.900000000000006, 6.172994444444444), (163810, 11.583616666666668, 1.1472499999999999), (7161, 67.1, 10.11), (69568, 51.900000000000006, 6.1899999999999995), (163840, 11.64, 1.164)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
14,"[17.5, 14.58808010552824, 17.37060546875, 0.0, 0.0, 0.0]","[5, 7, 11, 0, 0, 0]","[163.25681779031834, 1324.362212411661, 4270.116671589424, 0, 0, 0]","[2116.7431822096814, 15353.637787588339, 36689.88332841058, 3947, 18526, 40960]","[2280, 16678, 40960, 3947, 18526, 40960]","[399, 2433, 7115, 0, 0, 0]","[3.2926286913232725, 3.264732017099509, 2.0588745930989587, 0.0, 0.0, 0.0]","[120.31265238095239, 1321.2044, 1686.6300666666668, 0, 0, 0]","[0.0025333333333333336, 0.0364, 0.0396, 0, 0, 0]","[0.0024000000000000002, 0.002, 0.04346666666666666, 0, 0, 0]","[3533.6873476190476, 39147.7956, 80233.36993333334, 2918, 38885, 81920]","[371.99746666666664, 359.9636, 376.5004, 372.0, 360.0, 376.54]","[199.9976, 304.998, 266.7065333333333, 200.0, 305.0, 266.75]","[(5, 0.00015, 0.013956746031746032), (14, 0.0, 0.006138888888888889), (33, 0.06326666666666667, 0.018311111111111108), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(5143, 67.09984999999999, 10.096043253968253), (89858, 51.900000000000006, 6.183861111111111), (163807, 11.576733333333333, 1.1456888888888888), (7161, 67.1, 10.11), (69568, 51.900000000000006, 6.1899999999999995), (163840, 11.64, 1.164)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
15,"[25.526315789473685, 16.81256745413119, 15.021972656249998, 0.0, 0.0, 0.0]","[8, 8, 10, 0, 0, 0]","[368.2165924525641, 2010.160982764952, 4119.643885066101, 0, 0, 0]","[1911.783407547436, 14667.839017235048, 36840.3561149339, 3947, 18526, 40960]","[2280, 16678, 40960, 3947, 18526, 40960]","[582, 2804, 6153, 0, 0, 0]","[5.141392081736909, 3.2342846788076467, 0.7738086751302083, 0.0, 0.0, 0.0]","[187.86646666666667, 1308.8826666666666, 633.9040666666667, 0, 0, 0]","[0.016933333333333335, 8.289066666666665, 0.07026666666666667, 0, 0, 0]","[0.005733333333333334, 8.285066666666667, 0.0468, 0, 0, 0]","[3466.133533333333, 39160.117333333335, 81286.09593333333, 2918, 38885, 81920]","[371.9830666666667, 351.71093333333334, 376.46973333333335, 372.0, 360.0, 376.54]","[199.99426666666668, 296.7149333333333, 266.7032, 200.0, 305.0, 266.75]","[(8, 5e-05, 0.014799999999999999), (16, 0.0, 0.004988888888888888), (30, 0.09108333333333334, 0.015733333333333332), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(5140, 67.09994999999999, 10.0952), (89856, 51.900000000000006, 6.185011111111111), (163810, 11.548916666666667, 1.1482666666666665), (7161, 67.1, 10.11), (69568, 51.900000000000006, 6.1899999999999995), (163840, 11.64, 1.164)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
16,"[30.570175438596493, 17.29823719870488, 14.1259765625, 0.0, 0.0, 0.0]","[9, 8, 9, 0, 0, 0]","[534.243588997139, 1013.654896195551, 2390.5028160451775, 0, 0, 0]","[1745.7564110028611, 15664.34510380445, 38569.49718395482, 3947, 18526, 40960]","[2280, 16678, 40960, 3947, 18526, 40960]","[697, 2885, 5786, 0, 0, 0]","[9.618051450465243, 3.206432083817243, 0.7434104817708334, 0.0, 0.0, 0.0]","[351.4436, 1297.611, 609.0018666666667, 0, 0, 0]","[0.0172, 24.243866666666673, 0.09186666666666667, 0, 0, 0]","[0.008400000000000001, 24.280533333333327, 0.0908, 0, 0, 0]","[3302.5564, 39171.389, 81310.99813333333, 2918, 38885, 81920]","[371.9828, 335.7561333333333, 376.4481333333334, 372.0, 360.0, 376.54]","[199.9916, 280.7194666666667, 266.6592, 200.0, 305.0, 266.75]","[(9, 0.0, 0.018355555555555552), (16, 0.0, 0.004366666666666667), (27, 0.04653333333333333, 0.0129), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(5139, 67.1, 10.091644444444444), (89856, 51.900000000000006, 6.185633333333333), (163813, 11.593466666666668, 1.1511), (7161, 67.1, 10.11), (69568, 51.900000000000006, 6.1899999999999995), (163840, 11.64, 1.164)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
17,"[30.13157894736842, 12.06979254107207, 13.57177734375, 0.0, 0.0, 0.0]","[8, 6, 9, 0, 0, 0]","[415.3202802018837, 1341.3075438878418, 2343.694328337191, 0, 0, 0]","[1864.6797197981164, 15336.692456112158, 38616.305671662805, 3947, 18526, 40960]","[2280, 16678, 40960, 3947, 18526, 40960]","[687, 2013, 5559, 0, 0, 0]","[9.10752052545156, 0.5722950077013681, 0.3878366699218751, 0.0, 0.0, 0.0]","[332.78880000000004, 231.60206666666664, 317.71580000000006, 0, 0, 0]","[0.0132, 20.5824, 0.28293333333333337, 0, 0, 0]","[0.007866666666666668, 20.6572, 0.23946666666666672, 0, 0, 0]","[3321.2111999999997, 40237.397933333334, 81602.2842, 2918, 38885, 81920]","[371.9868, 339.4176, 376.2570666666667, 372.0, 360.0, 376.54]","[199.99213333333333, 284.3428, 266.51053333333334, 200.0, 305.0, 266.75]","[(8, 0.0001, 0.019405555555555554), (12, 0.0, 0.0026111111111111105), (27, 0.048916666666666664, 0.03831666666666667), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(5140, 67.09989999999999, 10.090594444444443), (89860, 51.900000000000006, 6.187388888888888), (163813, 11.591083333333334, 1.1256833333333331), (7161, 67.1, 10.11), (69568, 51.900000000000006, 6.1899999999999995), (163840, 11.64, 1.164)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
18,"[23.55263157894737, 15.481472598632928, 8.857421875, 0.0, 0.0, 0.0]","[6, 8, 6, 0, 0, 0]","[296.8469648234572, 1547.4142318016393, 1966.626074795948, 0, 0, 0]","[1983.1530351765427, 15130.585768198362, 38993.373925204054, 3947, 18526, 40960]","[2280, 16678, 40960, 3947, 18526, 40960]","[537, 2582, 3628, 0, 0, 0]","[5.606544426199598, 1.316358035368636, 0.16261083984375, 0.0, 0.0, 0.0]","[204.8631333333333, 532.7169333333333, 133.2108, 0, 0, 0]","[0.011466666666666667, 23.040266666666668, 0.06573333333333332, 0, 0, 0]","[0.015466666666666665, 22.356133333333336, 0.060933333333333325, 0, 0, 0]","[3449.1368666666667, 39936.28306666666, 81786.7892, 2918, 38885, 81920]","[371.98853333333335, 336.95973333333336, 376.47426666666667, 372.0, 360.0, 376.54]","[199.98453333333333, 282.64386666666667, 266.6890666666667, 200.0, 305.0, 266.75]","[(6, 0.0, 0.0018833333333333332), (16, 0.03996666666666667, 0.019944444444444445), (18, 0.0, 0.012283333333333334), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(5142, 67.1, 10.108116666666666), (89856, 51.86003333333334, 6.170055555555555), (163822, 11.64, 1.1517166666666665), (7161, 67.1, 10.11), (69568, 51.900000000000006, 6.1899999999999995), (163840, 11.64, 1.164)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
19,"[19.780701754385966, 15.697325818443458, 8.33984375, 0.0, 0.0, 0.0]","[5, 8, 6, 0, 0, 0]","[314.1537296394386, 970.638389473782, 681.706910563158, 0, 0, 0]","[1965.8462703605614, 15707.361610526217, 40278.29308943684, 3947, 18526, 40960]","[2280, 16678, 40960, 3947, 18526, 40960]","[451, 2618, 3416, 0, 0, 0]","[1.6966301769750045, 1.3077213010781914, 0.18943749999999998, 0.0, 0.0, 0.0]","[61.99486666666667, 529.2217333333333, 155.1872, 0, 0, 0]","[0.0034666666666666665, 22.07253333333334, 0.0006666666666666666, 0, 0, 0]","[0.0048, 22.177200000000003, 0.004533333333333334, 0, 0, 0]","[3592.005133333333, 39939.77826666667, 81764.8128, 2918, 38885, 81920]","[371.99653333333333, 337.92746666666665, 376.53933333333333, 372.0, 360.0, 376.54]","[199.9952, 282.8228, 266.7454666666667, 200.0, 305.0, 266.75]","[(5, 0.0, 0.0002), (16, 0.0045833333333333325, 0.0042), (18, 0.0, 0.003511111111111111), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(5143, 67.1, 10.1098), (89856, 51.89541666666667, 6.1857999999999995), (163822, 11.64, 1.160488888888889), (7161, 67.1, 10.11), (69568, 51.900000000000006, 6.1899999999999995), (163840, 11.64, 1.164)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
20,"[18.333333333333332, 12.279649838110085, 10.22705078125, 0.0, 0.0, 0.0]","[5, 5, 7, 0, 0, 0]","[183.50401901462632, 855.8052373905716, 2822.322844074743, 0, 0, 0]","[2096.4959809853735, 15822.194762609428, 38137.67715592526, 3947, 18526, 40960]","[2280, 16678, 40960, 3947, 18526, 40960]","[418, 2048, 4189, 0, 0, 0]","[1.881954022988506, 0.056457535397464724, 1.8257030436197919, 0.0, 0.0, 0.0]","[68.7666, 22.8478, 1495.6159333333335, 0, 0, 0]","[0.0013333333333333335, 0.042533333333333326, 0.018666666666666665, 0, 0, 0]","[0.0052, 0.04306666666666667, 0.020266666666666665, 0, 0, 0]","[3585.2334, 40446.1522, 80424.38406666667, 2918, 38885, 81920]","[371.9986666666667, 359.9574666666667, 376.52133333333336, 372.0, 360.0, 376.54]","[199.9948, 304.9569333333333, 266.72973333333334, 200.0, 305.0, 266.75]","[(5, 0.0, 0.0008555555555555555), (10, 0.0, 0.0002666666666666666), (21, 0.0007666666666666667, 0.003888888888888889), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(5143, 67.1, 10.109144444444444), (89862, 51.900000000000006, 6.189733333333333), (163819, 11.639233333333333, 1.160111111111111), (7161, 67.1, 10.11), (69568, 51.900000000000006, 6.1899999999999995), (163840, 11.64, 1.164)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
