interval,cpu,numcontainers,baseips,ipsavailable,ipscap,apparentips,ram_s,ram_r,ram_w,ramavailable_s,ramavailable_r,ramavailable_w,disk,diskavailable,cpufailures,ramfailures
22,"[41.102010424422936, 38.74352011848926, 40.23338091986841, 0.0, 0.0, 0.0]","[3, 3, 3, 0, 0, 0]","[1064.4649710003762, 553.644077674176, 3303.6129473701594, 0, 0, 0]","[2964.535028999624, 7548.355922325824, 12807.387052629841, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1656, 3139, 6482, 0, 0, 0]","[713.3783999999999, 201.3253333333334, 145.2264, 0, 0, 0]","[0.0196, 0.0092, 0.018666666666666665, 0, 0, 0]","[0.0388, 0.003333333333333333, 0.00013333333333333337, 0, 0, 0]","[3581.6216, 16978.674666666666, 34214.7736, 4295, 17180, 34360]","[371.9804, 359.9908, 376.52133333333336, 372.0, 360.0, 376.54]","[199.9612, 304.99666666666667, 266.74986666666666, 200.0, 305.0, 266.75]","[(7, 0.0, 0.0019166666666666666), (5, 0.0, 0.002322222222222222), (5, 0.0, 0.0022277777777777773), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4019, 67.1, 10.108083333333333), (16100, 51.900000000000006, 6.187677777777777), (32207, 58.2, 11.637772222222221), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
23,"[43.75775626706378, 25.882498148605283, 50.04034510582832, 0.0, 0.0, 0.0]","[3, 2, 4, 0, 0, 0]","[1517.791247625287, 1035.9607076495156, 4815.816355345226, 0, 0, 0]","[2511.208752374713, 7066.039292350484, 11295.183644654775, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1763, 2097, 8062, 0, 0, 0]","[876.6068, 2852.126, 608.1727999999999, 0, 0, 0]","[0.18039999999999998, 0.28573333333333334, 0.0296, 0, 0, 0]","[0.04413333333333333, 1.1907999999999999, 0.005066666666666666, 0, 0, 0]","[3418.3932, 14327.874, 33751.8272, 4295, 17180, 34360]","[371.8196, 359.7142666666667, 376.5104, 372.0, 360.0, 376.54]","[199.95586666666668, 303.8092, 266.74493333333334, 200.0, 305.0, 266.75]","[(6, 0.0, 0.08305555555555555), (4, 0.005116666666666666, 0.1869777777777778), (9, 0.44465, 0.007188888888888889), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 67.1, 10.026944444444444), (16101, 51.89488333333334, 6.003022222222222), (32203, 57.75535, 11.63281111111111), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
24,"[59.41921072226359, 12.774623549740804, 50.66103904164856, 0.0, 0.0, 0.0]","[4, 1, 4, 0, 0, 0]","[373.69944797718307, 751.7468534600678, 4216.584855434906, 0, 0, 0]","[3655.300552022817, 7350.2531465399325, 11894.415144565093, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[2394, 1035, 8162, 0, 0, 0]","[932.5303999999999, 2622.8376000000003, 580.2096, 0, 0, 0]","[0.18080000000000002, 0.3912, 0.02906666666666667, 0, 0, 0]","[0.0432, 1.4804000000000002, 0.004933333333333333, 0, 0, 0]","[3362.4696000000004, 14557.1624, 33779.7904, 4295, 17180, 34360]","[371.8192, 359.6088, 376.51093333333336, 372.0, 360.0, 376.54]","[199.9568, 303.5196, 266.7450666666667, 200.0, 305.0, 266.75]","[(7, 0.0, 0.07725), (3, 0.0006, 0.11304444444444445), (9, 0.78925, 0.014877777777777778), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4019, 67.1, 10.03275), (16102, 51.89940000000001, 6.076955555555555), (32203, 57.41075, 11.62512222222222), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
25,"[31.000248200546043, 57.71414465564059, 35.05058655576935, 0.0, 0.0, 0.0]","[2, 4, 3, 0, 0, 0]","[875.4357154963958, 3069.668267747381, 1874.6166507122373, 0, 0, 0]","[3153.564284503604, 5032.331732252619, 14236.383349287762, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1249, 4676, 5647, 0, 0, 0]","[53.1252, 6842.305066666668, 500.51866666666666, 0, 0, 0]","[0.0, 0.2710666666666667, 0.020533333333333334, 0, 0, 0]","[0.0, 0.9325333333333333, 0.004666666666666666, 0, 0, 0]","[4241.8748, 10337.694933333332, 33859.48133333334, 4295, 17180, 34360]","[372.0, 359.7289333333333, 376.5194666666667, 372.0, 360.0, 376.54]","[200.0, 304.0674666666667, 266.74533333333335, 200.0, 305.0, 266.75]","[(2, 0.0, 0.0), (9, 1.666666666666667e-05, 0.12265555555555556), (7, 0.7182166666666667, 0.013194444444444444), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4024, 67.1, 10.11), (16096, 51.89998333333334, 6.067344444444444), (32205, 57.48178333333334, 11.626805555555555), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
26,"[41.37503102506825, 44.92717847445075, 24.933275401899323, 0.0, 0.0, 0.0]","[3, 3, 2, 0, 0, 0]","[936.3290452569065, 2839.1010116246143, 1510.7508426135992, 0, 0, 0]","[3092.6709547430937, 5262.898988375386, 14600.2491573864, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1667, 3640, 4017, 0, 0, 0]","[150.9933333333333, 4911.526666666667, 975.8732, 0, 0, 0]","[0.009333333333333334, 0.0014666666666666667, 0.5350666666666667, 0, 0, 0]","[0.00013333333333333337, 0.006133333333333333, 0.019600000000000003, 0, 0, 0]","[4144.006666666667, 12268.473333333333, 33384.1268, 4295, 17180, 34360]","[371.99066666666664, 359.99853333333334, 376.0049333333333, 372.0, 360.0, 376.54]","[199.99986666666666, 304.9938666666667, 266.7304, 200.0, 305.0, 266.75]","[(4, 0.0, 0.0011055555555555554), (6, 1.666666666666667e-05, 0.003022222222222222), (3, 0.0, 0.010483333333333334), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4022, 67.1, 10.108894444444443), (16099, 51.89998333333334, 6.186977777777777), (32209, 58.2, 11.629516666666666), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
27,"[43.931496649292626, 58.862009380399904, 13.301471044627894, 0.0, 0.0, 0.0]","[3, 4, 1, 0, 0, 0]","[413.8959424085754, 3061.7767813146393, 1529.8737087128266, 0, 0, 0]","[3615.1040575914244, 5040.223218685361, 14581.126291287173, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1770, 4769, 2143, 0, 0, 0]","[92.09813333333335, 7443.486800000001, 654.3108000000001, 0, 0, 0]","[0.009466666666666667, 0.0014666666666666667, 0.03386666666666667, 0, 0, 0]","[0.00013333333333333337, 0.0054666666666666665, 0.002133333333333334, 0, 0, 0]","[4202.901866666667, 9736.5132, 33705.6892, 4295, 17180, 34360]","[371.99053333333336, 359.99853333333334, 376.50613333333337, 372.0, 360.0, 376.54]","[199.99986666666666, 304.9945333333333, 266.74786666666665, 200.0, 305.0, 266.75]","[(6, 0.0, 0.0010999999999999998), (8, 0.04548333333333333, 0.016905555555555556), (2, 0.0, 0.00023888888888888888), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 67.1, 10.1089), (16097, 51.85451666666667, 6.173094444444444), (32210, 58.2, 11.63976111111111), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
28,"[28.96500372300819, 67.06985929400147, 23.356712804915897, 0.0, 0.0, 0.0]","[2, 5, 2, 0, 0, 0]","[943.8899652517447, 2308.374612330532, 1614.403632382624, 0, 0, 0]","[3085.110034748255, 5793.625387669468, 14496.596367617376, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1167, 5434, 3763, 0, 0, 0]","[31.28, 4963.255066666667, 1056.9629333333335, 0, 0, 0]","[0.0033333333333333335, 0.008, 0.0348, 0, 0, 0]","[0.0032, 0.009066666666666667, 0.0022666666666666664, 0, 0, 0]","[4263.72, 12216.744933333333, 33303.037066666664, 4295, 17180, 34360]","[371.99666666666667, 359.992, 376.5052, 372.0, 360.0, 376.54]","[199.9968, 304.9909333333333, 266.7477333333333, 200.0, 305.0, 266.75]","[(4, 0.0, 1.1111111111111112e-05), (11, 0.04546666666666667, 0.012527777777777777), (5, 0.0, 0.0005888888888888889), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4022, 67.1, 10.10998888888889), (16094, 51.854533333333336, 6.177472222222222), (32207, 58.2, 11.63941111111111), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
29,"[42.11963266319186, 38.45963959516169, 38.96716529079511, 0.0, 0.0, 0.0]","[3, 3, 3, 0, 0, 0]","[262.61535995470337, 2359.6198498565764, 5388.714467794254, 0, 0, 0]","[3766.3846400452967, 5742.380150143424, 10722.285532205746, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1697, 3116, 6278, 0, 0, 0]","[62.038133333333334, 2400.5381333333326, 204.47066666666666, 0, 0, 0]","[0.004133333333333333, 0.008133333333333333, 0.18533333333333335, 0, 0, 0]","[0.004133333333333333, 0.006666666666666666, 0.11239999999999997, 0, 0, 0]","[4232.9618666666665, 14779.461866666668, 34155.52933333333, 4295, 17180, 34360]","[371.99586666666664, 359.9918666666667, 376.3546666666667, 372.0, 360.0, 376.54]","[199.99586666666667, 304.99333333333334, 266.6376, 200.0, 305.0, 266.75]","[(7, 0.0, 6.111111111111112e-05), (6, 0.0038833333333333333, 0.005033333333333332), (7, 0.0, 0.0006), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4019, 67.1, 10.109938888888887), (16099, 51.89611666666667, 6.184966666666666), (32205, 58.2, 11.639399999999998), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
30,"[26.780838917845617, 60.51592199456925, 38.96716529079511, 0.0, 0.0, 0.0]","[2, 5, 3, 0, 0, 0]","[934.5627251111323, 2279.224093589362, 2010.2595573766505, 0, 0, 0]","[3094.4372748888677, 5822.775906410638, 14100.74044262335, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1079, 4903, 6278, 0, 0, 0]","[808.188, 2366.982933333333, 316.3181333333333, 0, 0, 0]","[2.7898666666666663, 0.012666666666666666, 0.17906666666666665, 0, 0, 0]","[0.011333333333333332, 0.012266666666666665, 0.10693333333333334, 0, 0, 0]","[3486.812, 14813.017066666667, 34043.681866666666, 4295, 17180, 34360]","[369.2101333333333, 359.9873333333333, 376.3609333333334, 372.0, 360.0, 376.54]","[199.98866666666666, 304.9877333333333, 266.64306666666664, 200.0, 305.0, 266.75]","[(4, 0.0, 0.009744444444444444), (9, 0.009383333333333332, 0.0050888888888888885), (7, 1.666666666666667e-05, 0.00085), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4022, 67.1, 10.100255555555554), (16096, 51.89061666666667, 6.184911111111111), (32205, 58.199983333333336, 11.639149999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
31,"[38.32216430876148, 33.522587015551714, 39.12233877475017, 0.0, 0.0, 0.0]","[3, 3, 3, 0, 0, 0]","[912.3902026273179, 1451.766418058387, 4293.40683618377, 0, 0, 0]","[3116.609797372682, 6650.233581941613, 11817.59316381623, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1544, 2716, 6303, 0, 0, 0]","[736.884, 85.28306666666666, 2210.3958666666667, 0, 0, 0]","[1.2966666666666666, 0.005733333333333333, 0.6780000000000002, 0, 0, 0]","[0.007333333333333334, 0.007466666666666666, 0.008533333333333334, 0, 0, 0]","[3558.116, 17094.716933333333, 32149.604133333334, 4295, 17180, 34360]","[370.7033333333333, 359.99426666666665, 375.862, 372.0, 360.0, 376.54]","[199.99266666666668, 304.9925333333333, 266.74146666666667, 200.0, 305.0, 266.75]","[(7, 0.0, 0.00028333333333333335), (4, 0.0, 0.003916666666666666), (5, 0.0030166666666666666, 0.061216666666666655), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4019, 67.1, 10.109716666666666), (16101, 51.900000000000006, 6.1860833333333325), (32207, 58.196983333333336, 11.578783333333332), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
32,"[41.17647058823529, 31.992100715872624, 40.16510458692819, 0.0, 0.0, 0.0]","[3, 3, 3, 0, 0, 0]","[906.5256085025716, 1306.8905123050183, 4265.204202060553, 0, 0, 0]","[3122.4743914974283, 6795.109487694982, 11845.795797939447, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1659, 2592, 6471, 0, 0, 0]","[1166.7125333333333, 187.34480000000002, 3187.669066666667, 0, 0, 0]","[2.3975999999999997, 0.008266666666666667, 0.46506666666666663, 0, 0, 0]","[0.33413333333333334, 0.011066666666666666, 0.05453333333333333, 0, 0, 0]","[3128.2874666666667, 16992.6552, 31172.330933333335, 4295, 17180, 34360]","[369.6024, 359.99173333333334, 376.0749333333334, 372.0, 360.0, 376.54]","[199.66586666666666, 304.9889333333333, 266.6954666666667, 200.0, 305.0, 266.75]","[(5, 0.0, 0.004072222222222224), (4, 0.0, 0.0032611111111111105), (5, 0.0002833333333333333, 0.09412222222222223), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.1, 10.105927777777778), (16101, 51.900000000000006, 6.186738888888889), (32207, 58.19971666666667, 11.545877777777777), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
33,"[43.73293621245967, 35.50975067884473, 50.58655576935014, 0.0, 0.0, 0.0]","[3, 3, 4, 0, 0, 0]","[799.6152544429888, 1392.8482301368067, 3336.490545807337, 0, 0, 0]","[3229.3847455570112, 6709.151769863193, 12774.509454192663, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1762, 2877, 8150, 0, 0, 0]","[882.7224, 100.66226666666667, 3184.873333333333, 0, 0, 0]","[0.038666666666666655, 0.0014666666666666665, 0.47000000000000003, 0, 0, 0]","[0.053333333333333344, 0.002533333333333333, 0.0408, 0, 0, 0]","[3412.2776, 17079.337733333334, 31175.126666666667, 4295, 17180, 34360]","[371.96133333333336, 359.99853333333334, 376.07, 372.0, 360.0, 376.54]","[199.94666666666666, 304.99746666666664, 266.7092, 200.0, 305.0, 266.75]","[(7, 0.0, 0.003427777777777778), (3, 0.0, 0.0008055555555555556), (6, 0.0, 0.05533888888888889), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4019, 67.1, 10.106572222222221), (16102, 51.900000000000006, 6.1891944444444436), (32206, 58.2, 11.58466111111111), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
34,"[45.96674112683048, 37.101950135768945, 41.47476879150891, 0.0, 0.0, 0.0]","[3, 3, 3, 0, 0, 0]","[1636.062372989464, 1731.7219758069064, 2482.2026381183005, 0, 0, 0]","[2392.937627010536, 6370.278024193094, 13628.7973618817, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1852, 3006, 6682, 0, 0, 0]","[113.15613333333333, 865.4232, 1114.9834666666666, 0, 0, 0]","[0.0061333333333333335, 0.0076, 0.2229333333333333, 0, 0, 0]","[0.014933333333333335, 0.005866666666666667, 0.7213333333333334, 0, 0, 0]","[4181.843866666667, 16314.5768, 33245.016533333335, 4295, 17180, 34360]","[371.9938666666667, 359.9924, 376.3170666666667, 372.0, 360.0, 376.54]","[199.98506666666665, 304.9941333333333, 266.02866666666665, 200.0, 305.0, 266.75]","[(8, 0.0, 0.0019999999999999996), (5, 0.04546666666666667, 0.011172222222222222), (4, 0.002933333333333334, 0.5127), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4018, 67.1, 10.107999999999999), (16100, 51.854533333333336, 6.178827777777777), (32208, 58.19706666666667, 11.127299999999998), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
35,"[60.28791263340779, 27.153789187854848, 45.80721246353423, 0.0, 0.0, 0.0]","[4, 2, 3, 0, 0, 0]","[756.8138657397244, 1709.6040446000698, 2817.536343908146, 0, 0, 0]","[3272.1861342602756, 6392.39595539993, 13293.463656091853, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[2429, 2200, 7380, 0, 0, 0]","[238.6361333333333, 388.6708, 992.6505333333334, 0, 0, 0]","[0.0148, 0.007466666666666666, 0.018933333333333333, 0, 0, 0]","[0.014, 0.004533333333333333, 0.0005333333333333335, 0, 0, 0]","[4056.3638666666666, 16791.3292, 33367.34946666667, 4295, 17180, 34360]","[371.9852, 359.9925333333333, 376.5210666666667, 372.0, 360.0, 376.54]","[199.986, 304.9954666666667, 266.74946666666665, 200.0, 305.0, 266.75]","[(9, 0.0, 0.002194444444444444), (4, 0.0006833333333333333, 0.003388888888888888), (3, 0.0, 0.0031222222222222224), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4017, 67.1, 10.107805555555554), (16101, 51.89931666666667, 6.186611111111111), (32209, 58.2, 11.636877777777777), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
36,"[50.78183172002978, 50.56776104665515, 28.278815715970456, 0.0, 0.0, 0.0]","[3, 4, 2, 0, 0, 0]","[821.191273799473, 1675.1235170233097, 2876.6479329769218, 0, 0, 0]","[3207.808726200527, 6426.876482976691, 13234.35206702308, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[2046, 4097, 4556, 0, 0, 0]","[108.87613333333334, 662.698, 262.8428, 0, 0, 0]","[0.014533333333333332, 0.015866666666666668, 0.018666666666666665, 0, 0, 0]","[0.0132, 0.006133333333333333, 0.0, 0, 0, 0]","[4186.123866666667, 16517.302, 34097.1572, 4295, 17180, 34360]","[371.98546666666664, 359.9841333333333, 376.52133333333336, 372.0, 360.0, 376.54]","[199.9868, 304.9938666666667, 266.75, 200.0, 305.0, 266.75]","[(6, 0.0, 0.0025277777777777772), (8, 0.009383333333333332, 0.003861111111111111), (2, 0.0, 0.002538888888888889), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 67.1, 10.107472222222222), (16097, 51.89061666666667, 6.186138888888888), (32210, 58.2, 11.63746111111111), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
37,"[50.33507073715562, 36.01579856825475, 48.38929923654646, 0.0, 0.0, 0.0]","[3, 3, 3, 0, 0, 0]","[1226.7985748721385, 1808.6638680320166, 3590.3521453189724, 0, 0, 0]","[2802.2014251278615, 6293.336131967983, 12520.647854681029, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[2028, 2918, 7796, 0, 0, 0]","[745.8842666666666, 288.00746666666663, 1124.7701333333334, 0, 0, 0]","[0.021733333333333334, 0.0088, 0.19746666666666662, 0, 0, 0]","[0.03453333333333333, 0.0052000000000000015, 0.6886666666666668, 0, 0, 0]","[3549.1157333333335, 16891.992533333334, 33235.22986666667, 4295, 17180, 34360]","[371.9782666666667, 359.9912, 376.34253333333334, 372.0, 360.0, 376.54]","[199.96546666666666, 304.9948, 266.0613333333333, 200.0, 305.0, 266.75]","[(5, 0.0, 0.0044444444444444444), (6, 0.0, 0.0022222222222222222), (5, 0.44548333333333334, 0.5163611111111112), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.1, 10.105555555555554), (16099, 51.900000000000006, 6.187777777777777), (32207, 57.75451666666667, 11.123638888888888), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
38,"[52.84189625217175, 36.29967909158233, 46.86239215442865, 0.0, 0.0, 0.0]","[3, 3, 3, 0, 0, 0]","[1104.3256258206654, 1680.499505202867, 3175.2885423790926, 0, 0, 0]","[2924.6743741793343, 6421.500494797133, 12935.711457620908, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[2129, 2941, 7550, 0, 0, 0]","[834.3144, 390.76800000000003, 3309.3024, 0, 0, 0]","[0.011999999999999999, 0.0054666666666666665, 0.0018666666666666666, 0, 0, 0]","[0.0368, 0.04493333333333333, 0.006533333333333333, 0, 0, 0]","[3460.6856, 16789.232, 31050.6976, 4295, 17180, 34360]","[371.988, 359.9945333333333, 376.53813333333335, 372.0, 360.0, 376.54]","[199.9632, 304.95506666666665, 266.7434666666667, 200.0, 305.0, 266.75]","[(5, 0.0, 0.0022722222222222224), (5, 0.00075, 0.0032722222222222224), (5, 0.78925, 0.011994444444444445), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.1, 10.107727777777777), (16100, 51.89925000000001, 6.186727777777778), (32207, 57.41075, 11.628005555555553), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
39,"[52.34549516008935, 48.605282646260186, 29.333995406864876, 0.0, 0.0, 0.0]","[3, 4, 2, 0, 0, 0]","[1644.4899904679419, 1541.0947838707395, 1749.2896693505322, 0, 0, 0]","[2384.510009532058, 6560.90521612926, 14361.710330649468, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[2109, 3938, 4726, 0, 0, 0]","[886.6245809523809, 1013.9705333333334, 2757.0538666666666, 0, 0, 0]","[0.011599999999999997, 1.9978666666666667, 0.002533333333333334, 0, 0, 0]","[0.03666666666666667, 0.04066666666666667, 0.0063999999999999994, 0, 0, 0]","[3408.3754190476193, 16166.029466666667, 31602.946133333335, 4295, 17180, 34360]","[371.9884, 358.00213333333335, 376.53746666666666, 372.0, 360.0, 376.54]","[199.96333333333334, 304.95933333333335, 266.7436, 200.0, 305.0, 266.75]","[(3, 0.0, 0.0025785714285714283), (8, 0.0001, 0.001261111111111111), (4, 0.7632833333333334, 0.02726666666666666), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4023, 67.1, 10.107421428571428), (16097, 51.8999, 6.188738888888889), (32208, 57.43671666666667, 11.612733333333333), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
40,"[65.27674360883594, 22.944951863737348, 38.569921171870156, 0.0, 0.0, 0.0]","[4, 2, 3, 0, 0, 0]","[498.3846518486158, 0, 2813.8359042785432, 0, 0, 0]","[3530.6153481513843, 8102, 13297.164095721457, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[2630, 1859, 6214, 0, 0, 0]","[1056.9114, 645.9215999999999, 5226.100933333333, 0, 0, 0]","[0.021733333333333334, 1.5489333333333333, 0.04013333333333333, 0, 0, 0]","[0.037733333333333334, 0.03546666666666667, 0.006666666666666668, 0, 0, 0]","[3238.0886, 16534.0784, 29133.899066666665, 4295, 17180, 34360]","[371.9782666666667, 358.4510666666667, 376.49986666666666, 372.0, 360.0, 376.54]","[199.96226666666666, 304.96453333333335, 266.74333333333334, 200.0, 305.0, 266.75]","[(4, 0.0, 0.0034682539682539685), (4, 0.0001, 0.00105), (7, 0.05436666666666667, 0.03827222222222222), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4022, 67.1, 10.106531746031745), (16101, 51.8999, 6.188949999999999), (32205, 58.145633333333336, 11.601727777777777), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
41,"[32.29089103996029, 47.54381634164404, 48.798957234187824, 0.0, 0.0, 0.0]","[2, 3, 4, 0, 0, 0]","[1134.3150822026048, 3255.3084385667726, 6158.915638574181, 0, 0, 0]","[2894.6849177973954, 4846.691561433227, 9952.08436142582, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1301, 3852, 7862, 0, 0, 0]","[177.55813333333333, 2952.7877333333336, 4784.299466666667, 0, 0, 0]","[0.08586666666666666, 16.589733333333335, 0.0017333333333333333, 0, 0, 0]","[0.0026666666666666666, 0.3016, 0.006133333333333333, 0, 0, 0]","[4117.441866666667, 14227.212266666666, 29575.700533333333, 4295, 17180, 34360]","[371.9141333333333, 343.41026666666664, 376.5382666666667, 372.0, 360.0, 376.54]","[199.99733333333333, 304.6984, 266.7438666666667, 200.0, 305.0, 266.75]","[(4, 0.0, 0.00868888888888889), (3, 8.90986666666667, 3.6883111111111107), (9, 0.10741666666666666, 0.04188888888888889), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4022, 67.1, 10.10131111111111), (16102, 42.99013333333333, 2.501688888888889), (32203, 58.09258333333334, 11.598111111111109), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
