interval,cpu,numcontainers,baseips,ipsavailable,ipscap,apparentips,ram_s,ram_r,ram_w,ramavailable_s,ramavailable_r,ramavailable_w,disk,diskavailable,cpufailures,ramfailures
22,"[41.25093075204765, 48.46951370032091, 35.19955310036621, 0.0, 0.0, 0.0]","[3, 3, 3, 0, 0, 0]","[1328.4021079920574, 1835.4971485366877, 1884.0814406089871, 0, 0, 0]","[2700.5978920079424, 6266.502851463312, 14226.918559391013, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1662, 3927, 5671, 0, 0, 0]","[71.65013333333333, 2361.6522666666665, 3131.7449333333334, 0, 0, 0]","[0.0128, 0.17293333333333338, 0.0504, 0, 0, 0]","[0.0032, 0.15039999999999998, 0.007866666666666668, 0, 0, 0]","[4223.3498666666665, 14818.347733333334, 31228.255066666665, 4295, 17180, 34360]","[371.9872, 359.82706666666667, 376.4896, 372.0, 360.0, 376.54]","[199.9968, 304.8496, 266.74213333333336, 200.0, 305.0, 266.75]","[(5, 0.0, 0.0015055555555555556), (9, 0.0, 0.0009111111111111111), (6, 0.0, 0.0013888888888888887), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.1, 10.108494444444444), (16096, 51.900000000000006, 6.189088888888889), (32206, 58.2, 11.63861111111111), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
23,"[54.182179200794245, 35.13947173537398, 28.390540624418097, 0.0, 0.0, 0.0]","[4, 2, 2, 0, 0, 0]","[1514.3061289766783, 0, 2157.5984783299377, 0, 0, 0]","[2514.6938710233217, 8102, 13953.401521670063, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[2183, 2847, 4574, 0, 0, 0]","[195.90693333333334, 3047.5973333333336, 128.6252, 0, 0, 0]","[0.022533333333333336, 1.5801333333333334, 0.018, 0, 0, 0]","[0.003999999999999999, 0.0356, 0.00026666666666666673, 0, 0, 0]","[4099.093066666666, 14132.402666666667, 34231.3748, 4295, 17180, 34360]","[371.97746666666666, 358.4198666666667, 376.52200000000005, 372.0, 360.0, 376.54]","[199.996, 304.9644, 266.7497333333333, 200.0, 305.0, 266.75]","[(6, 0.0, 0.002277777777777778), (6, 0.0, 0.00010555555555555555), (3, 0.0, 0.002138888888888889), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 67.1, 10.107722222222222), (16099, 51.900000000000006, 6.189894444444444), (32209, 58.2, 11.63786111111111), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
24,"[58.426408538098784, 17.427795606023206, 44.199615169759795, 0.0, 0.0, 0.0]","[4, 1, 3, 0, 0, 0]","[989.5164437249196, 805.5600047224181, 5480.779311813366, 0, 0, 0]","[3039.4835562750804, 7296.439995277582, 10630.220688186633, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[2354, 1412, 7121, 0, 0, 0]","[267.03613333333334, 2460.6573333333336, 190.14159999999998, 0, 0, 0]","[0.031599999999999996, 0.00013333333333333337, 0.028133333333333333, 0, 0, 0]","[0.0041333333333333335, 0.0018666666666666664, 0.00026666666666666673, 0, 0, 0]","[4027.9638666666665, 14719.342666666667, 34169.8584, 4295, 17180, 34360]","[371.9684, 359.99986666666666, 376.51186666666666, 372.0, 360.0, 376.54]","[199.99586666666667, 304.9981333333333, 266.7497333333333, 200.0, 305.0, 266.75]","[(6, 0.0, 0.003183333333333333), (2, 0.0, 4.9999999999999996e-05), (5, 0.0, 0.003244444444444444), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 67.1, 10.106816666666665), (16103, 51.900000000000006, 6.18995), (32207, 58.2, 11.636755555555554), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
25,"[40.977910151402334, 41.804492717847445, 44.199615169759795, 0.0, 0.0, 0.0]","[3, 3, 3, 0, 0, 0]","[1071.3192558388225, 2771.6482552840002, 4607.164766505533, 0, 0, 0]","[2957.6807441611772, 5330.351744715999, 11503.835233494467, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1651, 3387, 7121, 0, 0, 0]","[251.22053333333335, 1973.4170666666666, 274.0276, 0, 0, 0]","[0.01813333333333333, 0.014533333333333332, 0.0276, 0, 0, 0]","[0.00026666666666666673, 0.005866666666666667, 0.00013333333333333337, 0, 0, 0]","[4043.779466666667, 15206.582933333333, 34085.9724, 4295, 17180, 34360]","[371.9818666666667, 359.98546666666664, 376.5124, 372.0, 360.0, 376.54]","[199.99973333333332, 304.9941333333333, 266.74986666666666, 200.0, 305.0, 266.75]","[(5, 0.0, 0.002161111111111111), (6, 0.0, 0.0022333333333333333), (5, 0.0, 0.003127777777777778), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.1, 10.107838888888889), (16099, 51.900000000000006, 6.187766666666666), (32207, 58.2, 11.636872222222221), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
26,"[38.644825018615045, 52.64132313009134, 28.59536962323878, 0.0, 0.0, 0.0]","[3, 4, 2, 0, 0, 0]","[917.5350819450156, 1593.4989447330272, 0, 0, 0, 0]","[3111.4649180549845, 6508.501055266973, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1557, 4265, 4607, 0, 0, 0]","[141.38026666666667, 2632.622533333333, 145.4024, 0, 0, 0]","[0.0168, 0.014266666666666667, 0.018266666666666667, 0, 0, 0]","[0.0041333333333333335, 0.0061333333333333335, 0.0, 0, 0, 0]","[4153.619733333333, 14547.377466666667, 34214.5976, 4295, 17180, 34360]","[371.9832, 359.9857333333333, 376.5217333333334, 372.0, 360.0, 376.54]","[199.99586666666667, 304.9938666666667, 266.75, 200.0, 305.0, 266.75]","[(7, 0.0, 0.0017333333333333333), (8, 0.046200000000000005, 0.018183333333333333), (3, 0.0, 0.0020777777777777778), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4019, 67.1, 10.108266666666665), (16097, 51.85380000000001, 6.1718166666666665), (32209, 58.2, 11.63792222222222), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
27,"[39.538346984363365, 36.62058750925697, 26.621562907330393, 0.0, 0.0, 0.0]","[3, 3, 2, 0, 0, 0]","[1094.4532641449775, 1868.884049136508, 3855.2394174969018, 0, 0, 0]","[2934.5467358550222, 6233.115950863492, 12255.760582503099, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1593, 2967, 4289, 0, 0, 0]","[140.24373333333332, 282.4141333333333, 75.14653333333334, 0, 0, 0]","[0.008133333333333333, 0.15826666666666667, 0.014266666666666667, 0, 0, 0]","[0.004266666666666667, 0.13533333333333333, 0.005200000000000001, 0, 0, 0]","[4154.756266666666, 16897.585866666668, 34284.85346666667, 4295, 17180, 34360]","[371.9918666666667, 359.8417333333333, 376.52573333333333, 372.0, 360.0, 376.54]","[199.99573333333333, 304.86466666666666, 266.7448, 200.0, 305.0, 266.75]","[(5, 0.0, 0.0008555555555555556), (8, 0.0018666666666666669, 0.002322222222222222), (5, 0.0, 0.0011388888888888887), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.1, 10.109144444444444), (16097, 51.89813333333334, 6.187677777777777), (32207, 58.2, 11.63886111111111), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
28,"[40.28294862248697, 37.28708960750432, 39.9540686487493, 0.0, 0.0, 0.0]","[3, 3, 3, 0, 0, 0]","[1090.7304386206968, 2103.1955477460488, 2392.1417097460635, 0, 0, 0]","[2938.269561379303, 5998.804452253951, 13718.858290253937, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1623, 3021, 6437, 0, 0, 0]","[103.45733333333334, 373.29079999999993, 287.13373333333334, 0, 0, 0]","[0.008, 0.17866666666666664, 1.0726666666666667, 0, 0, 0]","[0.004, 0.14773333333333333, 0.8763999999999997, 0, 0, 0]","[4191.542666666666, 16806.7092, 34072.866266666664, 4295, 17180, 34360]","[371.992, 359.8213333333333, 375.46733333333333, 372.0, 360.0, 376.54]","[199.996, 304.85226666666665, 265.8736, 200.0, 305.0, 266.75]","[(7, 0.0, 0.00075), (8, 0.0, 0.002127777777777778), (6, 0.0, 0.002516666666666666), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4019, 67.1, 10.10925), (16097, 51.900000000000006, 6.1878722222222216), (32206, 58.2, 11.637483333333332), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
29,"[49.193348225366094, 41.89089113799062, 30.54434858171436, 0.0, 0.0, 0.0]","[3, 3, 2, 0, 0, 0]","[1144.842712079007, 2628.811776765035, 2529.022779409242, 0, 0, 0]","[2884.157287920993, 5473.188223234965, 13581.977220590757, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1982, 3394, 4921, 0, 0, 0]","[332.7469333333333, 2793.404, 118.31373333333333, 0, 0, 0]","[0.0009333333333333333, 0.1826666666666667, 0.010933333333333335, 0, 0, 0]","[0.0028, 0.15213333333333331, 0.0017333333333333335, 0, 0, 0]","[3962.2530666666667, 14386.596, 34241.686266666664, 4295, 17180, 34360]","[371.9990666666667, 359.81733333333335, 376.52906666666667, 372.0, 360.0, 376.54]","[199.9972, 304.8478666666667, 266.74826666666667, 200.0, 305.0, 266.75]","[(6, 0.0705, 0.026166666666666664), (7, 0.0, 0.002138888888888889), (5, 0.0, 0.0010999999999999998), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 67.0295, 10.083833333333333), (16098, 51.900000000000006, 6.18786111111111), (32207, 58.2, 11.6389), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
30,"[48.821047406304295, 54.356948901505795, 15.697349636894048, 0.0, 0.0, 0.0]","[3, 4, 1, 0, 0, 0]","[1169.2172167316855, 2790.4635012018102, 2128.9380372999444, 0, 0, 0]","[2859.7827832683142, 5311.53649879819, 13982.061962700056, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1967, 4404, 2529, 0, 0, 0]","[257.9473333333333, 2768.237866666666, 123.03280000000001, 0, 0, 0]","[0.0, 0.18653333333333336, 0.009333333333333334, 0, 0, 0]","[0.002133333333333334, 0.15693333333333334, 0.0, 0, 0, 0]","[4037.0526666666665, 14411.762133333334, 34236.9672, 4295, 17180, 34360]","[372.0, 359.81346666666667, 376.53066666666666, 372.0, 360.0, 376.54]","[199.99786666666665, 304.8430666666667, 266.75, 200.0, 305.0, 266.75]","[(6, 1.666666666666667e-05, 0.0018333333333333337), (10, 0.0017333333333333335, 0.004038888888888889), (2, 0.0, 0.0010555555555555557), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 67.09998333333333, 10.108166666666666), (16095, 51.89826666666667, 6.18596111111111), (32210, 58.2, 11.638944444444443), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
31,"[51.0548523206751, 56.71439150826957, 34.05126931909875, 0.0, 0.0, 0.0]","[3, 4, 2, 0, 0, 0]","[1012.6259871998501, 2130.1074733609516, 990.9370936802097, 0, 0, 0]","[3016.37401280015, 5971.892526639049, 15120.06290631979, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[2057, 4595, 5486, 0, 0, 0]","[188.21626666666666, 2503.2975999999994, 474.6544, 0, 0, 0]","[0.0019999999999999996, 0.008933333333333333, 0.009333333333333332, 0, 0, 0]","[0.005066666666666667, 0.0036, 0.0002666666666666667, 0, 0, 0]","[4106.783733333334, 14676.7024, 33885.3456, 4295, 17180, 34360]","[371.998, 359.99106666666665, 376.53066666666666, 372.0, 360.0, 376.54]","[199.99493333333334, 304.9964, 266.7497333333333, 200.0, 305.0, 266.75]","[(6, 0.0, 0.0019722222222222224), (10, 1.666666666666667e-05, 0.0031111111111111114), (5, 0.05556666666666666, 0.027711111111111107), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 67.1, 10.108027777777778), (16095, 51.89998333333334, 6.186888888888888), (32207, 58.14443333333334, 11.612288888888887), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
32,"[45.768180689997514, 40.2493211552703, 48.89826826391906, 0.0, 0.0, 0.0]","[3, 3, 3, 0, 0, 0]","[541.3552859267407, 1376.4768344502922, 3590.3521453189724, 0, 0, 0]","[3487.6447140732594, 6725.523165549708, 12520.647854681029, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1844, 3261, 7878, 0, 0, 0]","[206.04306666666668, 98.73826666666666, 1314.911466666667, 0, 0, 0]","[0.011066666666666666, 0.0, 0.18879999999999994, 0, 0, 0]","[0.0021333333333333334, 0.0, 0.6888000000000001, 0, 0, 0]","[4088.9569333333334, 17081.261733333333, 33045.088533333335, 4295, 17180, 34360]","[371.9889333333333, 360.0, 376.3512, 372.0, 360.0, 376.54]","[199.99786666666665, 305.0, 266.0612, 200.0, 305.0, 266.75]","[(6, 0.0, 0.0025777777777777774), (9, 0.0, 0.0015222222222222221), (7, 0.45843333333333336, 0.5229166666666667), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 67.1, 10.107422222222223), (16096, 51.900000000000006, 6.188477777777777), (32205, 57.74156666666667, 11.117083333333332), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
33,"[24.57185405807893, 56.56627993088127, 43.23133262988021, 0.0, 0.0, 0.0]","[2, 4, 3, 0, 0, 0]","[858.225973203187, 1651.4080860686663, 5473.916075058782, 0, 0, 0]","[3170.774026796813, 6450.591913931334, 10637.083924941218, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[990, 4583, 6965, 0, 0, 0]","[145.4024, 2544.803066666667, 1217.7437333333335, 0, 0, 0]","[0.018533333333333332, 0.0005333333333333334, 0.0018666666666666666, 0, 0, 0]","[0.00026666666666666673, 0.0017333333333333335, 0.0068, 0, 0, 0]","[4149.5976, 14635.196933333333, 33142.25626666666, 4295, 17180, 34360]","[371.9814666666667, 359.99946666666665, 376.53813333333335, 372.0, 360.0, 376.54]","[199.99973333333332, 304.99826666666667, 266.7432, 200.0, 305.0, 266.75]","[(4, 0.0, 0.0021666666666666666), (11, 0.0, 0.0018611111111111111), (5, 0.8354, 0.028172222222222223), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4022, 67.1, 10.107833333333332), (16094, 51.900000000000006, 6.188138888888888), (32207, 57.3646, 11.611827777777776), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
34,"[39.81136758500869, 28.770673907677118, 65.78114331822978, 0.0, 0.0, 0.0]","[3, 2, 5, 0, 0, 0]","[351.85819874000236, 756.6049761212511, 4994.675765996633, 0, 0, 0]","[3677.1418012599975, 7345.395023878749, 11116.324234003367, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1604, 2331, 10598, 0, 0, 0]","[78.99106666666667, 2069.1872, 738.8938666666666, 0, 0, 0]","[0.018266666666666667, 0.00013333333333333337, 0.0022666666666666673, 0, 0, 0]","[0.00026666666666666673, 0.0016, 0.0068, 0, 0, 0]","[4216.0089333333335, 15110.8128, 33621.106133333335, 4295, 17180, 34360]","[371.98173333333335, 359.99986666666666, 376.53773333333334, 372.0, 360.0, 376.54]","[199.99973333333332, 304.9984, 266.7432, 200.0, 305.0, 266.75]","[(6, 0.0, 0.002138888888888889), (5, 0.0, 0.0013388888888888886), (10, 0.7215, 0.01317222222222222), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 67.1, 10.107861111111111), (16100, 51.900000000000006, 6.18866111111111), (32202, 57.478500000000004, 11.626827777777777), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
35,"[25.341275750806652, 41.81683534929647, 62.3176711563528, 0.0, 0.0, 0.0]","[2, 3, 5, 0, 0, 0]","[627.774107706163, 2768.9456663670817, 3365.329017382249, 0, 0, 0]","[3401.225892293837, 5333.054333632918, 12745.67098261775, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1021, 3388, 10040, 0, 0, 0]","[105.55493333333332, 2726.2952, 461.3704, 0, 0, 0]","[0.009333333333333334, 0.0005333333333333334, 0.0017333333333333335, 0, 0, 0]","[0.00013333333333333337, 0.0024000000000000002, 0.006533333333333333, 0, 0, 0]","[4189.445066666667, 14453.7048, 33898.6296, 4295, 17180, 34360]","[371.99066666666664, 359.99946666666665, 376.5382666666667, 372.0, 360.0, 376.54]","[199.99986666666666, 304.9976, 266.7434666666667, 200.0, 305.0, 266.75]","[(5, 0.0, 0.0010944444444444443), (8, 0.0, 0.0018944444444444443), (11, 0.7671666666666666, 0.012738888888888888), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.1, 10.108905555555555), (16097, 51.900000000000006, 6.188105555555555), (32201, 57.432833333333335, 11.62726111111111), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
36,"[35.76569868453711, 41.81683534929647, 20.88635094035131, 0.0, 0.0, 0.0]","[3, 3, 2, 0, 0, 0]","[695.7876742747515, 1960.663669837398, 0, 0, 0, 0]","[3333.212325725249, 6141.336330162602, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1441, 3388, 3365, 0, 0, 0]","[83.18506666666667, 2314.5529333333334, 34.95106666666666, 0, 0, 0]","[0.009333333333333334, 0.00013333333333333337, 0.0, 0, 0, 0]","[0.0, 0.0018666666666666666, 0.0, 0, 0, 0]","[4211.814933333333, 14865.447066666668, 34325.04893333333, 4295, 17180, 34360]","[371.99066666666664, 359.99986666666666, 376.54, 372.0, 360.0, 376.54]","[200.0, 304.9981333333333, 266.75, 200.0, 305.0, 266.75]","[(8, 0.0, 0.0010277777777777776), (8, 0.0, 0.0018), (4, 0.0, 0.00014444444444444444), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4018, 67.1, 10.108972222222222), (16097, 51.900000000000006, 6.188199999999999), (32208, 58.2, 11.639855555555554), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
37,"[30.627947381484237, 44.964206368797825, 16.42976848116194, 0.0, 0.0, 0.0]","[3, 3, 1, 0, 0, 0]","[668.1654637321367, 835.6545807750889, 2647.7836930219532, 0, 0, 0]","[3360.8345362678633, 7266.345419224911, 13463.216306978047, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1234, 3643, 2647, 0, 0, 0]","[129.23573333333331, 2242.5517333333332, 14.329466666666665, 0, 0, 0]","[0.0184, 0.0, 0.1028, 0, 0, 0]","[0.00026666666666666673, 0.0029333333333333334, 0.10933333333333331, 0, 0, 0]","[4165.764266666667, 14937.448266666666, 34345.67053333333, 4295, 17180, 34360]","[371.9816, 360.0, 376.4372, 372.0, 360.0, 376.54]","[199.99973333333332, 304.9970666666667, 266.6406666666667, 200.0, 305.0, 266.75]","[(9, 0.0, 0.0021333333333333334), (7, 1.666666666666667e-05, 0.00105), (2, 0.0, 0.0004388888888888889), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4017, 67.1, 10.107866666666666), (16098, 51.89998333333334, 6.188949999999999), (32210, 58.2, 11.63956111111111), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
38,"[33.45743360635393, 23.685509750678847, 37.84991620631866, 0.0, 0.0, 0.0]","[3, 2, 3, 0, 0, 0]","[1194.6385850732058, 1064.631210466241, 6068.711594302504, 0, 0, 0]","[2834.361414926794, 7037.368789533759, 10042.288405697496, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1348, 1919, 6098, 0, 0, 0]","[89.914, 278.91999999999996, 2501.5512000000003, 0, 0, 0]","[0.009600000000000001, 0.0054666666666666665, 0.09786666666666666, 0, 0, 0]","[0.0002666666666666667, 0.044, 0.10573333333333335, 0, 0, 0]","[4205.086, 16901.08, 31858.4488, 4295, 17180, 34360]","[371.9904, 359.9945333333333, 376.44213333333335, 372.0, 360.0, 376.54]","[199.99973333333332, 304.956, 266.6442666666667, 200.0, 305.0, 266.75]","[(8, 0.0, 0.0010444444444444442), (3, 0.00075, 0.0009722222222222222), (5, 0.0, 0.0005777777777777776), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4018, 67.1, 10.108955555555555), (16102, 51.89925000000001, 6.189027777777778), (32207, 58.2, 11.63942222222222), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
39,"[47.282204020848845, 23.685509750678847, 37.84991620631866, 0.0, 0.0, 0.0]","[4, 2, 3, 0, 0, 0]","[600.7120135585956, 783.4136523027976, 0, 0, 0, 0]","[3428.2879864414044, 7318.586347697203, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1905, 1919, 6098, 0, 0, 0]","[74.79560000000001, 382.02986666666663, 2473.938266666667, 0, 0, 0]","[0.009199999999999998, 0.0026666666666666666, 0.09759999999999999, 0, 0, 0]","[0.00026666666666666673, 0.02466666666666667, 0.10639999999999998, 0, 0, 0]","[4220.2044, 16797.970133333332, 31886.061733333332, 4295, 17180, 34360]","[371.9908, 359.99733333333336, 376.4424, 372.0, 360.0, 376.54]","[199.99973333333332, 304.9753333333333, 266.6436, 200.0, 305.0, 266.75]","[(11, 0.0, 0.001127777777777778), (3, 0.0001, 0.003161111111111111), (5, 0.0, 0.0006722222222222222), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4015, 67.1, 10.108872222222221), (16102, 51.8999, 6.1868388888888886), (32207, 58.2, 11.639327777777776), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
40,"[39.538346984363365, 43.39669217477166, 11.290422692570294, 0.0, 0.0, 0.0]","[3, 3, 1, 0, 0, 0]","[719.6230543592668, 1594.339395598019, 1819.471380528662, 0, 0, 0]","[3309.376945640733, 6507.660604401981, 14291.528619471337, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1593, 3516, 1819, 0, 0, 0]","[52.94999999999999, 1600.8238666666666, 0.0, 0, 0, 0]","[0.0, 1.3722666666666667, 0.0, 0, 0, 0]","[0.0, 2.9385333333333334, 0.0, 0, 0, 0]","[4242.05, 15579.176133333334, 34360.0, 4295, 17180, 34360]","[372.0, 358.6277333333333, 376.54, 372.0, 360.0, 376.54]","[200.0, 302.06146666666666, 266.75, 200.0, 305.0, 266.75]","[(7, 0.0, 1.6666666666666667e-05), (4, 0.07968333333333333, 0.05023333333333333), (1, 0.0, 5.555555555555555e-05), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4019, 67.1, 10.109983333333332), (16101, 51.82031666666667, 6.139766666666667), (32211, 58.2, 11.639944444444444), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
41,"[44.40307768677091, 42.69316218217724, 23.586369561169388, 0.0, 0.0, 0.0]","[3, 3, 2, 0, 0, 0]","[716.0861910784583, 2263.840510335871, 1980.5304480756645, 0, 0, 0]","[3312.9138089215417, 5838.159489664129, 14130.469551924336, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1789, 3459, 3800, 0, 0, 0]","[768.4278666666665, 1625.9889333333333, 525.6844000000001, 0, 0, 0]","[0.012933333333333333, 1.4474666666666667, 0.039066666666666666, 0, 0, 0]","[0.0348, 2.428, 0.0032, 0, 0, 0]","[3526.5721333333336, 15554.011066666666, 33834.3156, 4295, 17180, 34360]","[371.9870666666667, 358.5525333333333, 376.50093333333336, 372.0, 360.0, 376.54]","[199.9652, 302.572, 266.7468, 200.0, 305.0, 266.75]","[(6, 0.0, 0.0034), (5, 0.0056166666666666665, 0.00518888888888889), (4, 0.05115, 0.037088888888888887), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 67.1, 10.1066), (16100, 51.89438333333334, 6.18481111111111), (32208, 58.14885, 11.60291111111111), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
42,"[33.97865475304045, 51.41940261663787, 27.900192415120106, 0.0, 0.0, 0.0]","[2, 4, 2, 0, 0, 0]","[1071.4678875574637, 4105.780921529691, 1547.3700596382855, 0, 0, 0]","[2957.5321124425363, 3996.219078470309, 14563.629940361714, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1369, 4166, 4495, 0, 0, 0]","[700.4463999999999, 1298.8344, 724.2156, 0, 0, 0]","[0.011733333333333332, 1.4009333333333331, 0.010533333333333334, 0, 0, 0]","[0.0348, 2.653466666666666, 0.0013333333333333333, 0, 0, 0]","[3594.5536, 15881.1656, 33635.7844, 4295, 17180, 34360]","[371.9882666666667, 358.59906666666666, 376.5294666666667, 372.0, 360.0, 376.54]","[199.9652, 302.34653333333335, 266.7486666666667, 200.0, 305.0, 266.75]","[(4, 0.0, 0.0017), (10, 0.00225, 0.06660555555555556), (5, 0.06125, 0.026572222222222223), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4022, 67.1, 10.1083), (16095, 51.89775000000001, 6.123394444444444), (32207, 58.13875, 11.613427777777776), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
