interval,cpu,numcontainers,baseips,ipsavailable,ipscap,apparentips,ram_s,ram_r,ram_w,ramavailable_s,ramavailable_r,ramavailable_w,disk,diskavailable,cpufailures,ramfailures
43,"[44.00595681310499, 35.55912120464083, 46.142387188877166, 0.0, 0.0, 0.0]","[3, 2, 4, 0, 0, 0]","[1008.7201308675283, 2270.3676691237615, 5326.022434600832, 0, 0, 0]","[3020.2798691324715, 5831.6323308762385, 10784.977565399167, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1773, 2881, 7434, 0, 0, 0]","[111.3208, 2359.993066666667, 824.8788, 0, 0, 0]","[0.0005333333333333334, 0.010799999999999999, 0.0010666666666666667, 0, 0, 0]","[0.0112, 0.0016, 0.0052, 0, 0, 0]","[4183.6792, 14820.006933333334, 33535.1212, 4295, 17180, 34360]","[371.99946666666665, 359.9892, 376.5389333333334, 372.0, 360.0, 376.54]","[199.9888, 304.9984, 266.7448, 200.0, 305.0, 266.75]","[(3, 0.0, 0.00016666666666666666), (4, 0.0, 0.0009277777777777778), (9, 0.06125, 0.02558888888888889), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4023, 67.1, 10.109833333333333), (16101, 51.900000000000006, 6.189072222222221), (32203, 58.13875, 11.61441111111111), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
44,"[41.37503102506825, 47.64255739323624, 46.142387188877166, 0.0, 0.0, 0.0]","[3, 3, 4, 0, 0, 0]","[760.1010922646419, 2022.4809369019051, 1243.311401391711, 0, 0, 0]","[3268.898907735358, 6079.519063098095, 14867.688598608289, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1667, 3860, 7434, 0, 0, 0]","[54.87306666666666, 2585.786, 692.0589333333332, 0, 0, 0]","[0.0006666666666666666, 0.010799999999999999, 0.0033333333333333335, 0, 0, 0]","[0.00013333333333333337, 0.0014666666666666665, 0.014933333333333335, 0, 0, 0]","[4240.126933333333, 14594.214, 33667.941066666666, 4295, 17180, 34360]","[371.9993333333333, 359.9892, 376.5366666666667, 372.0, 360.0, 376.54]","[199.99986666666666, 304.99853333333334, 266.7350666666667, 200.0, 305.0, 266.75]","[(5, 0.0, 1.6666666666666667e-05), (6, 0.0, 0.001311111111111111), (9, 0.0008666666666666667, 0.016261111111111108), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.1, 10.109983333333332), (16099, 51.900000000000006, 6.188688888888889), (32203, 58.199133333333336, 11.623738888888887), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
45,"[34.72325639116406, 40.18760799802518, 23.356712804915897, 0.0, 0.0, 0.0]","[3, 3, 2, 0, 0, 0]","[408.1113784619685, 971.062093797411, 3435.371310660903, 0, 0, 0]","[3620.8886215380317, 7130.937906202589, 12675.628689339097, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1399, 3256, 3763, 0, 0, 0]","[67.10546666666667, 111.3212, 662.6988000000001, 0, 0, 0]","[0.0, 0.008933333333333333, 0.039066666666666666, 0, 0, 0]","[0.0, 0.00013333333333333337, 0.0052, 0, 0, 0]","[4227.894533333333, 17068.6788, 33697.3012, 4295, 17180, 34360]","[372.0, 359.99106666666665, 376.50093333333336, 372.0, 360.0, 376.54]","[200.0, 304.99986666666666, 266.7448, 200.0, 305.0, 266.75]","[(7, 0.0, 3.888888888888889e-05), (5, 0.0, 0.001977777777777778), (6, 0.05115, 0.03694444444444444), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4019, 67.1, 10.10996111111111), (16100, 51.900000000000006, 6.188022222222222), (32206, 58.14885, 11.603055555555555), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
46,"[20.997766195085628, 43.32263638607751, 51.722425671901185, 0.0, 0.0, 0.0]","[2, 3, 4, 0, 0, 0]","[426.67913363334486, 2946.1790232474505, 5075.73768850343, 0, 0, 0]","[3602.320866366655, 5155.8209767525495, 11035.26231149657, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[846, 3510, 8333, 0, 0, 0]","[18.434933333333333, 2358.5951999999997, 986.7073333333333, 0, 0, 0]","[0.0077333333333333325, 0.009066666666666666, 0.037866666666666667, 0, 0, 0]","[0.004, 0.0032, 0.05226666666666666, 0, 0, 0]","[4276.565066666667, 14821.4048, 33373.29266666667, 4295, 17180, 34360]","[371.9922666666667, 359.9909333333333, 376.50213333333335, 372.0, 360.0, 376.54]","[199.996, 304.9968, 266.69773333333336, 200.0, 305.0, 266.75]","[(6, 0.0, 0.00019444444444444443), (5, 0.0, 0.0024555555555555554), (11, 0.06125, 0.025494444444444445), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 67.1, 10.109805555555555), (16100, 51.900000000000006, 6.187544444444444), (32201, 58.13875, 11.614505555555555), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
47,"[22.338049143708115, 58.18316465070353, 40.655452796226186, 0.0, 0.0, 0.0]","[2, 4, 3, 0, 0, 0]","[859.3533514262049, 1603.0888817334735, 4257.713499697507, 0, 0, 0]","[3169.646648573795, 6498.9111182665265, 11853.286500302493, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[900, 4714, 6550, 0, 0, 0]","[133.1668, 2832.5519999999997, 867.3442666666666, 0, 0, 0]","[0.008, 0.009866666666666666, 0.029999999999999995, 0, 0, 0]","[0.004933333333333333, 0.0052, 0.04733333333333334, 0, 0, 0]","[4161.8332, 14347.448, 33492.65573333333, 4295, 17180, 34360]","[371.992, 359.99013333333335, 376.51000000000005, 372.0, 360.0, 376.54]","[199.99506666666667, 304.9948, 266.7026666666667, 200.0, 305.0, 266.75]","[(6, 0.0, 0.0009555555555555555), (8, 0.037733333333333334, 0.01718333333333333), (8, 0.0008666666666666667, 0.01617222222222222), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 67.1, 10.109044444444445), (16097, 51.86226666666667, 6.172816666666666), (32204, 58.199133333333336, 11.623827777777777), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
48,"[41.84661206254654, 27.98074549493952, 50.394140649245855, 0.0, 0.0, 0.0]","[3, 2, 4, 0, 0, 0]","[973.638180728268, 674.9884691143833, 3240.4337878112165, 0, 0, 0]","[3055.361819271732, 7427.011530885617, 12870.566212188784, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1686, 2267, 8119, 0, 0, 0]","[280.31586666666664, 177.558, 789.4004, 0, 0, 0]","[0.020666666666666667, 0.008666666666666666, 0.038266666666666664, 0, 0, 0]","[0.013733333333333332, 0.004533333333333334, 0.03906666666666667, 0, 0, 0]","[4014.684133333333, 17002.442, 33570.5996, 4295, 17180, 34360]","[371.97933333333333, 359.99133333333333, 376.50173333333333, 372.0, 360.0, 376.54]","[199.98626666666667, 304.9954666666667, 266.71093333333334, 200.0, 305.0, 266.75]","[(8, 0.0, 0.0010722222222222225), (6, 0.04748333333333333, 0.018572222222222223), (10, 0.0021000000000000003, 0.0017555555555555553), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4018, 67.1, 10.108927777777778), (16099, 51.85251666666667, 6.171427777777777), (32202, 58.197900000000004, 11.638244444444442), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
49,"[49.0692479523455, 33.72006911873611, 33.04574514306996, 0.0, 0.0, 0.0]","[3, 2, 3, 0, 0, 0]","[1780.7441827355683, 956.2374912637823, 5179.791006150403, 0, 0, 0]","[2248.2558172644317, 7145.762508736218, 10931.208993849597, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1977, 2732, 5324, 0, 0, 0]","[942.3173333333333, 2069.1893333333337, 332.7477333333333, 0, 0, 0]","[0.0124, 0.0005333333333333334, 0.018533333333333332, 0, 0, 0]","[0.03493333333333333, 0.0036, 0.00013333333333333337, 0, 0, 0]","[3352.6826666666666, 15110.810666666666, 34027.25226666667, 4295, 17180, 34360]","[371.9876, 359.99946666666665, 376.5214666666667, 372.0, 360.0, 376.54]","[199.96506666666667, 304.9964, 266.74986666666666, 200.0, 305.0, 266.75]","[(6, 0.0, 0.004122222222222222), (5, 0.0, 6.666666666666667e-05), (6, 0.0, 0.0021333333333333334), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 67.1, 10.105877777777778), (16100, 51.900000000000006, 6.189933333333332), (32206, 58.2, 11.637866666666666), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
50,"[58.0789277736411, 18.87188348555912, 46.37825088448886, 0.0, 0.0, 0.0]","[4, 1, 4, 0, 0, 0]","[1111.8826892685602, 903.6492783485028, 3362.519010439001, 0, 0, 0]","[2917.11731073144, 7198.350721651497, 12748.480989561, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[2340, 1529, 7472, 0, 0, 0]","[969.6665333333332, 1677.72, 464.16880000000003, 0, 0, 0]","[0.011733333333333332, 0.00013333333333333337, 1.0806666666666669, 0, 0, 0]","[0.03493333333333333, 0.0016, 0.8749333333333331, 0, 0, 0]","[3325.333466666667, 15502.28, 33895.8312, 4295, 17180, 34360]","[371.9882666666667, 359.99986666666666, 375.45933333333335, 372.0, 360.0, 376.54]","[199.96506666666667, 304.9984, 265.87506666666667, 200.0, 305.0, 266.75]","[(8, 0.05478333333333333, 0.02175), (2, 0.0, 0.00011666666666666667), (7, 1.666666666666667e-05, 0.003816666666666666), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4018, 67.04521666666666, 10.088249999999999), (16103, 51.900000000000006, 6.1898833333333325), (32205, 58.199983333333336, 11.636183333333332), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
51,"[39.985107967237525, 54.554431004690194, 21.066352181739184, 0.0, 0.0, 0.0]","[3, 3, 2, 0, 0, 0]","[1540.2792295806712, 3969.920391628775, 0, 0, 0, 0]","[2488.720770419329, 4132.079608371225, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1611, 4420, 3394, 0, 0, 0]","[862.3630666666668, 4016.6546666666663, 374.6904, 0, 0, 0]","[0.011466666666666665, 0.0033333333333333335, 0.008933333333333333, 0, 0, 0]","[0.0356, 0.0028, 0.00026666666666666673, 0, 0, 0]","[3432.636933333333, 13163.345333333335, 33985.3096, 4295, 17180, 34360]","[371.98853333333335, 359.99666666666667, 376.5310666666667, 372.0, 360.0, 376.54]","[199.9644, 304.9972, 266.7497333333333, 200.0, 305.0, 266.75]","[(6, 0.0, 0.0029833333333333335), (6, 1.666666666666667e-05, 0.00011666666666666667), (4, 0.0, 0.0017111111111111112), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 67.1, 10.107016666666667), (16099, 51.89998333333334, 6.1898833333333325), (32208, 58.2, 11.638288888888887), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
52,"[49.71456937205262, 54.554431004690194, 0.0, 0.0, 0.0, 0.0]","[4, 3, 0, 0, 0, 0]","[1324.449587845832, 1289.1737814460512, 0, 0, 0, 0]","[2704.550412154168, 6812.826218553949, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[2003, 4420, 0, 0, 0, 0]","[921.8684, 4049.946933333333, 0, 0, 0, 0]","[0.05559999999999999, 0.00026666666666666673, 0, 0, 0, 0]","[0.07919999999999999, 0.0031999999999999997, 0, 0, 0, 0]","[3373.1316, 13130.053066666667, 34360, 4295, 17180, 34360]","[371.9444, 359.9997333333333, 376.54, 372.0, 360.0, 376.54]","[199.9208, 304.9968, 266.75, 200.0, 305.0, 266.75]","[(7, 0.0, 0.0024611111111111114), (6, 0.0, 0.0001111111111111111), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4019, 67.1, 10.107538888888888), (16099, 51.900000000000006, 6.1898888888888886), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
53,"[43.062794738148426, 31.523080720809677, 27.56501768977717, 0.0, 0.0, 0.0]","[4, 2, 2, 0, 0, 0]","[657.1497052013505, 1994.20532294604, 3448.0377719830394, 0, 0, 0]","[3371.8502947986494, 6107.79467705396, 12662.96222801696, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1735, 2554, 4441, 0, 0, 0]","[249.73306666666667, 2219.483866666667, 2357.198, 0, 0, 0]","[0.016, 0.0018666666666666664, 0.009333333333333332, 0, 0, 0]","[0.006799999999999999, 0.0016, 0.0014666666666666667, 0, 0, 0]","[4045.2669333333333, 14960.516133333333, 32002.802, 4295, 17180, 34360]","[371.984, 359.9981333333333, 376.53066666666666, 372.0, 360.0, 376.54]","[199.9932, 304.9984, 266.74853333333334, 200.0, 305.0, 266.75]","[(9, 0.0, 0.0018611111111111111), (4, 0.0, 0.0005), (2, 0.0, 0.0011777777777777778), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4017, 67.1, 10.108138888888888), (16101, 51.900000000000006, 6.1895), (32210, 58.2, 11.63882222222222), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
54,"[32.63837180441797, 53.246112071093556, 27.56501768977717, 0.0, 0.0, 0.0]","[3, 4, 2, 0, 0, 0]","[1119.021719999606, 1926.4901147957562, 3620.9454698226073, 0, 0, 0]","[2909.978280000394, 6175.509885204244, 12490.054530177393, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1315, 4314, 4441, 0, 0, 0]","[216.70373333333333, 2560.7065333333335, 2190.8238666666666, 0, 0, 0]","[0.0132, 0.004933333333333333, 0.0092, 0, 0, 0]","[0.004666666666666666, 0.0048000000000000004, 0.0018666666666666664, 0, 0, 0]","[4078.2962666666667, 14619.293466666666, 32169.176133333334, 4295, 17180, 34360]","[371.9868, 359.9950666666667, 376.5308, 372.0, 360.0, 376.54]","[199.99533333333332, 304.9952, 266.7481333333333, 200.0, 305.0, 266.75]","[(7, 0.0, 0.0018388888888888886), (10, 0.0, 0.0007555555555555555), (2, 0.0, 0.0011222222222222222), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4019, 67.1, 10.10816111111111), (16095, 51.900000000000006, 6.189244444444444), (32210, 58.2, 11.638877777777777), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
55,"[45.793000744601635, 34.18908911379906, 43.26236732667122, 0.0, 0.0, 0.0]","[4, 3, 3, 0, 0, 0]","[451.83259181833955, 673.5579985851256, 5207.011929290752, 0, 0, 0]","[3577.1674081816604, 7428.4420014148745, 10903.988070709249, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1845, 2770, 6970, 0, 0, 0]","[584.0538666666666, 78.02866666666667, 2457.8613333333333, 0, 0, 0]","[0.021466666666666665, 0.003466666666666667, 0.022133333333333335, 0, 0, 0]","[0.0172, 0.0037333333333333333, 0.018, 0, 0, 0]","[3710.9461333333334, 17101.971333333335, 31902.138666666666, 4295, 17180, 34360]","[371.97853333333336, 359.99653333333333, 376.5178666666667, 372.0, 360.0, 376.54]","[199.9828, 304.99626666666666, 266.732, 200.0, 305.0, 266.75]","[(8, 0.0, 0.0026944444444444446), (8, 0.0, 0.0005277777777777778), (4, 0.0, 0.0022277777777777777), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4018, 67.1, 10.107305555555556), (16097, 51.900000000000006, 6.189472222222221), (32208, 58.2, 11.637772222222221), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
56,"[26.40853809878382, 47.11182424092817, 55.12382844019614, 0.0, 0.0, 0.0]","[2, 4, 4, 0, 0, 0]","[292.65991900139494, 1627.92423741931, 5660.284833892301, 0, 0, 0]","[3736.340080998605, 6474.07576258069, 10450.715166107699, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1064, 3817, 8881, 0, 0, 0]","[531.2766666666666, 158.50706666666665, 397.0601333333333, 0, 0, 0]","[0.17626666666666665, 0.004, 0.6228, 0, 0, 0]","[0.021733333333333334, 0.004266666666666667, 0.004266666666666666, 0, 0, 0]","[3763.7233333333334, 17021.492933333335, 33962.93986666667, 4295, 17180, 34360]","[371.82373333333334, 359.996, 375.91720000000004, 372.0, 360.0, 376.54]","[199.97826666666666, 304.9957333333333, 266.7457333333333, 200.0, 305.0, 266.75]","[(3, 0.0, 0.08163333333333332), (8, 0.003833333333333334, 0.0033777777777777773), (5, 0.003, 0.06457222222222221), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4023, 67.1, 10.028366666666667), (16097, 51.89616666666667, 6.186622222222222), (32207, 58.197, 11.575427777777776), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
57,"[23.3060312732688, 54.974080473957045, 49.903792439947864, 0.0, 0.0, 0.0]","[2, 4, 4, 0, 0, 0]","[150.5129573764532, 2503.960723129472, 3774.18667992862, 0, 0, 0]","[3878.4870426235466, 5598.039276870528, 12336.81332007138, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[939, 4454, 8040, 0, 0, 0]","[134.2164, 2213.1910666666668, 981.4654666666665, 0, 0, 0]","[0.16906666666666667, 0.0033333333333333335, 0.4842666666666666, 0, 0, 0]","[0.008400000000000001, 0.0013333333333333333, 0.0288, 0, 0, 0]","[4160.7836, 14966.808933333334, 33378.53453333333, 4295, 17180, 34360]","[371.83093333333335, 359.99666666666667, 376.05573333333336, 372.0, 360.0, 376.54]","[199.9916, 304.9986666666667, 266.7212, 200.0, 305.0, 266.75]","[(3, 0.0, 0.07538333333333333), (7, 0.0039, 0.0028277777777777784), (7, 0.0002833333333333333, 0.11201111111111112), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4023, 67.1, 10.034616666666667), (16098, 51.896100000000004, 6.187172222222221), (32205, 58.19971666666667, 11.527988888888888), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
58,"[26.458178207992056, 42.60676376203406, 60.50524486375768, 0.0, 0.0, 0.0]","[2, 3, 5, 0, 0, 0]","[383.59399772098897, 2760.1711807019637, 2400.4191873639397, 0, 0, 0]","[3645.406002279011, 5341.828819298036, 13710.58081263606, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1066, 3452, 9748, 0, 0, 0]","[17.4748, 2376.7709333333332, 1152.0339999999999, 0, 0, 0]","[0.0, 0.009466666666666667, 0.5592, 0, 0, 0]","[0.0, 0.0018666666666666669, 0.019066666666666666, 0, 0, 0]","[4277.5252, 14803.229066666667, 33207.966, 4295, 17180, 34360]","[372.0, 359.99053333333336, 375.98080000000004, 372.0, 360.0, 376.54]","[200.0, 304.9981333333333, 266.7309333333333, 200.0, 305.0, 266.75]","[(2, 0.0, 0.0012000000000000001), (4, 0.0, 0.0012833333333333336), (9, 1.666666666666667e-05, 0.07429999999999999), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4024, 67.1, 10.108799999999999), (16101, 51.900000000000006, 6.188716666666666), (32203, 58.199983333333336, 11.5657), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
59,"[32.58873169520973, 53.5670204887682, 26.298802060703867, 0.0, 0.0, 0.0]","[2, 4, 2, 0, 0, 0]","[757.5048822668534, 2408.47587095374, 3357.284910747111, 0, 0, 0]","[3271.495117733147, 5693.52412904626, 12753.715089252888, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1313, 4340, 4237, 0, 0, 0]","[41.24146666666667, 2316.5640000000003, 180.3544, 0, 0, 0]","[0.0, 0.012666666666666666, 0.09093333333333332, 0, 0, 0]","[0.0, 0.0032, 0.0029333333333333334, 0, 0, 0]","[4253.758533333334, 14863.436, 34179.6456, 4295, 17180, 34360]","[372.0, 359.9873333333333, 376.4490666666667, 372.0, 360.0, 376.54]","[200.0, 304.9968, 266.7470666666667, 200.0, 305.0, 266.75]","[(4, 0.0, 0.0013222222222222222), (5, 0.0, 0.0019166666666666668), (4, 0.0, 0.0011444444444444442), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4022, 67.1, 10.108677777777777), (16100, 51.900000000000006, 6.188083333333333), (32208, 58.2, 11.638855555555555), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
60,"[42.64085380987838, 42.10071587262404, 37.9368133573335, 0.0, 0.0, 0.0]","[3, 3, 3, 0, 0, 0]","[837.3801011186231, 716.5008770896474, 1607.05935521879, 0, 0, 0]","[3191.6198988813767, 7385.4991229103525, 14503.94064478121, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1718, 3411, 6112, 0, 0, 0]","[2624.845333333333, 2568.572133333333, 138.4104, 0, 0, 0]","[0.18373333333333333, 0.0124, 0.10013333333333334, 0, 0, 0]","[0.0037333333333333333, 0.0031999999999999997, 0.0033333333333333335, 0, 0, 0]","[1670.1546666666668, 14611.427866666667, 34221.5896, 4295, 17180, 34360]","[371.81626666666665, 359.9876, 376.43986666666666, 372.0, 360.0, 376.54]","[199.99626666666666, 304.9968, 266.74666666666667, 200.0, 305.0, 266.75]","[(6, 0.0, 0.0014444444444444444), (4, 0.0, 0.0011833333333333335), (5, 0.0, 0.0020388888888888887), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 67.1, 10.108555555555554), (16101, 51.900000000000006, 6.188816666666666), (32207, 58.2, 11.63796111111111), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
61,"[41.82179200794241, 21.056529252036533, 39.07268325988455, 0.0, 0.0, 0.0]","[3, 2, 3, 0, 0, 0]","[792.3966200137454, 891.9646310006448, 4158.342009265104, 0, 0, 0]","[3236.6033799862544, 7210.035368999355, 11952.657990734897, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1685, 1706, 6295, 0, 0, 0]","[2821.104, 92.97106666666666, 268.4342666666667, 0, 0, 0]","[0.0004, 0.0014666666666666665, 0.0216, 0, 0, 0]","[0.0017333333333333335, 0.0014666666666666665, 0.004666666666666666, 0, 0, 0]","[1473.8960000000002, 17087.028933333335, 34091.56573333334, 4295, 17180, 34360]","[371.9996, 359.99853333333334, 376.51840000000004, 372.0, 360.0, 376.54]","[199.99826666666667, 304.99853333333334, 266.74533333333335, 200.0, 305.0, 266.75]","[(6, 0.0, 0.0003611111111111111), (3, 0.0, 0.0008666666666666666), (4, 0.0, 0.0028166666666666665), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 67.1, 10.109638888888888), (16102, 51.900000000000006, 6.1891333333333325), (32208, 58.2, 11.637183333333333), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
62,"[25.61429635145197, 40.4468032584547, 39.07268325988455, 0.0, 0.0, 0.0]","[2, 3, 3, 0, 0, 0]","[1032.4781619116523, 2137.65274457326, 2307.379096746488, 0, 0, 0]","[2996.521838088348, 5964.34725542674, 13803.620903253512, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1032, 3277, 6295, 0, 0, 0]","[2833.9492, 926.8510666666666, 349.524, 0, 0, 0]","[0.0004, 0.0063999999999999994, 0.0208, 0, 0, 0]","[0.0014666666666666665, 0.007866666666666668, 0.004, 0, 0, 0]","[1461.0508, 16253.148933333334, 34010.476, 4295, 17180, 34360]","[371.9996, 359.9936, 376.5192, 372.0, 360.0, 376.54]","[199.99853333333334, 304.99213333333336, 266.746, 200.0, 305.0, 266.75]","[(3, 0.0, 0.0003666666666666666), (4, 0.011300000000000001, 0.0018166666666666665), (4, 0.0, 0.0024444444444444444), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4023, 67.1, 10.109633333333333), (16101, 51.88870000000001, 6.188183333333333), (32208, 58.2, 11.637555555555554), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
63,"[53.189377016629436, 29.486546531720563, 33.94575135000931, 0.0, 0.0, 0.0]","[4, 2, 2, 0, 0, 0]","[1080.3531020020882, 1571.2468060557483, 1619.5645677852426, 0, 0, 0]","[2948.6468979979118, 6530.7531939442515, 14491.435432214757, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[2143, 2389, 5469, 0, 0, 0]","[4249.524533333334, 859.8308000000001, 7063.206800000001, 0, 0, 0]","[0.0010666666666666667, 0.0033333333333333335, 1.2418666666666667, 0, 0, 0]","[0.0034666666666666665, 0.0006666666666666666, 0.0856, 0, 0, 0]","[45.47546666666585, 16320.1692, 27296.7932, 4295, 17180, 34360]","[371.99893333333335, 359.99666666666667, 375.29813333333334, 372.0, 360.0, 376.54]","[199.99653333333333, 304.9993333333333, 266.6644, 200.0, 305.0, 266.75]","[(8, 1.666666666666667e-05, 0.0004333333333333333), (3, 0.015133333333333334, 0.001638888888888889), (4, 3.203133333333333, 0.70145), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4018, 67.09998333333333, 10.109566666666666), (16102, 51.884866666666674, 6.188361111111111), (32208, 54.99686666666667, 10.93855), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
