interval,cpu,numcontainers,baseips,ipsavailable,ipscap,apparentips,ram_s,ram_r,ram_w,ramavailable_s,ramavailable_r,ramavailable_w,disk,diskavailable,cpufailures,ramfailures
43,"[41.102010424422936, 40.780054307578375, 25.796039972689467, 0.0, 0.0, 0.0]","[3, 3, 2, 0, 0, 0]","[773.7170831519645, 673.0779275711528, 1039.8789760935626, 0, 0, 0]","[3255.2829168480357, 7428.922072428847, 15071.121023906437, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1656, 3304, 4156, 0, 0, 0]","[92.70973333333333, 3284.1378666666674, 513.1010666666666, 0, 0, 0]","[0.00013333333333333337, 0.0008, 0.43479999999999996, 0, 0, 0]","[0.0004, 0.0025333333333333336, 0.013599999999999998, 0, 0, 0]","[4202.290266666667, 13895.862133333332, 33846.89893333333, 4295, 17180, 34360]","[371.99986666666666, 359.9992, 376.1052, 372.0, 360.0, 376.54]","[199.9996, 304.99746666666664, 266.7364, 200.0, 305.0, 266.75]","[(7, 0.00065, 0.00027222222222222226), (6, 0.0, 0.004033333333333333), (4, 0.7895333333333333, 0.10543888888888889), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4019, 67.09935, 10.109727777777778), (16099, 51.900000000000006, 6.185966666666666), (32208, 57.41046666666667, 11.53456111111111), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
44,"[45.17249937949864, 24.586521846457664, 33.87126807771088, 0.0, 0.0, 0.0]","[3, 2, 3, 0, 0, 0]","[1517.2432779168448, 1620.0085692698917, 2175.0129096759656, 0, 0, 0]","[2511.756722083155, 6481.991430730108, 13935.987090324033, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1820, 1992, 5457, 0, 0, 0]","[166.10999999999999, 2398.4398666666666, 226.49213333333336, 0, 0, 0]","[0.0012000000000000001, 0.0013333333333333335, 0.454, 0, 0, 0]","[0.0008, 0.002, 0.010533333333333334, 0, 0, 0]","[4128.89, 14781.560133333332, 34133.50786666667, 4295, 17180, 34360]","[371.9988, 359.9986666666667, 376.086, 372.0, 360.0, 376.54]","[199.9992, 304.998, 266.73946666666666, 200.0, 305.0, 266.75]","[(7, 0.0, 0.0002611111111111111), (3, 0.0, 0.00032777777777777775), (5, 0.0, 0.057166666666666664), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4019, 67.1, 10.109738888888888), (16102, 51.900000000000006, 6.189672222222222), (32207, 58.2, 11.582833333333332), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
45,"[62.89401836684041, 24.586521846457664, 21.07876606045559, 0.0, 0.0, 0.0]","[4, 2, 2, 0, 0, 0]","[1057.7940243022688, 850.4492209632483, 1243.3762609418175, 0, 0, 0]","[2971.2059756977314, 7251.550779036752, 14867.623739058183, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[2534, 1992, 3396, 0, 0, 0]","[119.15484761904762, 2045.0711999999994, 441.79960000000005, 0, 0, 0]","[0.056799999999999996, 0.0014666666666666667, 0.019466666666666667, 0, 0, 0]","[0.05746666666666666, 0.002666666666666667, 0.008133333333333333, 0, 0, 0]","[4175.845152380953, 15134.928800000002, 33918.2004, 4295, 17180, 34360]","[371.9432, 359.99853333333334, 376.52053333333333, 372.0, 360.0, 376.54]","[199.94253333333333, 304.99733333333336, 266.7418666666667, 200.0, 305.0, 266.75]","[(8, 0.00065, 0.00026746031746031744), (3, 0.0032, 0.0017055555555555554), (4, 0.0, 0.0039833333333333335), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4018, 67.09935, 10.10973253968254), (16102, 51.896800000000006, 6.188294444444444), (32208, 58.2, 11.636016666666665), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
46,"[47.50558451228593, 41.64403850901012, 22.419464961827323, 0.0, 0.0, 0.0]","[3, 3, 2, 0, 0, 0]","[531.054830930841, 2954.23880688638, 2823.3921912047836, 0, 0, 0]","[3497.945169069159, 5147.76119311362, 13287.607808795216, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1914, 3374, 3612, 0, 0, 0]","[125.3394, 5101.669599999999, 276.8232, 0, 0, 0]","[0.18866666666666668, 0.2869333333333333, 0.046133333333333325, 0, 0, 0]","[0.19026666666666667, 1.1907999999999999, 0.012, 0, 0, 0]","[4169.6606, 12078.3304, 34083.1768, 4295, 17180, 34360]","[371.8113333333333, 359.7130666666667, 376.4938666666667, 372.0, 360.0, 376.54]","[199.80973333333333, 303.8092, 266.738, 200.0, 305.0, 266.75]","[(5, 0.0, 0.0008571428571428571), (5, 0.005116666666666666, 0.18716666666666668), (4, 0.11005, 0.05177777777777778), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.1, 10.109142857142857), (16100, 51.89488333333334, 6.002833333333333), (32208, 58.08995, 11.588222222222221), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
47,"[41.995532390171256, 57.09701308318934, 22.419464961827323, 0.0, 0.0, 0.0]","[3, 4, 2, 0, 0, 0]","[264.8407372849268, 751.7468534600678, 1657.7193600048747, 0, 0, 0]","[3764.159262715073, 7350.2531465399325, 14453.280639995126, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1692, 4626, 3612, 0, 0, 0]","[141.64146666666664, 5528.439866666667, 243.2692, 0, 0, 0]","[0.020666666666666667, 0.3976, 0.054666666666666676, 0, 0, 0]","[0.020399999999999998, 1.4921333333333335, 0.0172, 0, 0, 0]","[4153.358533333333, 11651.560133333332, 34116.7308, 4295, 17180, 34360]","[371.97933333333333, 359.6024, 376.48533333333336, 372.0, 360.0, 376.54]","[199.9796, 303.50786666666664, 266.7328, 200.0, 305.0, 266.75]","[(4, 0.0, 0.0009722222222222222), (8, 0.03833333333333334, 0.12905555555555556), (4, 0.00315, 0.002788888888888889), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4022, 67.1, 10.109027777777778), (16097, 51.86166666666667, 6.060944444444444), (32208, 58.196850000000005, 11.63721111111111), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
48,"[29.312484487465873, 39.78030116020735, 57.31487803364161, 0.0, 0.0, 0.0]","[2, 3, 4, 0, 0, 0]","[1074.2685305625143, 3055.1022634050337, 4665.7092168721065, 0, 0, 0]","[2954.7314694374854, 5046.897736594967, 11445.290783127894, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1181, 3223, 9234, 0, 0, 0]","[40.892133333333334, 2666.3521333333333, 471.158, 0, 0, 0]","[0.004, 0.2792, 0.0728, 0, 0, 0]","[0.002, 0.9362666666666667, 0.01773333333333333, 0, 0, 0]","[4254.107866666666, 14513.647866666666, 33888.842, 4295, 17180, 34360]","[371.996, 359.7208, 376.46720000000005, 372.0, 360.0, 376.54]","[199.998, 304.06373333333335, 266.73226666666665, 200.0, 305.0, 266.75]","[(3, 0.0, 0.00039999999999999996), (8, 1.666666666666667e-05, 0.12332222222222224), (9, 0.0056500000000000005, 0.027227777777777778), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4023, 67.1, 10.109599999999999), (16097, 51.89998333333334, 6.066677777777778), (32203, 58.19435, 11.61277222222222), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
49,"[41.499131298088855, 39.78030116020735, 45.304450375519835, 0.0, 0.0, 0.0]","[3, 3, 3, 0, 0, 0]","[737.7049284670029, 2168.949799045533, 3809.1607427570716, 0, 0, 0]","[3291.295071532997, 5933.050200954467, 12301.83925724293, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1672, 3223, 7299, 0, 0, 0]","[76.80533333333334, 3098.801333333333, 190.14040000000003, 0, 0, 0]","[0.004, 0.3817333333333333, 0.018266666666666667, 0, 0, 0]","[0.002, 0.9529333333333332, 0.0, 0, 0, 0]","[4218.194666666666, 14081.198666666667, 34169.8596, 4295, 17180, 34360]","[371.996, 359.61826666666667, 376.5217333333334, 372.0, 360.0, 376.54]","[199.998, 304.0470666666667, 266.75, 200.0, 305.0, 266.75]","[(4, 0.0, 0.00043333333333333337), (8, 1.666666666666667e-05, 0.14036111111111113), (8, 0.0, 0.0022388888888888892), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4022, 67.1, 10.109566666666666), (16097, 51.89998333333334, 6.049638888888889), (32204, 58.2, 11.63776111111111), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
50,"[38.57036485480268, 42.619106393483094, 45.931351250698285, 0.0, 0.0, 0.0]","[3, 3, 3, 0, 0, 0]","[949.0981424014685, 3126.5783446208006, 1809.1393031047937, 0, 0, 0]","[3079.9018575985315, 4975.421655379199, 14301.860696895206, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1554, 3453, 7400, 0, 0, 0]","[83.35853333333331, 1114.5464, 2189.425066666666, 0, 0, 0]","[0.004, 0.0112, 0.0088, 0, 0, 0]","[0.002, 0.008133333333333333, 0.0017333333333333335, 0, 0, 0]","[4211.641466666667, 16065.4536, 32170.574933333333, 4295, 17180, 34360]","[371.996, 359.9888, 376.5312, 372.0, 360.0, 376.54]","[199.998, 304.9918666666667, 266.74826666666667, 200.0, 305.0, 266.75]","[(3, 0.0, 0.001388888888888889), (7, 0.012733333333333334, 0.004794444444444444), (7, 0.0, 0.0012222222222222222), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4023, 67.1, 10.108611111111111), (16098, 51.88726666666667, 6.185205555555555), (32205, 58.2, 11.638777777777777), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
51,"[38.19806403574088, 52.54258207849914, 16.324250512072496, 0.0, 0.0, 0.0]","[3, 4, 1, 0, 0, 0]","[960.3174930856933, 1993.5506990402557, 1749.2896693505322, 0, 0, 0]","[3068.682506914307, 6108.4493009597445, 14361.710330649468, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1539, 4257, 2630, 0, 0, 0]","[37.83413333333333, 1190.6548000000003, 2304.0698666666667, 0, 0, 0]","[0.0, 0.045200000000000004, 0.0004, 0, 0, 0]","[0.0, 0.3863999999999999, 0.0017333333333333335, 0, 0, 0]","[4257.165866666666, 15989.3452, 32055.930133333335, 4295, 17180, 34360]","[372.0, 359.9548, 376.5396, 372.0, 360.0, 376.54]","[200.0, 304.6136, 266.74826666666667, 200.0, 305.0, 266.75]","[(5, 0.0, 0.0006722222222222221), (10, 0.0002833333333333333, 0.004944444444444446), (1, 0.04506666666666667, 0.01591111111111111), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.1, 10.109327777777777), (16095, 51.89971666666667, 6.185055555555555), (32211, 58.15493333333334, 11.624088888888888), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
52,"[36.46066021345247, 43.55714638360899, 39.56923840854075, 0.0, 0.0, 0.0]","[3, 3, 3, 0, 0, 0]","[817.7359556322735, 2162.7023580280847, 3220.3063427091183, 0, 0, 0]","[3211.2640443677265, 5939.297641971915, 12890.693657290882, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1469, 3529, 6375, 0, 0, 0]","[87.81613333333334, 1009.4281333333334, 2505.396666666667, 0, 0, 0]","[0.0, 0.03533333333333333, 0.6040000000000001, 0, 0, 0]","[0.0, 0.38106666666666666, 0.0054666666666666665, 0, 0, 0]","[4207.183866666666, 16170.571866666667, 31854.603333333333, 4295, 17180, 34360]","[372.0, 359.9646666666667, 375.93600000000004, 372.0, 360.0, 376.54]","[200.0, 304.61893333333336, 266.7445333333333, 200.0, 305.0, 266.75]","[(6, 5e-05, 0.0009388888888888888), (6, 0.00035, 0.005038888888888889), (4, 0.0030166666666666666, 0.061933333333333326), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 67.09994999999999, 10.10906111111111), (16099, 51.89965000000001, 6.184961111111111), (32208, 58.196983333333336, 11.578066666666665), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
53,"[36.85778108711839, 40.08886694643298, 35.34231270560487, 0.0, 0.0, 0.0]","[3, 3, 3, 0, 0, 0]","[1256.6182894513422, 1847.4634969242816, 3421.5392260747067, 0, 0, 0]","[2772.381710548658, 6254.536503075718, 12689.460773925293, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1485, 3248, 5694, 0, 0, 0]","[152.12906666666666, 262.8428, 164.7122666666666, 0, 0, 0]","[0.0, 0.0276, 0.4417333333333333, 0, 0, 0]","[0.0009333333333333333, 0.024800000000000003, 0.009199999999999998, 0, 0, 0]","[4142.870933333334, 16917.1572, 34195.28773333333, 4295, 17180, 34360]","[372.0, 359.9724, 376.0982666666667, 372.0, 360.0, 376.54]","[199.99906666666666, 304.9752, 266.7408, 200.0, 305.0, 266.75]","[(8, 0.0, 0.0009833333333333332), (7, 1.666666666666667e-05, 0.0015111111111111113), (5, 0.0002833333333333333, 0.09492222222222223), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4018, 67.1, 10.109016666666665), (16098, 51.89998333333334, 6.188488888888888), (32207, 58.19971666666667, 11.545077777777777), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
54,"[55.82030280466617, 30.15304862996791, 48.352057600397245, 0.0, 0.0, 0.0]","[4, 2, 4, 0, 0, 0]","[1369.3905771385294, 2443.7383597892585, 3485.0354058310168, 0, 0, 0]","[2659.6094228614706, 5658.2616402107415, 12625.964594168983, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[2249, 2443, 7790, 0, 0, 0]","[157.28426666666667, 218.1036, 458.48760000000004, 0, 0, 0]","[0.05013333333333332, 0.017733333333333334, 0.4456, 0, 0, 0]","[0.041466666666666666, 0.024133333333333326, 0.008266666666666667, 0, 0, 0]","[4137.715733333333, 16961.8964, 33901.5124, 4295, 17180, 34360]","[371.94986666666665, 359.98226666666665, 376.0944, 372.0, 360.0, 376.54]","[199.95853333333332, 304.97586666666666, 266.74173333333334, 200.0, 305.0, 266.75]","[(9, 0.0, 0.00185), (4, 1.666666666666667e-05, 0.00032777777777777775), (8, 0.44465, 0.05852222222222222), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4017, 67.1, 10.10815), (16101, 51.89998333333334, 6.189672222222222), (32204, 57.75535, 11.581477777777776), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
55,"[54.35591958302308, 48.93853369538385, 25.107069703928993, 0.0, 0.0, 0.0]","[4, 3, 2, 0, 0, 0]","[1325.0414659133805, 1352.2730717575298, 1366.149239274299, 0, 0, 0]","[2703.9585340866197, 6749.72692824247, 14744.850760725702, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[2190, 3965, 4045, 0, 0, 0]","[187.8673333333333, 2824.1638666666668, 415.4964, 0, 0, 0]","[0.0704, 0.018933333333333333, 0.0016, 0, 0, 0]","[0.06053333333333334, 0.026133333333333335, 0.004533333333333333, 0, 0, 0]","[4107.132666666666, 14355.836133333334, 33944.5036, 4295, 17180, 34360]","[371.9296, 359.98106666666666, 376.5384, 372.0, 360.0, 376.54]","[199.93946666666668, 304.97386666666665, 266.7454666666667, 200.0, 305.0, 266.75]","[(9, 0.0, 0.002266666666666667), (7, 0.0, 0.0009222222222222223), (5, 0.78925, 0.011411111111111111), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4017, 67.1, 10.107733333333332), (16098, 51.900000000000006, 6.1890777777777775), (32207, 57.41075, 11.628588888888888), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
56,"[57.73144700918343, 29.128610219698842, 43.31822978089504, 0.0, 0.0, 0.0]","[4, 2, 3, 0, 0, 0]","[706.0658262710078, 2120.723061167885, 5061.87541527326, 0, 0, 0]","[3322.9341737289924, 5981.276938832115, 11049.12458472674, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[2326, 2360, 6979, 0, 0, 0]","[196.8672, 3084.209333333333, 540.0146666666667, 0, 0, 0]","[0.05666666666666668, 0.0092, 0.11426666666666667, 0, 0, 0]","[0.046799999999999994, 0.004266666666666667, 0.11413333333333331, 0, 0, 0]","[4098.1328, 14095.790666666668, 33819.98533333333, 4295, 17180, 34360]","[371.9433333333333, 359.9908, 376.42573333333337, 372.0, 360.0, 376.54]","[199.9532, 304.9957333333333, 266.6358666666667, 200.0, 305.0, 266.75]","[(10, 0.0, 0.001833333333333333), (5, 0.0, 0.0020277777777777785), (8, 0.7182166666666667, 0.012911111111111111), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4016, 67.1, 10.108166666666666), (16100, 51.900000000000006, 6.187972222222221), (32204, 57.48178333333334, 11.627088888888888), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
57,"[38.32216430876148, 51.913107874598865, 43.31822978089504, 0.0, 0.0, 0.0]","[3, 4, 3, 0, 0, 0]","[908.3603501499506, 1715.482026408171, 1275.279954468995, 0, 0, 0]","[3120.6396498500494, 6386.517973591829, 14835.720045531005, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1544, 4206, 6979, 0, 0, 0]","[40.19226666666667, 3073.022933333333, 500.8677333333333, 0, 0, 0]","[0.053333333333333344, 0.0152, 0.10813333333333333, 0, 0, 0]","[0.05293333333333333, 0.0632, 0.10866666666666668, 0, 0, 0]","[4254.807733333333, 14106.977066666666, 33859.13226666667, 4295, 17180, 34360]","[371.94666666666666, 359.9848, 376.4318666666667, 372.0, 360.0, 376.54]","[199.94706666666667, 304.9368, 266.6413333333333, 200.0, 305.0, 266.75]","[(9, 0.0, 0.00019444444444444446), (11, 0.05313333333333333, 0.014266666666666667), (8, 0.7671666666666666, 0.013750000000000002), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4017, 67.1, 10.109805555555555), (16094, 51.84686666666667, 6.175733333333333), (32204, 57.432833333333335, 11.626249999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
58,"[38.32216430876148, 35.07775857812886, 34.6657563155608, 0.0, 0.0, 0.0]","[3, 3, 3, 0, 0, 0]","[544.3301019191064, 2555.184137211968, 2824.8283674220593, 0, 0, 0]","[3484.6698980808937, 5546.815862788032, 13286.171632577942, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1544, 2842, 5585, 0, 0, 0]","[30.405466666666662, 944.7638666666667, 43.3404, 0, 0, 0]","[12.156666666666666, 1.9997333333333334, 0.017733333333333334, 0, 0, 0]","[12.105333333333336, 0.04226666666666667, 0.0002666666666666667, 0, 0, 0]","[4264.594533333333, 16235.236133333334, 34316.6596, 4295, 17180, 34360]","[359.84333333333336, 358.0002666666667, 376.52226666666667, 372.0, 360.0, 376.54]","[187.89466666666667, 304.95773333333335, 266.7497333333333, 200.0, 305.0, 266.75]","[(7, 0.0, 7.777777777777777e-05), (9, 0.06325, 0.01342222222222222), (7, 0.0, 0.0022055555555555557), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4019, 67.1, 10.109922222222222), (16096, 51.83675000000001, 6.176577777777777), (32205, 58.2, 11.637794444444443), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
59,"[27.674360883593945, 57.45494939521107, 20.78083297126187, 0.0, 0.0, 0.0]","[2, 5, 2, 0, 0, 0]","[809.1421266438799, 2114.0537885791637, 1161.2390325445572, 0, 0, 0]","[3219.85787335612, 5987.946211420836, 14949.760967455442, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1115, 4655, 3348, 0, 0, 0]","[12.9308, 2965.892533333333, 4.194, 0, 0, 0]","[0.0005333333333333334, 1.5928000000000002, 0.008533333333333334, 0, 0, 0]","[0.0002666666666666667, 0.08426666666666666, 0.00013333333333333337, 0, 0, 0]","[4282.0692, 14214.107466666666, 34355.806, 4295, 17180, 34360]","[371.99946666666665, 358.4072, 376.5314666666667, 372.0, 360.0, 376.54]","[199.99973333333332, 304.9157333333333, 266.74986666666666, 200.0, 305.0, 266.75]","[(4, 0.0, 0.0), (14, 0.08965000000000001, 0.011977777777777776), (4, 0.0, 0.001), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4022, 67.1, 10.11), (16091, 51.81035000000001, 6.178022222222221), (32208, 58.2, 11.639), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
60,"[43.63365599404319, 34.67045174031104, 32.88436471975669, 0.0, 0.0, 0.0]","[3, 3, 3, 0, 0, 0]","[1284.2930313828817, 826.583794579006, 4413.082742911807, 0, 0, 0]","[2744.706968617118, 7275.416205420994, 11697.917257088193, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1758, 2809, 5298, 0, 0, 0]","[25.164, 2531.0844, 343.932, 0, 0, 0]","[0.0009333333333333334, 1.3764, 0.054799999999999995, 0, 0, 0]","[0.0008, 0.048666666666666664, 0.012533333333333334, 0, 0, 0]","[4269.836, 14648.9156, 34016.068, 4295, 17180, 34360]","[371.9990666666667, 358.6236, 376.4852, 372.0, 360.0, 376.54]","[199.9992, 304.9513333333333, 266.73746666666665, 200.0, 305.0, 266.75]","[(7, 5e-05, 0.34744444444444444), (8, 0.0, 0.0004888888888888889), (4, 0.11005, 0.053094444444444444), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4019, 67.09994999999999, 9.762555555555554), (16097, 51.900000000000006, 6.189511111111111), (32208, 58.08995, 11.586905555555555), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
61,"[57.508066517746336, 11.73784250802271, 58.70523244987896, 0.0, 0.0, 0.0]","[4, 1, 5, 0, 0, 0]","[849.8221675604989, 0, 6805.075271495888, 0, 0, 0]","[3179.177832439501, 8102, 9305.924728504113, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[2317, 951, 9458, 0, 0, 0]","[23.9404, 2002.0797333333335, 2860.514266666667, 0, 0, 0]","[0.0006666666666666668, 0.0, 0.07293333333333335, 0, 0, 0]","[0.0002666666666666667, 0.0016, 0.019066666666666666, 0, 0, 0]","[4271.0596, 15177.920266666666, 31499.485733333335, 4295, 17180, 34360]","[371.9993333333333, 360.0, 376.4670666666667, 372.0, 360.0, 376.54]","[199.99973333333332, 304.9984, 266.7309333333333, 200.0, 305.0, 266.75]","[(10, 0.0, 7.777777777777777e-05), (2, 0.0, 6.111111111111111e-05), (8, 0.00315, 0.0047888888888888885), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4016, 67.1, 10.109922222222222), (16103, 51.900000000000006, 6.189938888888888), (32204, 58.196850000000005, 11.63521111111111), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
62,"[42.616033755274266, 21.858800296223155, 66.11011110421451, 0.0, 0.0, 0.0]","[3, 2, 5, 0, 0, 0]","[234.3502013544148, 1074.9648756259785, 4759.311816253452, 0, 0, 0]","[3794.649798645585, 7027.0351243740215, 11351.688183746548, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1717, 1771, 10651, 0, 0, 0]","[67.63026666666666, 796.8287999999999, 3053.451466666667, 0, 0, 0]","[0.00013333333333333337, 0.016266666666666665, 0.08213333333333334, 0, 0, 0]","[0.0, 0.4221333333333333, 0.0196, 0, 0, 0]","[4227.369733333333, 16383.1712, 31306.548533333334, 4295, 17180, 34360]","[371.99986666666666, 359.9837333333333, 376.4578666666667, 372.0, 360.0, 376.54]","[200.0, 304.5778666666667, 266.7304, 200.0, 305.0, 266.75]","[(8, 0.0, 0.00010555555555555557), (5, 0.21001666666666666, 0.11829444444444447), (7, 0.0056500000000000005, 0.0284), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4018, 67.1, 10.109894444444445), (16100, 51.68998333333334, 6.071705555555555), (32205, 58.19435, 11.6116), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
63,"[30.032266070985358, 47.19822266107134, 43.67202532431258, 0.0, 0.0, 0.0]","[2, 4, 3, 0, 0, 0]","[933.7640544860845, 2465.8045707740166, 5535.91804201003, 0, 0, 0]","[3095.2359455139153, 5636.195429225983, 10575.081957989969, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1210, 3824, 7036, 0, 0, 0]","[44.212933333333325, 1702.0970666666667, 2264.9229333333333, 0, 0, 0]","[0.0, 15.351599999999998, 0.018533333333333332, 0, 0, 0]","[0.0, 5.385733333333333, 0.0016, 0, 0, 0]","[4250.787066666667, 15477.902933333333, 32095.077066666665, 4295, 17180, 34360]","[372.0, 344.6484, 376.5214666666667, 372.0, 360.0, 376.54]","[200.0, 299.61426666666665, 266.7484, 200.0, 305.0, 266.75]","[(4, 0.0, 0.00015555555555555556), (10, 0.058233333333333324, 0.06915555555555557), (5, 0.0, 0.002594444444444445), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4022, 67.1, 10.109844444444445), (16095, 51.84176666666667, 6.120844444444444), (32207, 58.2, 11.637405555555555), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
