interval,cpu,numcontainers,baseips,ipsavailable,ipscap,apparentips,ram_s,ram_r,ram_w,ramavailable_s,ramavailable_r,ramavailable_w,disk,diskavailable,cpufailures,ramfailures
42,"[45.296599652519234, 39.63218958281905, 55.396933771957045, 0.0, 0.0, 0.0]","[3, 3, 4, 0, 0, 0]","[1304.1101755020718, 835.6545807750889, 2157.5984783299377, 0, 0, 0]","[2724.889824497928, 7266.345419224911, 13953.401521670063, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1825, 3211, 8925, 0, 0, 0]","[241.86933333333332, 3176.4851999999996, 713.0304, 0, 0, 0]","[0.015333333333333334, 0.38026666666666664, 0.025466666666666665, 0, 0, 0]","[0.014933333333333335, 0.9446666666666665, 0.010666666666666665, 0, 0, 0]","[4053.130666666667, 14003.5148, 33646.9696, 4295, 17180, 34360]","[371.98466666666667, 359.61973333333333, 376.51453333333336, 372.0, 360.0, 376.54]","[199.98506666666665, 304.05533333333335, 266.7393333333333, 200.0, 305.0, 266.75]","[(5, 0.0, 0.002988888888888889), (8, 1.666666666666667e-05, 0.14084444444444444), (6, 0.0, 0.004216666666666666), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.1, 10.107011111111111), (16097, 51.89998333333334, 6.049155555555555), (32206, 58.2, 11.635783333333332), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
43,"[48.771407297096054, 24.784003949642063, 40.72993606852461, 0.0, 0.0, 0.0]","[3, 2, 3, 0, 0, 0]","[701.2130391324097, 1654.0782939512515, 5577.933042794615, 0, 0, 0]","[3327.78696086759, 6447.921706048748, 10533.066957205385, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1965, 2008, 6562, 0, 0, 0]","[238.37399999999997, 2113.9274666666665, 257.2504, 0, 0, 0]","[0.014666666666666666, 0.0, 0.0096, 0, 0, 0]","[0.014, 0.0024000000000000002, 0.0006666666666666666, 0, 0, 0]","[4056.626, 15066.072533333334, 34102.7496, 4295, 17180, 34360]","[371.98533333333336, 360.0, 376.53040000000004, 372.0, 360.0, 376.54]","[199.986, 304.9976, 266.7493333333333, 200.0, 305.0, 266.75]","[(4, 0.0, 0.0034), (4, 0.0, 0.0004444444444444444), (4, 0.0, 0.007), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4022, 67.1, 10.1066), (16101, 51.900000000000006, 6.189555555555555), (32208, 58.2, 11.633), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
44,"[44.70091834202035, 37.89187854850654, 40.72993606852461, 0.0, 0.0, 0.0]","[3, 3, 3, 0, 0, 0]","[802.7771819035959, 1337.0577299769734, 3888.23063967743, 0, 0, 0]","[3226.222818096404, 6764.942270023026, 12222.76936032257, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1801, 3070, 6562, 0, 0, 0]","[2690.6438666666663, 2281.6997333333334, 447.392, 0, 0, 0]","[0.1888, 0.0010666666666666667, 0.0092, 0, 0, 0]","[0.016933333333333335, 0.0038666666666666667, 0.0013333333333333333, 0, 0, 0]","[1604.3561333333337, 14898.300266666667, 33912.608, 4295, 17180, 34360]","[371.8112, 359.99893333333335, 376.5308, 372.0, 360.0, 376.54]","[199.98306666666667, 304.9961333333333, 266.7486666666667, 200.0, 305.0, 266.75]","[(5, 0.0, 0.0024444444444444444), (5, 0.0, 0.0028222222222222225), (4, 1.666666666666667e-05, 0.0036166666666666665), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.1, 10.107555555555555), (16100, 51.900000000000006, 6.187177777777777), (32208, 58.199983333333336, 11.636383333333333), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
45,"[45.420699925539836, 42.96470007405579, 38.34026441561666, 0.0, 0.0, 0.0]","[3, 3, 3, 0, 0, 0]","[846.3059875792229, 1825.0771043340894, 1607.05935521879, 0, 0, 0]","[3182.694012420777, 6276.922895665911, 14503.94064478121, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1830, 3481, 6177, 0, 0, 0]","[2531.9598666666666, 1504.3555999999999, 153.79, 0, 0, 0]","[0.009866666666666666, 1.3722666666666667, 0.017866666666666666, 0, 0, 0]","[0.0018666666666666669, 2.9404, 0.0, 0, 0, 0]","[1763.0401333333334, 15675.644400000001, 34206.21, 4295, 17180, 34360]","[371.99013333333335, 358.6277333333333, 376.52213333333333, 372.0, 360.0, 376.54]","[199.99813333333333, 302.0596, 266.75, 200.0, 305.0, 266.75]","[(4, 0.0, 0.0025555555555555553), (4, 0.07585, 0.04733333333333333), (4, 0.0, 0.001988888888888889), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4022, 67.1, 10.107444444444443), (16101, 51.82415, 6.142666666666666), (32208, 58.2, 11.63801111111111), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
46,"[41.94589228096302, 42.49568007899284, 24.585686797839983, 0.0, 0.0, 0.0]","[3, 3, 2, 0, 0, 0]","[950.2091257593133, 2284.93458798139, 3961.5340728039037, 0, 0, 0]","[3078.7908742406867, 5817.06541201861, 12149.465927196095, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1690, 3443, 3961, 0, 0, 0]","[2523.5716, 1596.6286666666667, 1967.1272000000001, 0, 0, 0]","[0.019200000000000002, 1.4468, 0.008933333333333333, 0, 0, 0]","[0.0015999999999999999, 2.436533333333333, 0.0017333333333333335, 0, 0, 0]","[1771.4283999999998, 15583.371333333333, 32392.8728, 4295, 17180, 34360]","[371.9808, 358.5532, 376.5310666666667, 372.0, 360.0, 376.54]","[199.9984, 302.56346666666667, 266.74826666666667, 200.0, 305.0, 266.75]","[(4, 0.0, 0.002755555555555556), (5, 0.0017166666666666665, 0.0025833333333333333), (3, 0.0, 0.000911111111111111), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4022, 67.1, 10.107244444444444), (16100, 51.89828333333334, 6.187416666666667), (32209, 58.2, 11.639088888888887), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
47,"[45.71854058078928, 41.10096272525303, 35.40438209918689, 0.0, 0.0, 0.0]","[3, 3, 3, 0, 0, 0]","[1068.851435899686, 1358.3443748878033, 2173.5956404008675, 0, 0, 0]","[2960.1485641003137, 6743.6556251121965, 13937.404359599132, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1842, 3330, 5704, 0, 0, 0]","[464.1685333333333, 1294.29, 2175.443466666667, 0, 0, 0]","[0.020133333333333336, 1.3987999999999998, 0.012400000000000001, 0, 0, 0]","[0.0013333333333333333, 2.6518666666666664, 0.0063999999999999994, 0, 0, 0]","[3830.8314666666665, 15885.71, 32184.556533333332, 4295, 17180, 34360]","[371.9798666666667, 358.6012, 376.5276, 372.0, 360.0, 376.54]","[199.99866666666668, 302.34813333333335, 266.7436, 200.0, 305.0, 266.75]","[(3, 0.0, 0.030955555555555556), (5, 0.00225, 0.0662888888888889), (5, 0.0, 0.0018999999999999998), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4023, 67.1, 10.079044444444444), (16100, 51.89775000000001, 6.123711111111111), (32207, 58.2, 11.6381), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
48,"[40.555969223132294, 36.60824487780795, 43.05753832785054, 0.0, 0.0, 0.0]","[3, 3, 3, 0, 0, 0]","[1602.1771184519907, 1510.1536814844694, 3966.008895554975, 0, 0, 0]","[2426.8228815480093, 6591.846318515531, 12144.991104445025, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1634, 2966, 6937, 0, 0, 0]","[298.8418666666667, 148.89626666666666, 2413.1212, 0, 0, 0]","[12.119600000000002, 0.010133333333333333, 1.5916, 0, 0, 0]","[12.058800000000003, 0.0006666666666666666, 0.040933333333333335, 0, 0, 0]","[3996.1581333333334, 17031.103733333333, 31946.8788, 4295, 17180, 34360]","[359.8804, 359.98986666666667, 374.9484, 372.0, 360.0, 376.54]","[187.9412, 304.9993333333333, 266.7090666666667, 200.0, 305.0, 266.75]","[(3, 0.0, 0.0027722222222222224), (7, 0.0, 0.0012), (6, 0.0, 0.0018666666666666664), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4023, 67.1, 10.107227777777776), (16098, 51.900000000000006, 6.1888), (32206, 58.2, 11.638133333333332), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
49,"[53.114916852817075, 24.031103431251545, 47.967227360188694, 0.0, 0.0, 0.0]","[4, 2, 3, 0, 0, 0]","[822.3241943664166, 990.5591034098386, 4169.228176320109, 0, 0, 0]","[3206.6758056335834, 7111.440896590161, 11941.77182367989, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[2140, 1947, 7728, 0, 0, 0]","[257.1608, 107.65346666666667, 2811.580266666667, 0, 0, 0]","[0.0152, 0.010133333333333333, 0.19293333333333332, 0, 0, 0]","[0.005066666666666667, 0.0008, 0.0036, 0, 0, 0]","[4037.8392, 17072.346533333333, 31548.419733333332, 4295, 17180, 34360]","[371.9848, 359.98986666666667, 376.3470666666667, 372.0, 360.0, 376.54]","[199.99493333333334, 304.9992, 266.7464, 200.0, 305.0, 266.75]","[(4, 0.0, 0.0026166666666666664), (4, 0.0, 0.0012000000000000001), (7, 0.0, 0.002033333333333333), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4022, 67.1, 10.107383333333333), (16101, 51.900000000000006, 6.1888), (32205, 58.2, 11.637966666666665), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
50,"[45.7433606353934, 37.1760059244631, 47.4892930296071, 0.0, 0.0, 0.0]","[3, 3, 3, 0, 0, 0]","[1159.7439790187043, 1345.662494682529, 1135.5979072025643, 0, 0, 0]","[2869.2560209812955, 6756.337505317471, 14975.402092797436, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1843, 3012, 7651, 0, 0, 0]","[87.02946666666668, 92.97240000000001, 125.82746666666665, 0, 0, 0]","[0.0832, 0.0015999999999999999, 0.0912, 0, 0, 0]","[0.0088, 0.0030666666666666668, 0.0030666666666666668, 0, 0, 0]","[4207.970533333333, 17087.0276, 34234.17253333333, 4295, 17180, 34360]","[371.9168, 359.9984, 376.4488, 372.0, 360.0, 376.54]","[199.9912, 304.99693333333335, 266.74693333333335, 200.0, 305.0, 266.75]","[(5, 0.0, 0.007622222222222224), (7, 0.0, 0.0005777777777777778), (7, 0.0, 0.0013388888888888888), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.1, 10.102377777777777), (16098, 51.900000000000006, 6.1894222222222215), (32205, 58.2, 11.63866111111111), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
51,"[43.931496649292626, 44.28536163910145, 26.298802060703867, 0.0, 0.0, 0.0]","[3, 3, 2, 0, 0, 0]","[1645.6380985629885, 2377.6959725140987, 3275.0808375380257, 0, 0, 0]","[2383.3619014370115, 5724.304027485901, 12835.919162461974, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1770, 3588, 4237, 0, 0, 0]","[176.1578666666667, 2183.1332, 157.9848, 0, 0, 0]","[0.07973333333333335, 0.0033333333333333335, 0.09093333333333332, 0, 0, 0]","[0.005866666666666667, 0.0031999999999999997, 0.0030666666666666668, 0, 0, 0]","[4118.842133333334, 14996.8668, 34202.0152, 4295, 17180, 34360]","[371.9202666666667, 359.99666666666667, 376.4490666666667, 372.0, 360.0, 376.54]","[199.99413333333334, 304.9968, 266.74693333333335, 200.0, 305.0, 266.75]","[(5, 0.0, 0.0005666666666666668), (6, 0.04748333333333333, 0.016722222222222225), (4, 0.0, 0.0011888888888888889), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.1, 10.109433333333333), (16099, 51.85251666666667, 6.173277777777777), (32208, 58.2, 11.63881111111111), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
52,"[58.27748821047406, 29.437176005924464, 40.12165601142077, 0.0, 0.0, 0.0]","[4, 2, 3, 0, 0, 0]","[1013.6378392720846, 1289.1737814460512, 1264.8212801613754, 0, 0, 0]","[3015.3621607279156, 6812.826218553949, 14846.178719838625, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[2348, 2385, 6464, 0, 0, 0]","[173.18559999999997, 2265.620933333333, 174.762, 0, 0, 0]","[0.0852, 0.0006666666666666668, 0.10093333333333333, 0, 0, 0]","[0.009066666666666666, 0.0021333333333333334, 0.0036000000000000003, 0, 0, 0]","[4121.8144, 14914.379066666666, 34185.238, 4295, 17180, 34360]","[371.9148, 359.9993333333333, 376.4390666666667, 372.0, 360.0, 376.54]","[199.99093333333334, 304.99786666666665, 266.7464, 200.0, 305.0, 266.75]","[(6, 0.0, 0.0009333333333333333), (3, 0.0, 8.333333333333333e-05), (6, 0.0, 0.0022555555555555554), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 67.1, 10.109066666666665), (16102, 51.900000000000006, 6.189916666666666), (32206, 58.2, 11.637744444444444), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
53,"[43.037974683544306, 57.29449518637374, 24.833964372168086, 0.0, 0.0, 0.0]","[3, 3, 2, 0, 0, 0]","[588.3749139370615, 2882.0656479144855, 2992.307875327103, 0, 0, 0]","[3440.6250860629384, 5219.934352085515, 13118.692124672896, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1734, 4642, 4001, 0, 0, 0]","[516.596, 4328.5197333333335, 178.9568, 0, 0, 0]","[0.007866666666666666, 0.014666666666666666, 0.018533333333333332, 0, 0, 0]","[0.010133333333333334, 0.0029333333333333334, 0.00026666666666666673, 0, 0, 0]","[3778.404, 12851.480266666666, 34181.0432, 4295, 17180, 34360]","[371.99213333333336, 359.98533333333336, 376.5214666666667, 372.0, 360.0, 376.54]","[199.98986666666667, 304.9970666666667, 266.7497333333333, 200.0, 305.0, 266.75]","[(4, 0.0, 0.0016166666666666666), (6, 0.0, 0.0017166666666666665), (3, 0.0, 0.0021277777777777775), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4022, 67.1, 10.108383333333332), (16099, 51.900000000000006, 6.188283333333333), (32209, 58.2, 11.63787222222222), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
54,"[28.22040208488459, 60.664033571957546, 38.86164732170567, 0.0, 0.0, 0.0]","[2, 4, 3, 0, 0, 0]","[971.8601325664893, 2269.229988248453, 3842.5655038215746, 0, 0, 0]","[3057.1398674335105, 5832.770011751547, 12268.434496178426, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1137, 4915, 6261, 0, 0, 0]","[735.4001333333335, 2462.054533333333, 268.4352, 0, 0, 0]","[1.1884000000000001, 0.027866666666666665, 0.018666666666666665, 0, 0, 0]","[0.38799999999999996, 0.024666666666666667, 0.0008, 0, 0, 0]","[3559.5998666666665, 14717.945466666668, 34091.5648, 4295, 17180, 34360]","[370.8116, 359.9721333333333, 376.52133333333336, 372.0, 360.0, 376.54]","[199.612, 304.9753333333333, 266.7492, 200.0, 305.0, 266.75]","[(5, 0.01956666666666667, 0.4319388888888889), (10, 1.666666666666667e-05, 0.0018944444444444443), (4, 0.0, 0.007905555555555555), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.08043333333333, 9.678061111111111), (16095, 51.89998333333334, 6.188105555555555), (32208, 58.2, 11.632094444444443), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
55,"[39.78654753040456, 42.66847691927919, 38.55750729315375, 0.0, 0.0, 0.0]","[3, 3, 3, 0, 0, 0]","[686.8259277419759, 1964.9065042636453, 1727.9414031281997, 0, 0, 0]","[3342.1740722580244, 6137.093495736355, 14383.0585968718, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1603, 3457, 6212, 0, 0, 0]","[808.1012, 369.09706666666665, 662.6992, 0, 0, 0]","[0.8441333333333334, 0.026933333333333333, 0.04106666666666667, 0, 0, 0]","[0.27613333333333334, 0.022133333333333328, 0.045599999999999995, 0, 0, 0]","[3486.8988, 16810.902933333335, 33697.3008, 4295, 17180, 34360]","[371.15586666666667, 359.9730666666667, 376.49893333333335, 372.0, 360.0, 376.54]","[199.72386666666668, 304.97786666666667, 266.7044, 200.0, 305.0, 266.75]","[(8, 1.666666666666667e-05, 0.2284388888888889), (8, 1.666666666666667e-05, 0.0017944444444444444), (4, 1.666666666666667e-05, 0.003588888888888889), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4018, 67.09998333333333, 9.881561111111111), (16097, 51.89998333333334, 6.188205555555555), (32208, 58.199983333333336, 11.63641111111111), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
56,"[38.073963762720275, 38.62009380399901, 26.466389423375336, 0.0, 0.0, 0.0]","[3, 3, 2, 0, 0, 0]","[424.2092031852845, 426.392095219676, 3952.4892120431105, 0, 0, 0]","[3604.7907968147156, 7675.607904780324, 12158.51078795689, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1534, 3129, 4264, 0, 0, 0]","[893.384, 286.60813333333334, 2204.8045333333334, 0, 0, 0]","[0.9842666666666665, 0.017866666666666666, 0.02533333333333333, 0, 0, 0]","[0.31906666666666667, 0.021733333333333334, 0.036800000000000006, 0, 0, 0]","[3401.616, 16893.391866666665, 32155.195466666668, 4295, 17180, 34360]","[371.01573333333334, 359.9821333333333, 376.5146666666667, 372.0, 360.0, 376.54]","[199.68093333333334, 304.9782666666667, 266.7132, 200.0, 305.0, 266.75]","[(7, 8.333333333333333e-05, 0.2864722222222222), (9, 0.0, 0.0009611111111111112), (4, 0.0, 0.00015000000000000001), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4019, 67.09991666666666, 9.823527777777777), (16096, 51.900000000000006, 6.189038888888889), (32208, 58.2, 11.63985), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
57,"[30.230826507818314, 37.96593433720069, 54.50313450437589, 0.0, 0.0, 0.0]","[2, 3, 4, 0, 0, 0]","[526.216990066169, 1550.2661433456205, 8265.635789123266, 0, 0, 0]","[3502.7830099338307, 6551.733856654379, 7845.364210876734, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1218, 3076, 8781, 0, 0, 0]","[450.1876, 83.09666666666666, 2956.9804000000004, 0, 0, 0]","[0.0, 0.00013333333333333337, 0.028666666666666663, 0, 0, 0]","[0.0, 0.0, 0.040400000000000005, 0, 0, 0]","[3844.8124, 17096.903333333332, 31403.0196, 4295, 17180, 34360]","[372.0, 359.99986666666666, 376.51133333333337, 372.0, 360.0, 376.54]","[200.0, 305.0, 266.7096, 200.0, 305.0, 266.75]","[(4, 0.0, 0.0003), (6, 0.0, 0.0008388888888888889), (7, 0.0021000000000000003, 0.0026666666666666666), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4022, 67.1, 10.1097), (16099, 51.900000000000006, 6.189161111111111), (32205, 58.197900000000004, 11.637333333333332), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
58,"[28.468602630925787, 36.85509750678845, 64.0742349947241, 0.0, 0.0, 0.0]","[2, 3, 5, 0, 0, 0]","[976.5329280179, 2490.5514040478133, 5054.331534093803, 0, 0, 0]","[3052.4670719821, 5611.448595952186, 11056.668465906198, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1147, 2986, 10323, 0, 0, 0]","[285.2117333333333, 87.11733333333333, 3356.837333333333, 0, 0, 0]","[0.0014666666666666665, 0.0, 1.6270666666666669, 0, 0, 0]","[0.0012, 0.002, 0.09040000000000001, 0, 0, 0]","[4009.7882666666665, 17092.88266666667, 31003.162666666667, 4295, 17180, 34360]","[371.99853333333334, 360.0, 374.91293333333334, 372.0, 360.0, 376.54]","[199.9988, 304.998, 266.6596, 200.0, 305.0, 266.75]","[(4, 0.0, 0.02883888888888889), (6, 0.04601666666666666, 0.01693888888888889), (8, 1.666666666666667e-05, 0.004327777777777778), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4022, 67.1, 10.081161111111111), (16099, 51.85398333333334, 6.17306111111111), (32204, 58.199983333333336, 11.63567222222222), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
59,"[48.299826259617774, 36.85509750678845, 37.39680963316989, 0.0, 0.0, 0.0]","[3, 3, 3, 0, 0, 0]","[1691.3889612732778, 0, 0, 0, 0, 0]","[2337.611038726722, 8102, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1946, 2986, 6025, 0, 0, 0]","[212.24693333333337, 151.25573333333332, 1591.0372000000002, 0, 0, 0]","[0.0022666666666666664, 0.00013333333333333337, 0.036533333333333334, 0, 0, 0]","[0.0012000000000000001, 0.002, 0.048933333333333336, 0, 0, 0]","[4082.7530666666667, 17028.74426666667, 32768.9628, 4295, 17180, 34360]","[371.9977333333333, 359.99986666666666, 376.50346666666667, 372.0, 360.0, 376.54]","[199.9988, 304.998, 266.7010666666667, 200.0, 305.0, 266.75]","[(7, 0.0, 0.0017611111111111113), (6, 0.0, 0.0007277777777777777), (4, 0.0, 0.003661111111111111), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4019, 67.1, 10.108238888888888), (16099, 51.900000000000006, 6.189272222222222), (32208, 58.2, 11.636338888888888), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
60,"[64.03574087862994, 0.0, 36.11818012538017, 0.0, 0.0, 0.0]","[4, 0, 3, 0, 0, 0]","[1139.088492275237, 0, 4202.337911161551, 0, 0, 0]","[2889.911507724763, 8102, 11908.66208883845, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[2580, 0, 5819, 0, 0, 0]","[272.5398666666667, 0, 1016.4172000000001, 0, 0, 0]","[0.057866666666666663, 0, 0.044533333333333334, 0, 0, 0]","[0.057333333333333326, 0, 0.012399999999999998, 0, 0, 0]","[4022.4601333333335, 17180, 33343.5828, 4295, 17180, 34360]","[371.94213333333335, 360.0, 376.4954666666667, 372.0, 360.0, 376.54]","[199.94266666666667, 305.0, 266.7376, 200.0, 305.0, 266.75]","[(10, 0.0, 0.001711111111111111), (0, 0, 0), (8, 0.4958, 0.0418), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4016, 67.1, 10.108288888888888), (16105, 51.900000000000006, 6.1899999999999995), (32204, 57.7042, 11.598199999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
61,"[55.050881111938445, 24.314983954579116, 36.11818012538017, 0.0, 0.0, 0.0]","[3, 2, 3, 0, 0, 0]","[1137.0055825080328, 1956.952558453306, 2616.1754770425136, 0, 0, 0]","[2891.9944174919674, 6145.047441546694, 13494.824522957486, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[2218, 1970, 5819, 0, 0, 0]","[198.61466666666666, 71.30173333333333, 1256.8904, 0, 0, 0]","[0.17946666666666666, 0.0010666666666666667, 0.0054666666666666665, 0, 0, 0]","[0.1766666666666667, 0.0006666666666666666, 0.009733333333333333, 0, 0, 0]","[4096.385333333334, 17108.698266666666, 33103.1096, 4295, 17180, 34360]","[371.82053333333334, 359.99893333333335, 376.53453333333334, 372.0, 360.0, 376.54]","[199.82333333333332, 304.9993333333333, 266.7402666666667, 200.0, 305.0, 266.75]","[(8, 0.0, 0.00043333333333333337), (4, 0.0, 0.0009055555555555556), (8, 0.8505, 0.03746666666666666), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4018, 67.1, 10.109566666666666), (16101, 51.900000000000006, 6.189094444444444), (32204, 57.349500000000006, 11.602533333333332), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
62,"[48.69694713328369, 36.42310540607257, 25.299484824033268, 0.0, 0.0, 0.0]","[3, 3, 2, 0, 0, 0]","[1132.4686383164121, 2690.8503174320977, 0, 0, 0, 0]","[2896.531361683588, 5411.149682567902, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1962, 2951, 4076, 0, 0, 0]","[199.48893333333336, 53.12653333333333, 1049.9721333333332, 0, 0, 0]","[0.0077333333333333325, 0.0012, 0.005466666666666667, 0, 0, 0]","[0.008266666666666665, 0.0008, 0.015600000000000001, 0, 0, 0]","[4095.5110666666665, 17126.873466666668, 33310.02786666666, 4295, 17180, 34360]","[371.9922666666667, 359.9988, 376.53453333333334, 372.0, 360.0, 376.54]","[199.99173333333334, 304.9992, 266.7344, 200.0, 305.0, 266.75]","[(6, 0.0, 0.0002944444444444445), (7, 0.0, 0.0010666666666666667), (6, 0.7190833333333334, 0.02749444444444444), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 67.1, 10.109705555555555), (16098, 51.900000000000006, 6.188933333333333), (32206, 57.48091666666667, 11.612505555555554), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
