interval,cpu,numcontainers,baseips,ipsavailable,ipscap,apparentips,ram_s,ram_r,ram_w,ramavailable_s,ramavailable_r,ramavailable_w,disk,diskavailable,cpufailures,ramfailures
43,"[24.646314221891288, 57.15872624043447, 40.30786419216684, 0.0, 0.0, 0.0]","[2, 4, 3, 0, 0, 0]","[877.4382733496741, 2097.4472643635168, 3976.8020149490903, 0, 0, 0]","[3151.561726650326, 6004.552735636484, 12134.197985050909, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[993, 4631, 6494, 0, 0, 0]","[235.6656, 5468.145733333333, 2105.5392, 0, 0, 0]","[0.0009333333333333334, 0.035199999999999995, 0.009066666666666666, 0, 0, 0]","[0.0056, 0.010799999999999999, 0.0022666666666666673, 0, 0, 0]","[4059.3344, 11711.854266666667, 32254.4608, 4295, 17180, 34360]","[371.9990666666667, 359.9648, 376.53093333333334, 372.0, 360.0, 376.54]","[199.9944, 304.9892, 266.7477333333333, 200.0, 305.0, 266.75]","[(4, 0.0004166666666666667, 0.0008944444444444445), (9, 0.0032333333333333337, 0.00048333333333333334), (6, 0.0, 0.0015944444444444443), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4022, 67.09958333333333, 10.109105555555555), (16096, 51.89676666666667, 6.189516666666666), (32206, 58.2, 11.638405555555554), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
44,"[42.44229337304542, 31.942730190076524, 49.34516789770964, 0.0, 0.0, 0.0]","[3, 2, 4, 0, 0, 0]","[716.0861910784583, 2240.4659536850786, 4948.089991192784, 0, 0, 0]","[3312.9138089215417, 5861.534046314921, 11162.910008807215, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1710, 2588, 7950, 0, 0, 0]","[950.2687999999998, 355.7272, 5617.569066666667, 0, 0, 0]","[0.012666666666666666, 0.0, 0.7041333333333334, 0, 0, 0]","[0.034666666666666665, 0.00013333333333333337, 0.02986666666666667, 0, 0, 0]","[3344.7312, 16824.2728, 28742.430933333333, 4295, 17180, 34360]","[371.9873333333333, 360.0, 375.8358666666667, 372.0, 360.0, 376.54]","[199.96533333333332, 304.99986666666666, 266.7201333333333, 200.0, 305.0, 266.75]","[(5, 0.0, 0.004216666666666667), (3, 1.666666666666667e-05, 0.0002833333333333333), (6, 0.0007166666666666667, 0.0013666666666666666), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.1, 10.105783333333333), (16102, 51.89998333333334, 6.1897166666666665), (32206, 58.199283333333334, 11.638633333333333), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
45,"[28.22040208488459, 57.51666255245619, 35.52852088635094, 0.0, 0.0, 0.0]","[2, 4, 3, 0, 0, 0]","[1111.8826892685602, 1987.795702711732, 3242.7418396504236, 0, 0, 0]","[2917.11731073144, 6114.204297288268, 12868.258160349576, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1137, 4660, 5724, 0, 0, 0]","[765.5457333333333, 2252.5996, 2386.5572, 0, 0, 0]","[0.011733333333333332, 0.04293333333333334, 0.009333333333333334, 0, 0, 0]","[0.0348, 0.007466666666666666, 0.002, 0, 0, 0]","[3529.4542666666666, 14927.4004, 31973.4428, 4295, 17180, 34360]","[371.9882666666667, 359.95706666666666, 376.53066666666666, 372.0, 360.0, 376.54]","[199.9652, 304.9925333333333, 266.748, 200.0, 305.0, 266.75]","[(3, 5e-05, 0.0018), (6, 0.0014333333333333331, 0.0015666666666666667), (4, 0.04548333333333333, 0.017127777777777773), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4023, 67.09994999999999, 10.1082), (16099, 51.898566666666675, 6.188433333333333), (32208, 58.154516666666666, 11.62287222222222), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
46,"[41.69769173492182, 25.573932362379658, 46.800322760846626, 0.0, 0.0, 0.0]","[3, 2, 4, 0, 0, 0]","[1644.1360420203628, 0, 3028.767020535855, 0, 0, 0]","[2384.8639579796372, 8102, 13082.232979464145, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1680, 2072, 7540, 0, 0, 0]","[890.3250666666668, 2018.8569333333335, 3263.1672, 0, 0, 0]","[0.012399999999999998, 0.010400000000000001, 0.02053333333333333, 0, 0, 0]","[0.03546666666666667, 0.0019999999999999996, 0.009866666666666668, 0, 0, 0]","[3404.6749333333332, 15161.143066666667, 31096.8328, 4295, 17180, 34360]","[371.9876, 359.9896, 376.5194666666667, 372.0, 360.0, 376.54]","[199.96453333333332, 304.998, 266.74013333333335, 200.0, 305.0, 266.75]","[(6, 0.0, 0.00285), (3, 0.0, 0.0010777777777777778), (5, 0.0, 0.005072222222222222), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 67.1, 10.107149999999999), (16102, 51.900000000000006, 6.188922222222222), (32207, 58.2, 11.634927777777776), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
47,"[57.25986597170514, 0.0, 51.083110918006334, 0.0, 0.0, 0.0]","[4, 0, 4, 0, 0, 0]","[432.0512693027143, 0, 5284.381273992369, 0, 0, 0]","[3596.9487306972856, 8102, 10826.618726007631, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[2307, 0, 8230, 0, 0, 0]","[1622.492, 0, 1204.8113333333333, 0, 0, 0]","[0.05239999999999999, 0, 0.03186666666666667, 0, 0, 0]","[0.07613333333333333, 0, 0.016666666666666666, 0, 0, 0]","[2672.508, 17180, 33155.18866666667, 4295, 17180, 34360]","[371.9476, 360.0, 376.5081333333334, 372.0, 360.0, 376.54]","[199.92386666666667, 305.0, 266.73333333333335, 200.0, 305.0, 266.75]","[(9, 0.12083333333333332, 0.0035055555555555556), (0, 0, 0), (6, 0.0, 0.0050666666666666655), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4017, 66.97916666666666, 10.106494444444444), (16105, 51.900000000000006, 6.1899999999999995), (32206, 58.2, 11.634933333333333), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
48,"[25.539836187639615, 42.71784744507529, 40.41338216125629, 0.0, 0.0, 0.0]","[2, 3, 3, 0, 0, 0]","[604.4785126558843, 2842.7168683169584, 0, 0, 0, 0]","[3424.5214873441155, 5259.283131683042, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1029, 3461, 6511, 0, 0, 0]","[703.9421333333331, 2357.196, 1053.2925333333333, 0, 0, 0]","[0.022133333333333335, 16.5716, 0.011733333333333335, 0, 0, 0]","[0.02346666666666666, 0.31653333333333333, 0.007333333333333333, 0, 0, 0]","[3591.057866666667, 14822.804, 33306.70746666667, 4295, 17180, 34360]","[371.97786666666667, 343.4284, 376.5282666666667, 372.0, 360.0, 376.54]","[199.97653333333332, 304.6834666666667, 266.74266666666665, 200.0, 305.0, 266.75]","[(4, 0.03961666666666667, 0.0019944444444444445), (6, 8.906650000000003, 3.6883277777777774), (5, 0.0, 0.0022055555555555557), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4022, 67.06038333333333, 10.108005555555556), (16099, 42.99335000000001, 2.501672222222222), (32207, 58.2, 11.637794444444443), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
49,"[36.90742119632663, 42.71784744507529, 0.0, 0.0, 0.0, 0.0]","[3, 3, 0, 0, 0, 0]","[726.3249075314168, 3336.2614380187806, 0, 0, 0, 0]","[3302.675092468583, 4765.738561981219, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1487, 3461, 0, 0, 0, 0]","[885.6945333333333, 2610.2521333333334, 0, 0, 0, 0]","[0.030533333333333332, 0.18999999999999997, 0, 0, 0, 0]","[0.0208, 1.2414666666666665, 0, 0, 0, 0]","[3409.3054666666667, 14569.747866666667, 34360, 4295, 17180, 34360]","[371.9694666666667, 359.81, 376.54, 372.0, 360.0, 376.54]","[199.9792, 303.75853333333333, 266.75, 200.0, 305.0, 266.75]","[(7, 9.820516666666666, 0.05087222222222222), (6, 1.666666666666667e-05, 0.0005666666666666666), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4019, 57.27948333333333, 10.059127777777777), (16099, 51.89998333333334, 6.189433333333333), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
50,"[33.258873169520974, 53.65341890891138, 0.0, 0.0, 0.0, 0.0]","[3, 4, 0, 0, 0, 0]","[921.9296082026715, 885.7838472849353, 0, 0, 0, 0]","[3107.0703917973287, 7216.216152715065, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1340, 4347, 0, 0, 0, 0]","[140.1576, 2506.7933333333335, 0, 0, 0, 0]","[0.029866666666666666, 0.23826666666666665, 0, 0, 0, 0]","[0.021333333333333333, 2.482666666666666, 0, 0, 0, 0]","[4154.8423999999995, 14673.206666666667, 34360, 4295, 17180, 34360]","[371.9701333333333, 359.7617333333333, 376.54, 372.0, 360.0, 376.54]","[199.97866666666667, 302.51733333333334, 266.75, 200.0, 305.0, 266.75]","[(7, 1.666666666666667e-05, 0.0026166666666666664), (8, 1.666666666666667e-05, 0.001572222222222222), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4019, 67.09998333333333, 10.107383333333333), (16097, 51.89998333333334, 6.188427777777777), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
51,"[35.84015884834947, 24.068131325598618, 34.70920489106821, 0.0, 0.0, 0.0]","[3, 2, 3, 0, 0, 0]","[724.7199630577437, 1888.8658599086739, 4724.150706257474, 0, 0, 0]","[3304.280036942256, 6213.134140091326, 11386.849293742525, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1444, 1950, 5592, 0, 0, 0]","[60.02946666666666, 116.04173333333337, 553.646, 0, 0, 0]","[0.013733333333333332, 0.018133333333333335, 0.0088, 0, 0, 0]","[0.0044, 0.0016, 0.0, 0, 0, 0]","[4234.970533333333, 17063.95826666667, 33806.354, 4295, 17180, 34360]","[371.98626666666667, 359.9818666666667, 376.5312, 372.0, 360.0, 376.54]","[199.9956, 304.9984, 266.75, 200.0, 305.0, 266.75]","[(7, 0.0, 0.0016944444444444442), (5, 0.0, 0.002794444444444445), (4, 0.08385, 0.02771111111111111), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4019, 67.1, 10.108305555555555), (16100, 51.900000000000006, 6.187205555555555), (32208, 58.116150000000005, 11.612288888888887), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
52,"[37.40382228840903, 36.6823006665021, 34.70920489106821, 0.0, 0.0, 0.0]","[3, 3, 3, 0, 0, 0]","[543.2242706685897, 2086.6569807072474, 3574.995602645081, 0, 0, 0]","[3485.7757293314103, 6015.343019292753, 12536.004397354918, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1507, 2972, 5592, 0, 0, 0]","[244.3161333333333, 150.9944, 497.72240000000016, 0, 0, 0]","[0.016266666666666665, 0.018133333333333335, 0.3914666666666667, 0, 0, 0]","[0.0064, 0.0037333333333333333, 0.025066666666666668, 0, 0, 0]","[4050.6838666666667, 17029.0056, 33862.2776, 4295, 17180, 34360]","[371.9837333333333, 359.9818666666667, 376.1485333333334, 372.0, 360.0, 376.54]","[199.9936, 304.99626666666666, 266.72493333333335, 200.0, 305.0, 266.75]","[(7, 0.0, 0.0016666666666666666), (7, 0.0, 0.002872222222222222), (4, 0.07118333333333333, 0.025161111111111113), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4019, 67.1, 10.108333333333333), (16098, 51.900000000000006, 6.187127777777778), (32208, 58.12881666666667, 11.614838888888888), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
53,"[26.234797716554976, 51.43174524808689, 41.47476879150891, 0.0, 0.0, 0.0]","[2, 4, 3, 0, 0, 0]","[347.95014350013605, 3546.941415958974, 1887.7843755618592, 0, 0, 0]","[3681.049856499864, 4555.058584041026, 14223.21562443814, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1057, 4167, 6682, 0, 0, 0]","[149.59466666666668, 148.19573333333335, 201.32466666666664, 0, 0, 0]","[0.0, 0.009066666666666666, 0.017866666666666666, 0, 0, 0]","[0.0, 0.0048000000000000004, 0.00013333333333333337, 0, 0, 0]","[4145.405333333333, 17031.804266666666, 34158.67533333333, 4295, 17180, 34360]","[372.0, 359.9909333333333, 376.52213333333333, 372.0, 360.0, 376.54]","[200.0, 304.9952, 266.74986666666666, 200.0, 305.0, 266.75]","[(4, 0.0, 0.00015), (9, 0.0, 0.0023444444444444446), (5, 0.0, 0.0019166666666666666), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4022, 67.1, 10.10985), (16096, 51.900000000000006, 6.187655555555555), (32207, 58.2, 11.638083333333332), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
54,"[27.376520228344503, 66.86003455936806, 19.284960585935078, 0.0, 0.0, 0.0]","[2, 5, 1, 0, 0, 0]","[953.9453466940922, 2109.220557717198, 3107.803144105226, 0, 0, 0]","[3075.054653305908, 5992.779442282802, 13003.196855894774, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1103, 5417, 3107, 0, 0, 0]","[113.94386666666665, 460.1462666666666, 72.7012, 0, 0, 0]","[0.009333333333333334, 0.0436, 0.009333333333333334, 0, 0, 0]","[0.0002666666666666667, 0.010666666666666668, 0.0, 0, 0, 0]","[4181.0561333333335, 16719.853733333333, 34287.2988, 4295, 17180, 34360]","[371.99066666666664, 359.9564, 376.53066666666666, 372.0, 360.0, 376.54]","[199.99973333333332, 304.9893333333333, 266.75, 200.0, 305.0, 266.75]","[(3, 0.0, 0.001111111111111111), (10, 0.0032500000000000003, 0.0022722222222222224), (2, 0.0, 0.00105), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4023, 67.1, 10.108888888888888), (16095, 51.896750000000004, 6.187727777777777), (32210, 58.2, 11.63895), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
55,"[44.15487714072971, 41.10096272525303, 46.75687418533921, 0.0, 0.0, 0.0]","[3, 3, 3, 0, 0, 0]","[985.985861460483, 1723.8378120253246, 3725.5995972174815, 0, 0, 0]","[3043.0141385395173, 6378.162187974675, 12385.400402782518, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1779, 3330, 7533, 0, 0, 0]","[167.07146666666665, 409.2037333333334, 2151.850266666667, 0, 0, 0]","[0.011333333333333332, 0.0005333333333333334, 0.009333333333333332, 0, 0, 0]","[0.00013333333333333337, 0.0005333333333333334, 0.0014666666666666665, 0, 0, 0]","[4127.928533333334, 16770.796266666668, 32208.149733333332, 4295, 17180, 34360]","[371.9886666666667, 359.99946666666665, 376.53066666666666, 372.0, 360.0, 376.54]","[199.99986666666666, 304.99946666666665, 266.74853333333334, 200.0, 305.0, 266.75]","[(4, 0.0, 0.0016944444444444446), (5, 1.666666666666667e-05, 0.0003111111111111111), (6, 1.666666666666667e-05, 0.0011944444444444444), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4022, 67.1, 10.108305555555555), (16100, 51.89998333333334, 6.189688888888888), (32206, 58.199983333333336, 11.638805555555555), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
56,"[42.34301315462894, 41.94026166378672, 43.678232263670786, 0.0, 0.0, 0.0]","[3, 3, 3, 0, 0, 0]","[1030.452277358329, 1334.8951447236057, 3688.4943821050774, 0, 0, 0]","[2998.547722641671, 6767.104855276394, 12422.505617894923, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1706, 3398, 7037, 0, 0, 0]","[851.4421333333336, 288.18053333333336, 4804.397466666667, 0, 0, 0]","[1.1997333333333335, 0.03373333333333334, 0.0006666666666666666, 0, 0, 0]","[0.38386666666666663, 0.005866666666666666, 0.0029333333333333334, 0, 0, 0]","[3443.5578666666665, 16891.819466666668, 29555.60253333333, 4295, 17180, 34360]","[370.8002666666667, 359.9662666666667, 376.53933333333333, 372.0, 360.0, 376.54]","[199.61613333333332, 304.9941333333333, 266.7470666666667, 200.0, 305.0, 266.75]","[(6, 0.011550000000000001, 0.43263333333333337), (4, 0.0014333333333333331, 0.00036666666666666667), (5, 0.0, 0.00012777777777777776), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 67.08845, 9.677366666666666), (16101, 51.898566666666675, 6.189633333333333), (32207, 58.2, 11.639872222222222), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
57,"[43.062794738148426, 31.36262651197235, 54.44727205015207, 0.0, 0.0, 0.0]","[3, 2, 4, 0, 0, 0]","[1609.9608604019022, 1858.2268815123493, 5274.020967536658, 0, 0, 0]","[2419.039139598098, 6243.77311848765, 10836.979032463343, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1735, 2541, 8772, 0, 0, 0]","[682.2703999999999, 36.9612, 4977.2392, 0, 0, 0]","[0.8453333333333334, 0.0, 0.009733333333333333, 0, 0, 0]","[0.27066666666666667, 0.002, 0.0038666666666666667, 0, 0, 0]","[3612.7296, 17143.0388, 29382.7608, 4295, 17180, 34360]","[371.1546666666667, 360.0, 376.5302666666667, 372.0, 360.0, 376.54]","[199.72933333333333, 304.998, 266.7461333333333, 200.0, 305.0, 266.75]","[(5, 1.666666666666667e-05, 0.22787222222222225), (5, 0.0, 0.0), (7, 0.04608333333333333, 0.017427777777777775), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.09998333333333, 9.882127777777777), (16100, 51.900000000000006, 6.1899999999999995), (32205, 58.15391666666667, 11.622572222222221), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
58,"[54.008438818565395, 31.36262651197235, 40.58717646328595, 0.0, 0.0, 0.0]","[4, 2, 3, 0, 0, 0]","[973.2099746153309, 2003.2681429045497, 1700.3789519328436, 0, 0, 0]","[3055.790025384669, 6098.73185709545, 14410.621048067156, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[2176, 2541, 6539, 0, 0, 0]","[1265.2782666666667, 93.9336, 2396.3451999999997, 0, 0, 0]","[2.174533333333333, 0.0, 0.009333333333333334, 0, 0, 0]","[0.7030666666666666, 0.002, 0.0019999999999999996, 0, 0, 0]","[3029.7217333333333, 17086.0664, 31963.6548, 4295, 17180, 34360]","[369.82546666666667, 360.0, 376.53066666666666, 372.0, 360.0, 376.54]","[199.29693333333333, 304.998, 266.748, 200.0, 305.0, 266.75]","[(8, 0.011633333333333334, 0.7172944444444443), (5, 0.04748333333333333, 0.01665), (5, 0.0, 0.0022666666666666664), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4018, 67.08836666666666, 9.392705555555555), (16100, 51.85251666666667, 6.173349999999999), (32207, 58.2, 11.637733333333331), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
59,"[36.28691983122363, 60.861515675141945, 10.5517969089442, 0.0, 0.0, 0.0]","[3, 4, 1, 0, 0, 0]","[838.6138043736968, 2808.7801040909726, 0, 0, 0, 0]","[3190.386195626303, 5293.219895909027, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1462, 4931, 1700, 0, 0, 0]","[1188.3830666666665, 2307.7385333333327, 30.75706666666666, 0, 0, 0]","[1.8977333333333335, 0.00013333333333333337, 0.0, 0, 0, 0]","[0.5864, 0.0036, 0.0, 0, 0, 0]","[3106.6169333333337, 14872.261466666667, 34329.242933333335, 4295, 17180, 34360]","[370.10226666666665, 359.99986666666666, 376.54, 372.0, 360.0, 376.54]","[199.4136, 304.9964, 266.75, 200.0, 305.0, 266.75]","[(6, 1.666666666666667e-05, 0.23126111111111114), (7, 0.0, 0.00016666666666666666), (2, 0.0, 0.0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 67.09998333333333, 9.878738888888888), (16098, 51.900000000000006, 6.189833333333333), (32210, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
60,"[36.684040704889554, 55.15921994569241, 13.816647011358699, 0.0, 0.0, 0.0]","[3, 4, 1, 0, 0, 0]","[633.5433031793078, 2374.613323982669, 1594.192548763792, 0, 0, 0]","[3395.4566968206923, 5727.386676017331, 14516.807451236207, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1478, 4469, 2226, 0, 0, 0]","[1221.7628, 2801.0942666666665, 2371.179066666667, 0, 0, 0]","[1.0006666666666666, 0.0063999999999999994, 0.0, 0, 0, 0]","[0.3761333333333333, 0.04653333333333333, 0.002, 0, 0, 0]","[3073.2372, 14378.905733333333, 31988.820933333333, 4295, 17180, 34360]","[370.9993333333333, 359.9936, 376.54, 372.0, 360.0, 376.54]","[199.62386666666666, 304.95346666666666, 266.748, 200.0, 305.0, 266.75]","[(8, 8.333333333333333e-05, 0.29009999999999997), (6, 0.038483333333333335, 0.015416666666666665), (2, 0.04596666666666667, 0.01621111111111111), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4018, 67.09991666666666, 9.819899999999999), (16099, 51.861516666666674, 6.174583333333333), (32210, 58.15403333333334, 11.623788888888887), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
61,"[40.87862993298585, 52.221673660824486, 27.695363416299422, 0.0, 0.0, 0.0]","[3, 4, 2, 0, 0, 0]","[958.4647167077728, 3335.798863472395, 3191.8556621386297, 0, 0, 0]","[3070.535283292227, 4766.201136527605, 12919.14433786137, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1647, 4231, 4462, 0, 0, 0]","[979.8911999999999, 2193.268133333333, 2041.2266666666665, 0, 0, 0]","[0.013466666666666668, 0.017066666666666667, 0.009466666666666667, 0, 0, 0]","[0.04306666666666666, 0.03066666666666667, 0.0019999999999999996, 0, 0, 0]","[3315.1088, 14986.731866666667, 32318.773333333334, 4295, 17180, 34360]","[371.98653333333334, 359.98293333333334, 376.5305333333334, 372.0, 360.0, 376.54]","[199.95693333333332, 304.96933333333334, 266.748, 200.0, 305.0, 266.75]","[(6, 0.0, 0.0102), (4, 0.00885, 0.0028333333333333335), (5, 0.0, 0.0012444444444444445), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 67.1, 10.0998), (16101, 51.89115, 6.187166666666666), (32207, 58.2, 11.638755555555555), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
62,"[50.384710846363866, 54.19649469266847, 40.17131152628639, 0.0, 0.0, 0.0]","[3, 4, 3, 0, 0, 0]","[1144.6192364886883, 1022.0287790173022, 2410.877861671559, 0, 0, 0]","[2884.3807635113117, 7079.971220982698, 13700.122138328441, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[2030, 4391, 6472, 0, 0, 0]","[638.6678666666667, 1771.3917333333334, 2139.0938666666666, 0, 0, 0]","[0.0014666666666666667, 0.014, 0.0916, 0, 0, 0]","[0.0028, 0.008266666666666667, 0.005200000000000001, 0, 0, 0]","[3656.3321333333333, 15408.608266666666, 32220.906133333334, 4295, 17180, 34360]","[371.99853333333334, 359.986, 376.4484, 372.0, 360.0, 376.54]","[199.9972, 304.99173333333334, 266.7448, 200.0, 305.0, 266.75]","[(6, 0.0705, 0.07298333333333333), (5, 1.666666666666667e-05, 0.001411111111111111), (7, 0.0, 0.0013611111111111111), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 67.0295, 10.037016666666666), (16100, 51.89998333333334, 6.188588888888888), (32205, 58.2, 11.638638888888888), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
63,"[50.235790518739144, 26.141693409034804, 70.07013841474769, 0.0, 0.0, 0.0]","[3, 2, 5, 0, 0, 0]","[1332.4763281475862, 988.2969358742162, 4867.704196660533, 0, 0, 0]","[2696.523671852414, 7113.703064125784, 11243.295803339468, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[2024, 2118, 11289, 0, 0, 0]","[973.076, 96.46826666666666, 938.124, 0, 0, 0]","[0.03346666666666666, 0.0, 1.1618666666666666, 0, 0, 0]","[0.0352, 0.0021333333333333334, 0.8778666666666665, 0, 0, 0]","[3321.924, 17083.531733333333, 33421.876, 4295, 17180, 34360]","[371.96653333333336, 360.0, 375.3781333333334, 372.0, 360.0, 376.54]","[199.9648, 304.99786666666665, 265.87213333333335, 200.0, 305.0, 266.75]","[(6, 0.00011666666666666668, 0.03245555555555555), (3, 0.003833333333333334, 0.002977777777777777), (8, 0.08385, 0.030572222222222223), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 67.09988333333332, 10.077544444444444), (16102, 51.89616666666667, 6.187022222222222), (32204, 58.116150000000005, 11.609427777777777), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
