interval,cpu,numcontainers,baseips,ipsavailable,ipscap,apparentips,ram_s,ram_r,ram_w,ramavailable_s,ramavailable_r,ramavailable_w,disk,diskavailable,cpufailures,ramfailures
11,"[40.40704889550757, 33.60898543569489, 25.628452610017998, 0.0, 0.0, 0.0]","[3, 3, 2, 0, 0, 0]","[423.04803616590937, 1420.446440853698, 2109.9244074215603, 0, 0, 0]","[3605.9519638340907, 6681.553559146302, 14001.07559257844, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1628, 2723, 4129, 0, 0, 0]","[248.0745333333333, 373.29106666666667, 771.7496, 0, 0, 0]","[0.018666666666666668, 0.0104, 0.0076, 0, 0, 0]","[0.00013333333333333337, 0.0041333333333333335, 0.0038666666666666663, 0, 0, 0]","[4046.9254666666666, 16806.708933333335, 33588.2504, 4295, 17180, 34360]","[371.98133333333334, 359.9896, 376.5324, 372.0, 360.0, 376.54]","[199.99986666666666, 304.99586666666664, 266.7461333333333, 200.0, 305.0, 266.75]","[(4, 0.0, 0.0027333333333333333), (7, 0.0, 0.0018166666666666665), (4, 0.0, 0.001611111111111111), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4022, 67.1, 10.107266666666666), (16098, 51.900000000000006, 6.188183333333333), (32208, 58.2, 11.638388888888887), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
12,"[27.053859518490942, 53.72747469760553, 30.73676370181863, 0.0, 0.0, 0.0]","[2, 4, 2, 0, 0, 0]","[1070.3630813331174, 2768.7306502948722, 1494.6715624560145, 0, 0, 0]","[2958.6369186668826, 5333.269349705128, 14616.328437543985, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1090, 4353, 4952, 0, 0, 0]","[140.5084, 319.81306666666666, 1612.7077333333334, 0, 0, 0]","[0.009466666666666667, 0.01, 0.18773333333333328, 0, 0, 0]","[0.0002666666666666667, 0.010799999999999999, 0.6900000000000001, 0, 0, 0]","[4154.4916, 16860.186933333334, 32747.292266666667, 4295, 17180, 34360]","[371.99053333333336, 359.99, 376.3522666666667, 372.0, 360.0, 376.54]","[199.99973333333332, 304.9892, 266.06, 200.0, 305.0, 266.75]","[(3, 0.0, 0.001038888888888889), (9, 0.004600000000000001, 0.005166666666666666), (2, 0.0008333333333333333, 0.5125611111111112), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4023, 67.1, 10.10896111111111), (16096, 51.8954, 6.184833333333333), (32210, 58.19916666666667, 11.127438888888888), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
13,"[46.56242243732936, 43.19921007158726, 27.48432747812054, 0.0, 0.0, 0.0]","[3, 3, 2, 0, 0, 0]","[784.1994307575076, 1319.7662997972957, 3657.9036168706807, 0, 0, 0]","[3244.800569242492, 6782.233700202704, 12453.09638312932, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1876, 3500, 4428, 0, 0, 0]","[233.48093333333333, 310.7253333333333, 3061.8405333333335, 0, 0, 0]","[0.021866666666666666, 0.009466666666666667, 0.0013333333333333335, 0, 0, 0]","[0.009866666666666664, 0.008266666666666667, 0.0024000000000000007, 0, 0, 0]","[4061.5190666666667, 16869.274666666668, 31298.159466666668, 4295, 17180, 34360]","[371.97813333333335, 359.99053333333336, 376.5386666666667, 372.0, 360.0, 376.54]","[199.99013333333335, 304.99173333333334, 266.7476, 200.0, 305.0, 266.75]","[(5, 0.0, 0.001388888888888889), (6, 0.003933333333333333, 0.004894444444444444), (4, 0.0032, 0.0018222222222222225), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.1, 10.108611111111111), (16099, 51.89606666666667, 6.185105555555555), (32208, 58.1968, 11.638177777777777), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
14,"[44.65127823281211, 32.01678597877067, 56.905220036000244, 0.0, 0.0, 0.0]","[3, 2, 4, 0, 0, 0]","[253.15647776580917, 2584.2823450363103, 4534.304538644058, 0, 0, 0]","[3775.843522234191, 5517.71765496369, 11576.695461355943, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1799, 2594, 9168, 0, 0, 0]","[246.0626666666667, 766.8569333333334, 4668.956666666667, 0, 0, 0]","[0.0, 0.0008, 0.0096, 0, 0, 0]","[0.0004, 0.012933333333333333, 0.0037333333333333333, 0, 0, 0]","[4048.9373333333333, 16413.143066666667, 29691.043333333335, 4295, 17180, 34360]","[372.0, 359.9992, 376.53040000000004, 372.0, 360.0, 376.54]","[199.9996, 304.9870666666667, 266.74626666666666, 200.0, 305.0, 266.75]","[(6, 0.0, 0.0005388888888888889), (4, 0.06351666666666665, 0.014222222222222221), (8, 0.04925, 0.018922222222222222), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 67.1, 10.109461111111111), (16101, 51.83648333333334, 6.175777777777777), (32204, 58.15075, 11.621077777777776), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
15,"[26.85529908165798, 56.61565045667737, 39.376823288436476, 0.0, 0.0, 0.0]","[2, 4, 3, 0, 0, 0]","[896.7173212011066, 2002.9383344953394, 3237.6442565095954, 0, 0, 0]","[3132.2826787988934, 6099.061665504661, 12873.355743490405, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1082, 4587, 6344, 0, 0, 0]","[82.48746666666666, 3552.572533333334, 4390.036, 0, 0, 0]","[0.0, 0.0030666666666666668, 0.01, 0, 0, 0]","[0.0, 0.015733333333333332, 0.0036, 0, 0, 0]","[4212.5125333333335, 13627.427466666666, 29969.964, 4295, 17180, 34360]","[372.0, 359.99693333333335, 376.53000000000003, 372.0, 360.0, 376.54]","[200.0, 304.98426666666666, 266.7464, 200.0, 305.0, 266.75]","[(5, 0.0, 3.3333333333333335e-05), (7, 5e-05, 0.0028333333333333335), (7, 0.0, 0.0013666666666666666), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.1, 10.109966666666667), (16098, 51.899950000000004, 6.187166666666666), (32205, 58.2, 11.638633333333333), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
16,"[37.70166294365848, 40.101209577882, 37.79405375209484, 0.0, 0.0, 0.0]","[3, 3, 3, 0, 0, 0]","[793.3421365489492, 944.4846645042269, 2086.322616089701, 0, 0, 0]","[3235.6578634510506, 7157.515335495773, 14024.677383910299, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1519, 3249, 6089, 0, 0, 0]","[262.842, 3361.033066666667, 4535.438933333333, 0, 0, 0]","[0.009466666666666667, 0.0004, 0.0005333333333333334, 0, 0, 0]","[0.00013333333333333337, 0.0076, 0.004533333333333334, 0, 0, 0]","[4032.158, 13818.966933333333, 29824.56106666667, 4295, 17180, 34360]","[371.99053333333336, 359.9996, 376.53946666666667, 372.0, 360.0, 376.54]","[199.99986666666666, 304.9924, 266.7454666666667, 200.0, 305.0, 266.75]","[(6, 0.0, 0.0014944444444444443), (5, 1.666666666666667e-05, 0.0026499999999999996), (6, 0.0, 0.006166666666666667), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 67.1, 10.108505555555555), (16100, 51.89998333333334, 6.1873499999999995), (32206, 58.2, 11.633833333333332), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
17,"[44.998758997269796, 25.191310787459887, 34.88920613245609, 0.0, 0.0, 0.0]","[3, 2, 3, 0, 0, 0]","[872.3366950128046, 965.1748065231225, 3524.807985182936, 0, 0, 0]","[3156.6633049871953, 7136.825193476878, 12586.192014817065, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1813, 2041, 5621, 0, 0, 0]","[205.51973333333333, 2079.673333333333, 374.6908, 0, 0, 0]","[0.02213333333333333, 0.014, 0.018666666666666665, 0, 0, 0]","[0.009733333333333332, 0.006, 0.0017333333333333333, 0, 0, 0]","[4089.4802666666665, 15100.326666666668, 33985.3092, 4295, 17180, 34360]","[371.97786666666667, 359.986, 376.52133333333336, 372.0, 360.0, 376.54]","[199.99026666666666, 304.994, 266.74826666666667, 200.0, 305.0, 266.75]","[(6, 0.0, 0.0013000000000000002), (2, 0.04548333333333333, 0.0165), (6, 1.666666666666667e-05, 0.004477777777777778), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 67.1, 10.108699999999999), (16103, 51.85451666666667, 6.1735), (32206, 58.199983333333336, 11.635522222222221), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
18,"[49.71456937205262, 22.833868180696122, 48.22171187387499, 0.0, 0.0, 0.0]","[3, 2, 4, 0, 0, 0]","[1211.3146039768849, 885.7838472849353, 0, 0, 0, 0]","[2817.685396023115, 7216.216152715065, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[2003, 1850, 7769, 0, 0, 0]","[304.78426666666667, 118.83773333333335, 592.7944, 0, 0, 0]","[0.0856, 0.023333333333333334, 1.0804, 0, 0, 0]","[0.0029333333333333334, 0.0044, 0.8758666666666665, 0, 0, 0]","[3990.2157333333334, 17061.162266666666, 33767.2056, 4295, 17180, 34360]","[371.9144, 359.9766666666667, 375.4596, 372.0, 360.0, 376.54]","[199.99706666666665, 304.9956, 265.87413333333336, 200.0, 305.0, 266.75]","[(6, 0.0, 0.008805555555555558), (3, 0.0, 0.0015444444444444442), (7, 0.0, 0.009733333333333333), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 67.1, 10.101194444444443), (16102, 51.900000000000006, 6.188455555555555), (32205, 58.2, 11.630266666666666), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
19,"[50.50881111938447, 20.87138978030116, 12.420085655763142, 0.0, 0.0, 0.0]","[3, 2, 1, 0, 0, 0]","[1119.7080186423402, 1277.197478885689, 2001.543193618997, 0, 0, 0]","[2909.29198135766, 6824.802521114311, 14109.456806381004, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[2035, 1691, 2001, 0, 0, 0]","[262.8406666666667, 128.6252, 82.48733333333331, 0, 0, 0]","[0.07613333333333334, 0.011066666666666666, 0.00013333333333333337, 0, 0, 0]","[0.002533333333333333, 0.0037333333333333333, 0.00013333333333333337, 0, 0, 0]","[4032.159333333333, 17051.3748, 34277.51266666667, 4295, 17180, 34360]","[371.92386666666664, 359.9889333333333, 376.5398666666667, 372.0, 360.0, 376.54]","[199.99746666666667, 304.99626666666666, 266.74986666666666, 200.0, 305.0, 266.75]","[(7, 0.05473333333333333, 0.019827777777777778), (3, 0.0, 0.0011722222222222225), (3, 0.00065, 0.00020555555555555556), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4019, 67.04526666666666, 10.090172222222222), (16102, 51.900000000000006, 6.188827777777777), (32209, 58.19935, 11.639794444444444), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
20,"[44.973938942665676, 35.25055541841521, 12.420085655763142, 0.0, 0.0, 0.0]","[3, 3, 1, 0, 0, 0]","[607.36300614496, 1872.3654347533513, 0, 0, 0, 0]","[3421.63699385504, 6229.634565246649, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1812, 2856, 2001, 0, 0, 0]","[157.4589333333333, 149.59573333333333, 100.6616, 0, 0, 0]","[0.07653333333333333, 0.010933333333333333, 0.0, 0, 0, 0]","[0.0024, 0.0028, 0.0, 0, 0, 0]","[4137.541066666667, 17030.40426666667, 34259.3384, 4295, 17180, 34360]","[371.9234666666667, 359.98906666666664, 376.54, 372.0, 360.0, 376.54]","[199.9976, 304.9972, 266.75, 200.0, 305.0, 266.75]","[(8, 0.0, 0.0005722222222222222), (6, 0.0, 0.0014722222222222222), (3, 0.0, 7.777777777777777e-05), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4018, 67.1, 10.109427777777777), (16099, 51.900000000000006, 6.188527777777777), (32209, 58.2, 11.639922222222221), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
21,"[36.36137999503599, 45.840533201678596, 0.0, 0.0, 0.0, 0.0]","[3, 4, 0, 0, 0, 0]","[433.1775814580644, 1619.6937794225844, 0, 0, 0, 0]","[3595.822418541936, 6482.306220577416, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1465, 3714, 0, 0, 0, 0]","[58.89319999999999, 416.6322666666666, 0, 0, 0, 0]","[0.0033333333333333335, 0.016266666666666665, 0, 0, 0, 0]","[0.0032, 0.009733333333333333, 0, 0, 0, 0]","[4236.1068, 16763.367733333333, 34360, 4295, 17180, 34360]","[371.99666666666667, 359.9837333333333, 376.54, 372.0, 360.0, 376.54]","[199.9968, 304.9902666666667, 266.75, 200.0, 305.0, 266.75]","[(6, 0.0, 5e-05), (8, 0.0, 0.00425), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 67.1, 10.10995), (16097, 51.900000000000006, 6.18575), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
22,"[21.568627450980394, 50.17279684028635, 22.667742536155423, 0.0, 0.0, 0.0]","[2, 4, 2, 0, 0, 0]","[780.6665881408788, 2542.0871334481567, 3365.077895031437, 0, 0, 0]","[3248.333411859121, 5559.912866551844, 12745.922104968562, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[869, 4065, 3652, 0, 0, 0]","[172.83893333333333, 83.88399999999999, 343.9313333333334, 0, 0, 0]","[0.013333333333333332, 0.0152, 0.00013333333333333337, 0, 0, 0]","[0.003999999999999999, 0.009599999999999997, 0.00013333333333333337, 0, 0, 0]","[4122.161066666667, 17096.116, 34016.068666666666, 4295, 17180, 34360]","[371.9866666666667, 359.9848, 376.5398666666667, 372.0, 360.0, 376.54]","[199.996, 304.9904, 266.74986666666666, 200.0, 305.0, 266.75]","[(2, 0.0, 0.001472222222222222), (8, 0.0, 0.0041333333333333335), (4, 0.0, 0.0007611111111111111), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4024, 67.1, 10.108527777777777), (16097, 51.900000000000006, 6.185866666666666), (32208, 58.2, 11.639238888888888), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
23,"[35.39339786547531, 35.79363120217231, 33.61057662466638, 0.0, 0.0, 0.0]","[3, 3, 3, 0, 0, 0]","[688.8492778138925, 1610.6193998913427, 2895.772013814944, 0, 0, 0]","[3340.1507221861075, 6491.380600108658, 13215.227986185057, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1426, 2900, 5415, 0, 0, 0]","[85.28253333333333, 92.274, 2891.272, 0, 0, 0]","[0.013466666666666665, 0.015733333333333335, 0.0002666666666666667, 0, 0, 0]","[0.0038666666666666667, 0.009466666666666665, 0.0018666666666666669, 0, 0, 0]","[4209.717466666667, 17087.726, 31468.728, 4295, 17180, 34360]","[371.98653333333334, 359.98426666666666, 376.53973333333334, 372.0, 360.0, 376.54]","[199.99613333333335, 304.99053333333336, 266.7481333333333, 200.0, 305.0, 266.75]","[(5, 0.0, 0.001138888888888889), (5, 0.0, 0.004038888888888888), (5, 0.0, 8.888888888888888e-05), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.1, 10.10886111111111), (16100, 51.900000000000006, 6.18596111111111), (32207, 58.2, 11.63991111111111), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
24,"[38.94266567386448, 38.47198222661071, 32.01539320960835, 0.0, 0.0, 0.0]","[3, 3, 3, 0, 0, 0]","[1151.626031404243, 1901.19918561942, 2958.8487449830427, 0, 0, 0]","[2877.373968595757, 6200.80081438058, 13152.151255016957, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1569, 3117, 5158, 0, 0, 0]","[108.7004, 167.772, 2589.2828, 0, 0, 0]","[0.009066666666666666, 0.0092, 0.0092, 0, 0, 0]","[0.0, 0.004, 0.0021333333333333334, 0, 0, 0]","[4186.2996, 17012.228, 31770.7172, 4295, 17180, 34360]","[371.9909333333333, 359.9908, 376.5308, 372.0, 360.0, 376.54]","[200.0, 304.996, 266.74786666666665, 200.0, 305.0, 266.75]","[(6, 0.0, 0.0012666666666666668), (6, 0.04601666666666666, 0.017733333333333334), (5, 0.04549999999999999, 0.017461111111111108), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 67.1, 10.108733333333333), (16099, 51.85398333333334, 6.172266666666666), (32207, 58.154500000000006, 11.622538888888888), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
25,"[52.742616033755276, 25.857812885707233, 34.48575507417292, 0.0, 0.0, 0.0]","[4, 2, 3, 0, 0, 0]","[1013.3911969029496, 1067.0604529593884, 3475.595179361061, 0, 0, 0]","[3015.6088030970504, 7034.939547040612, 12635.404820638938, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[2125, 2095, 5556, 0, 0, 0]","[167.06946666666664, 150.9948, 3134.5416, 0, 0, 0]","[12.118933333333334, 0.009333333333333334, 0.009733333333333333, 0, 0, 0]","[12.058400000000002, 0.0021333333333333334, 0.002, 0, 0, 0]","[4127.930533333333, 17029.0052, 31225.4584, 4295, 17180, 34360]","[359.88106666666664, 359.99066666666664, 376.5302666666667, 372.0, 360.0, 376.54]","[187.9416, 304.99786666666665, 266.748, 200.0, 305.0, 266.75]","[(7, 0.0, 0.0010444444444444444), (4, 0.0, 0.0010166666666666664), (3, 0.08385, 0.02797222222222222), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4019, 67.1, 10.108955555555555), (16101, 51.900000000000006, 6.188983333333333), (32209, 58.116150000000005, 11.612027777777776), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
26,"[38.0987838173244, 44.01382374722291, 41.89684066786668, 0.0, 0.0, 0.0]","[3, 3, 3, 0, 0, 0]","[397.33107594720565, 1898.2101187434987, 3008.89269184331, 0, 0, 0]","[3631.6689240527944, 6203.789881256502, 13102.10730815669, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1535, 3566, 6750, 0, 0, 0]","[594.5391999999998, 4131.387333333334, 933.2309333333335, 0, 0, 0]","[1.0548000000000002, 1.3730666666666667, 0.3917333333333334, 0, 0, 0]","[0.31600000000000006, 2.942133333333333, 0.025466666666666665, 0, 0, 0]","[3700.4608000000003, 13048.612666666666, 33426.76906666667, 4295, 17180, 34360]","[370.9452, 358.62693333333334, 376.1482666666667, 372.0, 360.0, 376.54]","[199.684, 302.05786666666665, 266.72453333333334, 200.0, 305.0, 266.75]","[(5, 0.0, 0.0040555555555555544), (6, 0.07585, 0.04708888888888888), (5, 0.12675, 0.052099999999999994), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.1, 10.105944444444443), (16099, 51.82415, 6.14291111111111), (32207, 58.07325, 11.5879), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
27,"[21.841648051625715, 55.20859047148852, 41.214077338464406, 0.0, 0.0, 0.0]","[2, 4, 3, 0, 0, 0]","[682.547253811678, 2896.8961597444977, 1664.9500654494054, 0, 0, 0]","[3346.4527461883217, 5205.103840255502, 14446.049934550594, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[880, 4473, 6640, 0, 0, 0]","[727.7093333333333, 4085.9470666666666, 817.8869333333334, 0, 0, 0]","[0.016399999999999998, 1.4616000000000002, 0.38280000000000003, 0, 0, 0]","[0.05706666666666666, 2.4717333333333333, 0.02493333333333333, 0, 0, 0]","[3567.2906666666668, 13094.052933333332, 33542.113066666665, 4295, 17180, 34360]","[371.9836, 358.5384, 376.15720000000005, 372.0, 360.0, 376.54]","[199.94293333333334, 302.52826666666664, 266.7250666666667, 200.0, 305.0, 266.75]","[(4, 0.0, 0.0038833333333333333), (7, 0.0024666666666666665, 0.004116666666666666), (6, 0.34035, 0.1104111111111111), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4022, 67.1, 10.106116666666667), (16098, 51.89753333333334, 6.185883333333333), (32206, 57.85965, 11.529588888888888), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
28,"[21.841648051625715, 55.20859047148852, 10.32834709204891, 0.0, 0.0, 0.0]","[2, 4, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[4029, 8102, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[880, 4473, 1664, 0, 0, 0]","[649.4158666666666, 3316.6433333333325, 4.194, 0, 0, 0]","[0.012933333333333335, 1.402133333333333, 0.0, 0, 0, 0]","[0.04306666666666666, 2.6786666666666665, 0.0, 0, 0, 0]","[3645.5841333333333, 13863.356666666667, 34355.806, 4295, 17180, 34360]","[371.9870666666667, 358.5978666666667, 376.54, 372.0, 360.0, 376.54]","[199.95693333333332, 302.3213333333333, 266.75, 200.0, 305.0, 266.75]","[(4, 0.0, 0.003788888888888889), (7, 0.005549999999999999, 0.06821111111111111), (2, 0.0, 0.00014444444444444444), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4022, 67.1, 10.10621111111111), (16098, 51.894450000000006, 6.121788888888888), (32210, 58.2, 11.639855555555554), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
29,"[15.735914619012162, 22.79684028634905, 47.228601576562596, 0.0, 0.0, 0.0]","[1, 2, 4, 0, 0, 0]","[0, 1405.01358311096, 5944.270328442968, 0, 0, 0]","[4029, 6696.98641688904, 10166.729671557032, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[634, 1847, 7609, 0, 0, 0]","[67.1076, 179.6544, 687.8643999999999, 0, 0, 0]","[0.0144, 0.019466666666666667, 0.08746666666666666, 0, 0, 0]","[0.009333333333333334, 0.023466666666666667, 0.06319999999999999, 0, 0, 0]","[4227.8924, 17000.3456, 33672.1356, 4295, 17180, 34360]","[371.9856, 359.9805333333333, 376.45253333333335, 372.0, 360.0, 376.54]","[199.99066666666667, 304.97653333333335, 266.6868, 200.0, 305.0, 266.75]","[(1, 0.0009166666666666666, 0.0047777777777777775), (4, 1.666666666666667e-05, 0.0007222222222222222), (7, 0.11005, 0.05418333333333333), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4025, 67.09908333333333, 10.105222222222222), (16101, 51.89998333333334, 6.189277777777777), (32205, 58.08995, 11.585816666666666), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
30,"[11.888806155373542, 36.126882251295974, 47.228601576562596, 0.0, 0.0, 0.0]","[1, 3, 4, 0, 0, 0]","[439.0876958201859, 2899.2250529851667, 5574.767083447369, 0, 0, 0]","[3589.912304179814, 5202.774947014834, 10536.232916552632, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[479, 2927, 7609, 0, 0, 0]","[72.7012, 396.7088, 925.5416, 0, 0, 0]","[0.009333333333333334, 0.1768, 0.08986666666666668, 0, 0, 0]","[0.00013333333333333337, 0.158, 0.06, 0, 0, 0]","[4222.2988, 16783.2912, 33434.4584, 4295, 17180, 34360]","[371.99066666666664, 359.8232, 376.4501333333333, 372.0, 360.0, 376.54]","[199.99986666666666, 304.842, 266.69, 200.0, 305.0, 266.75]","[(1, 0.0, 0.0011111111111111111), (7, 0.0018833333333333334, 0.0014333333333333333), (7, 0.00315, 0.005244444444444444), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4025, 67.1, 10.108888888888888), (16098, 51.898116666666674, 6.1885666666666665), (32205, 58.196850000000005, 11.634755555555554), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
31,"[24.447753785058328, 36.126882251295974, 47.228601576562596, 0.0, 0.0, 0.0]","[2, 3, 4, 0, 0, 0]","[670.9335642812858, 0, 0, 0, 0, 0]","[3358.0664357187143, 8102, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[985, 2927, 7609, 0, 0, 0]","[80.3028, 493.5273333333332, 850.0433333333333, 0, 0, 0]","[0.014, 0.18853333333333333, 0.10026666666666666, 0, 0, 0]","[0.004266666666666667, 0.16813333333333333, 0.06386666666666667, 0, 0, 0]","[4214.6972, 16686.47266666667, 33509.956666666665, 4295, 17180, 34360]","[371.986, 359.81146666666666, 376.4397333333334, 372.0, 360.0, 376.54]","[199.99573333333333, 304.83186666666666, 266.6861333333333, 200.0, 305.0, 266.75]","[(2, 0.0, 0.0010333333333333334), (7, 0.0, 0.0005611111111111111), (7, 0.007750000000000001, 0.02861111111111111), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4024, 67.1, 10.108966666666666), (16098, 51.900000000000006, 6.189438888888889), (32205, 58.19225, 11.611388888888888), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
