interval,cpu,numcontainers,baseips,ipsavailable,ipscap,apparentips,ram_s,ram_r,ram_w,ramavailable_s,ramavailable_r,ramavailable_w,disk,diskavailable,cpufailures,ramfailures
42,"[40.18366840407049, 25.833127622809183, 61.46111352492086, 0.0, 0.0, 0.0]","[3, 2, 4, 0, 0, 0]","[1026.313387680155, 844.2204475370198, 7766.1866436679375, 0, 0, 0]","[3002.686612319845, 7257.77955246298, 8344.813356332063, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1619, 2093, 9902, 0, 0, 0]","[46.13546666666666, 391.4673333333334, 5094.9412, 0, 0, 0]","[0.004, 0.04293333333333334, 0.009066666666666666, 0, 0, 0]","[0.002, 0.005999999999999999, 0.0032, 0, 0, 0]","[4248.864533333333, 16788.532666666666, 29265.0588, 4295, 17180, 34360]","[371.996, 359.95706666666666, 376.53093333333334, 372.0, 360.0, 376.54]","[199.998, 304.994, 266.7468, 200.0, 305.0, 266.75]","[(5, 0.0, 0.00038888888888888887), (2, 0.0014333333333333331, 0.0014388888888888889), (7, 0.04608333333333333, 0.017488888888888887), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.1, 10.10961111111111), (16103, 51.898566666666675, 6.1885611111111105), (32205, 58.15391666666667, 11.622511111111109), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
43,"[49.49118888061554, 28.42508022710442, 71.44807895226863, 0.0, 0.0, 0.0]","[3, 2, 5, 0, 0, 0]","[1011.8006239387462, 2206.949007893327, 5194.720328609335, 0, 0, 0]","[3017.199376061254, 5895.050992106673, 10916.279671390665, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1994, 2303, 11511, 0, 0, 0]","[57.75666666666666, 55.924, 5185.818266666666, 0, 0, 0]","[0.0048000000000000004, 0.0092, 0.019200000000000002, 0, 0, 0]","[0.0026666666666666666, 0.002, 0.003999999999999999, 0, 0, 0]","[4237.243333333334, 17124.076, 29174.181733333335, 4295, 17180, 34360]","[371.9952, 359.9908, 376.5208, 372.0, 360.0, 376.54]","[199.99733333333333, 304.998, 266.746, 200.0, 305.0, 266.75]","[(7, 0.0, 0.00046666666666666666), (2, 0.0, 0.0010333333333333334), (10, 0.0, 0.0037388888888888893), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4019, 67.1, 10.109533333333333), (16103, 51.900000000000006, 6.1889666666666665), (32202, 58.2, 11.63626111111111), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
44,"[49.83866964507322, 46.642804245865214, 32.23884302650363, 0.0, 0.0, 0.0]","[3, 3, 2, 0, 0, 0]","[605.2074355786712, 2343.339340884104, 2047.4685270814605, 0, 0, 0]","[3423.7925644213287, 5758.660659115896, 14063.53147291854, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[2008, 3779, 5194, 0, 0, 0]","[75.58133333333333, 2253.7387999999996, 67.1088, 0, 0, 0]","[0.0648, 0.009066666666666666, 0.018000000000000002, 0, 0, 0]","[0.060933333333333325, 0.0036, 0.00013333333333333337, 0, 0, 0]","[4219.4186666666665, 14926.2612, 34292.8912, 4295, 17180, 34360]","[371.9352, 359.9909333333333, 376.52200000000005, 372.0, 360.0, 376.54]","[199.93906666666666, 304.9964, 266.74986666666666, 200.0, 305.0, 266.75]","[(5, 0.0, 0.0008333333333333333), (3, 0.0, 0.0011055555555555556), (5, 0.0, 0.0026944444444444446), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.1, 10.109166666666667), (16102, 51.900000000000006, 6.188894444444444), (32207, 58.2, 11.637305555555555), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
45,"[34.4005956813105, 60.602320414712416, 32.23884302650363, 0.0, 0.0, 0.0]","[2, 4, 2, 0, 0, 0]","[620.8906222193348, 2972.393437934327, 1887.7843755618592, 0, 0, 0]","[3408.1093777806655, 5129.606562065674, 14223.21562443814, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1386, 4910, 5194, 0, 0, 0]","[113.9436, 2877.291066666666, 83.886, 0, 0, 0]","[0.08053333333333333, 0.0010666666666666667, 0.01813333333333333, 0, 0, 0]","[0.004533333333333334, 0.0037333333333333333, 0.00013333333333333337, 0, 0, 0]","[4181.0564, 14302.708933333333, 34276.114, 4295, 17180, 34360]","[371.91946666666666, 359.99893333333335, 376.5218666666667, 372.0, 360.0, 376.54]","[199.99546666666666, 304.99626666666666, 266.74986666666666, 200.0, 305.0, 266.75]","[(4, 0.0, 0.007994444444444446), (6, 0.037733333333333334, 0.016483333333333332), (5, 0.0, 0.0024111111111111113), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4022, 67.1, 10.102005555555555), (16099, 51.86226666666667, 6.173516666666666), (32207, 58.2, 11.637588888888887), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
46,"[32.61355174981385, 56.084917304369284, 32.59263856992117, 0.0, 0.0, 0.0]","[2, 4, 2, 0, 0, 0]","[948.8812538119371, 3904.560774199217, 4618.553986718825, 0, 0, 0]","[3080.1187461880627, 4197.439225800783, 11492.446013281175, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1314, 4544, 5251, 0, 0, 0]","[306.18253333333337, 2414.518133333333, 961.8928, 0, 0, 0]","[0.24506666666666665, 0.0013333333333333335, 0.5356, 0, 0, 0]","[0.011866666666666666, 0.002533333333333333, 0.019600000000000003, 0, 0, 0]","[3988.8174666666664, 14765.481866666667, 33398.1072, 4295, 17180, 34360]","[371.7549333333333, 359.9986666666667, 376.00440000000003, 372.0, 360.0, 376.54]","[199.98813333333334, 304.99746666666664, 266.7304, 200.0, 305.0, 266.75]","[(5, 0.0, 0.0816111111111111), (7, 0.00875, 0.005388888888888888), (4, 0.0, 0.010733333333333334), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.1, 10.028388888888887), (16098, 51.89125000000001, 6.184611111111111), (32208, 58.2, 11.629266666666666), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
47,"[46.810622983370564, 56.084917304369284, 32.59263856992117, 0.0, 0.0, 0.0]","[3, 4, 2, 0, 0, 0]","[1071.6531689107185, 0, 1529.8737087128266, 0, 0, 0]","[2957.3468310892813, 8102, 14581.126291287173, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1886, 4544, 5251, 0, 0, 0]","[264.23879999999997, 1968.5237333333334, 721.4196000000001, 0, 0, 0]","[0.2469333333333333, 0.0, 0.04253333333333334, 0, 0, 0]","[0.022533333333333332, 0.0022666666666666673, 0.002133333333333334, 0, 0, 0]","[4030.7612, 15211.476266666667, 33638.5804, 4295, 17180, 34360]","[371.75306666666665, 360.0, 376.4974666666667, 372.0, 360.0, 376.54]","[199.97746666666666, 304.9977333333333, 266.74786666666665, 200.0, 305.0, 266.75]","[(6, 0.0, 0.07652222222222221), (7, 1.666666666666667e-05, 0.003872222222222222), (4, 0.0, 0.0012722222222222223), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 67.1, 10.033477777777778), (16098, 51.89998333333334, 6.186127777777777), (32208, 58.2, 11.638727777777776), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
48,"[44.874658724249194, 16.51444087879536, 64.8314815964248, 0.0, 0.0, 0.0]","[3, 1, 5, 0, 0, 0]","[985.8246937703263, 1334.8951447236057, 8991.423913853541, 0, 0, 0]","[3043.175306229674, 6767.104855276394, 7119.576086146459, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1808, 1338, 10445, 0, 0, 0]","[810.1961333333334, 9.960799999999999, 1174.5770666666667, 0, 0, 0]","[3.8223999999999996, 0.0, 0.07626666666666666, 0, 0, 0]","[1.2194666666666667, 0.0, 0.04666666666666666, 0, 0, 0]","[3484.8038666666666, 17170.0392, 33185.422933333335, 4295, 17180, 34360]","[368.1776, 360.0, 376.4637333333334, 372.0, 360.0, 376.54]","[198.78053333333332, 305.0, 266.7033333333333, 200.0, 305.0, 266.75]","[(7, 0.0, 0.0027333333333333333), (2, 0.0, 0.0), (11, 0.00065, 0.0016444444444444445), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4019, 67.1, 10.107266666666666), (16103, 51.900000000000006, 6.1899999999999995), (32201, 58.19935, 11.638355555555554), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
49,"[38.91784561926036, 26.511972352505552, 64.8314815964248, 0.0, 0.0, 0.0]","[3, 2, 5, 0, 0, 0]","[359.2479821883697, 2126.9680161078213, 5383.706548076055, 0, 0, 0]","[3669.75201781163, 5975.031983892179, 10727.293451923946, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1568, 2148, 10445, 0, 0, 0]","[62.213599999999985, 48.84400000000001, 1476.9150666666667, 0, 0, 0]","[0.0009333333333333333, 0.0004, 0.076, 0, 0, 0]","[0.011466666666666665, 0.0002666666666666667, 0.0412, 0, 0, 0]","[4232.7864, 17131.156, 32883.08493333333, 4295, 17180, 34360]","[371.9990666666667, 359.9996, 376.464, 372.0, 360.0, 376.54]","[199.98853333333332, 304.9997333333333, 266.7088, 200.0, 305.0, 266.75]","[(6, 0.0, 0.0002777777777777778), (3, 0.0, 0.0004222222222222222), (11, 0.0, 0.0014166666666666666), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 67.1, 10.109722222222222), (16102, 51.900000000000006, 6.189577777777777), (32201, 58.2, 11.638583333333331), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
50,"[27.724000992802182, 50.135768945939276, 39.10371795667557, 0.0, 0.0, 0.0]","[2, 4, 3, 0, 0, 0]","[980.1148939333293, 2422.018666795845, 0, 0, 0, 0]","[3048.8851060666707, 5679.981333204155, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1117, 4062, 6300, 0, 0, 0]","[71.3028, 2998.4873333333335, 452.80773333333326, 0, 0, 0]","[0.009333333333333334, 0.28573333333333334, 0.0364, 0, 0, 0]","[0.00013333333333333337, 1.1889333333333332, 0.037333333333333336, 0, 0, 0]","[4223.6972, 14181.512666666666, 33907.192266666665, 4295, 17180, 34360]","[371.99066666666664, 359.7142666666667, 376.5036, 372.0, 360.0, 376.54]","[199.99986666666666, 303.81106666666665, 266.7126666666667, 200.0, 305.0, 266.75]","[(3, 0.0, 0.0011166666666666666), (8, 0.005116666666666666, 0.1871388888888889), (6, 0.0021000000000000003, 0.001466666666666667), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4023, 67.1, 10.108883333333333), (16097, 51.89488333333334, 6.002861111111111), (32206, 58.197900000000004, 11.638533333333331), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
51,"[38.0987838173244, 33.60898543569489, 13.822853950716901, 0.0, 0.0, 0.0]","[3, 3, 1, 0, 0, 0]","[725.1806475045612, 804.078297530017, 1264.8212801613754, 0, 0, 0]","[3303.8193524954386, 7297.921702469983, 14846.178719838625, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1535, 2723, 2227, 0, 0, 0]","[83.886, 2721.402266666667, 44.7392, 0, 0, 0]","[0.0188, 0.3917333333333333, 0.009333333333333334, 0, 0, 0]","[0.00013333333333333337, 1.4808000000000001, 0.0002666666666666667, 0, 0, 0]","[4211.114, 14458.597733333332, 34315.2608, 4295, 17180, 34360]","[371.9812, 359.6082666666667, 376.53066666666666, 372.0, 360.0, 376.54]","[199.99986666666666, 303.5192, 266.7497333333333, 200.0, 305.0, 266.75]","[(5, 0.0, 0.002583333333333333), (6, 0.0006, 0.11322777777777777), (2, 0.0, 0.0010722222222222222), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.1, 10.107416666666666), (16099, 51.89940000000001, 6.076772222222222), (32210, 58.2, 11.638927777777777), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
52,"[44.17969719533383, 20.82201925450506, 42.60443175470176, 0.0, 0.0, 0.0]","[3, 2, 3, 0, 0, 0]","[851.8358984780205, 1684.5404956512666, 3808.881202906564, 0, 0, 0]","[3177.1641015219793, 6417.459504348733, 12302.118797093437, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1780, 1687, 6864, 0, 0, 0]","[267.0361333333333, 51.02933333333334, 513.8012, 0, 0, 0]","[0.031466666666666664, 0.0004, 0.018933333333333333, 0, 0, 0]","[0.009866666666666664, 0.0002666666666666667, 0.0008, 0, 0, 0]","[4027.963866666667, 17128.970666666668, 33846.1988, 4295, 17180, 34360]","[371.9685333333333, 359.9996, 376.5210666666667, 372.0, 360.0, 376.54]","[199.99013333333335, 304.9997333333333, 266.7492, 200.0, 305.0, 266.75]","[(5, 0.0, 0.0024444444444444444), (3, 0.0, 0.0006166666666666666), (6, 0.05556666666666666, 0.02922222222222222), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.1, 10.107555555555555), (16102, 51.900000000000006, 6.189383333333333), (32206, 58.14443333333334, 11.610777777777777), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
53,"[42.81459419210722, 32.399407553690445, 42.60443175470176, 0.0, 0.0, 0.0]","[3, 3, 3, 0, 0, 0]","[498.3846518486158, 1502.5179789920985, 987.5310756622861, 0, 0, 0]","[3530.6153481513843, 6599.4820210079015, 15123.468924337714, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1725, 2625, 6864, 0, 0, 0]","[294.9981333333334, 88.68960000000001, 419.4297333333334, 0, 0, 0]","[0.018666666666666668, 0.0030666666666666668, 0.018399999999999996, 0, 0, 0]","[0.0005333333333333334, 0.0033333333333333335, 0.00026666666666666673, 0, 0, 0]","[4000.0018666666665, 17091.3104, 33940.57026666667, 4295, 17180, 34360]","[371.98133333333334, 359.99693333333335, 376.52160000000003, 372.0, 360.0, 376.54]","[199.99946666666668, 304.99666666666667, 266.7497333333333, 200.0, 305.0, 266.75]","[(5, 0.0, 0.0023277777777777776), (6, 0.0, 0.00030555555555555555), (6, 0.01295, 0.009683333333333332), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.1, 10.107672222222222), (16099, 51.900000000000006, 6.189694444444444), (32206, 58.187050000000006, 11.630316666666666), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
54,"[24.422933730454208, 44.606270056776104, 26.751908633852644, 0.0, 0.0, 0.0]","[2, 4, 2, 0, 0, 0]","[976.8595888419682, 1866.249226554322, 1809.1393031047937, 0, 0, 0]","[3052.140411158032, 6235.750773445678, 14301.860696895206, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[984, 3614, 4310, 0, 0, 0]","[307.5812, 190.05240000000003, 2276.1078666666663, 0, 0, 0]","[0.010133333333333334, 0.0132, 0.009466666666666667, 0, 0, 0]","[0.0056, 0.0061333333333333335, 0.0018666666666666669, 0, 0, 0]","[3987.4188, 16989.9476, 32083.892133333335, 4295, 17180, 34360]","[371.98986666666667, 359.9868, 376.5305333333334, 372.0, 360.0, 376.54]","[199.9944, 304.9938666666667, 266.7481333333333, 200.0, 305.0, 266.75]","[(2, 0.0004166666666666667, 0.0019000000000000002), (7, 0.0, 0.001188888888888889), (2, 0.0, 0.0015222222222222223), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4024, 67.09958333333333, 10.1081), (16098, 51.900000000000006, 6.188811111111111), (32210, 58.2, 11.638477777777776), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
55,"[35.79051873914123, 23.03135028388052, 42.17615293898579, 0.0, 0.0, 0.0]","[3, 2, 3, 0, 0, 0]","[815.4537341590185, 1413.287564197272, 4441.5167579849, 0, 0, 0]","[3213.5462658409815, 6688.712435802728, 11669.4832420151, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1442, 1866, 6795, 0, 0, 0]","[450.1872, 55.924, 4799.6793333333335, 0, 0, 0]","[0.018533333333333332, 0.0092, 0.0008, 0, 0, 0]","[0.0005333333333333334, 0.002, 0.0033333333333333335, 0, 0, 0]","[3844.8128, 17124.076, 29560.320666666667, 4295, 17180, 34360]","[371.9814666666667, 359.9908, 376.5392, 372.0, 360.0, 376.54]","[199.99946666666668, 304.998, 266.74666666666667, 200.0, 305.0, 266.75]","[(5, 0.0, 0.003061111111111111), (3, 0.0, 0.0010333333333333334), (6, 0.04506666666666667, 0.016266666666666665), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.1, 10.10693888888889), (16102, 51.900000000000006, 6.1889666666666665), (32206, 58.15493333333334, 11.623733333333332), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
56,"[32.836932241250935, 36.84275487533942, 42.17615293898579, 0.0, 0.0, 0.0]","[3, 3, 3, 0, 0, 0]","[258.4739753298793, 566.7049898947557, 1492.2814312988123, 0, 0, 0]","[3770.526024670121, 7535.295010105245, 14618.718568701188, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1323, 2985, 6795, 0, 0, 0]","[301.28906666666666, 190.1416, 4893.3524, 0, 0, 0]","[0.032, 0.018266666666666667, 0.0, 0, 0, 0]","[0.028799999999999992, 0.002266666666666667, 0.0031999999999999997, 0, 0, 0]","[3993.7109333333333, 16989.8584, 29466.6476, 4295, 17180, 34360]","[371.968, 359.98173333333335, 376.54, 372.0, 360.0, 376.54]","[199.9712, 304.9977333333333, 266.7468, 200.0, 305.0, 266.75]","[(5, 0.0004166666666666667, 0.0025666666666666667), (6, 0.0, 0.002127777777777778), (6, 1.666666666666667e-05, 0.00024444444444444443), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.09958333333333, 10.107433333333333), (16099, 51.900000000000006, 6.1878722222222216), (32206, 58.199983333333336, 11.639755555555555), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
57,"[28.96500372300819, 34.10269069365589, 31.84780584693688, 0.0, 0.0, 0.0]","[2, 3, 3, 0, 0, 0]","[478.11857075076193, 2601.0049826273234, 4104.839502456152, 0, 0, 0]","[3550.881429249238, 5500.995017372677, 12006.160497543848, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1167, 2763, 5131, 0, 0, 0]","[136.31346666666667, 581.6094666666667, 4378.852133333334, 0, 0, 0]","[0.03013333333333333, 0.02026666666666667, 0.010400000000000001, 0, 0, 0]","[0.02053333333333333, 0.027466666666666664, 0.004000000000000001, 0, 0, 0]","[4158.6865333333335, 16598.390533333335, 29981.147866666666, 4295, 17180, 34360]","[371.9698666666667, 359.97973333333334, 376.5296, 372.0, 360.0, 376.54]","[199.97946666666667, 304.97253333333333, 266.746, 200.0, 305.0, 266.75]","[(2, 0.0, 0.0018666666666666666), (8, 0.06103333333333333, 0.014783333333333334), (7, 0.0032, 0.0024944444444444445), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4024, 67.1, 10.108133333333333), (16097, 51.83896666666667, 6.175216666666667), (32205, 58.1968, 11.637505555555554), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
58,"[29.03946388682055, 47.14885213527524, 31.84780584693688, 0.0, 0.0, 0.0]","[2, 4, 3, 0, 0, 0]","[602.3374312871506, 1329.4200188743587, 1884.0814406089871, 0, 0, 0]","[3426.6625687128494, 6772.579981125641, 14226.918559391013, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1170, 3820, 5131, 0, 0, 0]","[60.117599999999996, 760.5658666666666, 4160.747866666667, 0, 0, 0]","[0.009466666666666667, 0.0224, 0.009066666666666666, 0, 0, 0]","[0.0, 0.011599999999999997, 0.0031999999999999997, 0, 0, 0]","[4234.8824, 16419.434133333332, 30199.252133333335, 4295, 17180, 34360]","[371.99053333333336, 359.9776, 376.53093333333334, 372.0, 360.0, 376.54]","[200.0, 304.9884, 266.7468, 200.0, 305.0, 266.75]","[(2, 0.0, 0.001511111111111111), (10, 0.29986666666666667, 0.014088888888888889), (7, 0.0, 0.0011944444444444444), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4024, 67.1, 10.108488888888889), (16095, 51.60013333333334, 6.175911111111111), (32205, 58.2, 11.638805555555555), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
59,"[40.80416976917349, 23.40162922735127, 40.58717646328595, 0.0, 0.0, 0.0]","[3, 2, 3, 0, 0, 0]","[439.36745822889833, 786.6350890147144, 5566.761719981192, 0, 0, 0]","[3589.632541771102, 7315.364910985286, 10544.238280018808, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1644, 1896, 6539, 0, 0, 0]","[195.7332, 478.1497333333333, 707.4384, 0, 0, 0]","[0.009333333333333334, 0.0009333333333333333, 0.0196, 0, 0, 0]","[0.0009333333333333333, 0.010133333333333333, 0.0012000000000000001, 0, 0, 0]","[4099.2668, 16701.850266666668, 33652.5616, 4295, 17180, 34360]","[371.99066666666664, 359.9990666666667, 376.5204, 372.0, 360.0, 376.54]","[199.99906666666666, 304.98986666666667, 266.7488, 200.0, 305.0, 266.75]","[(5, 0.0, 0.0018444444444444443), (4, 0.043399999999999994, 0.009633333333333332), (5, 0.0, 0.0037555555555555554), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.1, 10.108155555555555), (16101, 51.85660000000001, 6.180366666666666), (32207, 58.2, 11.636244444444444), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
60,"[26.929759245470343, 44.33473216489755, 52.690708211780766, 0.0, 0.0, 0.0]","[2, 3, 4, 0, 0, 0]","[1082.3567910007187, 2528.772602011016, 3330.345624858147, 0, 0, 0]","[2946.6432089992813, 5573.227397988984, 12780.654375141854, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1085, 3592, 8489, 0, 0, 0]","[109.22479999999999, 300.0652, 872.1515999999999, 0, 0, 0]","[0.0018666666666666664, 0.0, 0.026, 0, 0, 0]","[0.002, 0.0, 0.003999999999999999, 0, 0, 0]","[4185.7752, 16879.9348, 33487.8484, 4295, 17180, 34360]","[371.9981333333333, 360.0, 376.514, 372.0, 360.0, 376.54]","[199.998, 305.0, 266.746, 200.0, 305.0, 266.75]","[(6, 0.0, 0.0007222222222222224), (6, 0.0, 0.008338888888888889), (7, 0.0, 0.0036388888888888886), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 67.1, 10.109277777777777), (16099, 51.900000000000006, 6.181661111111111), (32205, 58.2, 11.63636111111111), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
61,"[37.00670141474311, 31.2885707232782, 35.36714046303768, 0.0, 0.0, 0.0]","[3, 2, 3, 0, 0, 0]","[451.2893085268248, 2516.366836997242, 3003.758455350683, 0, 0, 0]","[3577.7106914731753, 5585.633163002758, 13107.241544649318, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1491, 2535, 5698, 0, 0, 0]","[145.92466666666667, 19.484, 1312.7268, 0, 0, 0]","[0.0018666666666666664, 0.0, 0.0010666666666666667, 0, 0, 0]","[0.002, 0.0, 0.006, 0, 0, 0]","[4149.075333333333, 17160.516, 33047.2732, 4295, 17180, 34360]","[371.9981333333333, 360.0, 376.5389333333334, 372.0, 360.0, 376.54]","[199.998, 305.0, 266.744, 200.0, 305.0, 266.75]","[(7, 0.0, 0.0007611111111111112), (4, 0.0, 0.000638888888888889), (6, 0.0, 0.0015666666666666667), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4019, 67.1, 10.109238888888889), (16101, 51.900000000000006, 6.18936111111111), (32206, 58.2, 11.638433333333332), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
62,"[39.041945892280964, 41.96494692668477, 22.15877350878282, 0.0, 0.0, 0.0]","[3, 3, 2, 0, 0, 0]","[544.3301019191064, 3102.776712158592, 0, 0, 0, 0]","[3484.6698980808937, 4999.223287841408, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1573, 3400, 3570, 0, 0, 0]","[15.901333333333334, 3334.381466666667, 182.01453333333333, 0, 0, 0]","[12.111066666666668, 1.5712000000000002, 0.0, 0, 0, 0]","[12.060133333333336, 0.018666666666666668, 0.0, 0, 0, 0]","[4279.098666666667, 13845.618533333332, 34177.985466666665, 4295, 17180, 34360]","[359.88893333333334, 358.4288, 376.54, 372.0, 360.0, 376.54]","[187.93986666666666, 304.98133333333334, 266.75, 200.0, 305.0, 266.75]","[(5, 0.0, 8.333333333333333e-05), (7, 0.0, 0.0008555555555555556), (5, 0.0, 1.6666666666666667e-05), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.1, 10.109916666666667), (16098, 51.900000000000006, 6.189144444444444), (32207, 58.2, 11.639983333333332), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
