interval,cpu,numcontainers,baseips,ipsavailable,ipscap,apparentips,ram,ramavailable,disk,diskavailable,numfailures
1,"[10.573343261355175, 0.0, 0.0, 0.0, 0.0, 0.0]","[1, 0, 0, 0, 0, 0]","[426.67913363334486, 0, 0, 0, 0, 0]","[3602.320866366655, 8102, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[426, 0, 0, 0, 0, 0]","[(6.116, 0.0038666666666666663, 0.002), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4288.884, 1859.9961333333333, 999.998), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(3, 0.0, 0.00018888888888888888), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4023, 67.1, 10.10981111111111), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
2,"[23.504591710101764, 0.0, 0.0, 0.0, 0.0, 0.0]","[2, 0, 0, 0, 0, 0]","[841.1225285787464, 0, 0, 0, 0, 0]","[3187.8774714212536, 8102, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[947, 0, 0, 0, 0, 0]","[(5.067399999999999, 0.004, 0.002), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4289.9326, 1859.996, 999.998), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(6, 0.0, 0.00016666666666666663), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 67.1, 10.109833333333333), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
3,"[38.66964507321916, 0.0, 0.0, 0.0, 0.0, 0.0]","[3, 0, 0, 0, 0, 0]","[1418.1245740959475, 0, 0, 0, 0, 0]","[2610.8754259040525, 8102, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1558, 0, 0, 0, 0, 0]","[(10.921466666666667, 0.004933333333333333, 0.003), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4284.078533333333, 1859.9950666666666, 999.997), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(9, 0.0, 0.0002722222222222222), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4017, 67.1, 10.109727777777778), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
4,"[53.487217671878874, 0.0, 0.0, 0.0, 0.0, 0.0]","[4, 0, 0, 0, 0, 0]","[620.0910760352388, 0, 0, 0, 0, 0]","[3408.908923964761, 8102, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[2155, 0, 0, 0, 0, 0]","[(11.445733333333333, 0.005399999999999999, 0.006933333333333333), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4283.554266666667, 1859.9946, 999.9930666666667), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(10, 0.0, 0.0003111111111111111), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4016, 67.1, 10.109688888888888), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
5,"[42.913874410523704, 35.44803752159961, 0.0, 0.0, 0.0, 0.0]","[3, 2, 0, 0, 0, 0]","[899.8773325064283, 2218.3111798670157, 0, 0, 0, 0]","[3129.1226674935715, 5883.688820132984, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1729, 2872, 0, 0, 0, 0]","[(55.748200000000004, 0.005666666666666667, 0.0010666666666666667), (1230.3286666666668, 6.666666666666668e-05, 0.0019333333333333333), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4239.2518, 1859.9943333333333, 999.9989333333333), (15949.671333333334, 1799.9999333333333, 1524.9980666666668), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(5, 0.0, 0.001261111111111111), (3, 0.0, 4.9999999999999996e-05), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.1, 10.108738888888888), (16102, 51.900000000000006, 6.18995), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
6,"[40.655249441548776, 48.98790422117996, 0.0, 0.0, 0.0, 0.0]","[3, 3, 0, 0, 0, 0]","[934.5610953647099, 1288.2134803649737, 0, 0, 0, 0]","[3094.43890463529, 6813.786519635027, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1638, 3969, 0, 0, 0, 0]","[(54.35086666666667, 0.004666666666666667, 6.666666666666668e-05), (920.6485333333334, 0.0002, 0.0018666666666666666), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4240.649133333333, 1859.9953333333333, 999.9999333333334), (16259.351466666667, 1799.9998, 1524.9981333333333), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(5, 0.0, 0.0010722222222222222), (4, 0.003833333333333334, 0.003044444444444444), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.1, 10.108927777777778), (16101, 51.89616666666667, 6.186955555555555), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
7,"[37.37900223380491, 32.55986176252777, 28.781577803984852, 0.0, 0.0, 0.0]","[3, 2, 2, 0, 0, 0]","[1323.497786362282, 878.7746921899874, 2461.855849536103, 0, 0, 0]","[2705.502213637718, 7223.225307810013, 13649.144150463897, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1506, 2638, 4637, 0, 0, 0]","[(48.845400000000005, 0.004666666666666666, 0.00020000000000000004), (915.7558, 0.0002, 0.002), (223.3462, 0.0048000000000000004, 0.0003333333333333334), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4246.1546, 1859.9953333333333, 999.9998), (16264.2442, 1799.9998, 1524.998), (34136.6538, 1882.6952, 1333.7496666666666), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(7, 0.0, 0.0011055555555555556), (4, 0.0, 0.0001388888888888889), (4, 0.05556666666666666, 0.02819444444444444), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4019, 67.1, 10.108894444444443), (16101, 51.900000000000006, 6.189861111111111), (32208, 58.14443333333334, 11.611805555555554), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
8,"[52.519235542318185, 14.539619846951371, 39.1906151076904, 0.0, 0.0, 0.0]","[4, 1, 3, 0, 0, 0]","[1298.9560671213412, 710.2431664739623, 2256.2330853167537, 0, 0, 0]","[2730.043932878659, 7391.756833526038, 13854.766914683247, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[2116, 1178, 6314, 0, 0, 0]","[(177.20839999999998, 0.004866666666666667, 6.666666666666668e-05), (1237.319, 0.0, 0.0009333333333333332), (232.08446666666669, 0.009399999999999999, 0.00013333333333333337), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4117.7916000000005, 1859.9951333333333, 999.9999333333334), (15942.681, 1800.0, 1524.9990666666667), (34127.91553333333, 1882.6906000000001, 1333.7498666666668), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(8, 0.0, 0.007461111111111112), (3, 0.0, 7.222222222222222e-05), (7, 0.01295, 0.00977222222222222), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4018, 67.1, 10.102538888888889), (16102, 51.900000000000006, 6.189927777777777), (32205, 58.187050000000006, 11.630227777777776), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
9,"[53.78505832712832, 32.55986176252777, 20.83048848612749, 0.0, 0.0, 0.0]","[4, 2, 2, 0, 0, 0]","[924.9928851668413, 1412.7511751445977, 2922.820257195269, 0, 0, 0]","[3104.0071148331585, 6689.248824855402, 13188.179742804732, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[2167, 2638, 3356, 0, 0, 0]","[(254.71546666666666, 0.004866666666666667, 6.666666666666668e-05), (1167.4141333333332, 0.0, 0.0019333333333333333), (100.6632, 0.009466666666666667, 0.0002666666666666667), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4040.2845333333335, 1859.9951333333333, 999.9999333333334), (16012.585866666666, 1800.0, 1524.9980666666668), (34259.3368, 1882.6905333333334, 1333.7497333333333), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(9, 0.0, 0.048433333333333335), (4, 0.0, 4.9999999999999996e-05), (4, 0.0, 0.003022222222222222), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4017, 67.1, 10.061566666666666), (16101, 51.900000000000006, 6.18995), (32208, 58.2, 11.636977777777776), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
10,"[55.15016133035493, 53.850901012095775, 52.20656694184098, 0.0, 0.0, 0.0]","[3, 3, 3, 0, 0, 0]","[807.9457065793038, 2979.7999873796143, 3045.4385168846375, 0, 0, 0]","[3221.054293420696, 5122.200012620386, 13065.561483115362, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[2222, 4363, 8411, 0, 0, 0]","[(216.7484666666667, 0.004866666666666667, 6.666666666666668e-05), (66.75880000000001, 0.004666666666666667, 0.0011333333333333334), (111.848, 0.013999999999999999, 0.00013333333333333334), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4078.251533333333, 1859.9951333333333, 999.9999333333334), (17113.2412, 1799.9953333333333, 1524.9988666666666), (34248.152, 1882.6860000000001, 1333.7498666666668), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(4, 0.0, 0.0202), (6, 0.0, 0.0015944444444444443), (6, 0.0, 0.0032388888888888892), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4022, 67.1, 10.089799999999999), (16099, 51.900000000000006, 6.188405555555555), (32206, 58.2, 11.63676111111111), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[1, 1, 1, 0, 0, 0]"
