interval,cpu,numcontainers,baseips,ipsavailable,ipscap,apparentips,ram,ramavailable,disk,diskavailable,numfailures
1,"[15.33879374534624, 0.0, 0.0, 0.0, 0.0, 0.0]","[1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[4029, 8102, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[618, 0, 0, 0, 0, 0]","[(11.8832, 0.0, 0.0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4283.1168, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(1, 0.0, 0.0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4025, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
2,"[10.747083643584016, 17.427795606023206, 0.0, 0.0, 0.0, 0.0]","[1, 1, 0, 0, 0, 0]","[433.1775814580644, 805.5600047224181, 0, 0, 0, 0]","[3595.822418541936, 7296.439995277582, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[433, 1412, 0, 0, 0, 0]","[(11.795866666666667, 0.0016666666666666668, 0.0016), (1230.3286666666668, 6.666666666666668e-05, 0.0009333333333333332), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4283.204133333334, 1859.9983333333332, 999.9984), (15949.671333333334, 1799.9999333333333, 1524.9990666666667), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(1, 0.0, 1.1111111111111112e-05), (2, 0.0, 4.9999999999999996e-05), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4025, 67.1, 10.10998888888889), (16103, 51.900000000000006, 6.18995), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
3,"[21.245966741126832, 17.427795606023206, 0.0, 0.0, 0.0, 0.0]","[2, 1, 0, 0, 0, 0]","[821.3134907763277, 0, 0, 0, 0, 0]","[3207.686509223672, 8102, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[856, 1412, 0, 0, 0, 0]","[(20.708266666666667, 0.0020666666666666663, 0.0020666666666666663), (872.4144, 0.0002, 0.0008), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4274.2917333333335, 1859.9979333333333, 999.9979333333333), (16307.5856, 1799.9998, 1524.9992), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(2, 0.0, 0.00011666666666666667), (2, 0.0, 6.666666666666667e-05), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4024, 67.1, 10.109883333333332), (16103, 51.900000000000006, 6.189933333333332), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
4,"[38.123603871928516, 0.0, 12.699397926882256, 0.0, 0.0, 0.0]","[3, 0, 1, 0, 0, 0]","[1067.1208829990376, 0, 2046.8749041745743, 0, 0, 0]","[2961.8791170009627, 8102, 14064.125095825426, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1536, 0, 2046, 0, 0, 0]","[(3555.720066666666, 0.0031999999999999997, 0.0026666666666666666), (0, 0, 0), (79.69153333333334, 6.666666666666668e-05, 6.666666666666668e-05), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(739.2799333333342, 1859.9968, 999.9973333333334), (17180, 1800.0, 1525.0), (34280.30846666667, 1882.6999333333333, 1333.7499333333333), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(5, 0.0, 0.00012222222222222221), (0, 0, 0), (1, 0.0, 0.001694444444444444), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.1, 10.109877777777777), (16105, 51.900000000000006, 6.1899999999999995), (32211, 58.2, 11.638305555555554), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
5,"[42.963514519731945, 18.77314243396692, 12.699397926882256, 0.0, 0.0, 0.0]","[3, 1, 1, 0, 0, 0]","[1650.5741091342877, 1352.2730717575298, 1791.9824020518593, 0, 0, 0]","[2378.425890865712, 6749.72692824247, 14319.017597948141, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1731, 1521, 2046, 0, 0, 0]","[(2503.6487333333334, 0.016466666666666664, 0.0172), (1300.2339333333334, 0.0006, 0.0012666666666666666), (50.331333333333326, 0.00013333333333333334, 6.666666666666668e-05), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(1791.3512666666666, 1859.9835333333333, 999.9828), (15879.766066666667, 1799.9994, 1524.9987333333333), (34309.668666666665, 1882.6998666666668, 1333.7499333333333), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(7, 0.0001, 0.012855555555555554), (3, 0.0, 0.0007111111111111111), (1, 0.0, 0.0011611111111111112), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4019, 67.09989999999999, 10.097144444444444), (16102, 51.900000000000006, 6.189288888888888), (32211, 58.2, 11.638838888888888), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
6,"[54.87714072970961, 18.77314243396692, 12.699397926882256, 0.0, 0.0, 0.0]","[4, 1, 1, 0, 0, 0]","[1051.668360974683, 1281.2541249196645, 1825.229444830043, 0, 0, 0]","[2977.3316390253167, 6820.745875080335, 14285.770555169956, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[2211, 1521, 2046, 0, 0, 0]","[(1805.0348000000001, 0.0256, 0.015066666666666667), (1474.996333333333, 0.0, 0.0008666666666666667), (40.5448, 0.0, 0.0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(2489.9651999999996, 1859.9744, 999.9849333333333), (15705.003666666667, 1800.0, 1524.9991333333332), (34319.4552, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(8, 0.0, 0.008394444444444444), (3, 0.0, 3.888888888888889e-05), (1, 0.0, 0.0011555555555555555), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4018, 67.1, 10.101605555555555), (16102, 51.900000000000006, 6.189961111111111), (32211, 58.2, 11.638844444444443), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
7,"[38.79374534623976, 44.655640582572204, 12.699397926882256, 0.0, 0.0, 0.0]","[3, 3, 1, 0, 0, 0]","[860.141180316582, 1948.5401271287326, 0, 0, 0, 0]","[3168.858819683418, 6153.459872871267, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1563, 3618, 2046, 0, 0, 0]","[(212.1606666666666, 0.020533333333333334, 0.0086), (1263.1839333333332, 6.666666666666668e-05, 0.002), (62.914199999999994, 0.0002, 0.00013333333333333334), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4082.8393333333333, 1859.9794666666667, 999.9914), (15916.816066666666, 1799.9999333333333, 1524.998), (34297.0858, 1882.6998, 1333.7498666666668), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(7, 0.00011666666666666667, 0.007455555555555556), (9, 0.0, 0.000488888888888889), (1, 0.0, 0.00125), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4019, 67.09988333333332, 10.102544444444444), (16096, 51.900000000000006, 6.189511111111111), (32211, 58.2, 11.638749999999998), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
8,"[34.69843633655994, 42.39693902740064, 10.5517969089442, 0.0, 0.0, 0.0]","[3, 3, 1, 0, 0, 0]","[463.43512885869814, 2879.099402695229, 1397.7390594094966, 0, 0, 0]","[3565.564871141302, 5222.9005973047715, 14713.260940590504, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1398, 3435, 1700, 0, 0, 0]","[(124.08046666666667, 0.005, 0.0027333333333333333), (18.960733333333337, 0.0, 0.001), (0.0, 0.0, 0.0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4170.919533333334, 1859.995, 999.9972666666666), (17161.039266666667, 1800.0, 1524.999), (34360.0, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(5, 0.0004166666666666667, 0.0019055555555555555), (8, 0.0, 0.00037777777777777777), (2, 0.0, 0.0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.09958333333333, 10.108094444444443), (16097, 51.900000000000006, 6.189622222222222), (32210, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
9,"[29.709605361131796, 68.41520612194519, 10.5517969089442, 0.0, 0.0, 0.0]","[2, 5, 1, 0, 0, 0]","[785.6547130747242, 2829.1452257291385, 0, 0, 0, 0]","[3243.345286925276, 5272.8547742708615, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1197, 5543, 1700, 0, 0, 0]","[(125.74086666666666, 0.0, 0.0), (29.62026666666667, 0.0, 0.001), (1.398, 0.0, 0.0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4169.259133333333, 1860.0, 1000.0), (17150.379733333335, 1800.0, 1524.999), (34358.602, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(4, 0.0, 0.0008222222222222222), (13, 0.0, 0.0005666666666666667), (2, 0.0, 5.555555555555555e-05), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4022, 67.1, 10.109177777777777), (16092, 51.900000000000006, 6.189433333333333), (32210, 58.2, 11.639944444444444), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
10,"[58.873169520972944, 57.12169834608739, 33.46161008006952, 0.0, 0.0, 0.0]","[3, 3, 2, 0, 0, 0]","[1010.0036319473571, 2644.5093255113743, 3701.32105447429, 0, 0, 0]","[3018.996368052643, 5457.490674488626, 12409.67894552571, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[2372, 4628, 5391, 0, 0, 0]","[(120.58453333333333, 0.00046666666666666666, 0.0027333333333333333), (22.324466666666673, 0.0, 0.0), (1127.5679333333335, 0.0, 0.0008666666666666667), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4174.415466666666, 1859.9995333333334, 999.9972666666666), (17157.675533333335, 1800.0, 1525.0), (33232.43206666667, 1882.7, 1333.7491333333332), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(5, 0.0004166666666666667, 0.0007999999999999999), (7, 0.0, 5.555555555555557e-06), (5, 0.0, 0.00046666666666666666), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.09958333333333, 10.1092), (16098, 51.900000000000006, 6.189994444444444), (32207, 58.2, 11.639533333333333), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[1, 1, 1, 0, 0, 0]"
