interval,cpu,numcontainers,baseips,ipsavailable,ipscap,apparentips,ram,ramavailable,disk,diskavailable,numfailures
1,"[14.296351451973194, 0.0, 0.0, 0.0, 0.0, 0.0]","[1, 0, 0, 0, 0, 0]","[264.8407372849268, 0, 0, 0, 0, 0]","[3764.159262715073, 8102, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[576, 0, 0, 0, 0, 0]","[(8.2132, 0.0, 0.0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4286.7868, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(2, 0.0, 0.00019999999999999998), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4024, 67.1, 10.1098), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
2,"[29.957805907172997, 0.0, 0.0, 0.0, 0.0, 0.0]","[2, 0, 0, 0, 0, 0]","[842.7605429610262, 0, 0, 0, 0, 0]","[3186.239457038974, 8102, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1207, 0, 0, 0, 0, 0]","[(23.591866666666665, 6.666666666666668e-05, 6.666666666666668e-05), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4271.408133333333, 1859.9999333333333, 999.9999333333334), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(3, 0.0, 0.00018333333333333334), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4023, 67.1, 10.109816666666665), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
3,"[46.785802928766444, 0.0, 0.0, 0.0, 0.0, 0.0]","[3, 0, 0, 0, 0, 0]","[389.072940082895, 0, 0, 0, 0, 0]","[3639.927059917105, 8102, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1885, 0, 0, 0, 0, 0]","[(87.90386666666666, 0.00013333333333333334, 0.001), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4207.0961333333335, 1859.9998666666668, 999.999), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(4, 0.0, 0.0006055555555555556), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4022, 67.1, 10.109394444444444), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
4,"[32.166790766939684, 24.734633423845963, 0.0, 0.0, 0.0, 0.0]","[2, 2, 0, 0, 0, 0]","[1090.9196454533612, 1452.488837179691, 0, 0, 0, 0]","[2938.080354546639, 6649.5111628203085, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1296, 2004, 0, 0, 0, 0]","[(84.58413333333333, 6.666666666666668e-05, 0.001), (97.867, 0.009333333333333334, 0.0002666666666666667), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4210.415866666666, 1859.9999333333333, 999.999), (17082.133, 1799.9906666666666, 1524.9997333333333), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(2, 0.0, 0.0005666666666666666), (5, 0.0, 0.002183333333333333), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4024, 67.1, 10.109433333333333), (16100, 51.900000000000006, 6.1878166666666665), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
5,"[47.828245222139486, 24.734633423845963, 0.0, 0.0, 0.0, 0.0]","[3, 2, 0, 0, 0, 0]","[992.1431771204261, 865.6290825883275, 0, 0, 0, 0]","[3036.856822879574, 7236.370917411672, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1927, 2004, 0, 0, 0, 0]","[(120.93453333333332, 0.0004666666666666667, 0.0015333333333333332), (39.146800000000006, 0.009266666666666666, 6.666666666666668e-05), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4174.065466666667, 1859.9995333333334, 999.9984666666667), (17140.8532, 1799.9907333333333, 1524.9999333333333), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(3, 0.0, 0.0007166666666666666), (5, 0.0, 0.002066666666666667), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4023, 67.1, 10.109283333333332), (16100, 51.900000000000006, 6.187933333333333), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
6,"[47.00918342020353, 25.47519131078746, 13.878716404940725, 0.0, 0.0, 0.0]","[3, 2, 1, 0, 0, 0]","[828.1663114446707, 878.7746921899874, 1075.2614052479814, 0, 0, 0]","[3200.8336885553294, 7223.225307810013, 15035.738594752018, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1894, 2064, 2236, 0, 0, 0]","[(301.28906666666677, 0.5536, 0.16226666666666667), (935.3292, 0.004866666666666667, 0.0010666666666666667), (36.3506, 0.004666666666666667, 6.666666666666668e-05), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(3993.7109333333333, 1859.4464, 999.8377333333333), (16244.6708, 1799.9951333333333, 1524.9989333333333), (34323.6494, 1882.6953333333333, 1333.7499333333333), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(3, 0.0, 0.003850000000000001), (5, 0.0, 0.0011777777777777778), (3, 0.0, 0.0011166666666666666), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4023, 67.1, 10.10615), (16100, 51.900000000000006, 6.188822222222222), (32209, 58.2, 11.638883333333332), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
7,"[44.82501861504095, 29.73339916070106, 27.701570355657623, 0.0, 0.0, 0.0]","[3, 2, 2, 0, 0, 0]","[262.61535995470337, 1874.8645815718596, 2540.1012346303705, 0, 0, 0]","[3766.3846400452967, 6227.135418428141, 13570.89876536963, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1806, 2409, 4463, 0, 0, 0]","[(466.26533333333333, 0.01946666666666666, 0.026800000000000004), (1269.475, 0.0044666666666666665, 0.0009999999999999998), (47.535399999999996, 0.009133333333333334, 0.00013333333333333334), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(3828.7346666666667, 1859.9805333333334, 999.9732), (15910.525, 1799.9955333333332, 1524.999), (34312.4646, 1882.6908666666668, 1333.7498666666668), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(5, 0.0, 0.0034722222222222225), (5, 0.0, 0.0009333333333333334), (5, 0.0, 0.0021111111111111113), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.1, 10.106527777777778), (16100, 51.900000000000006, 6.189066666666666), (32207, 58.2, 11.637888888888888), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
8,"[29.908165797964752, 50.25919526042952, 27.701570355657623, 0.0, 0.0, 0.0]","[2, 4, 2, 0, 0, 0]","[1044.8673357096563, 2787.3411952563897, 0, 0, 0, 0]","[2984.1326642903437, 5314.658804743611, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1205, 4072, 4463, 0, 0, 0]","[(49.32606666666666, 0.0009999999999999998, 0.00013333333333333337), (1442.0526, 0.025133333333333334, 0.0214), (50.3316, 0.009066666666666667, 6.666666666666668e-05), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4245.6739333333335, 1859.999, 999.9998666666667), (15737.947400000001, 1799.9748666666667, 1524.9786), (34309.6684, 1882.6909333333333, 1333.7499333333333), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(4, 0.0, 0.0007000000000000001), (11, 0.0, 0.0022722222222222224), (5, 0.0, 0.0020499999999999997), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4022, 67.1, 10.1093), (16094, 51.900000000000006, 6.187727777777777), (32207, 58.2, 11.637949999999998), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
9,"[41.27575080665177, 35.719575413478154, 11.023524300167589, 0.0, 0.0, 0.0]","[3, 3, 1, 0, 0, 0]","[1119.3809953791106, 756.6049761212511, 1774.594981083238, 0, 0, 0]","[2909.6190046208894, 7345.395023878749, 14336.405018916761, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1663, 2894, 1776, 0, 0, 0]","[(109.53200000000001, 0.005866666666666667, 0.0002666666666666667), (214.17026666666666, 0.02333333333333333, 0.018533333333333332), (50.3316, 0.004666666666666667, 6.666666666666668e-05), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4185.468, 1859.9941333333334, 999.9997333333333), (16965.829733333332, 1799.9766666666667, 1524.9814666666666), (34309.6684, 1882.6953333333333, 1333.7499333333333), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(7, 0.0, 0.0018055555555555555), (8, 0.0, 0.0020444444444444442), (3, 0.0, 0.0011111111111111111), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4019, 67.1, 10.108194444444443), (16097, 51.900000000000006, 6.187955555555555), (32209, 58.2, 11.638888888888888), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
10,"[56.8379250434351, 38.731177487040235, 51.96449630687108, 0.0, 0.0, 0.0]","[3, 2, 3, 0, 0, 0]","[1530.6733872121322, 1055.12586051913, 4303.716798671057, 0, 0, 0]","[2498.326612787868, 7046.87413948087, 11807.283201328943, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[2290, 3138, 8372, 0, 0, 0]","[(60.72926666666667, 0.005666666666666667, 0.0), (1433.053133333333, 6.666666666666668e-05, 0.0008), (139.81, 0.013933333333333332, 0.0002666666666666667), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4234.270733333334, 1859.9943333333333, 1000.0), (15746.946866666667, 1799.9999333333333, 1524.9992), (34220.19, 1882.6860666666666, 1333.7497333333333), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(7, 0.0, 0.0016666666666666666), (4, 0.0, 0.0012722222222222223), (7, 0.0, 0.003655555555555556), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4019, 67.1, 10.108333333333333), (16101, 51.900000000000006, 6.188727777777777), (32205, 58.2, 11.636344444444443), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[1, 1, 1, 0, 0, 0]"
