interval,cpu,numcontainers,baseips,ipsavailable,ipscap,apparentips,ram,ramavailable,disk,diskavailable,numfailures
1,"[10.573343261355175, 0.0, 0.0, 0.0, 0.0, 0.0]","[1, 0, 0, 0, 0, 0]","[426.67913363334486, 0, 0, 0, 0, 0]","[3602.320866366655, 8102, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[426, 0, 0, 0, 0, 0]","[(6.116, 0.0038666666666666663, 0.002), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4288.884, 1859.9961333333333, 999.998), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(3, 0.0, 0.00018888888888888888), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4023, 67.1, 10.10981111111111), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
2,"[23.35567138247704, 0.0, 0.0, 0.0, 0.0, 0.0]","[2, 0, 0, 0, 0, 0]","[347.95014350013605, 0, 0, 0, 0, 0]","[3681.049856499864, 8102, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[941, 0, 0, 0, 0, 0]","[(25.339333333333332, 0.004, 0.002), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4269.660666666667, 1859.996, 999.998), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(4, 0.0, 0.00021111111111111108), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4022, 67.1, 10.109788888888888), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
3,"[22.83445023579052, 13.934830905949147, 0.0, 0.0, 0.0, 0.0]","[2, 1, 0, 0, 0, 0]","[665.0708503256103, 673.0779275711528, 0, 0, 0, 0]","[3363.92914967439, 7428.922072428847, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[920, 1129, 0, 0, 0, 0]","[(22.71813333333333, 0.0, 0.0), (1520.434666666667, 0.0004, 0.0008666666666666667), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4272.281866666666, 1860.0, 1000.0), (15659.565333333332, 1799.9996, 1524.9991333333332), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(2, 0.0, 3.3333333333333335e-05), (2, 0.0, 0.00010555555555555555), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4024, 67.1, 10.109966666666667), (16103, 51.900000000000006, 6.189894444444444), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
4,"[34.202035244477536, 13.934830905949147, 0.0, 0.0, 0.0, 0.0]","[3, 1, 0, 0, 0, 0]","[794.1341507899708, 0, 0, 0, 0, 0]","[3234.8658492100294, 8102, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1378, 1129, 0, 0, 0, 0]","[(76.54546666666667, 0.004733333333333333, 0.0002), (1184.8901333333333, 0.00013333333333333334, 0.0006666666666666666), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4218.4545333333335, 1859.9952666666666, 999.9998), (15995.109866666666, 1799.9998666666668, 1524.9993333333334), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(5, 0.0, 0.001172222222222222), (2, 0.0, 7.222222222222222e-05), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.1, 10.108827777777778), (16103, 51.900000000000006, 6.189927777777777), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
5,"[38.42144452717796, 13.996544063194271, 12.699397926882256, 0.0, 0.0, 0.0]","[3, 1, 1, 0, 0, 0]","[712.231298266749, 1134.0075608188852, 2046.8749041745743, 0, 0, 0]","[3316.768701733251, 6967.992439181115, 14064.125095825426, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1548, 1134, 2046, 0, 0, 0]","[(34.42700000000001, 0.0046, 0.0), (58.7202, 0.004666666666666667, 0.00013333333333333334), (79.69153333333334, 6.666666666666668e-05, 6.666666666666668e-05), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4260.573, 1859.9954, 1000.0), (17121.2798, 1799.9953333333333, 1524.9998666666668), (34280.30846666667, 1882.6999333333333, 1333.7499333333333), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(6, 0.0, 0.0012555555555555558), (2, 0.0, 0.0011666666666666668), (1, 0.0, 0.001694444444444444), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 67.1, 10.108744444444444), (16103, 51.900000000000006, 6.188833333333333), (32211, 58.2, 11.638305555555554), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
6,"[41.20129064283942, 29.44951863737349, 12.699397926882256, 0.0, 0.0, 0.0]","[3, 2, 1, 0, 0, 0]","[901.1123642865575, 1231.5383929416644, 0, 0, 0, 0]","[3127.8876357134423, 6870.461607058336, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1660, 2386, 2046, 0, 0, 0]","[(373.1173333333334, 0.004533333333333333, 6.666666666666668e-05), (128.6252, 0.0068000000000000005, 0.0048), (50.331333333333326, 0.00013333333333333334, 6.666666666666668e-05), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(3921.8826666666664, 1859.9954666666667, 999.9999333333334), (17051.3748, 1799.9932, 1524.9952), (34309.668666666665, 1882.6998666666668, 1333.7499333333333), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(8, 0.12083333333333332, 0.002633333333333333), (5, 0.0, 0.0021888888888888887), (1, 0.0, 0.0011611111111111112), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4018, 66.97916666666666, 10.107366666666666), (16100, 51.900000000000006, 6.1878111111111105), (32211, 58.2, 11.638838888888888), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
7,"[47.13328369322413, 41.199703776845226, 0.0, 0.0, 0.0, 0.0]","[3, 3, 0, 0, 0, 0]","[588.3749139370615, 867.4432049365371, 0, 0, 0, 0]","[3440.6250860629384, 7234.556795063463, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1899, 3338, 0, 0, 0, 0]","[(544.3843999999999, 0.00013333333333333334, 0.002266666666666667), (1182.7927333333332, 0.006533333333333333, 0.0054), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(3750.6156, 1859.9998666666668, 999.9977333333334), (15997.207266666666, 1799.9934666666666, 1524.9946), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(7, 0.03961666666666667, 0.002522222222222222), (7, 0.0, 0.001422222222222222), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4019, 67.06038333333333, 10.107477777777778), (16098, 51.900000000000006, 6.188577777777777), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
8,"[32.01787043931497, 37.978276968649716, 33.4305753832785, 0.0, 0.0, 0.0]","[2, 3, 2, 0, 0, 0]","[1211.2279762762437, 2188.7698235054104, 4866.4579570425885, 0, 0, 0]","[2817.7720237237563, 5913.23017649459, 11244.542042957411, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1290, 3077, 5386, 0, 0, 0]","[(113.94460000000001, 0.0002, 0.0022), (1080.7312666666667, 0.009733333333333333, 0.012333333333333333), (164.9758, 0.007866666666666666, 0.0013333333333333333), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4181.0554, 1859.9998, 999.9978), (16099.268733333334, 1799.9902666666667, 1524.9876666666667), (34195.0242, 1882.6921333333335, 1333.7486666666666), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(5, 0.008016666666666667, 0.002238888888888889), (6, 1.666666666666667e-05, 0.0005277777777777777), (4, 0.0, 0.0017333333333333333), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.09198333333333, 10.107761111111111), (16099, 51.89998333333334, 6.189472222222221), (32208, 58.2, 11.638266666666665), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
9,"[44.57681806899975, 37.978276968649716, 33.4305753832785, 0.0, 0.0, 0.0]","[3, 3, 2, 0, 0, 0]","[626.0959690149198, 2110.808715426762, 4006.5971308652456, 0, 0, 0]","[3402.90403098508, 5991.191284573239, 12104.402869134754, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1796, 3077, 5386, 0, 0, 0]","[(161.78560000000002, 0.0024666666666666665, 0.0048000000000000004), (1112.1886666666667, 0.008866666666666667, 0.011866666666666664), (192.9378, 0.008, 0.0014666666666666665), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4133.2144, 1859.9975333333334, 999.9952), (16067.811333333333, 1799.9911333333334, 1524.9881333333333), (34167.0622, 1882.692, 1333.7485333333334), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(6, 0.0, 0.0015944444444444446), (6, 1.666666666666667e-05, 0.00038888888888888887), (4, 0.0, 0.001611111111111111), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 67.1, 10.108405555555555), (16099, 51.89998333333334, 6.189611111111111), (32208, 58.2, 11.638388888888887), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
10,"[58.67460908413998, 50.97506788447297, 61.95766867357706, 0.0, 0.0, 0.0]","[3, 3, 3, 0, 0, 0]","[604.1926300925959, 1116.065298514448, 906.3109000214981, 0, 0, 0]","[3424.807369907404, 6985.934701485552, 15204.689099978503, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[2364, 4130, 9982, 0, 0, 0]","[(71.6952, 0.0031999999999999997, 0.0029333333333333334), (120.2366, 0.008866666666666667, 0.011800000000000001), (262.8428, 0.0126, 0.004866666666666667), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4223.3048, 1859.9968, 999.9970666666667), (17059.7634, 1799.9911333333334, 1524.9882), (34097.1572, 1882.6874, 1333.7451333333333), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(5, 0.0, 0.00045), (7, 0.0, 0.00019444444444444446), (5, 0.0, 0.004211111111111112), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.1, 10.109549999999999), (16098, 51.900000000000006, 6.189805555555555), (32207, 58.2, 11.635788888888888), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[1, 1, 1, 0, 0, 0]"
