interval,cpu,numcontainers,baseips,ipsavailable,ipscap,apparentips,ram,ramavailable,disk,diskavailable,numfailures
1,"[10.945644080416978, 0.0, 0.0, 0.0, 0.0, 0.0]","[1, 0, 0, 0, 0, 0]","[354.7662454720879, 0, 0, 0, 0, 0]","[3674.233754527912, 8102, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[441, 0, 0, 0, 0, 0]","[(306.18366666666674, 0.5942000000000001, 0.19193333333333332), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(3988.816333333333, 1859.4058, 999.8080666666667), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(3, 0.011550000000000001, 0.43049444444444446), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4023, 67.08845, 9.679505555555554), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
2,"[27.17795979151154, 0.0, 0.0, 0.0, 0.0, 0.0]","[2, 0, 0, 0, 0, 0]","[837.7983039582637, 0, 0, 0, 0, 0]","[3191.2016960417363, 8102, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1095, 0, 0, 0, 0, 0]","[(293.6008, 0.42160000000000003, 0.13533333333333333), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4001.3992, 1859.5784, 999.8646666666667), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(4, 0.0421, 0.2421388888888889), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4022, 67.05789999999999, 9.867861111111111), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
3,"[44.47753785058327, 0.0, 0.0, 0.0, 0.0, 0.0]","[3, 0, 0, 0, 0, 0]","[1158.4169794017184, 0, 0, 0, 0, 0]","[2870.5830205982816, 8102, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1792, 0, 0, 0, 0, 0]","[(500.51919999999996, 0.49213333333333326, 0.16173333333333334), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(3794.4808000000003, 1859.5078666666666, 999.8382666666666), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(6, 8.333333333333333e-05, 0.2875555555555555), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 67.09991666666666, 9.822444444444445), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
4,"[43.931496649292626, 11.91063934830906, 0.0, 0.0, 0.0, 0.0]","[3, 1, 0, 0, 0, 0]","[1025.2052655563698, 965.1748065231225, 0, 0, 0, 0]","[3003.79473444363, 7136.825193476878, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1770, 965, 0, 0, 0, 0]","[(94.72019999999999, 0.0, 0.0020666666666666667), (22.019599999999997, 0.007, 0.0020666666666666667), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4200.2798, 1860.0, 999.9979333333333), (17157.9804, 1799.993, 1524.9979333333333), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(6, 0.008016666666666667, 0.0015444444444444444), (1, 0.0, 0.00039999999999999996), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 67.09198333333333, 10.108455555555555), (16104, 51.900000000000006, 6.1895999999999995), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
5,"[37.676842889054356, 23.488027647494448, 0.0, 0.0, 0.0, 0.0]","[3, 2, 0, 0, 0, 0]","[677.920137554079, 699.8515467508195, 0, 0, 0, 0]","[3351.079862445921, 7402.14845324918, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1518, 1903, 0, 0, 0, 0]","[(157.9406, 0.011066666666666667, 0.01433333333333333), (38.40326666666667, 0.008533333333333334, 0.003666666666666667), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4137.0594, 1859.9889333333333, 999.9856666666667), (17141.596733333332, 1799.9914666666666, 1524.9963333333333), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(6, 0.0, 0.0019388888888888889), (4, 0.0, 0.0005277777777777778), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 67.1, 10.10806111111111), (16101, 51.900000000000006, 6.189472222222221), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
6,"[30.50384710846364, 21.47617872130338, 16.324250512072496, 0.0, 0.0, 0.0]","[3, 2, 1, 0, 0, 0]","[248.71930150793688, 1368.7285933900098, 1809.1393031047937, 0, 0, 0]","[3780.280698492063, 6733.271406609991, 14301.860696895206, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1229, 1740, 2630, 0, 0, 0]","[(101.57973333333332, 0.015, 0.010266666666666665), (254.06046666666674, 0.0017333333333333335, 0.0018666666666666666), (1073.7413333333332, 0.0, 0.0008666666666666667), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4193.420266666667, 1859.985, 999.9897333333333), (16925.939533333334, 1799.9982666666667, 1524.9981333333333), (33286.25866666667, 1882.7, 1333.7491333333332), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(7, 0.0, 0.0018499999999999999), (6, 0.0, 0.0015055555555555556), (1, 0.0, 5.555555555555555e-05), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4019, 67.1, 10.10815), (16099, 51.900000000000006, 6.188494444444444), (32211, 58.2, 11.639944444444444), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
7,"[29.089103996028793, 44.71735373981733, 16.324250512072496, 0.0, 0.0, 0.0]","[2, 4, 1, 0, 0, 0]","[765.7948665635448, 2587.637409444094, 1749.2896693505322, 0, 0, 0]","[3263.205133436455, 5514.362590555906, 14361.710330649468, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1172, 3623, 2630, 0, 0, 0]","[(53.12780000000001, 0.0094, 6.666666666666668e-05), (479.1102, 1.0042666666666666, 0.0092), (1152.0349333333334, 0.0002, 0.0008666666666666667), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4241.8722, 1859.9906, 999.9999333333334), (16700.8898, 1798.9957333333334, 1524.9908), (33207.965066666664, 1882.6998, 1333.7491333333332), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(4, 0.0, 0.0021444444444444445), (11, 0.0, 0.0029388888888888885), (1, 0.04506666666666667, 0.01591111111111111), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4022, 67.1, 10.107855555555554), (16094, 51.900000000000006, 6.1870611111111105), (32211, 58.15493333333334, 11.624088888888888), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
8,"[45.91710101762224, 33.13996544063194, 35.9257650052759, 0.0, 0.0, 0.0]","[3, 3, 2, 0, 0, 0]","[389.072940082895, 1251.432126524132, 5685.247645531112, 0, 0, 0]","[3639.927059917105, 6850.567873475868, 10425.752354468888, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1850, 2685, 5788, 0, 0, 0]","[(106.25519999999999, 0.009399999999999999, 0.0010666666666666667), (584.4055999999999, 0.7777333333333334, 0.0056), (1227.5326666666667, 0.004533333333333333, 0.0007333333333333333), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4188.7448, 1859.9906, 999.9989333333333), (16595.5944, 1799.2222666666667, 1524.9944), (33132.467333333334, 1882.6954666666668, 1333.7492666666667), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(5, 0.0, 0.0031000000000000003), (8, 0.0, 0.002872222222222222), (3, 1.666666666666667e-05, 0.0011444444444444442), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.1, 10.1069), (16097, 51.900000000000006, 6.187127777777778), (32209, 58.199983333333336, 11.638855555555555), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
9,"[29.982625961777114, 50.11108368304122, 48.618955992799954, 0.0, 0.0, 0.0]","[2, 4, 3, 0, 0, 0]","[854.2437572543877, 3030.4252027357916, 1283.1686751166799, 0, 0, 0]","[3174.7562427456123, 5071.574797264208, 14827.83132488332, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1208, 4060, 7833, 0, 0, 0]","[(89.47773333333332, 0.00020000000000000004, 0.0011333333333333334), (351.7084666666667, 0.6778666666666667, 0.006199999999999999), (970.2816, 0.004733333333333333, 0.0015999999999999999), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4205.522266666667, 1859.9998, 999.9988666666667), (16828.291533333333, 1799.3221333333333, 1524.9938), (33389.7184, 1882.6952666666666, 1333.7484), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(4, 0.0, 0.0006111111111111111), (9, 0.0, 0.0034555555555555563), (4, 0.04615, 0.01733888888888889), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4022, 67.1, 10.109388888888889), (16096, 51.900000000000006, 6.1865444444444435), (32208, 58.153850000000006, 11.62266111111111), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
10,"[61.032514271531404, 51.07380893606517, 34.36161628700888, 0.0, 0.0, 0.0]","[3, 3, 2, 0, 0, 0]","[446.2848497873626, 1319.7662014688208, 2943.4579855417005, 0, 0, 0]","[3582.7151502126376, 6782.233798531179, 13167.5420144583, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[2459, 4138, 5536, 0, 0, 0]","[(137.75573333333332, 0.003466666666666667, 0.0018666666666666664), (106.56033333333332, 0.009000000000000001, 0.001066666666666667), (357.9136, 0.016466666666666664, 0.010866666666666667), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4157.244266666667, 1859.9965333333334, 999.9981333333334), (17073.439666666665, 1799.991, 1524.9989333333333), (34002.0864, 1882.6835333333333, 1333.7391333333333), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(7, 1.666666666666667e-05, 0.000811111111111111), (6, 0.0, 0.002872222222222222), (4, 0.0, 0.015916666666666666), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4019, 67.09998333333333, 10.109188888888887), (16099, 51.900000000000006, 6.187127777777778), (32208, 58.2, 11.624083333333331), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[1, 1, 1, 0, 0, 0]"
