interval,cpu,numcontainers,baseips,ipsavailable,ipscap,apparentips,ram,ramavailable,disk,diskavailable,numfailures
1,"[12.161826756018863, 0.0, 0.0, 0.0, 0.0, 0.0]","[1, 0, 0, 0, 0, 0]","[431.20079432063125, 0, 0, 0, 0, 0]","[3597.7992056793687, 8102, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[490, 0, 0, 0, 0, 0]","[(10.966066666666668, 0.0, 0.0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4284.033933333333, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(1, 0.0, 2.7777777777777776e-05), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4025, 67.1, 10.109972222222222), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
2,"[28.91536361379995, 0.0, 0.0, 0.0, 0.0, 0.0]","[2, 0, 0, 0, 0, 0]","[937.1407980990333, 0, 0, 0, 0, 0]","[3091.8592019009666, 8102, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1165, 0, 0, 0, 0, 0]","[(59.33106666666666, 0.003, 0.0003333333333333333), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4235.668933333333, 1859.997, 999.9996666666667), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(4, 1.666666666666667e-05, 0.00023888888888888888), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4022, 67.09998333333333, 10.10976111111111), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
3,"[45.96674112683048, 0.0, 0.0, 0.0, 0.0, 0.0]","[3, 0, 0, 0, 0, 0]","[1278.4981721692025, 0, 0, 0, 0, 0]","[2750.5018278307975, 8102, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1852, 0, 0, 0, 0, 0]","[(75.40859999999999, 0.0, 0.0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4219.5914, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(5, 0.0, 0.00011666666666666667), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.1, 10.109883333333332), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
4,"[44.20451724993795, 16.82300666502098, 0.0, 0.0, 0.0, 0.0]","[3, 1, 0, 0, 0, 0]","[1605.8207006929374, 1225.132191172346, 0, 0, 0, 0]","[2423.1792993070626, 6876.867808827654, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1781, 1363, 0, 0, 0, 0]","[(96.511, 0.0, 0.0002666666666666667), (545.259, 0.6861333333333334, 1.4692), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4198.489, 1860.0, 999.9997333333333), (16634.741, 1799.3138666666666, 1523.5308), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(7, 0.05158333333333333, 0.018322222222222222), (1, 0.07585, 0.04698333333333333), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4019, 67.04841666666665, 10.091677777777777), (16104, 51.82415, 6.143016666666666), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
5,"[54.604120129064285, 16.82300666502098, 0.0, 0.0, 0.0, 0.0]","[4, 1, 0, 0, 0, 0]","[827.5575406861683, 1277.9500456799758, 0, 0, 0, 0]","[3201.442459313832, 6824.049954320024, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[2200, 1363, 0, 0, 0, 0]","[(102.80193333333332, 0.0, 0.0), (738.1968, 0.7232666666666667, 1.2136), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4192.198066666667, 1860.0, 1000.0), (16441.8032, 1799.2767333333334, 1523.7864), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(10, 0.0, 8.888888888888889e-05), (1, 0.0017166666666666665, 0.0023777777777777777), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4016, 67.1, 10.10991111111111), (16104, 51.89828333333334, 6.187622222222222), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
6,"[32.34053114916853, 47.14885213527524, 0.0, 0.0, 0.0, 0.0]","[3, 3, 0, 0, 0, 0]","[858.2688685916373, 2807.583841452002, 0, 0, 0, 0]","[3170.7311314083627, 5294.416158547998, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1303, 3820, 0, 0, 0, 0]","[(12.668666666666669, 0.00013333333333333334, 0.00013333333333333334), (1691.5264, 0.7107333333333332, 1.3427333333333331), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4282.3313333333335, 1859.9998666666668, 999.9998666666667), (15488.4736, 1799.2892666666667, 1523.6572666666666), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(9, 0.0, 1.1111111111111113e-05), (7, 0.00225, 0.07493333333333334), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4017, 67.1, 10.10998888888889), (16098, 51.89775000000001, 6.115066666666666), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
7,"[34.97145693720526, 59.232288323870655, 0.0, 0.0, 0.0, 0.0]","[3, 4, 0, 0, 0, 0]","[957.2075599195653, 1638.191243561338, 0, 0, 0, 0]","[3071.792440080435, 6463.808756438662, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1409, 4799, 0, 0, 0, 0]","[(483.2608, 4.806, 0.02386666666666667), (2569.8833999999997, 1.5038, 1.415466666666667), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(3811.7392, 1855.194, 999.9761333333333), (14610.116600000001, 1798.4962, 1523.5845333333334), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(7, 0.0, 0.0050999999999999995), (9, 1.0436000000000003, 0.5213055555555556), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4019, 67.1, 10.104899999999999), (16096, 50.85640000000001, 5.668694444444444), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
8,"[40.28294862248697, 33.59664280424586, 36.9188753025883, 0.0, 0.0, 0.0]","[3, 3, 2, 0, 0, 0]","[1119.5587216039423, 2288.002821071738, 4674.17319604807, 0, 0, 0]","[2909.441278396058, 5813.997178928263, 11436.82680395193, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1623, 2722, 5948, 0, 0, 0]","[(1297.6985333333334, 1.9235333333333333, 0.025866666666666666), (49.368533333333325, 0.0005333333333333334, 0.0004), (3486.8642000000004, 0.621, 0.042866666666666664), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(2997.301466666667, 1858.0764666666666, 999.9741333333334), (17130.631466666666, 1799.9994666666666, 1524.9996), (30873.1358, 1882.079, 1333.7071333333333), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(7, 0.0, 0.005077777777777777), (6, 0.0, 0.001138888888888889), (5, 3.203133333333333, 0.7014888888888888), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4019, 67.1, 10.104922222222221), (16099, 51.900000000000006, 6.188861111111111), (32207, 54.99686666666667, 10.93851111111111), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
9,"[38.86820551005212, 50.691187361145396, 36.9188753025883, 0.0, 0.0, 0.0]","[3, 4, 2, 0, 0, 0]","[633.2728759387691, 2876.1777070692815, 2150.9655739893356, 0, 0, 0]","[3395.727124061231, 5225.8222929307185, 13960.034426010665, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1566, 4107, 5948, 0, 0, 0]","[(1442.8396, 3.8394666666666666, 0.047266666666666665), (81.34993333333334, 0.0015999999999999999, 0.0011333333333333334), (3270.1587333333337, 0.6242666666666666, 0.047200000000000006), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(2852.1603999999998, 1856.1605333333334, 999.9527333333333), (17098.650066666665, 1799.9984, 1524.9988666666666), (31089.841266666666, 1882.0757333333333, 1333.7028), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(7, 0.00031666666666666665, 0.006127777777777777), (8, 0.0, 0.0017388888888888888), (5, 2.814516666666667, 0.6675333333333332), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4019, 67.09968333333333, 10.103872222222222), (16097, 51.900000000000006, 6.18826111111111), (32207, 55.38548333333333, 10.972466666666666), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
10,"[45.12285927029039, 85.12712910392496, 43.44857550741729, 0.0, 0.0, 0.0]","[2, 5, 2, 0, 0, 0]","[431.20079432063125, 2457.499274304856, 1220.4212174365869, 0, 0, 0]","[3597.7992056793687, 5644.500725695144, 14890.578782563412, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1818, 6897, 7000, 0, 0, 0]","[(1168.5938666666666, 0.0, 0.0007333333333333332), (1368.4768666666666, 0.004266666666666667, 0.028133333333333337), (3388.866, 0.6171333333333333, 0.0514), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(3126.4061333333334, 1860.0, 999.9992666666667), (15811.523133333334, 1799.9957333333334, 1524.9718666666668), (30971.134, 1882.0828666666666, 1333.6986), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(4, 0.0, 0.0001111111111111111), (11, 0.05313333333333333, 0.016305555555555556), (5, 2.056766666666667, 0.6708611111111112), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4022, 67.1, 10.109888888888888), (16094, 51.84686666666667, 6.173694444444444), (32207, 56.143233333333335, 10.969138888888887), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[1, 1, 1, 0, 0, 0]"
