interval,cpu,numcontainers,baseips,ipsavailable,ipscap,apparentips,ram,ramavailable,disk,diskavailable,numfailures
1,"[13.973690742119633, 0.0, 0.0, 0.0, 0.0, 0.0]","[1, 0, 0, 0, 0, 0]","[166.15920635027632, 0, 0, 0, 0, 0]","[3862.8407936497238, 8102, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[563, 0, 0, 0, 0, 0]","[(20.00973333333333, 0.0, 0.0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4274.990266666667, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(3, 0.0, 2.2222222222222223e-05), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4023, 67.1, 10.109977777777777), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
2,"[25.515016133035495, 0.0, 0.0, 0.0, 0.0, 0.0]","[2, 0, 0, 0, 0, 0]","[245.54319931548474, 0, 0, 0, 0, 0]","[3783.456800684515, 8102, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1028, 0, 0, 0, 0, 0]","[(23.242933333333333, 0.0003333333333333333, 6.666666666666668e-05), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4271.757066666667, 1859.9996666666666, 999.9999333333334), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(6, 0.0, 2.2222222222222223e-05), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 67.1, 10.109977777777777), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
3,"[27.20277984611566, 15.61342878301654, 0.0, 0.0, 0.0, 0.0]","[2, 1, 0, 0, 0, 0]","[373.69944797718307, 985.1530201747586, 0, 0, 0, 0]","[3655.300552022817, 7116.846979825242, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1096, 1265, 0, 0, 0, 0]","[(23.0676, 6.666666666666668e-05, 6.666666666666668e-05), (499.1218, 0.0004, 0.0003333333333333333), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4271.9324, 1859.9999333333333, 999.9999333333334), (16680.8782, 1799.9996, 1524.9996666666666), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(4, 0.0, 0.00016666666666666666), (2, 0.012733333333333334, 0.0036666666666666666), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4022, 67.1, 10.109833333333333), (16103, 51.88726666666667, 6.186333333333333), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
4,"[26.358897989575574, 27.598123920019745, 0.0, 0.0, 0.0, 0.0]","[2, 2, 0, 0, 0, 0]","[728.7555983931995, 2198.350017006284, 0, 0, 0, 0]","[3300.2444016068002, 5903.649982993717, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1062, 2236, 0, 0, 0, 0]","[(47.88386666666667, 6.666666666666668e-05, 0.0002), (473.9554666666668, 0.0126, 0.18906666666666663), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4247.116133333333, 1859.9999333333333, 999.9998), (16706.044533333334, 1799.9874, 1524.8109333333334), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(2, 0.00065, 0.00018333333333333334), (3, 0.0002833333333333333, 0.003711111111111112), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4024, 67.09935, 10.109816666666665), (16102, 51.89971666666667, 6.186288888888888), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
5,"[39.538346984363365, 27.598123920019745, 0.0, 0.0, 0.0, 0.0]","[3, 2, 0, 0, 0, 0]","[834.7199198303656, 2132.9452986809333, 0, 0, 0, 0]","[3194.2800801696344, 5969.054701319066, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1593, 2236, 0, 0, 0, 0]","[(299.8915333333333, 0.003933333333333333, 0.006333333333333334), (479.54800000000006, 0.013066666666666664, 0.18946666666666667), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(3995.1084666666666, 1859.9960666666666, 999.9936666666666), (16700.452, 1799.9869333333334, 1524.8105333333333), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(3, 0.0, 0.0011722222222222225), (3, 0.00035, 0.0046166666666666665), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4023, 67.1, 10.108827777777778), (16102, 51.89965000000001, 6.185383333333333), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
6,"[37.3541821792008, 40.18760799802518, 0.0, 0.0, 0.0, 0.0]","[3, 3, 0, 0, 0, 0]","[1073.832284277944, 997.2231192291202, 0, 0, 0, 0]","[2955.167715722056, 7104.77688077088, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1505, 3256, 0, 0, 0, 0]","[(300.59046666666666, 0.0041333333333333335, 0.0068000000000000005), (490.73313333333334, 0.01753333333333333, 0.18926666666666664), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(3994.4095333333335, 1859.9958666666666, 999.9932), (16689.266866666665, 1799.9824666666666, 1524.8107333333332), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(5, 0.00065, 0.0014055555555555555), (4, 0.07660000000000003, 0.004922222222222222), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.09935, 10.108594444444444), (16101, 51.82340000000001, 6.185077777777777), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
7,"[44.924298833457435, 23.241175018513946, 26.553286574390167, 0.0, 0.0, 0.0]","[3, 2, 2, 0, 0, 0]","[1016.6572854946098, 1837.2932349944522, 2837.8092058834923, 0, 0, 0]","[3012.34271450539, 6264.706765005548, 13273.190794116508, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1810, 1883, 4278, 0, 0, 0]","[(304.7852, 0.0084, 0.006266666666666666), (31.107, 0.005200000000000001, 0.0004), (1386.9162000000001, 0.004733333333333333, 0.0009333333333333334), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(3990.2148, 1859.9916, 999.9937333333334), (17148.893, 1799.9948, 1524.9996), (32973.0838, 1882.6952666666666, 1333.7490666666667), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(5, 1.666666666666667e-05, 0.0017833333333333334), (2, 0.0, 0.001288888888888889), (3, 0.0, 0.001161111111111111), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.09998333333333, 10.108216666666666), (16103, 51.900000000000006, 6.188711111111111), (32209, 58.2, 11.638838888888888), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
8,"[63.911640605609335, 23.241175018513946, 26.553286574390167, 0.0, 0.0, 0.0]","[4, 2, 2, 0, 0, 0]","[478.11857075076193, 1797.0171150863894, 2764.9999858542005, 0, 0, 0]","[3550.881429249238, 6304.98288491361, 13346.0000141458, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[2575, 1883, 4278, 0, 0, 0]","[(311.07673333333327, 0.013066666666666667, 0.006333333333333332), (58.54486666666667, 0.005, 0.0002666666666666667), (1188.386, 0.004666666666666667, 0.0010666666666666667), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(3983.9232666666667, 1859.9869333333334, 999.9936666666666), (17121.455133333333, 1799.995, 1524.9997333333333), (33171.614, 1882.6953333333333, 1333.7489333333333), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(6, 0.0, 0.002761111111111111), (2, 0.0, 0.0016888888888888889), (3, 0.04548333333333333, 0.017127777777777773), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 67.1, 10.107238888888888), (16103, 51.900000000000006, 6.18831111111111), (32209, 58.154516666666666, 11.62287222222222), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
9,"[30.85132787292132, 60.898543569489014, 26.553286574390167, 0.0, 0.0, 0.0]","[2, 5, 2, 0, 0, 0]","[890.9121697308833, 2825.203608717444, 0, 0, 0, 0]","[3138.0878302691167, 5276.796391282556, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1243, 4934, 4278, 0, 0, 0]","[(58.7202, 0.0094, 6.666666666666668e-05), (296.74553333333336, 1.0028000000000001, 0.008266666666666667), (1328.196, 0.004866666666666667, 0.001), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4236.2798, 1859.9906, 999.9999333333334), (16883.254466666665, 1798.9972, 1524.9917333333333), (33031.804000000004, 1882.6951333333334, 1333.749), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(2, 0.0, 0.0026055555555555554), (10, 0.04601666666666666, 0.01838888888888889), (3, 0.0, 0.0011666666666666668), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4024, 67.1, 10.107394444444443), (16095, 51.85398333333334, 6.171611111111111), (32209, 58.2, 11.638833333333332), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
10,"[50.235790518739144, 37.64502591952604, 24.846378250884488, 0.0, 0.0, 0.0]","[3, 3, 2, 0, 0, 0]","[1024.6758901069122, 1964.2282568274086, 4003.086387237994, 0, 0, 0]","[3004.3241098930876, 6137.771743172591, 12107.913612762006, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[2024, 3050, 4003, 0, 0, 0]","[(108.35246666666667, 0.047599999999999996, 0.0012666666666666666), (342.9708666666666, 0.7731333333333333, 0.006666666666666666), (82.48733333333331, 0.00013333333333333337, 0.00013333333333333337), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4186.647533333334, 1859.9524, 999.9987333333333), (16837.029133333333, 1799.2268666666666, 1524.9933333333333), (34277.51266666667, 1882.6998666666668, 1333.7498666666668), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(5, 0.0, 0.009705555555555558), (8, 0.0, 0.00105), (6, 0.0013, 0.0004111111111111111), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.1, 10.100294444444444), (16097, 51.900000000000006, 6.188949999999999), (32206, 58.1987, 11.639588888888888), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
