interval,cpu,numcontainers,baseips,ipsavailable,ipscap,apparentips,ram,ramavailable,disk,diskavailable,numfailures
1,"[9.977661950856293, 0.0, 0.0, 0.0, 0.0, 0.0]","[1, 0, 0, 0, 0, 0]","[258.4739753298793, 0, 0, 0, 0, 0]","[3770.526024670121, 8102, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[402, 0, 0, 0, 0, 0]","[(37.39873333333333, 0.010933333333333335, 0.011666666666666664), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4257.601266666667, 1859.9890666666668, 999.9883333333333), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(1, 0.0, 0.0007333333333333333), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4025, 67.1, 10.109266666666667), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
2,"[27.277240009928022, 0.0, 0.0, 0.0, 0.0, 0.0]","[2, 0, 0, 0, 0, 0]","[871.0048579756086, 0, 0, 0, 0, 0]","[3157.9951420243915, 8102, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1099, 0, 0, 0, 0, 0]","[(272.27933333333334, 0.010333333333333333, 0.0124), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4022.7206666666666, 1859.9896666666666, 999.9876), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(3, 0.0, 0.001977777777777778), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4023, 67.1, 10.108022222222221), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
3,"[41.07719036981881, 0.0, 0.0, 0.0, 0.0, 0.0]","[3, 0, 0, 0, 0, 0]","[1257.0442907557133, 0, 0, 0, 0, 0]","[2771.9557092442865, 8102, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1655, 0, 0, 0, 0, 0]","[(119.53680000000001, 0.0104, 0.012799999999999999), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4175.4632, 1859.9896, 999.9872), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(6, 0.008033333333333333, 0.0023944444444444443), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 67.09196666666666, 10.107605555555555), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
4,"[51.82427401340283, 0.0, 0.0, 0.0, 0.0, 0.0]","[4, 0, 0, 0, 0, 0]","[918.4504344629164, 0, 0, 0, 0, 0]","[3110.5495655370837, 8102, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[2088, 0, 0, 0, 0, 0]","[(180.26646666666664, 0.012266666666666667, 0.015200000000000002), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4114.733533333333, 1859.9877333333334, 999.9848), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(7, 0.0, 0.001955555555555556), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4019, 67.1, 10.108044444444443), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
5,"[36.41102010424423, 32.64626018267094, 0.0, 0.0, 0.0, 0.0]","[3, 2, 0, 0, 0, 0]","[1026.8797307259615, 2476.5949224841734, 0, 0, 0, 0]","[3002.1202692740385, 5625.405077515827, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1467, 2645, 0, 0, 0, 0]","[(60.90293333333334, 0.0021999999999999997, 0.0020666666666666663), (461.37286666666665, 0.002333333333333333, 0.004066666666666666), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4234.097066666666, 1859.9978, 999.9979333333333), (16718.62713333333, 1799.9976666666666, 1524.9959333333334), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(6, 0.0, 8.888888888888889e-05), (4, 0.057316666666666655, 0.0173), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 67.1, 10.10991111111111), (16101, 51.84268333333334, 6.1727), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
6,"[37.30454206999255, 44.7543816341644, 0.0, 0.0, 0.0, 0.0]","[3, 3, 0, 0, 0, 0]","[941.3157515353548, 3470.7820876294218, 0, 0, 0, 0]","[3087.684248464645, 4631.217912370578, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1503, 3626, 0, 0, 0, 0]","[(42.99033333333333, 0.0, 0.0), (466.2660000000001, 0.0016666666666666668, 0.0013333333333333333), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4252.009666666667, 1860.0, 1000.0), (16713.734, 1799.9983333333332, 1524.9986666666666), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(7, 0.0, 3.888888888888889e-05), (7, 0.015133333333333334, 0.0012833333333333332), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4019, 67.1, 10.10996111111111), (16098, 51.884866666666674, 6.188716666666666), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
7,"[35.36857781087118, 64.21871142927672, 0.0, 0.0, 0.0, 0.0]","[3, 4, 0, 0, 0, 0]","[1337.8422882454338, 1545.565033399892, 0, 0, 0, 0]","[2691.157711754566, 6556.434966600108, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1425, 5203, 0, 0, 0, 0]","[(53.82626666666667, 0.004666666666666667, 6.666666666666668e-05), (1464.5094, 0.002533333333333333, 0.004933333333333333), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4241.173733333333, 1859.9953333333333, 999.9999333333334), (15715.490600000001, 1799.9974666666667, 1524.9950666666666), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(5, 0.0, 0.0011777777777777778), (10, 0.01145, 0.0021500000000000004), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.1, 10.108822222222221), (16095, 51.88855, 6.187849999999999), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
8,"[45.96674112683048, 31.572451246605777, 25.02017255291416, 0.0, 0.0, 0.0]","[4, 2, 2, 0, 0, 0]","[895.6232440203657, 0, 3631.1036270729896, 0, 0, 0]","[3133.3767559796343, 8102, 12479.89637292701, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1852, 2558, 4031, 0, 0, 0]","[(52.25253333333333, 0.008533333333333334, 0.0020666666666666667), (1529.5219333333334, 0.7900666666666667, 0.0178), (299.8918, 0.019266666666666665, 0.008333333333333333), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4242.747466666667, 1859.9914666666666, 999.9979333333333), (15650.478066666667, 1799.2099333333333, 1524.9822), (34060.1082, 1882.6807333333334, 1333.7416666666666), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(8, 0.0, 0.0013333333333333333), (6, 0.0, 0.00046666666666666666), (4, 0.5547, 0.054655555555555554), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4018, 67.1, 10.108666666666666), (16099, 51.900000000000006, 6.189533333333332), (32208, 57.645300000000006, 11.585344444444443), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
9,"[33.60635393397865, 23.20414712416687, 48.066538389919934, 0.0, 0.0, 0.0]","[3, 2, 4, 0, 0, 0]","[731.5439295109733, 1475.2779465880658, 5534.729110368861, 0, 0, 0]","[3297.456070489027, 6626.722053411934, 10576.270889631138, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1354, 1880, 7744, 0, 0, 0]","[(16.644933333333334, 0.004, 0.002), (222.2978, 0.0572, 0.0264), (1443.407, 0.023600000000000003, 0.011533333333333333), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4278.355066666667, 1859.996, 999.998), (16957.7022, 1799.9428, 1524.9736), (32916.593, 1882.6764, 1333.7384666666667), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(8, 0.0, 0.00026111111111111105), (4, 0.0, 0.005644444444444445), (7, 0.7924, 0.01326111111111111), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4018, 67.1, 10.109738888888888), (16101, 51.900000000000006, 6.184355555555555), (32205, 57.4076, 11.626738888888887), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
10,"[33.13477289650037, 34.78153542335226, 48.066538389919934, 0.0, 0.0, 0.0]","[3, 3, 4, 0, 0, 0]","[514.5175724822258, 2420.4604877714182, 2652.396690079444, 0, 0, 0]","[3514.4824275177743, 5681.539512228582, 13458.603309920556, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1335, 2818, 7744, 0, 0, 0]","[(53.03986666666666, 0.004666666666666667, 6.666666666666668e-05), (131.37686666666664, 0.05806666666666666, 0.02746666666666667), (1452.5816666666667, 0.028133333333333333, 0.011999999999999999), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4241.960133333333, 1859.9953333333333, 999.9999333333334), (17048.623133333334, 1799.9419333333333, 1524.9725333333333), (32907.418333333335, 1882.6718666666668, 1333.738), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(8, 0.0, 0.0011777777777777776), (7, 0.0, 0.00188452380952381), (7, 0.7238666666666668, 0.036172222222222224), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4018, 67.1, 10.108822222222221), (16098, 51.900000000000006, 6.188115476190475), (32205, 57.47613333333334, 11.603827777777777), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
