interval,cpu,numcontainers,baseips,ipsavailable,ipscap,apparentips,ram,ramavailable,disk,diskavailable,numfailures
1,"[11.36758500868702, 0.0, 0.0, 0.0, 0.0, 0.0]","[1, 0, 0, 0, 0, 0]","[458.24219408979775, 0, 0, 0, 0, 0]","[3570.7578059102025, 8102, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[458, 0, 0, 0, 0, 0]","[(8.2134, 0.0, 0.0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4286.7866, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(1, 0.0, 0.000988888888888889), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4025, 67.1, 10.10901111111111), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
2,"[30.330106726234796, 0.0, 0.0, 0.0, 0.0, 0.0]","[2, 0, 0, 0, 0, 0]","[912.2190737702862, 0, 0, 0, 0, 0]","[3116.7809262297137, 8102, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1222, 0, 0, 0, 0, 0]","[(24.815800000000003, 0.004733333333333333, 6.666666666666668e-05), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4270.1842, 1859.9952666666666, 999.9999333333334), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(2, 0.0, 0.0017444444444444443), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4024, 67.1, 10.108255555555555), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
3,"[41.69769173492182, 0.0, 0.0, 0.0, 0.0, 0.0]","[3, 0, 0, 0, 0, 0]","[895.519437403567, 0, 0, 0, 0, 0]","[3133.4805625964327, 8102, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1680, 0, 0, 0, 0, 0]","[(86.1574, 0.009466666666666667, 0.0002), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4208.8426, 1859.9905333333334, 999.9998), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(5, 0.0, 0.0034666666666666665), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.1, 10.106533333333333), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
4,"[40.33258873169521, 11.602073562083435, 0.0, 0.0, 0.0, 0.0]","[3, 1, 0, 0, 0, 0]","[865.9650487645284, 579.2040495482095, 0, 0, 0, 0]","[3163.0349512354715, 7522.79595045179, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1625, 940, 0, 0, 0, 0]","[(82.13793333333334, 0.020200000000000003, 0.011666666666666664), (2.4026666666666667, 0.0, 0.0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4212.862066666667, 1859.9798, 999.9883333333333), (17177.597333333335, 1800.0, 1525.0), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(5, 0.0, 0.0028166666666666665), (2, 0.0, 8.333333333333333e-05), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.1, 10.107183333333333), (16103, 51.900000000000006, 6.189916666666666), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
5,"[46.19012161826756, 30.992347568501604, 0.0, 0.0, 0.0, 0.0]","[3, 2, 0, 0, 0, 0]","[976.9672827766327, 2190.067358131455, 0, 0, 0, 0]","[3052.0327172233674, 5911.932641868545, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1861, 2511, 0, 0, 0, 0]","[(95.41906666666667, 0.015, 0.010199999999999999), (440.6192, 0.002333333333333333, 0.0030666666666666668), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4199.580933333334, 1859.985, 999.9898), (16739.3808, 1799.9976666666666, 1524.9969333333333), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(4, 0.0, 0.0019), (3, 0.011300000000000001, 0.0011722222222222223), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4022, 67.1, 10.1081), (16102, 51.88870000000001, 6.188827777777777), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
6,"[41.027550260610575, 41.79215008639842, 0.0, 0.0, 0.0, 0.0]","[3, 3, 0, 0, 0, 0]","[1495.7585880479664, 2102.3676865376074, 0, 0, 0, 0]","[2533.2414119520336, 5999.632313462393, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1653, 3386, 0, 0, 0, 0]","[(58.54386666666667, 6.064866666666667, 6.039733333333334), (411.82660000000004, 0.0016666666666666668, 0.0003333333333333333), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4236.456133333333, 1853.9351333333334, 993.9602666666667), (16768.1734, 1799.9983333333332, 1524.9996666666666), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(4, 1.666666666666667e-05, 0.0010222222222222221), (6, 0.015133333333333334, 0.001061111111111111), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4022, 67.09998333333333, 10.108977777777778), (16099, 51.884866666666674, 6.188938888888888), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
7,"[52.71779597915115, 30.17773389286596, 11.973186021972564, 0.0, 0.0, 0.0]","[4, 2, 1, 0, 0, 0]","[822.7809474624885, 874.3684732374093, 1626.0301554285925, 0, 0, 0]","[3206.2190525375117, 7227.6315267625905, 14484.969844571408, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[2124, 2445, 1929, 0, 0, 0]","[(62.6072, 0.0106, 0.011066666666666667), (352.5827333333333, 0.002333333333333333, 0.003), (39.146800000000006, 0.004733333333333333, 6.666666666666668e-05), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4232.3928, 1859.9894, 999.9889333333333), (16827.417266666667, 1799.9976666666666, 1524.997), (34320.8532, 1882.6952666666666, 1333.7499333333333), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(5, 0.0, 0.0009555555555555555), (4, 0.01145, 0.0010000000000000002), (2, 0.0, 0.0010999999999999998), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.1, 10.109044444444445), (16101, 51.88855, 6.188999999999999), (32210, 58.2, 11.6389), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
8,"[41.15165053363118, 39.78030116020735, 22.984296443423748, 0.0, 0.0, 0.0]","[3, 3, 2, 0, 0, 0]","[373.69944797718307, 2060.7705558642865, 3574.458138580666, 0, 0, 0]","[3655.300552022817, 6041.2294441357135, 12536.541861419333, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1658, 3223, 3703, 0, 0, 0]","[(23.722666666666665, 0.0004666666666666667, 0.0004666666666666667), (1525.4147333333335, 0.0036, 0.027133333333333336), (92.27459999999999, 0.009266666666666666, 6.666666666666668e-05), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4271.277333333333, 1859.9995333333334, 999.9995333333334), (15654.585266666667, 1799.9964, 1524.9728666666667), (34267.7254, 1882.6907333333334, 1333.7499333333333), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(3, 0.0, 0.0002555555555555556), (9, 0.05313333333333333, 0.012833333333333335), (3, 0.0, 0.0021333333333333334), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4023, 67.1, 10.109744444444443), (16096, 51.84686666666667, 6.1771666666666665), (32209, 58.2, 11.637866666666666), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
9,"[29.287664432861753, 51.95013576894594, 35.683694370306, 0.0, 0.0, 0.0]","[2, 4, 3, 0, 0, 0]","[896.7040479628752, 1969.9080029988709, 3039.4115628485533, 0, 0, 0]","[3132.295952037125, 6132.091997001129, 13071.588437151448, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1180, 4209, 5749, 0, 0, 0]","[(401.60339999999997, 1.3948666666666665, 0.0056), (1831.5115333333329, 0.011466666666666667, 0.026466666666666666), (69.905, 0.0092, 0.001), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(3893.3966, 1858.6051333333332, 999.9944), (15348.488466666668, 1799.9885333333334, 1524.9735333333333), (34290.095, 1882.6908, 1333.749), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(2, 0.0, 0.009683333333333334), (11, 0.06326666666666667, 0.013622222222222221), (4, 0.04615, 0.018311111111111115), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4024, 67.1, 10.100316666666666), (16094, 51.83673333333334, 6.176377777777777), (32208, 58.153850000000006, 11.621688888888889), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
10,"[40.63042938694465, 33.17699333497902, 37.53336229905034, 0.0, 0.0, 0.0]","[3, 3, 3, 0, 0, 0]","[929.9234086888848, 983.9700804154276, 2461.5026375303046, 0, 0, 0]","[3099.0765913111154, 7118.029919584573, 13649.497362469696, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1637, 2688, 6047, 0, 0, 0]","[(369.0973333333334, 0.6480666666666667, 0.003466666666666667), (370.4961333333333, 0.0114, 0.026533333333333332), (97.86699999999999, 0.009133333333333334, 0.0012000000000000001), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(3925.902666666667, 1859.3519333333334, 999.9965333333333), (16809.503866666666, 1799.9886, 1524.9734666666666), (34262.133, 1882.6908666666668, 1333.7488), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(5, 0.0, 0.00031111111111111107), (8, 0.08966666666666667, 0.011761111111111111), (4, 0.0, 0.002194444444444444), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.1, 10.109688888888888), (16097, 51.81033333333334, 6.178238888888888), (32208, 58.2, 11.637805555555554), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
