interval,cpu,numcontainers,baseips,ipsavailable,ipscap,apparentips,ram,ramavailable,disk,diskavailable,numfailures
1,"[11.317944899478778, 0.0, 0.0, 0.0, 0.0, 0.0]","[1, 0, 0, 0, 0, 0]","[456.3559124290045, 0, 0, 0, 0, 0]","[3572.6440875709955, 8102, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[456, 0, 0, 0, 0, 0]","[(6.6404, 0.0, 0.0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4288.3596, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(3, 0.0, 7.777777777777777e-05), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4023, 67.1, 10.109922222222222), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
2,"[23.20675105485232, 0.0, 0.0, 0.0, 0.0, 0.0]","[2, 0, 0, 0, 0, 0]","[439.0876958201859, 0, 0, 0, 0, 0]","[3589.912304179814, 8102, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[935, 0, 0, 0, 0, 0]","[(42.99106666666667, 0.004666666666666667, 6.666666666666668e-05), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4252.0089333333335, 1859.9953333333333, 999.9999333333334), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(4, 0.0, 0.001138888888888889), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4022, 67.1, 10.10886111111111), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
3,"[25.986597170513775, 14.76178721303382, 0.0, 0.0, 0.0, 0.0]","[2, 1, 0, 0, 0, 0]","[826.8333040534868, 1193.8774572874102, 0, 0, 0, 0]","[3202.1666959465133, 6908.12254271259, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1047, 1196, 0, 0, 0, 0]","[(72.7012, 0.009333333333333334, 6.666666666666668e-05), (5.2421999999999995, 0.0, 0.0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4222.2988, 1859.9906666666666, 999.9999333333334), (17174.7578, 1800.0, 1525.0), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(2, 0.0, 0.002161111111111111), (2, 0.0, 0.005655555555555555), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4024, 67.1, 10.107838888888889), (16103, 51.900000000000006, 6.184344444444444), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
4,"[36.708860759493675, 14.76178721303382, 0.0, 0.0, 0.0, 0.0]","[3, 1, 0, 0, 0, 0]","[431.4771930300991, 1196.600635528421, 0, 0, 0, 0]","[3597.522806969901, 6905.399364471579, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1479, 1196, 0, 0, 0, 0]","[(98.43459999999999, 0.0092, 0.0), (5.2424, 0.0, 0.0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4196.5654, 1859.9908, 1000.0), (17174.7576, 1800.0, 1525.0), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(3, 0.0, 0.0020888888888888893), (2, 0.0, 0.000638888888888889), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4023, 67.1, 10.107911111111111), (16103, 51.900000000000006, 6.18936111111111), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
5,"[22.387689252916356, 46.66748950876327, 0.0, 0.0, 0.0, 0.0]","[2, 3, 0, 0, 0, 0]","[689.2964867401214, 3159.0105054957794, 0, 0, 0, 0]","[3339.7035132598785, 4942.989494504221, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[902, 3781, 0, 0, 0, 0]","[(19.39766666666667, 0.0, 0.0), (222.64653333333334, 0.0006, 0.0047333333333333324), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4275.602333333333, 1860.0, 1000.0), (16957.353466666667, 1799.9994, 1524.9952666666666), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(2, 0.0, 0.00010555555555555555), (7, 0.0007666666666666667, 0.005316666666666666), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4024, 67.1, 10.109894444444445), (16098, 51.89923333333334, 6.184683333333333), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
6,"[32.46463142218913, 46.66748950876327, 0.0, 0.0, 0.0, 0.0]","[3, 3, 0, 0, 0, 0]","[418.3992387782208, 0, 0, 0, 0, 0]","[3610.600761221779, 8102, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1308, 3781, 0, 0, 0, 0]","[(25.120866666666664, 0.0, 0.0), (171.96519999999998, 0.0004, 0.0032), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4269.879133333333, 1860.0, 1000.0), (17008.0348, 1799.9996, 1524.9968), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(3, 0.0, 0.0001277777777777778), (7, 3.3333333333333335e-05, 0.004772222222222222), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4023, 67.1, 10.109872222222222), (16098, 51.89996666666667, 6.1852277777777775), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
7,"[21.09704641350211, 25.32707973339916, 42.63546645149277, 0.0, 0.0, 0.0]","[2, 2, 3, 0, 0, 0]","[408.1113784619685, 1792.246572188891, 4665.738454608874, 0, 0, 0]","[3620.8886215380317, 6309.753427811109, 11445.261545391126, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[850, 2052, 6869, 0, 0, 0]","[(21.581866666666667, 0.0, 0.0), (398.4577333333333, 7.663399999999999, 2.4918666666666667), (4047.5020000000004, 0.8979333333333334, 0.0586), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4273.418133333334, 1860.0, 1000.0), (16781.542266666667, 1792.3366, 1522.5081333333333), (30312.498, 1881.8020666666666, 1333.6914), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(4, 0.0, 1.6666666666666667e-05), (5, 0.0, 0.01711666666666667), (6, 3.3131833333333334, 0.7608111111111111), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4022, 67.1, 10.109983333333332), (16100, 51.900000000000006, 6.172883333333333), (32206, 54.88681666666667, 10.879188888888887), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
8,"[23.10747083643584, 40.08886694643298, 42.63546645149277, 0.0, 0.0, 0.0]","[2, 3, 3, 0, 0, 0]","[768.6584474868055, 3246.227618084615, 5338.558642707037, 0, 0, 0]","[3260.3415525131945, 4855.772381915385, 10772.441357292962, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[931, 3248, 6869, 0, 0, 0]","[(9.392466666666667, 0.0, 0.0), (671.0866666666667, 19.004533333333335, 2.486266666666667), (3690.9867333333336, 0.6592666666666667, 0.056866666666666676), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4285.607533333334, 1860.0, 1000.0), (16508.913333333334, 1780.9954666666667, 1522.5137333333332), (30669.013266666665, 1882.0407333333335, 1333.6931333333334), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(6, 0.0, 1.6666666666666667e-05), (7, 0.0, 0.011533333333333333), (6, 2.817666666666667, 0.6684888888888887), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 67.1, 10.109983333333332), (16098, 51.900000000000006, 6.178466666666666), (32206, 55.382333333333335, 10.97151111111111), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
9,"[36.36137999503599, 40.08886694643298, 42.63546645149277, 0.0, 0.0, 0.0]","[3, 3, 3, 0, 0, 0]","[1210.4695043806519, 1196.600635528421, 1739.3188752290168, 0, 0, 0]","[2818.530495619348, 6905.399364471579, 14371.681124770983, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1465, 3248, 6869, 0, 0, 0]","[(91.44359999999999, 0.08446666666666666, 0.004733333333333333), (389.0202, 16.1096, 2.579733333333333), (3875.5358, 0.6616, 0.061266666666666664), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4203.5564, 1859.9155333333333, 999.9952666666667), (16790.9798, 1783.8904, 1522.4202666666667), (30484.4642, 1882.0384000000001, 1333.6887333333334), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(8, 0.0, 0.0810611111111111), (7, 0.0, 0.0034999999999999996), (6, 2.062416666666667, 0.6957944444444446), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4018, 67.1, 10.028938888888888), (16098, 51.900000000000006, 6.1865), (32206, 56.13758333333334, 10.944205555555554), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
10,"[53.139736907421195, 14.76178721303382, 36.91266836323009, 0.0, 0.0, 0.0]","[4, 1, 3, 0, 0, 0]","[986.2229341661749, 0, 3712.17367998964, 0, 0, 0]","[3042.777065833825, 8102, 12398.826320010361, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[2141, 1196, 5947, 0, 0, 0]","[(118.8372, 0.08460000000000001, 0.004333333333333334), (1.9220666666666666, 0.0, 0.0), (293.4248, 0.03673333333333333, 0.013800000000000003), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4176.1628, 1859.9154, 999.9956666666667), (17178.077933333334, 1800.0, 1525.0), (34066.5752, 1882.6632666666667, 1333.7362), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(9, 0.0, 0.07603333333333333), (2, 0.0, 0.0007111111111111111), (7, 0.004566666666666667, 0.028116666666666665), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4017, 67.1, 10.033966666666666), (16103, 51.900000000000006, 6.189288888888888), (32205, 58.195433333333334, 11.611883333333331), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
