interval,cpu,numcontainers,baseips,ipsavailable,ipscap,apparentips,ram,ramavailable,disk,diskavailable,numfailures
1,"[15.735914619012162, 0.0, 0.0, 0.0, 0.0, 0.0]","[1, 0, 0, 0, 0, 0]","[421.4356608994527, 0, 0, 0, 0, 0]","[3607.5643391005474, 8102, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[634, 0, 0, 0, 0, 0]","[(9.699, 0.0, 0.0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4285.301, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(3, 0.0, 8.333333333333333e-05), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4023, 67.1, 10.109916666666667), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
2,"[26.334077934971457, 0.0, 0.0, 0.0, 0.0, 0.0]","[2, 0, 0, 0, 0, 0]","[1061.0670196611386, 0, 0, 0, 0, 0]","[2967.9329803388614, 8102, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1061, 0, 0, 0, 0, 0]","[(12.319399999999998, 0.0038666666666666663, 0.002), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4282.6806, 1859.9961333333333, 999.998), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(6, 0.0, 0.0002777777777777778), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 67.1, 10.109722222222222), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
3,"[42.938694465127824, 0.0, 0.0, 0.0, 0.0, 0.0]","[3, 0, 0, 0, 0, 0]","[1023.2415625563171, 0, 0, 0, 0, 0]","[3005.758437443683, 8102, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1730, 0, 0, 0, 0, 0]","[(29.227199999999996, 0.0082, 0.006266666666666667), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4265.7728, 1859.9918, 999.9937333333334), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(8, 0.0, 0.0003333333333333333), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4018, 67.1, 10.109666666666666), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
4,"[40.18366840407049, 12.083436188595408, 0.0, 0.0, 0.0, 0.0]","[3, 1, 0, 0, 0, 0]","[676.8934211840101, 925.3237311832575, 0, 0, 0, 0]","[3352.10657881599, 7176.676268816743, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1619, 979, 0, 0, 0, 0]","[(18.960066666666666, 0.0041333333333333335, 0.002), (13.631, 0.0, 0.0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4276.0399333333335, 1859.9958666666666, 999.998), (17166.369, 1800.0, 1525.0), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(9, 0.0, 0.0002722222222222222), (2, 0.0, 0.0004444444444444444), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4017, 67.1, 10.109727777777778), (16103, 51.900000000000006, 6.189555555555555), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
5,"[36.137999503598905, 25.857812885707233, 0.0, 0.0, 0.0, 0.0]","[3, 2, 0, 0, 0, 0]","[267.6050180976449, 2013.2331023824681, 0, 0, 0, 0]","[3761.394981902355, 6088.766897617532, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1456, 2095, 0, 0, 0, 0]","[(15.290666666666667, 0.003999999999999999, 0.002), (22.805999999999997, 0.0, 0.0010666666666666667), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4279.709333333333, 1859.996, 999.998), (17157.194, 1800.0, 1524.9989333333333), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(8, 0.0, 0.00020555555555555556), (5, 0.0, 0.0004222222222222222), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4018, 67.1, 10.109794444444445), (16100, 51.900000000000006, 6.189577777777777), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
6,"[23.0578307272276, 50.66650209824735, 0.0, 0.0, 0.0, 0.0]","[2, 4, 0, 0, 0, 0]","[458.24219408979775, 2317.08238109533, 0, 0, 0, 0]","[3570.7578059102025, 5784.91761890467, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[929, 4105, 0, 0, 0, 0]","[(15.115933333333333, 0.0, 0.0), (87.86026666666666, 0.07993333333333333, 0.06953333333333334), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4279.8840666666665, 1860.0, 1000.0), (17092.139733333333, 1799.9200666666666, 1524.9304666666667), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(3, 0.0, 0.000988888888888889), (11, 0.0018666666666666669, 0.0014611111111111112), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4023, 67.1, 10.10901111111111), (16094, 51.89813333333334, 6.188538888888888), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
7,"[29.163564159841155, 49.814860528264624, 15.697349636894048, 0.0, 0.0, 0.0]","[2, 4, 1, 0, 0, 0]","[1150.1866940979826, 1989.6945359313486, 2529.022779409242, 0, 0, 0]","[2878.8133059020174, 6112.305464068651, 13581.977220590757, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1175, 4036, 2529, 0, 0, 0]","[(340.78599999999994, 0.0062, 0.017266666666666666), (139.3277333333333, 0.08506666666666667, 0.0742), (58.7202, 0.004666666666666667, 6.666666666666668e-05), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(3954.214, 1859.9938, 999.9827333333334), (17040.67226666667, 1799.9149333333332, 1524.9258), (34301.2798, 1882.6953333333333, 1333.7499333333333), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(2, 0.0, 0.0039722222222222225), (11, 0.0, 0.00029444444444444445), (2, 0.0, 0.0010999999999999998), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4024, 67.1, 10.106027777777777), (16094, 51.900000000000006, 6.189705555555555), (32210, 58.2, 11.6389), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
8,"[41.102010424422936, 24.54949395211059, 38.35267829433307, 0.0, 0.0, 0.0]","[3, 2, 3, 0, 0, 0]","[1099.5188362814797, 0, 4747.098314146027, 0, 0, 0]","[2929.4811637185203, 8102, 11363.901685853973, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1656, 1989, 6179, 0, 0, 0]","[(384.21406666666667, 4.135266666666666, 4.159000000000001), (81.08873333333332, 0.08626666666666669, 0.07426666666666666), (78.1622, 0.004666666666666667, 0.0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(3910.7859333333336, 1855.8647333333333, 995.841), (17098.911266666666, 1799.9137333333333, 1524.9257333333333), (34281.8378, 1882.6953333333333, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(5, 0.0, 0.0025555555555555553), (5, 0.0, 0.00013888888888888892), (6, 0.0, 0.001077777777777778), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.1, 10.107444444444443), (16100, 51.900000000000006, 6.189861111111111), (32206, 58.2, 11.63892222222222), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
9,"[41.896252171754774, 9.997531473710195, 59.27006393147539, 0.0, 0.0, 0.0]","[3, 1, 5, 0, 0, 0]","[809.3878663079049, 807.2018146390005, 5663.34159626279, 0, 0, 0]","[3219.612133692095, 7294.798185361, 10447.65840373721, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1688, 810, 9549, 0, 0, 0]","[(395.61753333333337, 12.11306666666667, 12.156599999999997), (19.922400000000003, 0.0002, 0.00013333333333333334), (1457.4759333333334, 0.004533333333333333, 0.0018666666666666666), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(3899.3824666666665, 1847.8869333333332, 987.8434), (17160.0776, 1799.9998, 1524.9998666666668), (32902.524066666665, 1882.6954666666668, 1333.7481333333333), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(5, 0.0, 0.0020444444444444442), (1, 0.0, 0.0004222222222222222), (8, 0.04615, 0.01740555555555556), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.1, 10.107955555555556), (16104, 51.900000000000006, 6.189577777777777), (32204, 58.153850000000006, 11.622594444444443), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
10,"[39.26532638371805, 23.25351764996297, 46.297560672832226, 0.0, 0.0, 0.0]","[3, 2, 4, 0, 0, 0]","[1171.9609374294935, 954.6312914962789, 2510.2475803953294, 0, 0, 0]","[2857.0390625705068, 7147.368708503721, 13600.75241960467, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1582, 1884, 7459, 0, 0, 0]","[(221.72873333333334, 10.272933333333333, 10.300266666666666), (48.583466666666666, 0.0, 0.001), (1201.0991333333334, 0.0, 0.002), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4073.2712666666666, 1849.7270666666666, 989.6997333333334), (17131.416533333333, 1800.0, 1524.999), (33158.90086666666, 1882.7, 1333.748), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(5, 0.0, 0.0064444444444444445), (4, 0.04601666666666666, 0.016233333333333336), (6, 0.04548333333333333, 0.016116666666666665), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.1, 10.103555555555555), (16101, 51.85398333333334, 6.173766666666666), (32206, 58.154516666666666, 11.623883333333332), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
