interval,numdestroyed,nummigrations,responsetime,avgresponsetime,migrationtime,avgmigrationtime,slaviolations,slaviolationspercentage,waittime
1,0,1,[],0.0,[],0.0,1,0.0,[]
2,0,1,[],0.0,[],0.0,1,0.0,[]
3,1,2,[527.8430910406903],527.8430910406903,[0.10935059999999999],0.10935059999999999,1,100.0,[1]
4,1,2,[499.7670688615671],499.7670688615671,[0.07632019999999999],0.07632019999999999,1,100.0,[1]
5,1,2,[555.5700609847603],555.5700609847603,[0.06550677333333332],0.06550677333333332,1,100.0,[1]
6,1,2,[609.4238988469514],609.4238988469514,[0.0772812],0.0772812,1,100.0,[1]
7,3,3,"[596.2349596607853, 651.4245473415672, 752.8444995761598]",666.8346688595042,"[0.12750645333333335, 0.06718479999999999, 0.08396606666666666]",0.09288577333333332,1,33.333333333333336,"[1, 1, 1]"
8,2,2,"[708.6764917991187, 539.7252573867282]",624.2008745929235,"[0.3344444666666668, 0.0768008]",0.2056226333333334,1,50.0,"[1, 1]"
9,2,2,"[440.4073216600256, 559.1232597362394]",499.7652906981325,"[0.21768384, 0.13653056]",0.1771072,1,50.0,"[1, 1]"
10,2,2,"[1144.2479300852176, 733.7699548150767]",939.0089424501472,"[0.10241669333333334, 0.0827864]",0.09260154666666667,1,50.0,"[1, 1]"
11,2,2,"[859.9088063162865, 704.2967364283506]",782.1027713723186,"[0.1091278, 0.17763446666666663]",0.1433811333333333,1,50.0,"[1, 1]"
12,1,1,[763.9933627969662],763.9933627969662,[0.20162506666666663],0.20162506666666663,1,100.0,[2]
13,3,3,"[1057.4750879295236, 784.6559480296496, 464.159656729758]",768.7635642296437,"[0.009227280000000001, 0.082699, 0.073]",0.05497542666666666,1,33.333333333333336,"[1, 2, 2]"
14,2,2,"[1196.5167817291253, 750.0241820859646]",973.270481907545,"[0.11799960000000001, 0.8792017066666666]",0.4986006533333333,1,50.0,"[1, 2]"
15,2,2,"[673.7374088598775, 328.53577317580715]",501.1365910178423,"[0.006658319999999999, 0.005871599999999999]",0.006264959999999999,1,50.0,"[2, 3]"
16,3,3,"[877.4077849565854, 572.542727864467, 641.9965578557094]",697.3156902255872,"[0.10515606666666666, 0.07789273333333332, 0.09374869999999999]",0.09226583333333332,1,33.333333333333336,"[3, 3, 2]"
17,2,2,"[452.0200586436154, 704.2359191950172]",578.1279889193163,"[0.0866308, 0.11681723333333331]",0.10172401666666665,1,50.0,"[3, 2]"
18,2,2,"[726.8822308166957, 373.0648387261528]",549.9735347714243,"[0.06382874666666666, 0.7888269333333334]",0.42632784,1,50.0,"[3, 2]"
19,3,3,"[2.889944463171031, 739.204570205614, 892.7411783072874]",544.9452309920242,"[0.0782936, 0.0503316, 0.085232]",0.07128573333333334,1,33.333333333333336,"[3, 3, 3]"
20,3,3,"[874.4365053732832, 641.9841609730155, 553.7607495431806]",690.0604719631598,"[0.05840266666666666, 0.09025326666666666, 0.2491604]",0.13260544444444444,1,33.333333333333336,"[2, 2, 3]"
21,1,1,[576.269570911507],576.269570911507,[0.0111848],0.0111848,1,100.0,[3]
