cpu_0,ram_0,disk_0,cpu_1,ram_1,disk_1,cpu_2,ram_2,disk_2,cpu_3,ram_3,disk_3,cpu_4,ram_4,disk_4,cpu_5,ram_5,disk_5
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.888806155373542,36.3506,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25.738396624472575,39.6708,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29.03946388682055,8.1258,6.0,10.528264626018267,11.883466666666667,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27.351700173740383,15.422,4.0,25.37645025919526,30.757666666666672,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43.360635393397864,280.3178000000001,5.0,14.848185633176994,41.943,3.0,10.055241760288002,159.38306666666668,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40.75452965996525,453.68246666666664,3.0,27.98074549493952,91.57526666666669,6.0,10.055241760288002,74.09926666666667,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42.367833209233055,322.08613333333346,5.0,28.585534435941746,156.587,6.0,18.353919682204705,181.4032,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.799950359890792,4.194,3.0,53.949642063687975,336.24246666666664,10.0,18.353919682204705,159.38326666666669,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33.308513278729215,160.08166666666665,5.0,38.484324858059736,274.02686666666665,7.0,14.822171187387498,23.0682,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35.244477537850585,129.93526666666665,5.0,25.35176499629721,184.5488666666667,4.0,28.03053814164236,320.8634666666667,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48.15090593199305,78.9042,8.0,19.439644532214267,1029.0021333333334,2.0,28.03053814164236,358.6126,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28.64234301315463,13.1504,6.0,19.439644532214267,1112.8880666666666,2.0,40.13406989013718,512.2716666666666,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.753536857781086,32.15606666666666,1.0,31.572451246605777,1171.6083333333333,5.0,35.64024579479859,370.4517333333333,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34.00347480764458,40.544133333333335,3.0,27.561096025672672,230.68626666666665,4.0,22.431878840543728,19.005000000000003,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49.01960784313725,68.8548,4.0,38.89163169587756,294.9979333333333,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.15165053363118,385.3500000000001,7.0,26.746482350037027,142.95473333333337,4.0,10.421451182421947,41.943,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26.135517498138494,319.63973333333325,6.0,33.522587015551714,51.33533333333334,7.0,10.421451182421947,33.5544,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25.738396624472575,182.80066666666664,4.0,22.192051345346826,37.26719999999999,4.0,23.753956923840853,162.1796,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29.436584760486472,185.77166666666668,3.0,34.52234016292274,53.257933333333334,7.0,19.5953075538452,13.981,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31.025068255150163,51.9038,5.0,25.438163416440386,14.67993333333333,4.0,39.1906151076904,16.7772,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31.025068255150163,61.69006666666667,5.0,38.533695383855836,12.582799999999999,5.0,19.5953075538452,2.7962,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
