interval,selection,decision,schedule,schedulingtime
1,[0],"[(0, 0)]","[(0, 0), (None, None), (None, None), (None, None), (None, None), (None, None)]",7.009506225585938e-05
2,[],"[(1, 0)]","[(0, 0), (1, 0), (None, None), (None, None), (None, None), (None, None)]",7.963180541992188e-05
3,[],"[(0, 1), (2, 0)]","[(0, 1), (1, 0), (2, 0), (None, None), (None, None), (None, None)]",7.224082946777344e-05
4,[],"[(1, 1), (3, 0)]","[(0, 1), (1, 1), (2, 0), (3, 0), (None, None), (None, None)]",7.963180541992188e-05
5,[],"[(0, 2), (4, 0)]","[(0, 2), (1, 1), (2, 0), (3, 0), (4, 0), (None, None)]",9.34600830078125e-05
6,[],"[(2, 1), (5, 0)]","[(0, 2), (1, 1), (2, 1), (3, 0), (4, 0), (5, 0)]",0.00010204315185546875
7,[],"[(0, 2), (1, 1), (3, 0)]","[(0, 2), (1, 1), (2, 1), (3, 0), (4, 0), (5, 0)]",0.00010037422180175781
8,[],"[(4, 1), (5, 1)]","[(0, 2), (1, 1), (2, 1), (3, 0), (4, 1), (5, 1)]",0.00010251998901367188
9,[],"[(0, 0), (1, 2)]","[(0, 0), (1, 2), (2, 1), (3, 0), (4, 1), (5, 1)]",0.00010800361633300781
10,[],"[(2, 0), (3, 2)]","[(0, 0), (1, 2), (2, 0), (3, 2), (4, 1), (5, 1)]",0.000102996826171875
11,[],"[(4, 1), (5, 0)]","[(0, 0), (1, 2), (2, 0), (3, 2), (4, 1), (5, 0)]",0.00010704994201660156
12,[],"[(0, 2)]","[(0, 2), (1, 2), (2, 0), (3, 2), (4, 1), (5, 0)]",0.00010776519775390625
13,[],"[(1, 2), (2, 0), (5, 1)]","[(0, 2), (1, 2), (2, 0), (3, 2), (4, 1), (5, 1)]",9.965896606445312e-05
14,[],"[(3, 0), (4, 1)]","[(0, 2), (1, 2), (2, 0), (3, 0), (4, 1), (5, 1)]",0.00010323524475097656
15,[],"[(0, 1), (1, 0)]","[(0, 1), (1, 0), (2, 0), (3, 0), (4, 1), (5, 1)]",0.0001049041748046875
16,[],"[(2, 2), (3, 0), (5, 0)]","[(0, 1), (1, 0), (2, 2), (3, 0), (4, 1), (5, 0)]",0.00010037422180175781
17,[],"[(1, 1), (4, 1)]","[(0, 1), (1, 1), (2, 2), (3, 0), (4, 1), (5, 0)]",0.00010371208190917969
18,[],"[(0, 2), (5, 0)]","[(0, 2), (1, 1), (2, 2), (3, 0), (4, 1), (5, 0)]",0.00010418891906738281
19,[],"[(0, 1), (2, 2), (3, 0)]","[(0, 1), (1, 1), (2, 2), (3, 0), (4, 1), (5, 0)]",0.00010013580322265625
20,[],"[(1, 2), (4, 1), (5, 0)]","[(0, 1), (1, 2), (2, 2), (3, 0), (4, 1), (5, 0)]",9.751319885253906e-05
21,[],"[(2, 1)]","[(0, 1), (1, 2), (2, 1), (3, 0), (4, 1), (5, 0)]",0.0001220703125
