interval,selection,decision,schedule,schedulingtime
15,[5],"[(5, 4), (2, 2), (7, 0)]","[(0, 2), (1, 1), (2, 2), (3, 0), (4, 1), (5, 4), (6, 0), (7, 0), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None)]",0.0003533363342285156
16,[0],"[(0, 5), (3, 1), (8, 0)]","[(0, 5), (1, 1), (2, 2), (3, 1), (4, 1), (5, 4), (6, 0), (7, 0), (8, 0), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None)]",0.0003428459167480469
17,[4],"[(4, 4), (0, 2), (1, 2), (2, 1), (5, 0)]","[(0, 2), (1, 2), (2, 1), (3, 1), (4, 4), (5, 0), (6, 0), (None, None), (8, 0), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None)]",0.0003719329833984375
18,"[3, 1]","[(3, 4), (1, 5), (4, 2), (6, 1), (7, 0)]","[(0, 2), (1, 5), (2, 1), (3, 4), (4, 2), (5, 0), (6, 1), (7, 0), (8, 0), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None)]",0.0005977153778076172
19,"[7, 2]","[(7, 3), (2, 4), (0, 2), (3, 1), (4, 0)]","[(0, 2), (1, 5), (2, 4), (3, 1), (4, 0), (5, 0), (6, 1), (7, 3), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None)]",0.00047850608825683594
20,"[3, 0]","[(3, 4), (0, 5), (1, 2), (2, 1), (5, 2), (6, 0)]","[(0, 5), (1, 2), (2, 1), (3, 4), (4, 0), (5, 2), (6, 0), (7, 3), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None)]",0.0004603862762451172
21,[],"[(3, 2), (7, 1), (8, 0)]","[(0, 5), (1, 2), (2, 1), (3, 2), (4, 0), (5, 2), (6, 0), (7, 1), (8, 0), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None)]",9.298324584960938e-05
22,[],"[(0, 2), (2, 1), (4, 1), (6, 0)]","[(0, 2), (1, 2), (2, 1), (3, 2), (4, 1), (5, 2), (6, 0), (7, 1), (8, 0), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None)]",9.608268737792969e-05
23,[],"[(1, 1), (3, 0)]","[(0, 2), (1, 1), (2, 1), (3, 0), (4, 1), (5, 2), (None, None), (7, 1), (8, 0), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None)]",0.00010538101196289062
24,[],"[(5, 1), (6, 0)]","[(0, 2), (1, 1), (2, 1), (3, 0), (4, 1), (5, 1), (6, 0), (7, 1), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None)]",0.00018453598022460938
25,[],"[(0, 2), (1, 2), (2, 2), (7, 0)]","[(0, 2), (1, 2), (2, 2), (3, 0), (4, 1), (5, 1), (6, 0), (7, 0), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None)]",9.465217590332031e-05
26,[],"[(3, 1), (4, 2), (5, 2), (7, 1), (8, 0)]","[(0, 2), (1, 2), (2, 2), (3, 1), (4, 2), (5, 2), (6, 0), (7, 1), (8, 0), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None)]",8.797645568847656e-05
27,[],"[(0, 1), (6, 0)]","[(0, 1), (1, 2), (2, 2), (3, 1), (4, 2), (5, 2), (6, 0), (7, 1), (8, 0), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None)]",0.00012302398681640625
28,[],"[(1, 0)]","[(0, 1), (1, 0), (None, None), (3, 1), (None, None), (None, None), (6, 0), (7, 1), (8, 0), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None)]",9.250640869140625e-05
29,[],"[(0, 2), (2, 2), (3, 1), (4, 2), (5, 1), (6, 0)]","[(0, 2), (1, 0), (2, 2), (3, 1), (4, 2), (5, 1), (6, 0), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None)]",5.173683166503906e-05
30,[],"[(7, 0)]","[(0, 2), (1, 0), (2, 2), (3, 1), (4, 2), (5, 1), (6, 0), (7, 0), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None)]",0.00011444091796875
31,[],"[(0, 1), (1, 1), (6, 0)]","[(0, 1), (1, 1), (2, 2), (3, 1), (4, 2), (5, 1), (6, 0), (7, 0), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None)]",0.0001583099365234375
32,[],"[(2, 2), (3, 2), (4, 0)]","[(0, 1), (1, 1), (2, 2), (3, 2), (4, 0), (None, None), (6, 0), (7, 0), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None)]",0.0001385211944580078
33,[],"[(5, 0)]","[(0, 1), (1, 1), (2, 2), (3, 2), (4, 0), (5, 0), (6, 0), (7, 0), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None)]",0.0002562999725341797
34,[],"[(1, 2), (6, 1), (7, 1), (8, 0)]","[(0, 1), (1, 2), (2, 2), (3, 2), (4, 0), (5, 0), (6, 1), (7, 1), (8, 0), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None)]",0.00022172927856445312
35,"[6, 1]","[(6, 4), (1, 5), (0, 2), (3, 1), (4, 0)]","[(0, 2), (1, 5), (2, 2), (3, 1), (4, 0), (5, 0), (6, 4), (7, 1), (8, 0), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None)]",0.0003616809844970703
36,"[3, 0]","[(3, 4), (0, 5), (2, 1), (5, 0)]","[(0, 5), (1, 5), (2, 1), (3, 4), (4, 0), (5, 0), (6, 4), (7, 1), (8, 0), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None)]",0.0003466606140136719
37,[2],"[(2, 4), (1, 1), (4, 2), (6, 2), (7, 1), (8, 0)]","[(0, 5), (1, 1), (2, 4), (3, 4), (4, 2), (5, 0), (6, 2), (7, 1), (8, 0), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None)]",0.0003342628479003906
38,"[7, 6]","[(7, 4), (6, 5), (0, 2), (2, 2), (3, 1), (5, 0)]","[(0, 2), (1, 1), (2, 2), (3, 1), (4, 2), (5, 0), (6, 5), (7, 4), (8, 0), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None)]",0.0005075931549072266
39,"[8, 1, 2]","[(8, 3), (1, 4), (2, 5), (4, 0)]","[(0, 2), (1, 4), (2, 5), (3, 1), (4, 0), (5, 0), (6, 5), (7, 4), (8, 3), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None)]",0.0005717277526855469
40,"[5, 3, 0]","[(5, 3), (3, 4), (0, 5), (1, 2), (2, 2), (6, 0)]","[(0, 5), (1, 2), (2, 2), (3, 4), (4, 0), (5, 3), (6, 0), (None, None), (8, 3), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None)]",0.0004985332489013672
41,[],"[(0, 2), (1, 1), (3, 1), (5, 0)]","[(0, 2), (1, 1), (2, 2), (3, 1), (4, 0), (5, 0), (6, 0), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None)]",7.200241088867188e-05
42,[],"[(4, 1), (7, 0)]","[(0, 2), (1, 1), (2, 2), (3, 1), (4, 1), (5, 0), (6, 0), (7, 0), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None)]",0.00010251998901367188
43,[],"[(2, 1), (6, 0)]","[(0, 2), (1, 1), (2, 1), (3, 1), (4, 1), (5, 0), (6, 0), (7, 0), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None)]",0.00010514259338378906
44,[],"[(0, 2), (1, 2), (3, 1), (5, 0)]","[(0, 2), (1, 2), (2, 1), (3, 1), (4, 1), (5, 0), (6, 0), (7, 0), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None)]",8.368492126464844e-05
45,[],"[(4, 2), (8, 0)]","[(0, 2), (1, 2), (2, 1), (3, 1), (4, 2), (5, 0), (6, 0), (7, 0), (8, 0), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None)]",0.00011849403381347656
46,[],"[(2, 2), (6, 1), (7, 1), (9, 0)]","[(0, 2), (1, 2), (2, 2), (3, 1), (4, 2), (5, 0), (6, 1), (7, 1), (8, 0), (9, 0), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None)]",0.00010991096496582031
47,[],"[(0, 2), (3, 1), (4, 0)]","[(0, 2), (1, 2), (2, 2), (3, 1), (4, 0), (None, None), (6, 1), (7, 1), (8, 0), (9, 0), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None)]",0.00011110305786132812
48,[],"[(1, 1), (5, 0)]","[(0, 2), (1, 1), (2, 2), (3, 1), (4, 0), (5, 0), (6, 1), (7, 1), (None, None), (9, 0), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None)]",0.00011873245239257812
49,[],"[(2, 1), (4, 2), (6, 2), (7, 1), (8, 0)]","[(0, 2), (1, 1), (2, 1), (3, 1), (4, 2), (5, 0), (6, 2), (7, 1), (8, 0), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None)]",8.535385131835938e-05
50,[],"[(0, 2), (3, 1), (5, 0)]","[(0, 2), (1, 1), (2, 1), (3, 1), (4, 2), (5, 0), (6, 2), (7, 1), (8, 0), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None)]",0.00010800361633300781
51,[],"[(1, 2), (2, 2), (4, 1), (6, 0)]","[(0, 2), (1, 2), (2, 2), (3, 1), (4, 1), (5, 0), (6, 0), (7, 1), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None)]",0.00014138221740722656
52,[],"[(2, 2), (7, 0)]","[(0, 2), (1, 2), (2, 2), (3, 1), (4, 1), (5, 0), (6, 0), (7, 0), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None)]",0.00016808509826660156
53,[],"[(0, 2), (1, 1), (4, 0)]","[(0, 2), (1, 1), (2, 2), (3, 1), (4, 0), (None, None), (6, 0), (7, 0), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None)]",0.0001983642578125
54,[],"[(3, 2), (5, 0)]","[(0, 2), (1, 1), (2, 2), (3, 2), (4, 0), (5, 0), (6, 0), (7, 0), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None)]",0.0002295970916748047
55,[3],"[(3, 5), (2, 1), (6, 1), (7, 0)]","[(0, 2), (1, 1), (2, 1), (3, 5), (4, 0), (5, 0), (6, 1), (7, 0), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None)]",0.00033545494079589844
56,[6],"[(6, 4), (0, 2), (1, 1), (3, 0)]","[(0, 2), (1, 1), (2, 1), (3, 0), (4, 0), (5, 0), (6, 4), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None)]",0.0003597736358642578
57,"[3, 1, 0]","[(3, 3), (1, 4), (0, 5), (2, 2), (5, 1), (7, 0)]","[(0, 5), (1, 4), (2, 2), (3, 3), (4, 0), (5, 1), (6, 4), (7, 0), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None)]",0.0004134178161621094
58,"[5, 2]","[(5, 4), (2, 5), (4, 1), (6, 2), (8, 0)]","[(0, 5), (1, 4), (2, 5), (3, 3), (4, 1), (5, 4), (6, 2), (7, 0), (8, 0), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None)]",0.0003802776336669922
59,"[8, 4, 6]","[(8, 3), (4, 4), (6, 5), (0, 2), (1, 1), (7, 0)]","[(0, 2), (1, 1), (2, 5), (3, 3), (4, 4), (5, 4), (6, 5), (7, 0), (8, 3), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None)]",0.0004968643188476562
60,"[7, 1, 0]","[(7, 3), (1, 4), (0, 5), (2, 1), (3, 2), (5, 0)]","[(0, 5), (1, 4), (2, 1), (3, 2), (4, 4), (5, 0), (6, 5), (7, 3), (8, 3), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None)]",0.0004856586456298828
61,[],"[(4, 2), (6, 1), (7, 1), (8, 0)]","[(0, 5), (1, 4), (2, 1), (3, 2), (4, 2), (5, 0), (6, 1), (7, 1), (8, 0), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None)]",7.05718994140625e-05
62,[],"[(0, 1), (8, 0)]","[(0, 1), (1, 4), (2, 1), (3, 2), (4, 2), (5, 0), (6, 1), (7, 1), (8, 0), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None)]",0.00010609626770019531
63,[],"[(1, 2), (2, 2), (3, 1), (5, 0)]","[(0, 1), (1, 2), (2, 2), (3, 1), (4, 2), (5, 0), (6, 1), (7, 1), (8, 0), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None)]",9.72747802734375e-05
64,[],"[(4, 2), (6, 2), (7, 1), (8, 0)]","[(0, 1), (1, 2), (2, 2), (3, 1), (4, 2), (5, 0), (6, 2), (7, 1), (8, 0), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None)]",9.250640869140625e-05
65,[],"[(5, 1), (9, 0)]","[(0, 1), (1, 2), (2, 2), (3, 1), (4, 2), (5, 1), (6, 2), (7, 1), (8, 0), (9, 0), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None)]",0.00014734268188476562
66,[],"[(0, 2), (2, 2), (3, 0)]","[(0, 2), (1, 2), (2, 2), (3, 0), (4, 2), (5, 1), (6, 2), (7, 1), (8, 0), (9, 0), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None)]",0.0001633167266845703
67,[],"[(1, 2), (4, 1), (6, 0)]","[(0, 2), (1, 2), (2, 2), (3, 0), (4, 1), (5, 1), (6, 0), (None, None), (None, None), (9, 0), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None)]",9.226799011230469e-05
68,[],"[(7, 0)]","[(0, 2), (1, 2), (2, 2), (3, 0), (4, 1), (5, 1), (6, 0), (7, 0), (None, None), (9, 0), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None)]",0.00012755393981933594
69,[],"[(0, 1), (1, 2), (2, 1), (3, 0)]","[(0, 1), (1, 2), (2, 1), (3, 0), (4, 1), (None, None), (6, 0), (7, 0), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None)]",7.200241088867188e-05
