interval,selection,decision,schedule,schedulingtime
70,[],"[(4, 2), (5, 1), (6, 0)]","[(0, 1), (1, 2), (2, 1), (3, 0), (4, 2), (5, 1), (6, 0), (7, 0), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None)]",9.298324584960938e-05
71,[],"[(1, 0)]","[(0, 1), (1, 0), (2, 1), (3, 0), (4, 2), (5, 1), (6, 0), (7, 0), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None)]",0.00018072128295898438
72,[],"[(0, 2), (4, 0)]","[(0, 2), (1, 0), (2, 1), (3, 0), (4, 0), (5, 1), (6, 0), (7, 0), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None)]",0.00017309188842773438
73,[],"[(1, 1), (2, 2), (3, 1), (5, 2), (6, 1), (7, 1), (8, 0)]","[(0, 2), (1, 1), (2, 2), (3, 1), (4, 0), (5, 2), (6, 1), (7, 1), (8, 0), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None)]",0.00017547607421875
74,[1],"[(1, 4), (0, 0)]","[(0, 0), (1, 4), (2, 2), (3, 1), (4, 0), (5, 2), (6, 1), (7, 1), (8, 0), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None)]",0.0003113746643066406
75,[2],"[(2, 5), (6, 2), (9, 0)]","[(0, 0), (1, 4), (2, 5), (3, 1), (4, 0), (5, 2), (6, 2), (7, 1), (8, 0), (9, 0), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None)]",0.00036406517028808594
76,[],"[(1, 2), (2, 2), (3, 1), (4, 2), (5, 1), (7, 0)]","[(0, 0), (1, 2), (2, 2), (3, 1), (4, 2), (5, 1), (6, 2), (7, 0), (None, None), (9, 0), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None)]",0.0002529621124267578
77,"[3, 4]","[(3, 4), (4, 5), (0, 1), (8, 0)]","[(0, 1), (1, 2), (2, 2), (3, 4), (4, 5), (5, 1), (6, 2), (7, 0), (8, 0), (9, 0), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None)]",0.0005633831024169922
78,[1],"[(1, 5), (2, 2), (5, 1), (6, 0)]","[(0, 1), (1, 5), (2, 2), (3, 4), (4, 5), (5, 1), (6, 0), (7, 0), (8, 0), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None)]",0.0003769397735595703
79,"[5, 2]","[(5, 4), (2, 5), (0, 2), (1, 2), (3, 1), (4, 1), (7, 0)]","[(0, 2), (1, 2), (2, 5), (3, 1), (4, 1), (5, 4), (6, 0), (7, 0), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None)]",0.0004620552062988281
80,"[6, 3, 0]","[(6, 3), (3, 4), (0, 5), (2, 0)]","[(0, 5), (1, 2), (2, 0), (3, 4), (4, 1), (5, 4), (6, 3), (7, 0), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None)]",0.0005476474761962891
81,[],"[(0, 2), (4, 2), (5, 1), (6, 0)]","[(0, 2), (1, 2), (2, 0), (3, 4), (4, 2), (5, 1), (6, 0), (7, 0), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None)]",7.2479248046875e-05
82,[],"[(0, 1), (2, 1), (7, 0)]","[(0, 1), (1, 2), (2, 1), (3, 4), (4, 2), (5, 1), (6, 0), (7, 0), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None)]",8.0108642578125e-05
83,[],"[(1, 2), (3, 0)]","[(0, 1), (1, 2), (2, 1), (3, 0), (None, None), (5, 1), (6, 0), (7, 0), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None)]",9.72747802734375e-05
84,[],"[(1, 2), (4, 1), (5, 0)]","[(0, 1), (1, 2), (2, 1), (3, 0), (4, 1), (5, 0), (None, None), (7, 0), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None)]",8.225440979003906e-05
85,[],"[(2, 2), (6, 1), (7, 0)]","[(0, 1), (1, 2), (2, 2), (3, 0), (4, 1), (5, 0), (6, 1), (7, 0), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None)]",9.179115295410156e-05
86,[],"[(0, 2), (3, 1), (8, 0)]","[(0, 2), (1, 2), (2, 2), (3, 1), (4, 1), (5, 0), (6, 1), (7, 0), (8, 0), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None)]",0.00010442733764648438
87,[],"[(1, 2), (4, 1), (5, 0)]","[(0, 2), (1, 2), (2, 2), (3, 1), (4, 1), (5, 0), (6, 1), (7, 0), (8, 0), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None)]",0.00010561943054199219
88,[],"[(6, 2), (8, 1), (9, 0)]","[(0, 2), (1, 2), (2, 2), (3, 1), (4, 1), (5, 0), (6, 2), (7, 0), (8, 1), (9, 0), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None)]",0.0001201629638671875
89,[],"[(0, 2), (2, 1), (3, 0)]","[(0, 2), (1, 2), (2, 1), (3, 0), (4, 1), (5, 0), (6, 2), (None, None), (8, 1), (9, 0), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None)]",0.00010538101196289062
90,[],"[(5, 1), (6, 1), (7, 0)]","[(0, 2), (1, 2), (2, 1), (3, 0), (4, 1), (5, 1), (6, 1), (7, 0), (8, 1), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None)]",0.00010657310485839844
91,[],"[(0, 1), (1, 2), (3, 0)]","[(0, 1), (1, 2), (2, 1), (3, 0), (None, None), (5, 1), (6, 1), (7, 0), (8, 1), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None)]",0.0001659393310546875
92,[],"[(4, 2), (6, 2), (8, 0)]","[(0, 1), (1, 2), (2, 1), (3, 0), (4, 2), (5, 1), (6, 2), (7, 0), (8, 0), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None)]",0.00017070770263671875
93,[],"[(1, 2), (2, 2), (5, 0)]","[(0, 1), (1, 2), (2, 2), (3, 0), (4, 2), (5, 0), (6, 2), (7, 0), (8, 0), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None)]",0.0002384185791015625
94,[4],"[(4, 5), (0, 2), (7, 1), (9, 0)]","[(0, 2), (1, 2), (2, 2), (3, 0), (4, 5), (5, 0), (6, 2), (7, 1), (8, 0), (9, 0), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None)]",0.00030112266540527344
95,[0],"[(0, 5), (2, 1), (3, 1), (4, 0)]","[(0, 5), (1, 2), (2, 1), (3, 1), (4, 0), (5, 0), (None, None), (7, 1), (None, None), (9, 0), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None)]",0.0003237724304199219
96,[3],"[(3, 4), (0, 1), (1, 2), (5, 0)]","[(0, 1), (1, 2), (2, 1), (3, 4), (4, 0), (5, 0), (None, None), (None, None), (None, None), (9, 0), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None)]",0.0002982616424560547
97,"[5, 0, 1]","[(5, 3), (0, 4), (1, 5), (2, 2), (3, 2), (6, 1), (7, 0)]","[(0, 4), (1, 5), (2, 2), (3, 2), (4, 0), (5, 3), (6, 1), (7, 0), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None)]",0.0004165172576904297
98,"[6, 3]","[(6, 4), (3, 5), (1, 1), (4, 0)]","[(0, 4), (1, 1), (2, 2), (3, 5), (4, 0), (5, 3), (6, 4), (7, 0), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None)]",0.00040531158447265625
99,"[4, 1, 2]","[(4, 3), (1, 4), (2, 5), (5, 1), (7, 1), (8, 0)]","[(0, 4), (1, 4), (2, 5), (3, 5), (4, 3), (5, 1), (6, 4), (7, 1), (8, 0), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None)]",0.00047898292541503906
100,"[8, 7]","[(8, 3), (7, 4), (2, 1), (3, 2), (4, 0)]","[(0, 4), (1, 4), (2, 1), (3, 2), (4, 0), (5, 1), (None, None), (7, 4), (8, 3), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None)]",0.0004584789276123047
101,[],"[(0, 2), (1, 2), (6, 0)]","[(0, 2), (1, 2), (2, 1), (3, 2), (4, 0), (5, 1), (6, 0), (7, 4), (8, 3), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None)]",8.20159912109375e-05
