cpu_0,ram_0,disk_0,cpu_1,ram_1,disk_1,cpu_2,ram_2,disk_2,cpu_3,ram_3,disk_3,cpu_4,ram_4,disk_4,cpu_5,ram_5,disk_5
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.728716803176965,45.08853333333333,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27.128319682303303,62.21426666666667,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42.7897741375031,94.32653333333333,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54.48001985604368,103.02066666666666,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38.89302556465624,22.6744,5.0,21.784744507529005,52.38453333333334,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26.73119880863738,10.5722,6.0,53.72747469760553,72.132,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25.539836187639615,38.010333333333335,5.0,71.58726240434461,516.9462666666667,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39.71208736659221,35.388666666666666,6.0,36.4848185633177,414.5359333333334,3.0,36.39749239649929,100.05106666666666,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28.840903449987593,16.77666666666667,4.0,40.693655887435206,471.50819999999993,4.0,46.4837688535783,92.53633333333333,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35.91461901216182,75.4974,4.0,51.23426314490249,1028.6516666666666,6.0,57.252808640059584,3514.8262000000004,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49.54082898982378,406.49739999999997,5.0,29.93088126388546,1237.319,3.0,75.93569610824902,3302.1396,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67.73392901464383,398.6762,5.0,62.527770920760304,1175.8027333333332,6.0,87.84060579728136,3415.1238666666673,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77.73641102010424,405.1420666666666,6.0,47.97580844235991,0.0,3.0,80.93848923096022,84.32266666666666,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59.24547034003474,58.28233333333333,4.0,100.0,161.48026666666667,10.0,72.73291539941654,33.5544,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
