interval,cpu,numcontainers,baseips,ipsavailable,ipscap,apparentips,ram,ramavailable,disk,diskavailable
53,"[68.5529908165798, 60.33078252283387, 70.87704053131401, 0.0, 0.0, 0.0]","[3, 2, 2, 0, 0, 0]","[1192.5980385520286, 579.2040495482095, 3071.035592916286, 0, 0, 0]","[2836.401961447971, 7522.79595045179, 13039.964407083713, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[2762, 4888, 11419, 0, 0, 0]","[(300.2411333333333, 0.006466666666666666, 0.013200000000000002), (1267.6838, 0.0002, 0.0007333333333333332), (1182.7936, 0.004666666666666667, 0.0011333333333333334), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(3994.7588666666666, 1859.9935333333333, 999.9868), (15912.3162, 1799.9998, 1524.9992666666667), (33177.2064, 1882.6953333333333, 1333.7488666666666), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(4, 0.0, 0.0020944444444444448), (5, 0.0, 0.00015000000000000001), (3, 0.04548333333333333, 0.017227777777777772), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4022, 67.1, 10.107905555555554), (16100, 51.900000000000006, 6.18985), (32209, 58.154516666666666, 11.62277222222222), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
54,"[94.73814842392653, 71.74771661318194, 100.0, 0.0, 0.0, 0.0]","[4, 1, 3, 0, 0, 0]","[1028.99266545797, 668.1037271435606, 3378.7530030650014, 0, 0, 0]","[3000.00733454203, 7433.896272856439, 12732.246996934999, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[3817, 5813, 16111, 0, 0, 0]","[(282.50260000000003, 0.010866666666666667, 0.012799999999999999), (7.208333333333332, 0.0, 0.0), (1659.1958666666667, 0.09813333333333331, 0.3430666666666667), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4012.4974, 1859.9891333333333, 999.9872), (17172.791666666668, 1800.0, 1525.0), (32700.804133333335, 1882.6018666666666, 1333.4069333333334), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(5, 0.0, 0.002811111111111111), (2, 0.0, 8.88888888888889e-05), (4, 0.0008333333333333333, 0.5125111111111111), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.1, 10.107188888888889), (16103, 51.900000000000006, 6.189911111111111), (32208, 58.19916666666667, 11.127488888888887), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
55,"[79.94539587987094, 100.0, 82.45918937371982, 0.0, 0.0, 17.528396747563775]","[3, 3, 1, 0, 0, 1]","[1011.6612447560708, 2024.3857757627986, 0, 0, 0, 0]","[3017.338755243929, 6077.614224237202, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[3221, 8102, 13285, 0, 0, 2824]","[(264.67713333333336, 0.008333333333333333, 0.006266666666666666), (56.0538, 0.004733333333333333, 6.666666666666668e-05), (25.1658, 0.0044666666666666665, 6.666666666666668e-05), (0, 0, 0), (0, 0, 0), (390.06966666666676, 0.00013333333333333334, 0.00013333333333333334)]","[(4030.3228666666664, 1859.9916666666666, 999.9937333333334), (17123.9462, 1799.9952666666666, 1524.9999333333333), (34334.8342, 1882.6955333333333, 1333.7499333333333), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (33969.93033333333, 1882.6998666666668, 1333.7498666666668)]","[(5, 1.666666666666667e-05, 0.001688888888888889), (7, 0.0, 0.00245), (2, 0.0, 0.00105), (0, 0, 0), (0, 0, 0), (1, 0.0, 0.0005444444444444444)]","[(4021, 67.09998333333333, 10.10831111111111), (16098, 51.900000000000006, 6.18755), (32210, 58.2, 11.63895), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32211, 58.2, 11.639455555555555)]"
56,"[93.2241250930752, 100.0, 100.0, 0.0, 11.318193038755862, 0.0]","[3, 2, 1, 0, 1, 0]","[1000.9062644566558, 1120.352497775195, 2138.308283086843, 0, 917.7449436151724, 0]","[3028.0937355433443, 6981.647502224805, 13972.691716913158, 4029, 7184.255056384827, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[3756, 8102, 16111, 0, 917, 0]","[(743.7887333333333, 4.8142000000000005, 0.03013333333333334), (58.720200000000006, 0.009266666666666666, 0.00020000000000000004), (23.0682, 0.00013333333333333334, 0.00013333333333333334), (0, 0, 0), (14.329866666666671, 0.0, 0.0), (0, 0, 0)]","[(3551.2112666666667, 1855.1858, 999.9698666666667), (17121.2798, 1799.9907333333333, 1524.9998), (34336.9318, 1882.6998666666668, 1333.7498666666668), (4295, 1860.0, 1000.0), (17165.670133333333, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(3, 0.0, 0.006677777777777777), (3, 0.0, 0.002211111111111111), (2, 0.0, 0.0005888888888888889), (0, 0, 0), (3, 0.0, 0.0005777777777777778), (0, 0, 0)]","[(4023, 67.1, 10.103322222222221), (16102, 51.900000000000006, 6.187788888888888), (32210, 58.2, 11.63941111111111), (4026, 67.1, 10.11), (16102, 51.900000000000006, 6.1894222222222215), (32212, 58.2, 11.639999999999999)]"
57,"[77.3144700918342, 86.47247593186867, 91.09924896033765, 13.030528667163068, 25.15428289311281, 14.822171187387498]","[2, 1, 1, 1, 2, 1]","[150.5129573764532, 945.2485860379074, 1159.8783019726538, 509.6452311336771, 740.2994142318395, 1932.60301540134]","[3878.4870426235466, 7156.751413962093, 14951.121698027346, 3519.354768866323, 7361.700585768161, 14178.39698459866]","[4029, 8102, 16111, 4029, 8102, 16111]","[3115, 7006, 14677, 525, 2038, 2388]","[(266.33720000000005, 0.004933333333333334, 0.006266666666666668), (232.08433333333338, 0.9976, 0.007), (0.0, 0.0044666666666666665, 0.00013333333333333334), (384.4776, 1.923, 0.02493333333333333), (23.067999999999998, 0.004666666666666667, 6.666666666666668e-05), (25.864466666666672, 0.0, 0.00046666666666666666)]","[(4028.6628, 1859.9950666666666, 999.9937333333334), (16947.915666666668, 1799.0024, 1524.993), (34360.0, 1882.6955333333333, 1333.7498666666668), (3910.5224, 1858.077, 999.9750666666666), (17156.932, 1799.9953333333333, 1524.9999333333333), (34334.135533333334, 1882.7, 1333.7495333333334)]","[(2, 0.0, 0.0022055555555555552), (3, 0.0, 0.0005111111111111112), (2, 0.0, 0.0009055555555555556), (1, 0.0, 0.005011111111111111), (4, 0.0, 0.0016277777777777775), (2, 1.666666666666667e-05, 0.0002555555555555556)]","[(4024, 67.1, 10.107794444444444), (16102, 51.900000000000006, 6.189488888888889), (32210, 58.2, 11.639094444444444), (4025, 67.1, 10.104988888888888), (16101, 51.900000000000006, 6.188372222222222), (32210, 58.199983333333336, 11.639744444444442)]"
58,"[96.52519235542319, 100.0, 100.0, 13.030528667163068, 26.12935077758578, 25.274657066600458]","[2, 1, 1, 1, 2, 2]","[735.310726432239, 985.890464655895, 1264.8212801613754, 525.5620067601462, 385.8030439358044, 1161.2390325445572]","[3293.689273567761, 7116.109535344105, 14846.178719838625, 3503.4379932398538, 7716.196956064196, 14949.760967455442]","[4029, 8102, 16111, 4029, 8102, 16111]","[3889, 8102, 16111, 525, 2117, 4072]","[(50.331199999999995, 0.0030666666666666668, 0.0074666666666666675), (16.777066666666666, 0.00046666666666666666, 0.0003333333333333333), (22.3696, 0.004666666666666667, 0.00013333333333333334), (419.43, 3.8347333333333333, 0.0464), (264.24086666666665, 0.7777333333333334, 0.005666666666666666), (23.0686, 0.004266666666666667, 6.666666666666668e-05)]","[(4244.6688, 1859.9969333333333, 999.9925333333333), (17163.222933333334, 1799.9995333333334, 1524.9996666666666), (34337.6304, 1882.6953333333333, 1333.7498666666668), (3875.57, 1856.1652666666666, 999.9536), (16915.759133333333, 1799.2222666666667, 1524.9943333333333), (34336.9314, 1882.6957333333335, 1333.7499333333333)]","[(3, 0.0, 0.001961111111111111), (3, 0.0, 0.00015555555555555556), (2, 0.0, 0.0010722222222222222), (1, 0.00031666666666666665, 0.004988888888888889), (4, 0.0, 0.0016777777777777776), (4, 0.0, 0.001)]","[(4023, 67.1, 10.108038888888888), (16102, 51.900000000000006, 6.189844444444444), (32210, 58.2, 11.638927777777777), (4025, 67.09968333333333, 10.10501111111111), (16101, 51.900000000000006, 6.188322222222221), (32208, 58.2, 11.639)]"
59,"[82.17920079424175, 100.0, 100.0, 31.27326880119136, 24.635892372253764, 24.275339829929862]","[1, 1, 1, 2, 2, 2]","[166.15920635027632, 1055.12586051913, 833.3054562028785, 317.61904141142077, 990.5591034098386, 1347.0253533704608]","[3862.8407936497238, 7046.87413948087, 15277.69454379712, 3711.3809585885792, 7111.440896590161, 14763.97464662954]","[4029, 8102, 16111, 4029, 8102, 16111]","[3311, 8102, 16111, 1260, 1996, 3911]","[(20.00973333333333, 0.0, 0.0), (1112.8883999999998, 6.666666666666668e-05, 0.0008), (1140.8506, 0.0005333333333333334, 0.001066666666666667), (522.1898666666667, 3.0467333333333335, 0.06226666666666668), (274.72626666666673, 0.6692, 0.005266666666666666), (33.5544, 0.009066666666666667, 0.00013333333333333337)]","[(4274.990266666667, 1860.0, 1000.0), (16067.1116, 1799.9999333333333, 1524.9992), (33219.1494, 1882.6994666666667, 1333.7489333333333), (3772.8101333333334, 1856.9532666666667, 999.9377333333333), (16905.27373333333, 1799.3308, 1524.9947333333334), (34326.4456, 1882.6909333333333, 1333.7498666666668)]","[(3, 0.0, 2.2222222222222223e-05), (1, 0.0, 5.555555555555555e-05), (3, 0.0032, 0.001277777777777778), (3, 0.0, 0.006055555555555555), (6, 0.0, 0.0005666666666666667), (4, 0.0, 0.0018722222222222222)]","[(4023, 67.1, 10.109977777777777), (16104, 51.900000000000006, 6.189944444444444), (32209, 58.1968, 11.63872222222222), (4023, 67.1, 10.103944444444444), (16099, 51.900000000000006, 6.189433333333333), (32208, 58.2, 11.638127777777777)]"
60,"[19.50856291883842, 11.73784250802271, 11.011110421451182, 32.216430876147925, 30.535670204887683, 23.772577741915462]","[1, 1, 1, 2, 2, 2]","[502.6176964802392, 867.4432049365371, 1645.2825219566423, 0, 1167.68601967449, 1392.7419302419803]","[3526.3823035197606, 7234.556795063463, 14465.717478043358, 4029, 6934.31398032551, 14718.25806975802]","[4029, 8102, 16111, 4029, 8102, 16111]","[786, 951, 1774, 1298, 2474, 3830]","[(83.18646666666666, 0.006333333333333332, 0.004866666666666666), (973.0777333333333, 0.0, 0.0006666666666666666), (55.924, 0.0046, 6.666666666666668e-05), (59.59353333333334, 0.002533333333333333, 0.0066), (1354.7597999999998, 0.0010666666666666667, 0.0012000000000000001), (1017.8172666666666, 0.004533333333333333, 0.0007999999999999999)]","[(4211.813533333333, 1859.9936666666667, 999.9951333333333), (16206.922266666666, 1800.0, 1524.9993333333334), (34304.076, 1882.6954, 1333.7499333333333), (4235.406466666666, 1859.9974666666667, 999.9934), (15825.2402, 1799.9989333333333, 1524.9988), (33342.182733333335, 1882.6954666666668, 1333.7492)]","[(2, 0.0, 0.0002444444444444445), (2, 0.0, 6.111111111111111e-05), (1, 0.0, 0.0010999999999999998), (5, 0.0, 0.0010777777777777778), (4, 0.037733333333333334, 0.014872222222222222), (5, 0.0, 0.0011277777777777777)]","[(4024, 67.1, 10.109755555555555), (16103, 51.900000000000006, 6.189938888888888), (32211, 58.2, 11.6389), (4021, 67.1, 10.10892222222222), (16101, 51.86226666666667, 6.175127777777777), (32207, 58.2, 11.63887222222222)]"
61,"[36.113179448994785, 37.867193285608494, 22.028427782260568, 0.0, 18.205381387311775, 9.94972379119856]","[2, 3, 2, 0, 1, 1]","[590.4239817575502, 2792.6782477719335, 3401.525409688516, 0, 1475.3019409416156, 0]","[3438.5760182424497, 5309.3217522280665, 12709.474590311484, 4029, 6626.698059058384, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1455, 3068, 3549, 0, 1475, 1603]","[(85.80726666666668, 0.004200000000000001, 0.0044666666666666665), (1007.2868666666667, 0.0005333333333333334, 0.0009333333333333332), (81.0898, 0.0092, 6.666666666666668e-05), (0, 0, 0), (1023.4095333333331, 0.0002, 0.0009333333333333332), (1168.8122666666666, 0.0002666666666666667, 0.0008)]","[(4209.192733333333, 1859.9958, 999.9955333333334), (16172.713133333333, 1799.9994666666666, 1524.9990666666667), (34278.9102, 1882.6908, 1333.7499333333333), (4295, 1860.0, 1000.0), (16156.590466666667, 1799.9998, 1524.9990666666667), (33191.18773333333, 1882.6997333333334, 1333.7492)]","[(4, 0.0, 0.00019999999999999998), (5, 0.0, 0.00029444444444444445), (2, 0.0, 0.002122222222222222), (0, 0, 0), (1, 0.00875, 0.0018444444444444441), (3, 0.0, 0.00019999999999999998)]","[(4022, 67.1, 10.1098), (16100, 51.900000000000006, 6.189705555555555), (32210, 58.2, 11.637877777777776), (4026, 67.1, 10.11), (16104, 51.89125000000001, 6.188155555555555), (32209, 58.2, 11.6398)]"
62,"[29.560685033507074, 49.19772895581338, 22.028427782260568, 0.0, 18.205381387311775, 0.0]","[2, 4, 2, 0, 1, 0]","[150.5129573764532, 2816.816462223948, 1756.2428877318737, 0, 0, 0]","[3878.4870426235466, 5285.183537776053, 14354.757112268126, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1191, 3986, 3549, 0, 1475, 0]","[(62.214666666666666, 0.0, 6.666666666666668e-05), (1013.4468, 0.0, 0.0008), (78.2936, 0.009066666666666667, 6.666666666666668e-05), (0, 0, 0), (850.0448666666667, 0.0, 0.001066666666666667), (0, 0, 0)]","[(4232.785333333333, 1860.0, 999.9999333333334), (16166.5532, 1800.0, 1524.9992), (34281.7064, 1882.6909333333333, 1333.7499333333333), (4295, 1860.0, 1000.0), (16329.955133333333, 1800.0, 1524.9989333333333), (34360, 1882.7, 1333.75)]","[(3, 0.05473333333333333, 0.01928888888888889), (8, 0.0, 0.0009333333333333332), (2, 0.0, 0.0021333333333333334), (0, 0, 0), (1, 1.666666666666667e-05, 0.00018888888888888888), (0, 0, 0)]","[(4023, 67.04526666666666, 10.09071111111111), (16097, 51.900000000000006, 6.189066666666666), (32210, 58.2, 11.637866666666666), (4026, 67.1, 10.11), (16104, 51.89998333333334, 6.18981111111111), (32212, 58.2, 11.639999999999999)]"
63,"[28.34450235790519, 56.88718834855592, 40.34510582831606, 0.0, 0.0, 0.0]","[2, 4, 3, 0, 0, 0]","[251.15514745673997, 2492.7744838879917, 3904.8198859677514, 0, 0, 0]","[3777.84485254326, 5609.225516112008, 12206.18011403225, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1142, 4609, 6500, 0, 0, 0]","[(58.7202, 0.004733333333333333, 6.666666666666668e-05), (1043.9433333333334, 0.0016666666666666668, 0.0006), (1296.737933333333, 0.005399999999999999, 0.0032666666666666664), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4236.2798, 1859.9952666666666, 999.9999333333334), (16136.056666666667, 1799.9983333333332, 1524.9994), (33063.26206666667, 1882.6946, 1333.7467333333334), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(2, 0.0, 0.0010833333333333333), (8, 0.0, 0.00075), (5, 0.44465, 0.0050888888888888885), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4024, 67.1, 10.108916666666666), (16097, 51.900000000000006, 6.1892499999999995), (32207, 57.75535, 11.63491111111111), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
64,"[33.10995284189625, 43.86571216983461, 56.154180373657745, 0.0, 0.0, 0.0]","[2, 3, 4, 0, 0, 0]","[319.3147248848671, 2431.16962547135, 6839.239111660439, 0, 0, 0]","[3709.6852751151328, 5670.83037452865, 9271.76088833956, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1334, 3554, 9047, 0, 0, 0]","[(20.0974, 0.005200000000000001, 0.003999999999999999), (1127.5674666666666, 6.666666666666668e-05, 0.0018666666666666666), (1383.2446, 0.0082, 0.005666666666666666), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4274.9026, 1859.9948, 999.996), (16052.432533333333, 1799.9999333333333, 1524.9981333333333), (32976.7554, 1882.6918, 1333.7443333333333), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(2, 0.0, 0.0010277777777777776), (6, 0.0, 0.0007499999999999998), (9, 0.8343166666666667, 0.028405555555555555), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4024, 67.1, 10.108972222222222), (16099, 51.900000000000006, 6.1892499999999995), (32203, 57.36568333333334, 11.611594444444444), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
65,"[31.645569620253166, 61.96000987410516, 56.042455465210104, 0.0, 0.0, 0.0]","[2, 4, 4, 0, 0, 0]","[790.5656207407073, 1906.9810208034094, 5660.1476433734115, 0, 0, 0]","[3238.4343792592927, 6195.01897919659, 10450.852356626589, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1275, 5020, 9029, 0, 0, 0]","[(70.69039999999998, 0.00013333333333333334, 0.001), (1140.4997333333333, 0.005666666666666666, 0.0018666666666666666), (1477.3549333333333, 0.006400000000000001, 0.003666666666666666), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4224.3096, 1859.9998666666668, 999.999), (16039.500266666666, 1799.9943333333333, 1524.9981333333333), (32882.645066666664, 1882.6936, 1333.7463333333333), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(2, 0.0, 0.0005722222222222222), (8, 0.0, 0.0021277777777777775), (9, 0.7182333333333334, 0.012438888888888888), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4024, 67.1, 10.109427777777777), (16097, 51.900000000000006, 6.1878722222222216), (32203, 57.48176666666667, 11.62756111111111), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
66,"[47.00918342020353, 31.523080720809677, 71.88256470734281, 0.0, 0.0, 0.0]","[3, 2, 5, 0, 0, 0]","[1090.9196454533612, 877.505143074861, 5417.718957425302, 0, 0, 0]","[2938.080354546639, 7224.494856925139, 10693.281042574697, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1894, 2554, 11581, 0, 0, 0]","[(85.8072, 6.666666666666668e-05, 0.001), (88.08006666666668, 0.004666666666666667, 0.0010666666666666667), (484.87806666666665, 0.012933333333333333, 0.0056), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4209.1928, 1859.9999333333333, 999.999), (17091.919933333334, 1799.9953333333333, 1524.9989333333333), (33875.121933333336, 1882.6870666666666, 1333.7444), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(3, 0.0, 0.0005666666666666666), (3, 0.0, 0.0011444444444444445), (14, 0.7671666666666666, 0.014594444444444445), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4023, 67.1, 10.109433333333333), (16102, 51.900000000000006, 6.188855555555555), (32198, 57.432833333333335, 11.625405555555554), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
67,"[45.81782079920576, 30.399901258948407, 44.64030786419217, 0.0, 0.0, 0.0]","[3, 2, 3, 0, 0, 0]","[1817.396452659406, 2452.672593393894, 5043.7185901941575, 0, 0, 0]","[2211.603547340594, 5649.327406606106, 11067.281409805842, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1846, 2463, 7192, 0, 0, 0]","[(491.08193333333327, 1.3952666666666664, 0.007066666666666666), (76.1958, 0.0048, 0.0006), (397.0604000000001, 0.0114, 0.0029999999999999996), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(3803.9180666666666, 1858.6047333333333, 999.9929333333333), (17103.8042, 1799.9952, 1524.9994), (33962.9396, 1882.6886, 1333.747), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(3, 0.0, 0.010233333333333334), (3, 0.0, 0.0020777777777777778), (7, 0.0, 0.0022333333333333333), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4023, 67.1, 10.099766666666666), (16102, 51.900000000000006, 6.187922222222221), (32205, 58.2, 11.637766666666666), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
68,"[65.32638371804418, 30.399901258948407, 44.64030786419217, 0.0, 0.0, 0.0]","[4, 2, 3, 0, 0, 0]","[976.1851927401194, 907.7776025314058, 0, 0, 0, 0]","[3052.8148072598806, 7194.222397468594, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[2632, 2463, 7192, 0, 0, 0]","[(533.0242666666667, 0.6547333333333333, 0.009733333333333333), (90.8762, 0.0046, 0.0004), (366.3022, 0.011266666666666668, 0.0028), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(3761.975733333333, 1859.3452666666667, 999.9902666666667), (17089.1238, 1799.9954, 1524.9996), (33993.6978, 1882.6887333333334, 1333.7472), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(5, 0.0, 0.0010388888888888889), (3, 0.0, 0.0016944444444444446), (7, 0.0, 0.0027), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.1, 10.10896111111111), (16102, 51.900000000000006, 6.188305555555555), (32205, 58.2, 11.637299999999998), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
69,"[43.13725490196079, 32.399407553690445, 12.519396685494383, 0.0, 0.0, 0.0]","[3, 3, 1, 0, 0, 0]","[987.7550577047559, 1115.656957286443, 1719.3522916291872, 0, 0, 0]","[3041.244942295244, 6986.343042713557, 14391.647708370812, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1738, 2625, 2017, 0, 0, 0]","[(683.67, 1.1724666666666668, 0.1628666666666667), (46.83526666666667, 0.0002, 0.0007333333333333332), (255.852, 0.0, 0.0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(3611.33, 1858.8275333333333, 999.8371333333333), (17133.164733333335, 1799.9998, 1524.9992666666667), (34104.148, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(5, 0.0, 0.004361111111111111), (5, 0.0, 0.00105), (1, 0.08385, 0.026855555555555553), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.1, 10.105638888888889), (16100, 51.900000000000006, 6.188949999999999), (32211, 58.116150000000005, 11.613144444444444), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
70,"[57.3343261355175, 48.51888422611701, 48.420333933337474, 0.0, 0.0, 0.0]","[3, 3, 2, 0, 0, 0]","[1371.8760490405184, 2012.9216345292436, 2086.322616089701, 0, 0, 0]","[2657.1239509594816, 6089.078365470757, 14024.677383910299, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[2310, 3931, 7801, 0, 0, 0]","[(416.63246666666663, 0.008266666666666665, 0.028666666666666663), (22.368666666666673, 0.0, 0.0), (324.35906666666676, 0.19146666666666667, 0.012866666666666667), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(3878.3675333333335, 1859.9917333333333, 999.9713333333333), (17157.631333333335, 1800.0, 1525.0), (34035.640933333336, 1882.5085333333334, 1333.7371333333333), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(5, 0.05473333333333333, 0.02327777777777778), (7, 0.0, 0.0004111111111111111), (2, 0.07118333333333333, 0.030166666666666668), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.04526666666666, 10.086722222222221), (16098, 51.900000000000006, 6.189588888888888), (32210, 58.12881666666667, 11.609833333333333), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
71,"[72.17671878878133, 48.51888422611701, 35.89473030848488, 0.0, 0.0, 0.0]","[4, 3, 1, 0, 0, 0]","[1390.6323621480947, 1737.925289272265, 0, 0, 0, 0]","[2638.3676378519053, 6364.074710727735, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[2908, 3931, 5783, 0, 0, 0]","[(411.5640666666667, 0.007000000000000001, 0.025599999999999998), (22.368733333333335, 0.0, 0.0), (148.1986, 0.00013333333333333334, 0.0006666666666666666), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(3883.435933333333, 1859.993, 999.9744), (17157.631266666667, 1800.0, 1525.0), (34211.8014, 1882.6998666666668, 1333.7493333333334), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(6, 0.0, 0.0039), (7, 0.0, 0.0005555555555555556), (1, 1.666666666666667e-05, 0.0024555555555555554), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 67.1, 10.1061), (16098, 51.900000000000006, 6.189444444444444), (32211, 58.199983333333336, 11.637544444444444), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
72,"[94.0680069496153, 56.29474203900272, 55.40934765067346, 0.0, 0.0, 0.0]","[5, 2, 1, 0, 0, 0]","[421.13663538143993, 0, 1159.8783019726538, 0, 0, 0]","[3607.86336461856, 8102, 14951.121698027346, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[3790, 4561, 8927, 0, 0, 0]","[(338.42580000000004, 0.008133333333333333, 0.028800000000000003), (12.5822, 0.0, 0.0), (0.0, 0.0044666666666666665, 0.00013333333333333334), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(3956.5742, 1859.9918666666667, 999.9712), (17167.4178, 1800.0, 1525.0), (34360.0, 1882.6955333333333, 1333.7498666666668), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(9, 0.002766666666666666, 0.009438888888888887), (4, 0.0, 0.0005), (2, 0.0, 0.0009055555555555556), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4017, 67.09723333333332, 10.10056111111111), (16101, 51.900000000000006, 6.1895), (32210, 58.2, 11.639094444444444), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
