interval,cpu,numcontainers,baseips,ipsavailable,ipscap,apparentips,ram,ramavailable,disk,diskavailable
11,"[49.54082898982378, 29.93088126388546, 75.93569610824902, 0.0, 0.0, 0.0]","[3, 1, 4, 0, 0, 0]","[890.2785791527217, 710.2431664739623, 5796.105681234637, 0, 0, 0]","[3138.7214208472783, 7391.756833526038, 10314.894318765364, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1996, 2425, 12234, 0, 0, 0]","[(406.49739999999997, 1.3995999999999997, 0.0056), (1237.319, 0.0, 0.0009333333333333332), (3302.1396, 0.6268666666666666, 0.04973333333333334), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(3888.5026, 1858.6004, 999.9944), (15942.681, 1800.0, 1524.9990666666667), (31057.8604, 1882.0731333333333, 1333.7002666666667), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(5, 0.0, 0.01073888888888889), (3, 0.0, 7.222222222222222e-05), (10, 2.814516666666667, 0.6677055555555553), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.1, 10.09926111111111), (16102, 51.900000000000006, 6.189927777777777), (32202, 55.38548333333333, 10.972294444444444), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
12,"[67.73392901464383, 62.527770920760304, 87.84060579728136, 0.0, 0.0, 0.0]","[3, 2, 3, 0, 0, 0]","[1580.3764271667187, 1116.065298514448, 3843.5754725738643, 0, 0, 0]","[2448.6235728332813, 6985.934701485552, 12267.424527426136, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[2729, 5066, 14152, 0, 0, 0]","[(398.6762, 0.6529999999999999, 0.0038000000000000004), (1175.8027333333332, 0.0, 0.0019333333333333333), (3415.1238666666673, 0.6224666666666667, 0.05213333333333334), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(3896.3238, 1859.347, 999.9962), (16004.197266666666, 1800.0, 1524.9980666666668), (30944.87613333333, 1882.0775333333333, 1333.6978666666666), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(5, 0.0, 0.0013944444444444445), (6, 0.0, 6.111111111111111e-05), (8, 2.056766666666667, 0.6718777777777779), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.1, 10.108605555555554), (16099, 51.900000000000006, 6.189938888888888), (32204, 56.143233333333335, 10.96812222222222), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
13,"[77.73641102010424, 47.97580844235991, 80.93848923096022, 0.0, 0.0, 0.0]","[4, 1, 3, 0, 0, 0]","[258.4739753298793, 563.2678341234054, 1470.918755855893, 0, 0, 0]","[3770.526024670121, 7538.732165876595, 14640.081244144107, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[3132, 3887, 13040, 0, 0, 0]","[(405.1420666666666, 0.6892, 0.044933333333333325), (0.0, 0.0, 0.001), (84.32266666666666, 0.010066666666666666, 0.001), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(3889.857933333333, 1859.3108, 999.9550666666667), (17180.0, 1800.0, 1524.999), (34275.67733333333, 1882.6899333333333, 1333.749), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(6, 0.0, 0.0020444444444444442), (3, 0.0, 0.0), (6, 0.0, 0.0025888888888888897), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 67.1, 10.107955555555556), (16102, 51.900000000000006, 6.1899999999999995), (32206, 58.2, 11.63741111111111), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
14,"[59.24547034003474, 100.0, 72.73291539941654, 0.0, 0.0, 0.0]","[2, 4, 1, 0, 0, 0]","[704.0656049379999, 2553.5433520648803, 987.5310756622861, 0, 0, 0]","[3324.934395062, 5548.45664793512, 15123.468924337714, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[2387, 8102, 11718, 0, 0, 0]","[(58.28233333333333, 0.010333333333333333, 0.010199999999999999), (161.48026666666667, 0.009133333333333334, 0.0028666666666666667), (33.5544, 0.004533333333333333, 0.0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4236.717666666666, 1859.9896666666666, 999.9898), (17018.519733333334, 1799.9908666666668, 1524.9971333333333), (34326.4456, 1882.6954666666668, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(4, 0.0, 0.0008333333333333334), (10, 0.04601666666666666, 0.019105555555555556), (1, 0.0, 0.0010277777777777776), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4022, 67.1, 10.109166666666667), (16095, 51.85398333333334, 6.170894444444444), (32211, 58.2, 11.638972222222222), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
15,"[74.28642343013155, 75.80844235991113, 85.09713860095587, 0.0, 13.255986176252776, 0.0]","[3, 2, 2, 0, 1, 0]","[1239.595321606465, 1588.8914185185195, 2756.1308152172433, 0, 1067.0604529593884, 0]","[2789.404678393535, 6513.1085814814805, 13354.869184782758, 4029, 7034.939547040612, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[2993, 6142, 13710, 0, 1074, 0]","[(68.0682, 0.012333333333333333, 0.011666666666666665), (103.45920000000001, 0.009000000000000001, 0.0008), (145.4024, 0.0094, 0.00013333333333333337), (0, 0, 0), (64.3126, 0.0, 0.001), (0, 0, 0)]","[(4226.9318, 1859.9876666666667, 999.9883333333333), (17076.5408, 1799.991, 1524.9992), (34214.5976, 1882.6906000000001, 1333.7498666666668), (4295, 1860.0, 1000.0), (17115.6874, 1800.0, 1524.999), (34360, 1882.7, 1333.75)]","[(5, 1.666666666666667e-05, 0.0013555555555555556), (4, 0.0, 0.002861111111111111), (2, 0.0, 0.0025722222222222223), (0, 0, 0), (3, 0.0, 1.1111111111111112e-05), (0, 0, 0)]","[(4021, 67.09998333333333, 10.108644444444444), (16101, 51.900000000000006, 6.187138888888889), (32210, 58.2, 11.637427777777777), (4026, 67.1, 10.11), (16102, 51.900000000000006, 6.189988888888888), (32212, 58.2, 11.639999999999999)]"
16,"[89.6500372300819, 100.0, 98.67171497734468, 0.0, 13.255986176252776, 10.421451182421947]","[3, 3, 1, 0, 1, 1]","[1146.4799400276004, 1868.0930192749925, 0, 0, 0, 0]","[2882.5200599723994, 6233.906980725007, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[3612, 8102, 15897, 0, 1074, 1679]","[(109.96793333333332, 0.0024666666666666665, 0.0014), (1059.0605333333333, 0.008799999999999999, 0.0019333333333333333), (47.5354, 0.004666666666666667, 0.0), (0, 0, 0), (0.0, 0.0, 0.001), (67.1088, 0.0046, 0.0)]","[(4185.032066666667, 1859.9975333333334, 999.9986), (16120.939466666667, 1799.9912, 1524.9980666666668), (34312.4646, 1882.6953333333333, 1333.75), (4295, 1860.0, 1000.0), (17180.0, 1800.0, 1524.999), (34292.8912, 1882.6954, 1333.75)]","[(7, 0.0, 0.0011222222222222224), (6, 0.0, 0.0030444444444444447), (1, 0.0, 0.001011111111111111), (0, 0, 0), (3, 0.0, 0.0), (1, 0.0, 0.0010555555555555557)]","[(4019, 67.1, 10.108877777777778), (16099, 51.900000000000006, 6.186955555555555), (32211, 58.2, 11.638988888888887), (4026, 67.1, 10.11), (16102, 51.900000000000006, 6.1899999999999995), (32211, 58.2, 11.638944444444443)]"
17,"[94.14246711342766, 87.25006171315725, 100.0, 0.0, 13.132559861762527, 0.0]","[3, 2, 2, 0, 1, 0]","[1028.2469905136568, 1535.0812786857628, 4812.077998152714, 0, 0, 0]","[3000.753009486343, 6566.918721314238, 11298.922001847286, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[3793, 7069, 16111, 0, 1064, 0]","[(192.15006666666665, 0.00046666666666666666, 0.0014), (1214.949, 0.0035333333333333336, 0.026800000000000004), (50.3316, 0.0092, 0.00020000000000000004), (0, 0, 0), (67.10846666666666, 0.004333333333333333, 0.0008), (0, 0, 0)]","[(4102.849933333333, 1859.9995333333334, 999.9986), (15965.051, 1799.9964666666667, 1524.9732), (34309.6684, 1882.6908, 1333.7498), (4295, 1860.0, 1000.0), (17112.89153333333, 1799.9956666666667, 1524.9992), (34360, 1882.7, 1333.75)]","[(8, 0.0705, 0.02578333333333333), (5, 0.05313333333333333, 0.012172222222222223), (4, 0.0, 0.002233333333333333), (0, 0, 0), (3, 1.666666666666667e-05, 0.0018777777777777777), (0, 0, 0)]","[(4018, 67.0295, 10.084216666666666), (16100, 51.84686666666667, 6.177827777777777), (32208, 58.2, 11.637766666666666), (4026, 67.1, 10.11), (16102, 51.89998333333334, 6.188122222222222), (32212, 58.2, 11.639999999999999)]"
18,"[100.0, 100.0, 100.0, 0.0, 11.73784250802271, 11.768357023151884]","[3, 2, 2, 0, 1, 1]","[1050.4639562956233, 1365.7271395780413, 0, 0, 0, 1884.0814406089871]","[2978.5360437043764, 6736.272860421959, 16111, 4029, 8102, 14226.918559391013]","[4029, 8102, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 0, 951, 1896]","[(180.87786666666665, 0.0, 0.001066666666666667), (247.46339999999998, 0.0022666666666666664, 0.015133333333333332), (100.6632, 0.5357333333333334, 0.43746666666666656), (0, 0, 0), (1001.0398666666667, 0.0, 0.0008), (44.7392, 0.004533333333333333, 6.666666666666668e-05)]","[(4114.122133333333, 1860.0, 999.9989333333333), (16932.5366, 1799.9977333333334, 1524.9848666666667), (34259.3368, 1882.1642666666667, 1333.3125333333332), (4295, 1860.0, 1000.0), (16178.960133333334, 1800.0, 1524.9992), (34315.2608, 1882.6954666666668, 1333.7499333333333)]","[(7, 1.666666666666667e-05, 0.0009500000000000001), (6, 0.06325, 0.012894444444444443), (3, 0.0, 0.002505555555555555), (0, 0, 0), (2, 0.0, 6.111111111111111e-05), (2, 0.0, 0.00105)]","[(4019, 67.09998333333333, 10.10905), (16099, 51.83675000000001, 6.177105555555555), (32209, 58.2, 11.637494444444442), (4026, 67.1, 10.11), (16103, 51.900000000000006, 6.189938888888888), (32210, 58.2, 11.63895)]"
19,"[89.72449739389427, 100.0, 100.0, 14.296351451973194, 10.207356208343619, 11.768357023151884]","[2, 2, 1, 1, 1, 1]","[279.90489652563247, 538.4606800435287, 1492.620801770176, 469.0610949838432, 0, 0]","[3749.0951034743675, 7563.539319956471, 14618.379198229824, 3559.9389050161567, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[3615, 8102, 16111, 576, 827, 1896]","[(131.421, 0.0048, 0.0016666666666666668), (55.924, 0.0, 0.002), (7.776466666666666, 0.0, 0.0), (6.815266666666666, 0.0, 0.0), (232.0844, 0.002533333333333333, 0.015466666666666667), (25.1658, 0.0044666666666666665, 6.666666666666668e-05)]","[(4163.579, 1859.9952, 999.9983333333333), (17124.076, 1800.0, 1524.998), (34352.22353333333, 1882.7, 1333.75), (4288.1847333333335, 1860.0, 1000.0), (16947.9156, 1799.9974666666667, 1524.9845333333333), (34334.8342, 1882.6955333333333, 1333.7499333333333)]","[(4, 0.0, 0.001661111111111111), (6, 0.04748333333333333, 0.01665), (2, 0.0, 7.777777777777777e-05), (2, 0.0, 1.6666666666666667e-05), (3, 0.08965000000000001, 0.011272222222222222), (2, 0.0, 0.00105)]","[(4022, 67.1, 10.108338888888888), (16099, 51.85251666666667, 6.173349999999999), (32210, 58.2, 11.639922222222221), (4024, 67.1, 10.109983333333332), (16102, 51.81035000000001, 6.178727777777778), (32210, 58.2, 11.63895)]"
20,"[26.383718044179698, 15.366576154036041, 25.95742039600273, 14.296351451973194, 14.848185633176994, 13.605611073179816]","[2, 1, 2, 1, 1, 1]","[928.9539374551437, 628.7750658402916, 4182.598004954623, 0, 0, 1588.9591415005873]","[3100.0460625448563, 7473.224934159708, 11928.401995045377, 4029, 8102, 14522.040858499413]","[4029, 8102, 16111, 4029, 8102, 16111]","[1063, 1245, 4182, 576, 1203, 2192]","[(63.9624, 0.006666666666666667, 0.0011333333333333334), (173.36426666666668, 0.0, 0.0002), (1138.0536666666667, 0.0009333333333333332, 0.0031999999999999997), (6.116066666666667, 0.0, 0.0), (41.943, 0.0, 0.001), (8.650333333333334, 0.0, 0.0)]","[(4231.0376, 1859.9933333333333, 999.9988666666667), (17006.635733333333, 1800.0, 1524.9998), (33221.94633333333, 1882.6990666666668, 1333.7468), (4288.8839333333335, 1860.0, 1000.0), (17138.057, 1800.0, 1524.999), (34351.34966666667, 1882.7, 1333.75)]","[(3, 0.0, 0.0014388888888888889), (3, 0.0, 0.00431111111111111), (5, 0.44465, 0.004038888888888889), (2, 0.0, 3.3333333333333335e-05), (3, 0.04748333333333333, 0.01665), (2, 0.0, 1.1111111111111112e-05)]","[(4023, 67.1, 10.108561111111111), (16102, 51.900000000000006, 6.185688888888889), (32207, 57.75535, 11.63596111111111), (4024, 67.1, 10.109966666666667), (16102, 51.85251666666667, 6.173349999999999), (32210, 58.2, 11.639988888888888)]"
21,"[41.995532390171256, 34.238459639595156, 36.29197442740985, 0.0, 0.0, 13.605611073179816]","[3, 2, 3, 0, 0, 1]","[546.8531091368895, 956.2374912637823, 5078.568064901643, 0, 0, 0]","[3482.1468908631105, 7145.762508736218, 11032.431935098357, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1692, 2774, 5847, 0, 0, 2192]","[(263.1916666666666, 0.022999999999999996, 0.017666666666666667), (1119.8784, 0.0002666666666666667, 0.0012000000000000001), (1160.4225333333334, 0.0008, 0.0031999999999999997), (0, 0, 0), (0, 0, 0), (13.893, 0.0, 0.0)]","[(4031.8083333333334, 1859.977, 999.9823333333334), (16060.1216, 1799.9997333333333, 1524.9988), (33199.57746666667, 1882.6992, 1333.7468), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34346.107, 1882.7, 1333.75)]","[(6, 0.0001, 0.014294444444444443), (5, 0.0, 0.0038833333333333333), (7, 0.78925, 0.01183888888888889), (0, 0, 0), (0, 0, 0), (2, 0.0, 0.00010555555555555555)]","[(4020, 67.09989999999999, 10.095705555555554), (16100, 51.900000000000006, 6.186116666666666), (32205, 57.41075, 11.62816111111111), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32210, 58.2, 11.639894444444444)]"
22,"[25.663936460660214, 42.66847691927919, 48.302402085531625, 0.0, 0.0, 0.0]","[2, 3, 4, 0, 0, 0]","[612.5806651544972, 2772.6496222205014, 3613.647564203148, 0, 0, 0]","[3416.419334845503, 5329.350377779499, 12497.352435796853, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1034, 3457, 7782, 0, 0, 0]","[(182.45133333333334, 0.020933333333333335, 0.014333333333333335), (911.2106666666667, 0.005066666666666666, 0.0019333333333333333), (1414.1779999999999, 0.8092666666666667, 0.02673333333333333), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4112.548666666667, 1859.9790666666668, 999.9856666666667), (16268.789333333334, 1799.9949333333334, 1524.9980666666668), (32945.822, 1881.8907333333334, 1333.7232666666666), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(4, 0.0, 0.007233333333333333), (6, 0.0, 0.002138888888888889), (8, 0.8282666666666667, 0.06238333333333333), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4022, 67.1, 10.102766666666666), (16099, 51.900000000000006, 6.18786111111111), (32204, 57.37173333333334, 11.577616666666666), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
23,"[33.82973442541574, 54.14712416687237, 24.964310098690337, 0.0, 0.0, 0.0]","[2, 4, 2, 0, 0, 0]","[735.310726432239, 3819.0688092911823, 1657.7193600048747, 0, 0, 0]","[3293.689273567761, 4282.931190708818, 14453.280639995126, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1363, 4387, 4022, 0, 0, 0]","[(219.5008666666666, 0.018933333333333333, 0.016066666666666667), (1057.7051333333332, 0.005600000000000001, 0.0026666666666666666), (1459.6173333333336, 0.11446666666666666, 0.0104), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4075.4991333333332, 1859.9810666666667, 999.9839333333333), (16122.294866666667, 1799.9944, 1524.9973333333332), (32900.382666666665, 1882.5855333333334, 1333.7396), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(5, 0.00011666666666666667, 0.008305555555555556), (9, 1.666666666666667e-05, 0.0021666666666666666), (3, 0.00315, 0.0024444444444444444), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.09988333333332, 10.101694444444444), (16096, 51.89998333333334, 6.187833333333333), (32209, 58.196850000000005, 11.637555555555554), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
24,"[32.91139240506329, 64.62601826709454, 12.010427658121781, 0.0, 0.0, 0.0]","[2, 5, 1, 0, 0, 0]","[843.8360314775898, 2194.5272716258655, 0, 0, 0, 0]","[3185.16396852241, 5907.472728374134, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1326, 5236, 1935, 0, 0, 0]","[(79.69139999999999, 0.0027333333333333333, 0.006933333333333334), (978.5371333333334, 0.005133333333333333, 0.002333333333333333), (134.21720000000002, 0.027066666666666666, 0.008733333333333333), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4215.3086, 1859.9972666666667, 999.9930666666667), (16201.462866666667, 1799.9948666666667, 1524.9976666666666), (34225.7828, 1882.6729333333333, 1333.7412666666667), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(5, 0.0, 0.0010999999999999998), (11, 0.0, 0.007938888888888888), (1, 0.0056500000000000005, 0.024716666666666668), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.1, 10.1089), (16094, 51.900000000000006, 6.182061111111111), (32211, 58.19435, 11.615283333333332), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
25,"[48.870687515512536, 27.90668970624537, 36.72646018248402, 0.0, 0.0, 0.0]","[3, 2, 3, 0, 0, 0]","[421.1059521014839, 0, 4750.09307836707, 0, 0, 0]","[3607.894047898516, 8102, 11360.90692163293, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1969, 2261, 5917, 0, 0, 0]","[(47.534800000000004, 0.002533333333333333, 0.0066), (72.35086666666666, 0.004333333333333333, 0.0008), (234.88033333333334, 0.3022, 0.0019999999999999996), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4247.4652, 1859.9974666666667, 999.9934), (17107.649133333332, 1799.9956666666667, 1524.9992), (34125.119666666666, 1882.3978, 1333.748), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(8, 5e-05, 0.3485), (5, 1.666666666666667e-05, 0.0025166666666666666), (7, 0.003, 0.06244444444444444), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4018, 67.09994999999999, 9.7615), (16100, 51.89998333333334, 6.187483333333333), (32205, 58.197, 11.577555555555554), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
26,"[25.415735914619013, 21.57491977289558, 74.371547389982, 0.0, 0.0, 0.0]","[2, 2, 5, 0, 0, 0]","[433.1775814580644, 1731.5474138365876, 5759.3342912808, 0, 0, 0]","[3595.822418541936, 6370.452586163412, 10351.6657087192, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1024, 1748, 11982, 0, 0, 0]","[(11.795866666666667, 0.0016666666666666668, 0.0016), (47.8842, 0.005200000000000001, 0.00046666666666666666), (388.3216, 0.22573333333333334, 0.0047333333333333324), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4283.204133333334, 1859.9983333333332, 999.9984), (17132.1158, 1799.9948, 1524.9995333333334), (33971.6784, 1882.4742666666666, 1333.7452666666666), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(4, 0.0, 1.1111111111111112e-05), (3, 0.0, 0.001361111111111111), (12, 0.05584999999999999, 0.12287777777777778), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4022, 67.1, 10.10998888888889), (16102, 51.900000000000006, 6.188638888888889), (32200, 58.14415, 11.517122222222222), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
27,"[24.621494167287167, 33.16465070352999, 61.58525231208492, 0.0, 0.0, 0.0]","[2, 3, 4, 0, 0, 0]","[662.3966323645852, 2415.929850302395, 0, 0, 0, 0]","[3366.6033676354145, 5686.070149697605, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[992, 2687, 9922, 0, 0, 0]","[(14.242266666666668, 0.0020666666666666663, 0.0019333333333333331), (31.936866666666663, 0.006533333333333334, 0.0018666666666666666), (304.7854666666667, 0.0092, 6.666666666666668e-05), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4280.757733333333, 1859.9979333333333, 999.9980666666667), (17148.063133333333, 1799.9934666666666, 1524.9981333333333), (34055.21453333333, 1882.6908, 1333.7499333333333), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(4, 0.0, 1.6666666666666667e-05), (6, 0.0, 0.0012888888888888893), (11, 0.012966666666666666, 0.00997222222222222), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4022, 67.1, 10.109983333333332), (16099, 51.900000000000006, 6.188711111111111), (32201, 58.18703333333334, 11.630027777777777), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
28,"[37.37900223380491, 33.16465070352999, 0.0, 0.0, 0.0, 0.0]","[3, 3, 0, 0, 0, 0]","[347.95014350013605, 0, 0, 0, 0, 0]","[3681.049856499864, 8102, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1506, 2687, 0, 0, 0, 0]","[(37.397999999999996, 0.0019999999999999996, 0.0018666666666666666), (39.451800000000006, 0.006933333333333334, 0.0020666666666666667), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4257.602, 1859.998, 999.9981333333334), (17140.5482, 1799.9930666666667, 1524.9979333333333), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(5, 0.0, 6.666666666666667e-05), (6, 0.0, 0.0013444444444444445), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.1, 10.109933333333332), (16099, 51.900000000000006, 6.188655555555555), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
29,"[25.912137006701414, 24.89508763268329, 44.522376016386325, 0.0, 0.0, 0.0]","[2, 2, 3, 0, 0, 0]","[777.1732529038604, 1655.9367216539572, 4785.895544200628, 0, 0, 0]","[3251.8267470961396, 6446.063278346042, 11325.104455799372, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1044, 2017, 7173, 0, 0, 0]","[(31.80573333333333, 0.00013333333333333334, 0.00013333333333333334), (1227.1392, 0.0008, 0.001066666666666667), (94.54553333333332, 0.05606666666666667, 0.05473333333333332), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4263.194266666666, 1859.9998666666668, 999.9998666666667), (15952.8608, 1799.9992, 1524.9989333333333), (34265.45446666667, 1882.6439333333333, 1333.6952666666666), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(4, 0.0, 6.111111111111112e-05), (3, 0.0, 0.00021666666666666666), (6, 0.0, 0.0018388888888888886), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4022, 67.1, 10.109938888888887), (16102, 51.900000000000006, 6.189783333333333), (32206, 58.2, 11.63816111111111), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
30,"[60.38719285182428, 46.95137003209084, 66.5632176773633, 0.0, 0.0, 0.0]","[3, 2, 3, 0, 0, 0]","[705.2964897923745, 1612.5883916477874, 5152.318945642433, 0, 0, 0]","[3323.7035102076256, 6489.411608352213, 10958.681054357567, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[2433, 3804, 10724, 0, 0, 0]","[(45.34926666666667, 0.0004666666666666667, 0.0004), (1198.3900666666666, 0.0002, 0.001), (65.18526666666666, 0.053399999999999996, 0.05206666666666667), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4249.650733333333, 1859.9995333333334, 999.9996), (15981.609933333333, 1799.9998, 1524.999), (34294.81473333333, 1882.6466, 1333.6979333333334), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(7, 0.0, 0.00019444444444444443), (3, 1.666666666666667e-05, 0.0002555555555555556), (6, 0.0, 0.0016166666666666664), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4019, 67.1, 10.109805555555555), (16102, 51.89998333333334, 6.189744444444444), (32206, 58.2, 11.638383333333332), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
31,"[44.849838669645074, 70.99481609479142, 54.198994475823966, 0.0, 0.0, 0.0]","[2, 4, 2, 0, 0, 0]","[1035.538147489448, 1615.742439715888, 0, 0, 0, 0]","[2993.461852510552, 6486.257560284112, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1807, 5752, 8732, 0, 0, 0]","[(38.49093333333333, 0.03306666666666667, 0.02853333333333333), (1082.2161333333331, 0.0061333333333333335, 0.0026), (12.232600000000001, 0.048799999999999996, 0.052266666666666656), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4256.5090666666665, 1859.9669333333334, 999.9714666666666), (16097.783866666667, 1799.9938666666667, 1524.9974), (34347.7674, 1882.6512, 1333.6977333333334), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(5, 0.0, 0.0011944444444444444), (9, 0.04548333333333333, 0.01738888888888889), (5, 0.0, 0.0006222222222222221), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.1, 10.108805555555556), (16096, 51.85451666666667, 6.17261111111111), (32207, 58.2, 11.639377777777776), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
