interval,cpu,numcontainers,baseips,ipsavailable,ipscap,apparentips,ram,ramavailable,disk,diskavailable,numfailures
1,"[13.452469595433108, 0.0, 0.0, 0.0, 0.0, 0.0]","[1, 0, 0, 0, 0, 0]","[542.0446565588619, 0, 0, 0, 0, 0]","[3486.955343441138, 8102, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[542, 0, 0, 0, 0, 0]","[(11.7962, 0.0038666666666666663, 0.003933333333333333), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4283.2038, 1859.9961333333333, 999.9960666666667), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(1, 0.0, 8.88888888888889e-05), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4025, 67.1, 10.10991111111111), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
2,"[33.258873169520974, 0.0, 0.0, 0.0, 0.0, 0.0]","[2, 0, 0, 0, 0, 0]","[1002.5932543447809, 0, 0, 0, 0, 0]","[3026.4067456552193, 8102, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1340, 0, 0, 0, 0, 0]","[(15.028400000000001, 0.001466666666666667, 0.0014000000000000002), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4279.9716, 1859.9985333333334, 999.9986), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(4, 0.0, 0.00018888888888888888), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4022, 67.1, 10.10981111111111), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
3,"[48.423926532638376, 0.0, 0.0, 0.0, 0.0, 0.0]","[3, 0, 0, 0, 0, 0]","[1328.9891381284742, 0, 0, 0, 0, 0]","[2700.010861871526, 8102, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1951, 0, 0, 0, 0, 0]","[(24.15953333333333, 0.029933333333333333, 0.03), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4270.8404666666665, 1859.9700666666668, 999.97), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(7, 0.0, 0.0002722222222222222), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4019, 67.1, 10.109727777777778), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
4,"[49.739389426656736, 11.91063934830906, 0.0, 0.0, 0.0, 0.0]","[3, 1, 0, 0, 0, 0]","[1302.083269961075, 965.1748065231225, 0, 0, 0, 0]","[2726.916730038925, 7136.825193476878, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[2004, 965, 0, 0, 0, 0]","[(98.2594, 0.08893333333333334, 0.08453333333333335), (22.019599999999997, 0.007, 0.0020666666666666667), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4196.7406, 1859.9110666666666, 999.9154666666667), (17157.9804, 1799.993, 1524.9979333333333), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(9, 0.0, 0.0012722222222222221), (1, 0.0, 0.00039999999999999996), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4017, 67.1, 10.108727777777776), (16104, 51.900000000000006, 6.1895999999999995), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
5,"[48.54802680565897, 22.69809923475685, 0.0, 0.0, 0.0, 0.0]","[3, 2, 0, 0, 0, 0]","[513.0313782311925, 531.1208804818593, 0, 0, 0, 0]","[3515.9686217688077, 7570.87911951814, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1956, 1839, 0, 0, 0, 0]","[(91.70553333333334, 0.08886666666666668, 0.08433333333333333), (32.1116, 0.007, 0.0020666666666666667), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4203.294466666666, 1859.9111333333333, 999.9156666666667), (17147.8884, 1799.993, 1524.9979333333333), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(9, 0.0, 0.0011666666666666668), (4, 0.0, 0.0004388888888888889), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4017, 67.1, 10.108833333333333), (16101, 51.900000000000006, 6.189561111111111), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
6,"[28.940183668404067, 39.52110589977783, 10.055241760288002, 0.0, 0.0, 0.0]","[2, 3, 1, 0, 0, 0]","[1005.2714790678783, 3064.675470932878, 1614.403632382624, 0, 0, 0]","[3023.7285209321217, 5037.324529067122, 14496.596367617376, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1166, 3202, 1620, 0, 0, 0]","[(13.980666666666664, 0.005266666666666667, 0.005866666666666666), (570.3366, 0.6931333333333334, 1.4712666666666667), (159.38306666666668, 0.0, 0.0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4281.019333333334, 1859.9947333333334, 999.9941333333334), (16609.6634, 1799.3068666666666, 1523.5287333333333), (34200.61693333333, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(4, 0.0, 0.0016666666666666666), (5, 0.07585, 0.04738888888888888), (3, 0.0, 0.00035), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4022, 67.1, 10.108333333333333), (16100, 51.82415, 6.142611111111111), (32209, 58.2, 11.63965), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
7,"[38.94266567386448, 39.52110589977783, 10.055241760288002, 0.0, 0.0, 0.0]","[3, 3, 1, 0, 0, 0]","[926.7998572885274, 0, 1605.3328675697371, 0, 0, 0]","[3102.200142711473, 8102, 14505.667132430262, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1569, 3202, 1620, 0, 0, 0]","[(366.30139999999994, 0.5324000000000001, 0.16346666666666668), (775.3329333333334, 0.7302666666666667, 1.2156666666666667), (74.09926666666667, 0.0, 0.0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(3928.6986, 1859.4676, 999.8365333333334), (16404.667066666665, 1799.2697333333333, 1523.7843333333333), (34285.900733333336, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(6, 0.0, 0.005177777777777777), (5, 0.0017166666666666665, 0.0028277777777777776), (3, 0.0, 0.0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 67.1, 10.104822222222221), (16100, 51.89828333333334, 6.187172222222221), (32209, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
8,"[43.68329610325143, 9.898790422117996, 43.051331388492336, 0.0, 0.0, 0.0]","[3, 1, 4, 0, 0, 0]","[1286.2518918620005, 695.1705948048841, 5710.730330960097, 0, 0, 0]","[2742.748108137999, 7406.829405195116, 10400.269669039903, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1760, 802, 6936, 0, 0, 0]","[(452.9832, 0.015, 0.039133333333333326), (246.06546666666674, 0.0, 6.666666666666668e-05), (2215.2908666666667, 0.0005333333333333334, 0.0019333333333333338), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(3842.0168, 1859.985, 999.9608666666667), (16933.934533333333, 1800.0, 1524.9999333333333), (32144.709133333334, 1882.6994666666667, 1333.7480666666668), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(5, 0.0, 0.004316666666666667), (3, 0.0, 0.001411111111111111), (10, 0.0032166666666666667, 0.0017666666666666668), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.1, 10.105683333333333), (16102, 51.900000000000006, 6.188588888888888), (32202, 58.196783333333336, 11.638233333333332), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
9,"[57.65698684537106, 9.898790422117996, 43.051331388492336, 0.0, 0.0, 0.0]","[4, 1, 4, 0, 0, 0]","[995.8855907429352, 756.6049761212511, 2602.9834200379, 0, 0, 0]","[3033.114409257065, 7345.395023878749, 13508.016579962099, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[2323, 802, 6936, 0, 0, 0]","[(423.3605333333333, 0.006733333333333334, 0.02733333333333333), (195.7336, 0.0, 0.0), (2116.724, 0.0, 0.001733333333333333), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(3871.6394666666665, 1859.9932666666666, 999.9726666666667), (16984.2664, 1800.0, 1525.0), (32243.275999999998, 1882.7, 1333.7482666666667), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(8, 0.0, 0.003977777777777777), (3, 0.0, 0.001222222222222222), (10, 0.0, 0.0009722222222222222), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4018, 67.1, 10.106022222222222), (16102, 51.900000000000006, 6.188777777777777), (32202, 58.2, 11.639027777777777), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
10,"[54.85232067510548, 29.289064428536165, 20.036000248277574, 0.0, 0.0, 0.0]","[4, 2, 2, 0, 0, 0]","[279.90489652563247, 1521.9636309878945, 0, 0, 0, 0]","[3749.0951034743675, 6580.036369012106, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[2210, 2373, 3228, 0, 0, 0]","[(386.7484, 0.012799999999999999, 0.02886666666666667), (753.5755999999999, 0.002333333333333333, 0.0030666666666666668), (1168.8122666666666, 0.0002666666666666667, 0.0008), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(3908.2516, 1859.9872, 999.9711333333333), (16426.4244, 1799.9976666666666, 1524.9969333333333), (33191.18773333333, 1882.6997333333334, 1333.7492), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(9, 0.05473333333333333, 0.024277777777777777), (4, 0.011300000000000001, 0.0023), (5, 0.0, 0.00031111111111111107), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4017, 67.04526666666666, 10.085722222222222), (16101, 51.88870000000001, 6.1876999999999995), (32207, 58.2, 11.639688888888887), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
