interval,cpu,numcontainers,baseips,ipsavailable,ipscap,apparentips,ram,ramavailable,disk,diskavailable,numfailures
1,"[13.154628940183668, 0.0, 0.0, 0.0, 0.0, 0.0]","[1, 0, 0, 0, 0, 0]","[262.61535995470337, 0, 0, 0, 0, 0]","[3766.3846400452967, 8102, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[530, 0, 0, 0, 0, 0]","[(16.776799999999998, 0.00013333333333333334, 0.00013333333333333334), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4278.2232, 1859.9998666666668, 999.9998666666667), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(3, 0.0, 4.4444444444444447e-05), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4023, 67.1, 10.109955555555555), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
2,"[28.81608339538347, 0.0, 0.0, 0.0, 0.0, 0.0]","[2, 0, 0, 0, 0, 0]","[787.7025924681591, 0, 0, 0, 0, 0]","[3241.2974075318407, 8102, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1161, 0, 0, 0, 0, 0]","[(33.946600000000004, 0.00013333333333333337, 0.00013333333333333337), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4261.0534, 1859.9998666666668, 999.9998666666667), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(4, 0.0, 0.00022777777777777775), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4022, 67.1, 10.109772222222222), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
3,"[40.30776867709109, 0.0, 0.0, 0.0, 0.0, 0.0]","[3, 0, 0, 0, 0, 0]","[463.43512885869814, 0, 0, 0, 0, 0]","[3565.564871141302, 8102, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1624, 0, 0, 0, 0, 0]","[(133.2988, 0.0005333333333333334, 0.0028), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4161.7012, 1859.9994666666666, 999.9972), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(5, 0.0004166666666666667, 0.0008833333333333334), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.09958333333333, 10.109116666666667), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
4,"[28.319682303301068, 28.659590224635895, 0.0, 0.0, 0.0, 0.0]","[2, 2, 0, 0, 0, 0]","[760.8317107490439, 2258.51474169625, 0, 0, 0, 0]","[3268.168289250956, 5843.48525830375, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1141, 2322, 0, 0, 0, 0]","[(188.74259999999998, 0.00013333333333333334, 0.001), (14.329799999999999, 0.0005333333333333334, 0.0013333333333333333), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4106.2574, 1859.9998666666668, 999.999), (17165.6702, 1799.9994666666666, 1524.9986666666666), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(2, 0.0, 0.0013944444444444445), (2, 0.0, 0.00025555555555555553), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4024, 67.1, 10.108605555555554), (16103, 51.900000000000006, 6.189744444444444), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
5,"[38.76892529163564, 28.659590224635895, 0.0, 0.0, 0.0, 0.0]","[3, 2, 0, 0, 0, 0]","[988.2584008304741, 850.4492209632483, 0, 0, 0, 0]","[3040.741599169526, 7251.550779036752, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1562, 2322, 0, 0, 0, 0]","[(213.6024, 0.0005333333333333334, 0.0037333333333333333), (19.398066666666665, 0.0004, 0.0012666666666666668), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4081.3976000000002, 1859.9994666666666, 999.9962666666667), (17160.60193333333, 1799.9996, 1524.9987333333333), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(4, 0.0004666666666666667, 0.0014666666666666667), (2, 0.0, 0.00017222222222222224), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4022, 67.09953333333333, 10.108533333333332), (16103, 51.900000000000006, 6.1898277777777775), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
6,"[38.81856540084388, 21.130585040730683, 10.942834088510956, 0.0, 0.0, 0.0]","[3, 2, 1, 0, 0, 0]","[633.7345704254844, 1699.2035147171814, 1290.4392936531015, 0, 0, 0]","[3395.2654295745156, 6402.796485282819, 14820.560706346898, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1564, 1712, 1763, 0, 0, 0]","[(95.63793333333332, 0.0007333333333333333, 0.0015333333333333332), (84.58426666666668, 0.0060666666666666655, 0.004266666666666666), (1139.4522, 0.00013333333333333334, 0.0006666666666666666), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4199.362066666667, 1859.9992666666667, 999.9984666666667), (17095.415733333335, 1799.9939333333334, 1524.9957333333334), (33220.5478, 1882.6998666666668, 1333.7493333333334), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(6, 0.0, 0.0007388888888888888), (4, 0.0, 0.0017500000000000005), (1, 0.0, 8.88888888888889e-05), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 67.1, 10.10926111111111), (16101, 51.900000000000006, 6.188249999999999), (32211, 58.2, 11.63991111111111), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
7,"[37.87540332588732, 32.36237965934337, 10.942834088510956, 0.0, 0.0, 0.0]","[3, 3, 1, 0, 0, 0]","[1165.4469655432213, 1758.9193630823586, 1313.5663730761196, 0, 0, 0]","[2863.5530344567787, 6343.080636917642, 14797.433626923881, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1526, 2622, 1763, 0, 0, 0]","[(40.19433333333333, 0.024866666666666662, 0.0208), (97.34113333333335, 0.005866666666666667, 0.0044666666666666665), (1073.0423333333333, 0.0, 0.0009333333333333332), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4254.805666666667, 1859.9751333333334, 999.9792), (17082.658866666665, 1799.9941333333334, 1524.9955333333332), (33286.95766666667, 1882.7, 1333.7490666666667), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(8, 0.0, 0.0011722222222222225), (6, 0.0, 0.0010277777777777776), (1, 0.0, 7.777777777777777e-05), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4018, 67.1, 10.108827777777778), (16099, 51.900000000000006, 6.188972222222222), (32211, 58.2, 11.639922222222221), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
8,"[48.25018615040953, 21.69834608738583, 23.952578983303333, 0.0, 0.0, 0.0]","[4, 2, 2, 0, 0, 0]","[958.0037776318549, 0, 3500.4648487756267, 0, 0, 0]","[3070.996222368145, 8102, 12610.535151224372, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1944, 1758, 3859, 0, 0, 0]","[(115.34226666666667, 0.0106, 0.0015333333333333334), (65.71000000000001, 0.0052, 0.003733333333333333), (1281.3590666666666, 0.0028666666666666662, 0.011266666666666666), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4179.657733333333, 1859.9894, 999.9984666666667), (17114.29, 1799.9948, 1524.9962666666668), (33078.640933333336, 1882.6971333333333, 1333.7387333333334), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(10, 0.0, 0.0022222222222222227), (5, 0.0, 0.0011388888888888887), (4, 0.44465, 0.0039944444444444446), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4016, 67.1, 10.107777777777777), (16100, 51.900000000000006, 6.188861111111111), (32208, 57.75535, 11.636005555555554), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
9,"[37.652022834450236, 23.685509750678847, 48.2465396313078, 0.0, 0.0, 0.0]","[3, 2, 4, 0, 0, 0]","[630.6105992956793, 1532.326375365104, 2343.9634149024487, 0, 0, 0]","[3398.389400704321, 6569.6736246348955, 13767.03658509755, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1517, 1919, 7773, 0, 0, 0]","[(78.68633333333334, 0.009266666666666666, 0.00013333333333333337), (16.0338, 0.0015333333333333334, 0.0016), (2080.373666666667, 1.5875333333333328, 0.028466666666666664), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4216.313666666667, 1859.9907333333333, 999.9998666666667), (17163.9662, 1799.9984666666667, 1524.9984), (32279.626333333334, 1881.1124666666667, 1333.7215333333334), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(8, 0.0, 0.0027055555555555552), (6, 0.0, 0.00038333333333333334), (10, 0.78925, 0.014605555555555556), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4018, 67.1, 10.107294444444443), (16099, 51.900000000000006, 6.189616666666666), (32202, 57.41075, 11.625394444444444), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
10,"[35.93943906676595, 36.15156751419403, 24.287753708646267, 0.0, 0.0, 0.0]","[3, 3, 2, 0, 0, 0]","[431.82754378726725, 1982.707829740958, 2518.6562154108124, 0, 0, 0]","[3597.172456212733, 6119.292170259042, 13592.343784589188, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1448, 2929, 3913, 0, 0, 0]","[(47.44713333333333, 0.005333333333333334, 0.005866666666666666), (114.24986666666668, 0.0018000000000000002, 0.0018666666666666666), (61.516400000000004, 0.0092, 0.0002), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4247.552866666667, 1859.9946666666667, 999.9941333333334), (17065.750133333335, 1799.9982, 1524.9981333333333), (34298.4836, 1882.6908, 1333.7498), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(6, 0.0, 0.0017388888888888888), (9, 0.0, 0.002238888888888889), (6, 0.0, 0.0025944444444444444), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 67.1, 10.10826111111111), (16096, 51.900000000000006, 6.187761111111111), (32206, 58.2, 11.637405555555555), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
11,"[28.493422685529907, 49.876573685509754, 35.35472658432127, 0.0, 0.0, 0.0]","[2, 4, 3, 0, 0, 0]","[968.6636056696254, 2436.4277590651523, 2487.3629861172876, 0, 0, 0]","[3060.336394330375, 5665.572240934847, 13623.637013882711, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1148, 4041, 5696, 0, 0, 0]","[(50.33106666666667, 0.004933333333333334, 0.005666666666666666), (253.05493333333334, 0.0051333333333333335, 0.0004666666666666667), (92.2746, 0.009133333333333334, 0.001), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4244.668933333333, 1859.9950666666666, 999.9943333333333), (16926.945066666667, 1799.9948666666667, 1524.9995333333334), (34267.7254, 1882.6908666666668, 1333.749), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(2, 0.0, 0.0012277777777777777), (10, 0.0, 0.005077777777777778), (9, 0.0, 0.0020666666666666667), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4024, 67.1, 10.108772222222221), (16095, 51.900000000000006, 6.184922222222221), (32203, 58.2, 11.637933333333333), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
12,"[42.6656738644825, 37.768452234016294, 33.89609583514369, 0.0, 0.0, 0.0]","[3, 3, 3, 0, 0, 0]","[431.82754378726725, 705.7484970562865, 3244.854595010708, 0, 0, 0]","[3597.172456212733, 7396.251502943714, 12866.145404989293, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1719, 3060, 5461, 0, 0, 0]","[(46.835599999999985, 0.005866666666666667, 0.0116), (162.179, 0.0046, 0.00013333333333333337), (113.94486666666666, 0.004733333333333333, 0.0010666666666666667), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4248.1644, 1859.9941333333334, 999.9884), (17017.821, 1799.9954, 1524.9998666666668), (34246.055133333335, 1882.6952666666666, 1333.7489333333333), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(3, 0.0, 0.0023277777777777776), (7, 0.0, 0.0047666666666666664), (9, 0.00065, 0.001238888888888889), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4023, 67.1, 10.107672222222222), (16098, 51.900000000000006, 6.185233333333333), (32203, 58.19935, 11.63876111111111), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
