interval,cpu,numcontainers,baseips,ipsavailable,ipscap,apparentips,ram,ramavailable,disk,diskavailable,numfailures
1,"[14.619012161826756, 0.0, 0.0, 0.0, 0.0, 0.0]","[1, 0, 0, 0, 0, 0]","[439.38745374493504, 0, 0, 0, 0, 0]","[3589.612546255065, 8102, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[589, 0, 0, 0, 0, 0]","[(41.943, 0.004666666666666667, 0.00013333333333333334), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4253.057, 1859.9953333333333, 999.9998666666667), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(2, 0.0, 0.0010944444444444443), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4024, 67.1, 10.108905555555555), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
2,"[26.110697443534374, 0.0, 0.0, 0.0, 0.0, 0.0]","[2, 0, 0, 0, 0, 0]","[818.5567991005007, 0, 0, 0, 0, 0]","[3210.443200899499, 8102, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1052, 0, 0, 0, 0, 0]","[(131.421, 0.0051333333333333335, 0.0027333333333333333), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4163.579, 1859.9948666666667, 999.9972666666666), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(3, 0.0004166666666666667, 0.00185), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4023, 67.09958333333333, 10.10815), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
3,"[43.33581533879374, 0.0, 0.0, 0.0, 0.0, 0.0]","[3, 0, 0, 0, 0, 0]","[1066.0961094042345, 0, 0, 0, 0, 0]","[2962.9038905957655, 8102, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1746, 0, 0, 0, 0, 0]","[(210.4129333333333, 0.004666666666666667, 0.0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4084.5870666666665, 1859.9953333333333, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(5, 0.0, 0.0024666666666666665), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.1, 10.107533333333333), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
4,"[44.60163812360387, 10.78745988644779, 0.0, 0.0, 0.0, 0.0]","[3, 1, 0, 0, 0, 0]","[1106.7003454905248, 531.1208804818593, 0, 0, 0, 0]","[2922.299654509475, 7570.87911951814, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1797, 874, 0, 0, 0, 0]","[(137.01299999999998, 0.004999999999999999, 0.0028666666666666667), (6.247133333333332, 0.0, 0.0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4157.987, 1859.995, 999.9971333333333), (17173.752866666666, 1800.0, 1525.0), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(6, 0.0004166666666666667, 0.0020166666666666666), (3, 0.0, 0.0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 67.09958333333333, 10.107983333333333), (16102, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
5,"[50.16133035492678, 21.439150826956308, 0.0, 0.0, 0.0, 0.0]","[3, 2, 0, 0, 0, 0]","[1244.3110916107871, 1720.1320397890615, 0, 0, 0, 0]","[2784.688908389213, 6381.867960210939, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[2021, 1737, 0, 0, 0, 0]","[(80.25886666666666, 0.004533333333333333, 6.666666666666668e-05), (17.3878, 0.0005333333333333334, 0.0003333333333333333), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4214.741133333333, 1859.9954666666667, 999.9999333333334), (17162.6122, 1799.9994666666666, 1524.9996666666666), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(6, 0.0, 0.0011500000000000002), (4, 0.0, 0.0002611111111111111), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 67.1, 10.108849999999999), (16101, 51.900000000000006, 6.189738888888888), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
6,"[44.50235790518739, 40.878795359170574, 0.0, 0.0, 0.0, 0.0]","[3, 3, 0, 0, 0, 0]","[1417.6965282529761, 1575.0295402728193, 0, 0, 0, 0]","[2611.3034717470237, 6526.970459727181, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1793, 3312, 0, 0, 0, 0]","[(71.34606666666667, 0.004866666666666666, 0.00013333333333333337), (1059.6718666666668, 0.0020666666666666667, 0.0008666666666666666), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4223.653933333333, 1859.9951333333333, 999.9998666666667), (16120.328133333333, 1799.9979333333333, 1524.9991333333332), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(7, 0.0, 0.0015166666666666666), (6, 0.0, 0.0002388888888888889), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4019, 67.1, 10.108483333333332), (16099, 51.900000000000006, 6.18976111111111), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
7,"[57.954827500620496, 19.439644532214267, 30.016758736267146, 0.0, 0.0, 0.0]","[4, 1, 2, 0, 0, 0]","[542.0446565588619, 1289.1737814460512, 4525.527384118721, 0, 0, 0]","[3486.955343441138, 6812.826218553949, 11585.47261588128, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[2335, 1575, 4836, 0, 0, 0]","[(67.4572, 0.008466666666666666, 0.003999999999999999), (1112.8880666666666, 6.666666666666668e-05, 0.0008666666666666667), (55.924, 0.0092, 0.0002666666666666667), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4227.5428, 1859.9915333333333, 999.996), (16067.111933333334, 1799.9999333333333, 1524.9991333333332), (34304.076, 1882.6908, 1333.7497333333333), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(8, 0.0, 0.0011222222222222224), (2, 0.0, 6.111111111111111e-05), (3, 0.0, 0.002611111111111112), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4018, 67.1, 10.108877777777778), (16103, 51.900000000000006, 6.189938888888888), (32209, 58.2, 11.637388888888887), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
8,"[31.695209729461403, 50.53073315230807, 30.016758736267146, 0.0, 0.0, 0.0]","[2, 4, 2, 0, 0, 0]","[1032.6074909846454, 2616.1237144476518, 987.5310756622861, 0, 0, 0]","[2996.3925090153543, 5485.876285552348, 15123.468924337714, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1277, 4094, 4836, 0, 0, 0]","[(57.80179999999999, 0.0041333333333333335, 0.008533333333333334), (2634.0217333333335, 0.006333333333333333, 0.0020000000000000005), (36.3506, 0.009133333333333334, 0.0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4237.1982, 1859.9958666666666, 999.9914666666666), (14545.978266666667, 1799.9936666666667, 1524.998), (34323.6494, 1882.6908666666668, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(3, 0.0, 0.0020555555555555553), (7, 0.0, 0.0026722222222222225), (3, 0.0, 0.0020666666666666663), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4023, 67.1, 10.107944444444444), (16098, 51.900000000000006, 6.187327777777777), (32209, 58.2, 11.637933333333333), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
9,"[46.31422189128816, 33.60898543569489, 23.431196077214324, 0.0, 0.0, 0.0]","[3, 3, 2, 0, 0, 0]","[757.0064951563559, 2495.2874733742074, 2095.6805828629576, 0, 0, 0]","[3271.993504843644, 5606.712526625793, 14015.319417137041, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1866, 2723, 3775, 0, 0, 0]","[(136.57619999999997, 0.008, 0.007600000000000001), (1414.8773333333334, 0.0048, 0.001), (234.1814, 0.005666666666666666, 0.0024), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4158.4238000000005, 1859.992, 999.9924), (15765.122666666666, 1799.9952, 1524.999), (34125.8186, 1882.6943333333334, 1333.7476), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(5, 0.0, 0.002277777777777778), (5, 1.666666666666667e-05, 0.002422222222222222), (4, 0.44465, 0.005388888888888888), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.1, 10.107722222222222), (16100, 51.89998333333334, 6.187577777777777), (32208, 57.75535, 11.63461111111111), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
10,"[44.551998014395636, 44.23599111330535, 13.003537955434174, 0.0, 0.0, 0.0]","[3, 4, 1, 0, 0, 0]","[622.7266883394475, 2476.7627773597906, 1366.149239274299, 0, 0, 0]","[3406.2733116605523, 5625.237222640209, 14744.850760725702, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1795, 3584, 2095, 0, 0, 0]","[(80.47746666666667, 0.007266666666666666, 0.0066), (1355.3703999999998, 0.0252, 0.021333333333333333), (190.8402, 0.0008, 0.0022666666666666664), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4214.522533333334, 1859.9927333333333, 999.9934), (15824.6296, 1799.9748, 1524.9786666666666), (34169.1598, 1882.6992, 1333.7477333333334), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(6, 0.0, 0.002072222222222222), (8, 0.04548333333333333, 0.018366666666666667), (3, 0.78925, 0.011394444444444445), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 67.1, 10.107927777777777), (16097, 51.85451666666667, 6.171633333333332), (32209, 57.41075, 11.628605555555554), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
