interval,cpu,numcontainers,baseips,ipsavailable,ipscap,apparentips,ram,ramavailable,disk,diskavailable
1,"[15.14023330851328, 0.0, 0.0, 0.0, 0.0, 0.0]","[1, 0, 0, 0, 0, 0]","[324.07683067997914, 0, 0, 0, 0, 0]","[3704.923169320021, 8102, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[610, 0, 0, 0, 0, 0]","[(176.16039999999998, 0.0002666666666666667, 0.0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4118.8396, 1859.9997333333333, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(1, 0.0, 0.006361111111111112), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4025, 67.1, 10.103638888888888), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
2,"[29.908165797964752, 0.0, 0.0, 0.0, 0.0, 0.0]","[2, 0, 0, 0, 0, 0]","[563.9394620750188, 0, 0, 0, 0, 0]","[3465.060537924981, 8102, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1205, 0, 0, 0, 0, 0]","[(261.4444666666667, 0.004866666666666667, 6.666666666666668e-05), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4033.555533333333, 1859.9951333333333, 999.9999333333334), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(4, 0.0, 0.048383333333333334), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4022, 67.1, 10.061616666666666), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
3,"[27.525440555969222, 10.355467785731918, 0.0, 0.0, 0.0, 0.0]","[2, 1, 0, 0, 0, 0]","[860.9815217313286, 839.4689362482208, 0, 0, 0, 0]","[3168.0184782686715, 7262.53106375178, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1109, 839, 0, 0, 0, 0]","[(84.58453333333334, 0.004733333333333333, 0.0), (67.10833333333332, 0.0046, 0.0012666666666666666), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4210.415466666666, 1859.9952666666666, 1000.0), (17112.891666666666, 1799.9954, 1524.9987333333333), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(4, 0.0, 0.0010999999999999998), (2, 0.0, 0.0019888888888888894), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4022, 67.1, 10.1089), (16103, 51.900000000000006, 6.188011111111111), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
4,"[38.24770414494912, 10.355467785731918, 0.0, 0.0, 0.0, 0.0]","[3, 1, 0, 0, 0, 0]","[1519.4790212598673, 0, 0, 0, 0, 0]","[2509.5209787401327, 8102, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1541, 839, 0, 0, 0, 0]","[(29.57753333333333, 0.0046, 0.0), (60.11773333333332, 0.0044, 0.001066666666666667), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4265.422466666667, 1859.9954, 1000.0), (17119.882266666667, 1799.9956, 1524.9989333333333), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(5, 0.0, 0.0010777777777777775), (2, 0.0, 0.0018388888888888888), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.1, 10.10892222222222), (16103, 51.900000000000006, 6.188161111111111), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
5,"[48.845867460908416, 0.0, 11.023524300167589, 0.0, 0.0, 0.0]","[4, 0, 1, 0, 0, 0]","[848.370570883686, 0, 1774.594981083238, 0, 0, 0]","[3180.629429116314, 8102, 14336.405018916761, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1968, 0, 1776, 0, 0, 0]","[(102.01586666666667, 0.008733333333333333, 0.002), (0, 0, 0), (50.3316, 0.004666666666666667, 6.666666666666668e-05), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4192.984133333333, 1859.9912666666667, 999.998), (17180, 1800.0, 1525.0), (34309.6684, 1882.6953333333333, 1333.7499333333333), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(8, 0.0, 0.0012777777777777776), (0, 0, 0), (3, 0.0, 0.0011111111111111111), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4018, 67.1, 10.108722222222221), (16105, 51.900000000000006, 6.1899999999999995), (32209, 58.2, 11.638888888888888), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
6,"[36.85778108711839, 29.338434954332264, 11.023524300167589, 0.0, 0.0, 0.0]","[3, 2, 1, 0, 0, 0]","[432.0512693027143, 1770.7348112455406, 1058.2030617319265, 0, 0, 0]","[3596.9487306972856, 6331.26518875446, 15052.796938268073, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1485, 2377, 1776, 0, 0, 0]","[(376.61186666666674, 0.004066666666666666, 0.0020666666666666667), (1252.3482666666669, 0.007066666666666666, 0.003), (47.5354, 0.0046, 0.0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(3918.3881333333334, 1859.9959333333334, 999.9979333333333), (15927.651733333332, 1799.9929333333334, 1524.997), (34312.4646, 1882.6954, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(7, 0.12083333333333332, 0.0017777777777777776), (3, 0.0, 0.00045), (3, 0.0, 0.0010277777777777776), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4019, 66.97916666666666, 10.108222222222222), (16102, 51.900000000000006, 6.18955), (32209, 58.2, 11.638972222222222), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
