interval,totalcontainers,newcontainers,deployed,migrations,inqueue
1,1,1,1,1,0
2,2,1,1,1,0
3,4,2,2,2,0
4,5,1,1,1,0
5,7,2,2,2,0
6,10,3,3,3,0
