interval,totalcontainers,newcontainers,deployed,migrations,inqueue
1,6,6,6,6,0
2,8,2,2,2,0
3,10,2,2,2,0
4,15,5,5,5,0
5,18,3,3,3,0
6,24,6,6,6,0
7,29,5,5,5,0
8,36,7,7,7,0
9,43,7,7,7,0
10,48,5,5,5,0
11,56,8,8,8,0
