interval,cpu,numcontainers,baseips,ipsavailable,ipscap,apparentips,ram,ramavailable,disk,diskavailable,numfailures
1,"[14.172251178952594, 0.0, 0.0, 0.0, 0.0, 0.0]","[1, 0, 0, 0, 0, 0]","[431.82754378726725, 0, 0, 0, 0, 0]","[3597.172456212733, 8102, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[571, 0, 0, 0, 0, 0]","[(13.980666666666664, 0.0006666666666666666, 0.005866666666666666), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4281.019333333334, 1859.9993333333334, 999.9941333333334), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(1, 0.0, 0.0006222222222222223), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4025, 67.1, 10.109377777777777), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
2,"[25.663936460660214, 0.0, 0.0, 0.0, 0.0, 0.0]","[2, 0, 0, 0, 0, 0]","[992.9039102000199, 0, 0, 0, 0, 0]","[3036.0960897999803, 8102, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1034, 0, 0, 0, 0, 0]","[(117.43946666666668, 0.0006666666666666668, 0.008333333333333333), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4177.560533333333, 1859.9993333333334, 999.9916666666667), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(2, 0.0004166666666666667, 0.0009500000000000001), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4024, 67.09958333333333, 10.10905), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
3,"[36.38620004964011, 0.0, 0.0, 0.0, 0.0, 0.0]","[3, 0, 0, 0, 0, 0]","[724.3699017166296, 0, 0, 0, 0, 0]","[3304.6300982833704, 8102, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1466, 0, 0, 0, 0, 0]","[(179.30499999999998, 0.0005333333333333334, 0.005933333333333332), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4115.695, 1859.9994666666666, 999.9940666666666), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(3, 0.00065, 0.001238888888888889), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4023, 67.09935, 10.10876111111111), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
4,"[36.0138992305783, 10.824487780794865, 0.0, 0.0, 0.0, 0.0]","[3, 1, 0, 0, 0, 0]","[927.2174299311324, 583.3915269050505, 0, 0, 0, 0]","[3101.7825700688677, 7518.60847309495, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1451, 877, 0, 0, 0, 0]","[(183.67426666666665, 6.0552, 6.031866666666668), (47.5354, 0.0, 6.666666666666668e-05), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4111.325733333333, 1853.9448, 993.9681333333333), (17132.4646, 1800.0, 1524.9999333333333), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(3, 0.0004166666666666667, 0.0009666666666666666), (2, 0.0, 0.0002222222222222222), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4023, 67.09958333333333, 10.109033333333333), (16103, 51.900000000000006, 6.189777777777778), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
5,"[36.708860759493675, 23.389286595902245, 0.0, 0.0, 0.0, 0.0]","[3, 2, 0, 0, 0, 0]","[253.15647776580917, 1811.0628398314311, 0, 0, 0, 0]","[3775.843522234191, 6290.937160168569, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1479, 1895, 0, 0, 0, 0]","[(87.03053333333334, 0.00013333333333333334, 0.0004), (40.544200000000004, 0.00013333333333333334, 0.0036666666666666666), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4207.969466666666, 1859.9998666666668, 999.9996), (17139.4558, 1799.9998666666668, 1524.9963333333333), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(4, 0.00065, 0.0005888888888888889), (5, 0.0, 0.0002944444444444444), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4022, 67.09935, 10.109411111111111), (16100, 51.900000000000006, 6.189705555555555), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
6,"[22.90891039960288, 45.667736361392244, 0.0, 0.0, 0.0, 0.0]","[2, 4, 0, 0, 0, 0]","[431.4771930300991, 2995.4652198597123, 0, 0, 0, 0]","[3597.522806969901, 5106.534780140288, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[923, 3700, 0, 0, 0, 0]","[(55.79233333333333, 0.0, 0.0), (412.9624666666666, 0.0068, 0.21006666666666665), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4239.207666666666, 1860.0, 1000.0), (16767.037533333332, 1799.9932, 1524.7899333333332), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(3, 0.0, 3.3333333333333335e-05), (8, 0.21001666666666666, 0.11940555555555558), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4023, 67.1, 10.109966666666667), (16097, 51.68998333333334, 6.070594444444444), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
7,"[22.90891039960288, 61.09602567267341, 0.0, 0.0, 0.0, 0.0]","[2, 5, 0, 0, 0, 0]","[674.8479150161503, 2405.6051811596485, 0, 0, 0, 0]","[3354.15208498385, 5696.394818840352, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[923, 4950, 0, 0, 0, 0]","[(58.500800000000005, 0.0, 0.0), (633.6874666666666, 0.02813333333333333, 0.2032), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4236.4992, 1860.0, 1000.0), (16546.312533333334, 1799.9718666666668, 1524.7968), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(3, 0.0, 0.0004333333333333333), (9, 0.061466666666666656, 0.05319444444444445), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4023, 67.1, 10.109566666666666), (16096, 51.83853333333334, 6.136805555555555), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
8,"[34.22685529908166, 39.97778326339175, 23.387747501706908, 0.0, 0.0, 0.0]","[3, 3, 2, 0, 0, 0]","[826.856243563942, 920.6997522162576, 1614.403632382624, 0, 0, 0]","[3202.143756436058, 7181.300247783743, 14496.596367617376, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1379, 3239, 3768, 0, 0, 0]","[(61.51513333333333, 0.0, 0.0), (214.43246666666667, 0.0002, 0.0007999999999999999), (257.25006666666667, 0.5311333333333333, 0.43746666666666656), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4233.484866666667, 1860.0, 1000.0), (16965.567533333335, 1799.9998, 1524.9992), (34102.74993333333, 1882.1688666666666, 1333.3125333333332), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(6, 0.0, 0.00011666666666666667), (5, 1.666666666666667e-05, 0.000911111111111111), (4, 0.0, 0.0018166666666666663), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 67.1, 10.109883333333332), (16100, 51.89998333333334, 6.189088888888889), (32208, 58.2, 11.638183333333332), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
9,"[40.28294862248697, 33.621328067143914, 43.2065048724474, 0.0, 0.0, 0.0]","[3, 2, 3, 0, 0, 0]","[630.8641912186804, 1055.12586051913, 5726.096038578902, 0, 0, 0]","[3398.1358087813196, 7046.87413948087, 10384.903961421098, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1623, 2724, 6961, 0, 0, 0]","[(94.72013333333334, 0.0009333333333333332, 6.666666666666668e-05), (1241.5132666666666, 0.016933333333333335, 0.003733333333333333), (1150.6365333333333, 0.004866666666666666, 0.0007999999999999999), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4200.279866666667, 1859.9990666666667, 999.9999333333334), (15938.486733333333, 1799.9830666666667, 1524.9962666666668), (33209.36346666667, 1882.6951333333334, 1333.7492), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(6, 0.0, 0.0007055555555555557), (2, 0.0014333333333333331, 0.0004222222222222222), (7, 1.666666666666667e-05, 0.0012), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 67.1, 10.109294444444444), (16103, 51.898566666666675, 6.189577777777777), (32205, 58.199983333333336, 11.638799999999998), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
10,"[27.128319682303303, 41.66872377190817, 55.49624480168829, 0.0, 0.0, 0.0]","[2, 3, 4, 0, 0, 0]","[993.5713479999044, 2560.7990335968866, 6585.717415019681, 0, 0, 0]","[3035.4286520000956, 5541.200966403114, 9525.28258498032, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1093, 3376, 8941, 0, 0, 0]","[(69.20580000000001, 0.005666666666666667, 6.666666666666668e-05), (1409.2853333333333, 0.005066666666666666, 0.0030666666666666663), (1785.3742000000002, 0.0242, 0.002266666666666667), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4225.7942, 1859.9943333333333, 999.9999333333334), (15770.714666666667, 1799.9949333333334, 1524.9969333333333), (32574.6258, 1882.6758, 1333.7477333333334), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(3, 0.0, 0.0017277777777777777), (4, 0.037733333333333334, 0.016783333333333334), (10, 0.051166666666666666, 0.038322222222222216), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4023, 67.1, 10.108272222222222), (16101, 51.86226666666667, 6.173216666666666), (32202, 58.148833333333336, 11.601677777777777), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
