interval,cpu,numcontainers,baseips,ipsavailable,ipscap,apparentips,ram,ramavailable,disk,diskavailable,numfailures
1,"[10.052122114668652, 0.0, 0.0, 0.0, 0.0, 0.0]","[1, 0, 0, 0, 0, 0]","[401.4875014564356, 0, 0, 0, 0, 0]","[3627.5124985435646, 8102, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[405, 0, 0, 0, 0, 0]","[(1286.253, 0.09186666666666667, 0.0018666666666666666), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(3008.7470000000003, 1859.9081333333334, 999.9981333333334), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(2, 0.0, 6.666666666666667e-05), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4024, 67.1, 10.109933333333332), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
2,"[26.780838917845617, 0.0, 0.0, 0.0, 0.0, 0.0]","[2, 0, 0, 0, 0, 0]","[814.4722666158236, 0, 0, 0, 0, 0]","[3214.5277333841764, 8102, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1079, 0, 0, 0, 0, 0]","[(1268.4268666666667, 0.0032, 0.0012000000000000001), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(3026.5731333333333, 1859.9968, 999.9988), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(5, 1.666666666666667e-05, 0.0002666666666666667), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.09998333333333, 10.109733333333333), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
3,"[42.34301315462894, 0.0, 0.0, 0.0, 0.0, 0.0]","[3, 0, 0, 0, 0, 0]","[1098.514745261891, 0, 0, 0, 0, 0]","[2930.485254738109, 8102, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1706, 0, 0, 0, 0, 0]","[(1432.0038000000002, 0.0002, 0.0007333333333333332), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(2862.9961999999996, 1859.9998, 999.9992666666667), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(6, 0.0, 0.00046111111111111114), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 67.1, 10.109538888888888), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
4,"[49.51600893521966, 12.095778820044433, 0.0, 0.0, 0.0, 0.0]","[3, 1, 0, 0, 0, 0]","[1831.840366153589, 832.4748286142847, 0, 0, 0, 0]","[2197.159633846411, 7269.525171385715, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1995, 980, 0, 0, 0, 0]","[(304.435, 0.0, 0.0002666666666666667), (3.495, 0.0, 0.0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(3990.565, 1860.0, 999.9997333333333), (17176.505, 1800.0, 1525.0), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(6, 0.05158333333333333, 0.018722222222222223), (3, 0.0, 0.00029444444444444445), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 67.04841666666665, 10.091277777777778), (16102, 51.900000000000006, 6.189705555555555), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
5,"[61.70265574584264, 12.095778820044433, 0.0, 0.0, 0.0, 0.0]","[4, 1, 0, 0, 0, 0]","[1061.8091560695063, 980.9364238482178, 0, 0, 0, 0]","[2967.1908439304934, 7121.063576151782, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[2486, 980, 0, 0, 0, 0]","[(283.9438666666667, 0.0, 0.0), (13.980333333333336, 0.0, 0.0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4011.0561333333335, 1860.0, 1000.0), (17166.019666666667, 1800.0, 1525.0), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(7, 1.666666666666667e-05, 0.0005111111111111112), (3, 0.0, 0.00037777777777777777), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4019, 67.09998333333333, 10.109488888888889), (16102, 51.900000000000006, 6.189622222222222), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
6,"[41.32539091586002, 44.310046901999506, 0.0, 0.0, 0.0, 0.0]","[3, 3, 0, 0, 0, 0]","[1547.7680226264179, 2021.0432428702734, 0, 0, 0, 0]","[2481.231977373582, 6080.956757129727, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1665, 3590, 0, 0, 0, 0]","[(34.68886666666666, 0.0, 0.0), (1083.527, 0.0794, 0.06846666666666666), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4260.311133333334, 1860.0, 1000.0), (16096.473, 1799.9206, 1524.9315333333334), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(6, 0.0, 0.0008555555555555556), (8, 0.0018666666666666669, 0.0013666666666666666), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 67.1, 10.109144444444444), (16097, 51.89813333333334, 6.188633333333333), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
7,"[56.14296351451973, 32.201925450506046, 10.812488361988704, 0.0, 0.0, 0.0]","[4, 2, 1, 0, 0, 0]","[319.3147248848671, 1983.6080487742051, 126.12688022292923, 0, 0, 0]","[3709.6852751151328, 6118.391951225794, 15984.87311977707, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[2262, 2609, 1742, 0, 0, 0]","[(40.761799999999994, 0.0006000000000000001, 0.003999999999999999), (961.8922666666666, 0.08493333333333333, 0.07386666666666666), (79.69160000000001, 0.0018, 0.0022666666666666664), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4254.2382, 1859.9994, 999.996), (16218.107733333334, 1799.9150666666667, 1524.9261333333334), (34280.3084, 1882.6982, 1333.7477333333334), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(7, 0.0, 0.0008111111111111111), (5, 0.0, 0.00028333333333333335), (2, 0.0, 0.0009333333333333333), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4019, 67.1, 10.109188888888887), (16100, 51.900000000000006, 6.1897166666666665), (32210, 58.2, 11.639066666666665), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
8,"[29.486224869694716, 60.88620093803999, 10.812488361988704, 0.0, 0.0, 0.0]","[2, 5, 1, 0, 0, 0]","[927.7096707239814, 2454.186586906417, 0, 0, 0, 0]","[3101.2903292760184, 5647.813413093583, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1188, 4933, 1742, 0, 0, 0]","[(3.582, 0.0, 0.0), (1501.5584000000001, 0.09006666666666668, 0.11486666666666666), (109.05160000000001, 0.0014, 0.002), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4291.418, 1860.0, 1000.0), (15678.4416, 1799.9099333333334, 1524.8851333333334), (34250.9484, 1882.6986, 1333.748), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(4, 0.0, 1.6666666666666667e-05), (13, 0.11418333333333333, 0.02550555555555556), (2, 0.0, 0.0005999999999999998), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4022, 67.1, 10.109983333333332), (16092, 51.78581666666667, 6.164494444444444), (32210, 58.2, 11.639399999999998), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
9,"[45.04839910647803, 33.621328067143914, 23.784991620631864, 0.0, 0.0, 0.0]","[3, 3, 2, 0, 0, 0]","[845.3151552867685, 2378.0462891226775, 1159.8783019726538, 0, 0, 0]","[3183.6848447132315, 5723.953710877322, 14951.121698027346, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1815, 2724, 3832, 0, 0, 0]","[(185.77206666666666, 0.0, 0.0), (516.9463999999999, 0.004266666666666667, 0.019999999999999997), (97.867, 0.5356, 0.4375999999999999), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4109.227933333334, 1860.0, 1000.0), (16663.0536, 1799.9957333333334, 1524.98), (34262.133, 1882.1644000000001, 1333.3124), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(5, 0.0, 0.00029444444444444445), (8, 0.36311666666666664, 0.025199999999999997), (3, 0.0, 0.0023722222222222217), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.1, 10.109705555555555), (16097, 51.536883333333336, 6.1648), (32209, 58.2, 11.637627777777777), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
10,"[45.47034003474808, 44.29770427055048, 10.446278939854757, 0.0, 0.0, 0.0]","[3, 4, 1, 0, 0, 0]","[351.85819874000236, 1587.9053498932765, 1161.2390325445572, 0, 0, 0]","[3677.1418012599975, 6514.094650106724, 14949.760967455442, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1832, 3589, 1683, 0, 0, 0]","[(233.83113333333333, 0.0, 0.0), (2109.034, 0.7886000000000001, 0.03), (0.0, 0.004266666666666667, 6.666666666666668e-05), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4061.168866666667, 1860.0, 1000.0), (15070.966, 1799.2114, 1524.97), (34360.0, 1882.6957333333335, 1333.7499333333333), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(6, 0.0, 0.0002833333333333333), (11, 0.13305, 0.021394444444444445), (2, 0.0, 0.0008555555555555556), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 67.1, 10.109716666666666), (16094, 51.76695000000001, 6.168605555555555), (32210, 58.2, 11.639144444444444), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
