interval,numdestroyed,nummigrations,responsetime,avgresponsetime,migrationtime,avgmigrationtime,slaviolations,slaviolationspercentage,waittime
85,6,6,"[769.6896212962971, 835.3094415143557, 515.3068743361293, 1178.613692316608, 914.3713226089245, 1078.8378894583045]",882.0214735884366,"[0.06307712, 0.06788359999999999, 0.12059167999999999, 0.07345832, 1.0290024, 0.10305886666666665]",0.2428453311111111,1,16.666666666666668,"[1, 1, 1, 1, 1, 1]"
86,6,7,"[645.1779894066294, 1125.942489939735, 1008.333040698188, 671.8135432472723, 738.2529115899137, 519.2239250414835]",784.7906499872037,"[0.013280799999999999, 0.03243509333333333, 0.09117493333333333, 0.07501375999999998, 0.0777176, 0.084184]",0.0623010311111111,1,16.666666666666668,"[1, 1, 1, 1, 1, 1]"
87,2,2,"[585.1406367349613, 997.3498346885316]",791.2452357117464,"[0.17448160000000004, 0.11144693333333333]",0.14296426666666667,1,50.0,"[1, 1]"
88,6,6,"[1040.7089684482942, 837.2909725843583, 281.915879099522, 951.3587960757844, 1166.0105398612554, 847.2899513317882]",854.0958512335004,"[0.009017066666666669, 0.025863599999999997, 0.1065544, 0.10297616, 0.0792908, 0.09117493333333333]",0.06914616,1,16.666666666666668,"[1, 1, 1, 1, 1, 1]"
89,7,6,"[637.6512255180953, 570.9314474778142, 880.345861576585, 979.7371713811411, 1178.5635117566078, 921.2607565512682, 833.9289201975575]",857.4884134941528,"[0.0025156799999999997, 0.06131232, 0.06131232, 0.0, 0.02327776, 0.08284351999999999, 0.07588199999999999]",0.04387765714285714,1,14.285714285714286,"[1, 1, 1, 1, 1, 1, 1]"
90,3,4,"[952.7216912558929, 594.3999676984291, 985.1302296403991]",844.083962864907,"[0.23607397333333327, 0.07081909333333333, 0.08007639999999999]",0.1289898222222222,1,33.333333333333336,"[1, 1, 1]"
91,10,9,"[637.7072255180954, 371.50095911293823, 633.3081172286788, 1447.2572080550256, 490.48222855906846, 567.4839183483263, 442.71927341603754, 716.8025355324795, 753.858113122214, 641.5108280856069]",670.263040697847,"[0.058515679999999994, 0.12918336, 0.023592400000000003, 0.12310879999999999, 0.01062464, 0.13149728, 0.1806528, 0.1052827, 0.12892399999999998, 0.7608651999999999]",0.165224686,1,10.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
92,3,4,"[477.19607971059077, 1552.3310860523368, 437.19931444078225]",822.2421600679032,"[0.01230272, 0.12333059999999998, 0.0055045599999999995]",0.04704595999999999,1,33.333333333333336,"[1, 1, 1]"
93,5,6,"[436.53580506492295, 404.62199366855117, 922.4321239258674, 604.0547227003713, 770.0858253031898]",627.5460941325805,"[0.72813048, 0.12226912, 0.17226373333333334, 0.8344621866666666, 0.1689442]",0.40521394400000005,1,20.0,"[1, 1, 1, 1, 1]"
94,6,6,"[770.2526485433322, 878.769232826659, 842.4112068441385, 883.9298347031548, 860.5845987084177, 892.339120086085]",854.7144402852979,"[0.0226476, 0.0069900000000000006, 0.12758208, 0.212237, 0.09571773333333333, 0.0925724]",0.09295780222222222,1,16.666666666666668,"[1, 1, 1, 1, 1, 1]"
95,5,3,"[648.4350927390427, 1754.1163895806624, 547.4040804755127, 716.8688182324796, 402.63640290753517]",813.8921567870465,"[0.12087146666666665, 0.0069900000000000006, 2.58368976, 0.1715654, 1.5569243733333333]",0.8880082,1,20.0,"[1, 1, 1, 1, 1]"
96,6,6,"[1209.361129397269, 678.8140485913216, 454.44617294075965, 1072.8033323384718, 583.5338967381058, 672.4668101451815]",778.5708983585182,"[0.15099349333333334, 0.0818636, 0.4016099999999999, 0.1275248, 0.24636439999999998, 0.10934986666666666]",0.18628435999999995,1,16.666666666666668,"[1, 1, 1, 1, 1, 1]"
97,3,5,"[778.8936715615922, 888.6645234177777, 1480.667515309237]",1049.4085700962023,"[0.18454853333333332, 0.0947568, 0.1027518]",0.12735237777777778,1,33.333333333333336,"[1, 1, 1]"
98,5,9,"[798.319400516599, 873.7343277412208, 1134.6423940550599, 1280.3839489567792, 1459.9133808198596]",1109.3986904179037,"[0.06774351999999999, 0.0801646, 0.06851189333333332, 0.07613223999999999, 0.08444586666666666]",0.07539962399999998,1,20.0,"[1, 1, 1, 1, 1]"
99,7,9,"[1347.241099829665, 876.7574764549933, 874.671472204519, 642.169998775028, 873.7209100412208, 154.2474795201032, 495.0839914314924]",751.984632608146,"[0.07885232, 0.10066272000000001, 0.12758271999999998, 0.1120981, 0.0667469, 0.03019824, 0.12538064285714284]",0.09164594897959184,1,14.285714285714286,"[1, 1, 1, 1, 1, 1, 1]"
100,9,8,"[1353.6977177592812, 1003.6577207883392, 348.3334016542756, 1157.12452231655, 647.6482487987357, 753.9028523222141, 502.43997303724996, 200.95099559597955, 533.9298808642243]",722.4094792374276,"[1.2708735999999998, 0.0894776, 0.49324911999999993, 0.0796404, 0.0969846, 0.17366320000000002, 0.06805773333333333, 0.09099786666666666, 0.07684266666666666]",0.27108742074074077,1,11.11111111111111,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
101,6,9,"[1130.3034368240474, 572.1060623371233, 492.5844192789926, 1030.6587141741904, 668.8521255751554, 808.0043380812457]",783.7515160451258,"[0.1287012, 0.2123701066666666, 0.15491699999999997, 0.05991370666666666, 0.10218293333333332, 0.093968]",0.12534215777777777,1,16.666666666666668,"[1, 1, 1, 1, 1, 1]"
