cpu_0,ram_0,disk_0,cpu_1,ram_1,disk_1,cpu_2,ram_2,disk_2,cpu_3,ram_3,disk_3,cpu_4,ram_4,disk_4,cpu_5,ram_5,disk_5
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.016133035492679,13.630799999999999,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25.589476296847852,27.43653333333333,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24.894514767932492,38.6218,4.0,15.41594667983214,1272.2718666666667,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40.90344998758997,276.4733333333334,5.0,15.41594667983214,1181.3953333333332,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46.28940183668404,475.35339999999997,5.0,12.466057763515181,92.27453333333334,3.0,13.332505741418906,97.867,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47.62968478530652,326.4552666666667,5.0,31.2885707232782,209.71433333333334,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44.77537850583271,236.97639999999998,5.0,47.81535423352259,284.3372,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45.22213948870687,207.96586666666667,3.0,47.81535423352259,202.19966666666664,6.0,11.973186021972564,39.146800000000006,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60.23827252419955,238.02453333333335,4.0,47.81535423352259,332.3972666666667,6.0,11.973186021972564,36.3506,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42.76495408289898,100.31273333333334,5.0,46.75388792890644,1164.6177333333335,6.0,41.1954565203898,63.088599999999985,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38.94266567386448,31.41273333333333,5.0,45.519624784003945,1025.5053333333333,5.0,40.23338091986841,130.89619999999996,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
