interval,activecontainers,ips,apparentips,ram,disk,creationids,hostalloc,active
82,9,"[0, 1492.620801770176, 1750.6742626488133, 555.3581190380662, 0, 0, 0, 0, 267.6050180976449, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1677.5071213302292, 2192.9787383724074, 2031.6206895189841, 1252.3591672387126, 887.8565896286426, 930.2590546649918, 568.7994490698327, 521.7258411200543, 471.0083080456788, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[(8.3886, 0.004733333333333333, 0.0), (7.776466666666666, 0.0, 0.0), (12.582600000000001, 6.666666666666668e-05, 6.666666666666668e-05), (114.6442, 0.002, 0.004666666666666667), (8.737533333333333, 0.0007333333333333332, 0.0007333333333333332), (3.014133333333333, 0.0002, 0.00013333333333333334), (67.1088, 0.0046, 0.0), (3.494666666666666, 0.0, 0.0), (7.776466666666666, 0.0, 0.0), 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[(3, 0.0, 0.0010444444444444446), (2, 0.0, 7.777777777777777e-05), (1, 0.0, 0.0004111111111111111), (3, 0.0, 0.0002722222222222222), (1, 0.0, 6.111111111111111e-05), (3, 0.0, 9.999999999999999e-05), (1, 0.0, 0.001027777777777778), (2, 0.0, 0.0), (2, 0.0, 0.0), 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[228, 234, 235, 231, 229, 232, 233, 230, 236, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[2, 2, 2, 1, 1, 1, 0, 0, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[True, True, True, True, True, True, True, True, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
83,9,"[1264.8212801613754, 1588.9591415005873, 2031.6206895189841, 0, 1535.423044210032, 867.4432049365371, 1023.2367773203464, 463.4866838317982, 251.7685150436787, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2227.227738165652, 2192.9787383724074, 2031.6206895189841, 1252.3591672387126, 1935.3696540539536, 951.6847859160765, 1064.628201689945, 468.9441103870208, 471.0083080456788, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[(22.3696, 0.004666666666666667, 0.00013333333333333334), (8.650333333333334, 0.0, 0.0), (18.174933333333335, 0.00013333333333333334, 6.666666666666668e-05), (100.6632, 0.002, 0.0046), (130.023, 0.01833333333333333, 0.006), (973.0777333333333, 0.0, 0.0006666666666666666), (58.020866666666684, 0.0044666666666666665, 0.0008), (3.495, 0.0, 0.0), (6.9025333333333325, 0.0, 0.0), 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[(2, 0.0, 0.0010722222222222222), (2, 0.0, 1.1111111111111112e-05), (1, 0.0, 2.7777777777777776e-05), (3, 0.0, 0.0002666666666666667), (1, 0.11005, 0.05073333333333333), (2, 0.0, 6.111111111111111e-05), (3, 0.0, 0.0017666666666666666), (2, 0.0, 0.0), (2, 0.0, 0.0), 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[237, 234, 235, 231, 238, 239, 240, 241, 236, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[2, 2, 2, 1, 2, 1, 1, 0, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[True, True, True, True, True, True, True, True, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
84,10,"[0, 0, 0, 1220.4212174365869, 1657.7193600048747, 826.583794579006, 1064.628201689945, 0, 0, 253.15647776580917, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2227.227738165652, 2192.9787383724074, 2031.6206895189841, 1950.0373944028277, 1935.3696540539536, 951.6847859160765, 1064.628201689945, 468.9441103870208, 471.0083080456788, 491.7936094887716, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[(33.5544, 0.004666666666666667, 6.666666666666668e-05), (13.893, 0.0, 0.0), (10.485, 0.0, 0.0), (16.645799999999998, 0.0, 0.0), (96.4688, 0.022666666666666672, 0.0086), (1001.0398666666667, 0.0005333333333333334, 0.0009333333333333332), (55.9238, 0.0044, 0.0008), (0.0, 0.0, 0.0), (6.6406, 0.0, 0.0), (44.738800000000005, 0.0, 0.0), 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[(2, 0.0, 0.0010277777777777776), (2, 0.0, 0.00010555555555555555), (1, 0.0, 5.555555555555557e-06), (2, 0.0, 2.2222222222222223e-05), (1, 0.00315, 0.0017555555555555556), (2, 0.0, 6.111111111111111e-05), (3, 0.0, 0.0018333333333333333), (2, 0.0, 1.6666666666666667e-05), (2, 0.0, 0.0), (2, 0.0, 0.0004222222222222222), 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[237, 234, 235, 242, 238, 239, 240, 241, 236, 243, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[2, 2, 2, 2, 2, 1, 1, 0, 0, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[True, True, True, True, True, True, True, True, True, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
85,8,"[0, 1116.065298514448, 694.3373387380856, 1389.3548229680591, 0, 906.4002803929747, 1000.6498143384554, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1245.7441032810002, 1116.065298514448, 694.3373387380856, 1950.0373944028277, 1935.3696540539536, 951.6847859160765, 1064.628201689945, 0, 0, 491.7936094887716, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[(173.36426666666668, 0.0, 0.0002), (8.3886, 0.0, 0.001), (4.892733333333333, 0.0, 0.0), (18.830133333333336, 0.0, 0.0), (134.21720000000002, 0.027066666666666666, 0.008733333333333333), (1001.0398666666667, 0.0, 0.0008), (46.836, 0.004333333333333333, 0.0012666666666666666), 0, 0, (41.24373333333333, 0.0, 0.0), 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[(3, 0.0, 0.00431111111111111), (3, 0.0, 1.1111111111111112e-05), (2, 0.0, 0.0001277777777777778), (2, 0.0, 2.2222222222222223e-05), (1, 0.0056500000000000005, 0.024716666666666668), (2, 0.0, 6.111111111111111e-05), (3, 0.0, 0.0019222222222222223), 0, 0, (2, 0.0, 1.6666666666666667e-05), 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[244, 245, 246, 242, 238, 239, 240, -1, -1, 243, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[1, 1, 0, 2, 2, 1, 1, -1, -1, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[True, True, True, True, True, True, True, False, False, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
86,8,"[1510.7508426135992, 563.2678341234054, 630.6083617488752, 0, 925.3237311832575, 0, 0, 349.21228526260575, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2143.2883599075767, 1116.065298514448, 694.3373387380856, 1950.0373944028277, 979.0148716203655, 951.6847859160765, 1064.628201689945, 512.4109283821189, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[(444.5958, 0.26313333333333333, 0.009800000000000001), (0.0, 0.0, 0.001), (6.99, 0.0, 0.0), (16.908, 0.0, 0.0), (13.631, 0.0, 0.0), (973.0778666666668, 0.0, 0.0008), (67.10846666666666, 0.004333333333333333, 0.0008), (6.291, 0.0, 0.0), 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[(2, 0.0, 0.009683333333333334), (3, 0.0, 0.0), (2, 0.0, 0.0001388888888888889), (2, 0.0, 1.6666666666666667e-05), (2, 0.0, 0.0004444444444444444), (2, 0.0, 5.555555555555555e-05), (3, 1.666666666666667e-05, 0.0018777777777777777), (3, 0.0, 1.1111111111111112e-05), 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[247, 245, 246, 242, 248, 239, 240, 249, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[2, 1, 0, 2, 1, 1, 1, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[True, True, True, True, True, True, True, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
87,8,"[1529.8737087128266, 0, 0, 990.9370936802097, 897.1678038680203, 1980.5304480756645, 705.2964897923745, 512.4109283821189, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2143.2883599075767, 1116.065298514448, 694.3373387380856, 2957.8401968246035, 979.0148716203655, 1980.5304480756645, 798.1155822728865, 512.4109283821189, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[(327.15540000000004, 0.016933333333333335, 0.001066666666666667), (0.0, 0.0, 0.001), (6.990133333333333, 0.0, 0.0), (181.4032, 0.00013333333333333334, 0.00013333333333333334), (14.417399999999999, 0.0, 6.666666666666668e-05), (258.64820000000003, 0.019533333333333333, 0.0016), (7.5578, 0.0004, 0.0003333333333333333), (3.495, 0.0, 0.0), 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[(2, 0.0, 0.00023888888888888888), (3, 0.0, 1.1111111111111112e-05), (2, 0.0, 0.00011666666666666667), (3, 0.05556666666666666, 0.026677777777777772), (2, 0.0, 0.0004111111111111111), (3, 0.05115, 0.03694444444444444), (3, 0.0, 9.444444444444444e-05), (3, 0.0, 0.0), 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[247, 245, 246, 250, 248, 251, 252, 249, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[2, 1, 0, 2, 1, 2, 0, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[True, True, True, True, True, True, True, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
88,9,"[0, 990.9370936802097, 1334.8951447236057, 0, 0, 1250.0262377682147, 717.6528313757843, 0, 324.07683067997914, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2143.2883599075767, 2957.8401968246035, 1338.697343266122, 2957.8401968246035, 979.0148716203655, 1980.5304480756645, 798.1155822728865, 512.4109283821189, 610.3790129723532, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[(369.0984, 0.0174, 0.0011333333333333332), (181.4032, 0.00013333333333333334, 0.00013333333333333334), (4.9803999999999995, 0.0, 0.0), (159.38326666666669, 0.00013333333333333334, 6.666666666666668e-05), (14.242666666666665, 0.0, 6.666666666666668e-05), (328.5534, 0.0005333333333333334, 0.0006), (4.936533333333333, 0.028399999999999998, 0.028466666666666664), (0.0, 0.0, 0.0), (176.16039999999998, 0.0002666666666666667, 0.0), 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[(2, 0.0, 0.00023888888888888888), (3, 0.05556666666666666, 0.026677777777777772), (2, 0.0, 0.0), (3, 0.01295, 0.007627777777777777), (2, 0.0, 0.0004277777777777778), (3, 0.06125, 0.025472222222222222), (3, 0.0, 8.88888888888889e-05), (3, 0.0, 0.0), (1, 0.0, 0.006361111111111112), 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[247, 253, 254, 250, 248, 251, 252, 249, 255, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[2, 2, 1, 2, 1, 2, 0, 0, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[True, True, True, True, True, True, True, True, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
89,8,"[2086.917422091666, 0, 1319.7662014688208, 836.0512759994466, 544.3301019191064, 0, 738.1438078860564, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2086.917422091666, 2957.8401968246035, 1338.697343266122, 849.1835975767124, 556.239182294382, 1980.5304480756645, 798.1155822728865, 0, 610.3790129723532, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[(968.1848666666667, 0.0, 0.0008666666666666667), (159.38326666666669, 0.00013333333333333334, 6.666666666666668e-05), (4.4996, 0.0, 0.0), (72.70086666666668, 0.005533333333333332, 0.004066666666666666), (3.319866666666667, 6.0545333333333335, 6.029066666666668), (298.49406666666664, 0.0016666666666666668, 0.005466666666666667), (9.917466666666668, 0.0834, 0.08346666666666668), 0, (177.55846666666667, 0.0002666666666666667, 0.0), 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[(2, 0.0, 0.00011666666666666667), (3, 0.01295, 0.007627777777777777), (2, 0.0, 0.0), (3, 0.0, 0.0015388888888888893), (1, 0.0, 0.0), (3, 0.0008666666666666667, 0.016138888888888887), (3, 0.0, 9.999999999999999e-05), 0, (1, 0.0, 0.047294444444444445), 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[256, 253, 254, 257, 258, 251, 252, -1, 255, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[2, 2, 1, 1, 0, 2, 0, -1, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[True, True, True, True, True, True, True, False, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
90,7,"[2047.4687601779385, 1416.0236468211137, 0, 0, 555.1758979727082, 525.6255154261138, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2086.917422091666, 1525.7075630243467, 1338.697343266122, 849.1835975767124, 556.239182294382, 730.6475410317693, 798.1155822728865, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[(964.6893333333335, 0.0, 0.0009333333333333332), (130.0228666666667, 8.2766, 0.1462), (5.0238000000000005, 0.0, 0.0), (74.09886666666668, 0.005333333333333333, 0.0041333333333333335), (3.1452, 0.00013333333333333334, 0.00013333333333333334), (54.525800000000004, 0.0018, 0.0002), (7.3831999999999995, 0.08413333333333334, 0.08433333333333333), 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[(2, 0.0, 0.00016666666666666666), (1, 8.906633333333335, 3.6877999999999997), (2, 0.0, 0.0), (3, 0.0, 0.0008222222222222222), (1, 0.0, 0.0), (3, 0.0, 0.0004277777777777778), (3, 0.0, 9.444444444444444e-05), 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[256, 259, 254, 257, 258, 260, 252, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[2, 1, 1, 1, 0, 0, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[True, True, True, True, True, True, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
91,8,"[2078.224519993116, 1525.7075630243467, 3054.608628262828, 2086.917422091666, 0, 312.0861869154666, 985.1530201747586, 463.43512885869814, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2086.917422091666, 1525.7075630243467, 3157.4334564205146, 2086.917422091666, 556.239182294382, 730.6475410317693, 1265.1289132729594, 463.43512885869814, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[(1055.566, 0.7898666666666667, 0.0184), (195.0344, 0.0856, 0.6087333333333332), (13.981, 0.004533333333333333, 6.666666666666668e-05), (968.1848666666667, 0.0, 0.0008666666666666667), (3.1454, 0.0004, 0.0004), (48.93326666666667, 0.0018, 0.0002), (499.1218, 0.0004, 0.0003333333333333333), (100.6628, 0.0004, 0.0027333333333333333), 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[(2, 0.0, 0.00015000000000000001), (1, 0.0, 0.00017777777777777779), (2, 0.0, 0.0010944444444444443), (2, 0.0, 0.00011666666666666667), (1, 0.0, 0.0), (3, 0.0, 0.00024444444444444443), (2, 0.012733333333333334, 0.0036666666666666666), (1, 0.0004166666666666667, 0.0008333333333333334), 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[256, 259, 261, 262, 258, 260, 263, 264, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[2, 1, 2, 2, 0, 0, 1, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[True, True, True, True, True, True, True, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
92,9,"[0, 0, 0, 2047.4687601779385, 1575.0295402728193, 0, 1227.2879232088728, 371.75877066614885, 317.8853161136635, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2086.917422091666, 1525.7075630243467, 3157.4334564205146, 2086.917422091666, 1575.0295402728193, 730.6475410317693, 1265.1289132729594, 463.43512885869814, 418.07863612812815, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[(1363.1485333333335, 0.09179999999999999, 0.0018), (106.95439999999999, 0.1056, 1.2295999999999998), (2.7962, 0.0046, 0.0), (964.6893333333335, 0.0, 0.0009333333333333332), (1029.0021333333334, 0.0016666666666666668, 0.0006), (62.9144, 0.0018666666666666666, 0.0002), (455.08166666666676, 0.012533333333333334, 0.18906666666666663), (121.63419999999999, 0.0, 0.0), (33.5544, 0.004666666666666667, 6.666666666666668e-05), 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[(2, 0.0, 0.000688888888888889), (1, 1.666666666666667e-05, 0.00022222222222222226), (2, 0.0, 0.0010388888888888889), (2, 0.0, 0.00016666666666666666), (2, 0.0, 5.555555555555555e-05), (3, 0.0, 0.00033888888888888884), (2, 0.0002833333333333333, 0.0029611111111111123), (1, 0.0, 0.0008222222222222222), (2, 0.0, 0.0011055555555555554), 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[256, 259, 261, 262, 265, 260, 263, 264, 266, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[2, 1, 2, 2, 1, 0, 1, 0, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[True, True, True, True, True, True, True, True, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
93,8,"[1819.471380528662, 1001.7714058927403, 245.54319931548474, 2078.224519993116, 0, 0, 0, 0, 349.21820199778125, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1819.471380528662, 1010.1074178279766, 465.83499855134875, 2086.917422091666, 1575.0295402728193, 0, 1265.1289132729594, 463.43512885869814, 418.07863612812815, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[(0.0, 0.0, 0.0), (92.27453333333334, 6.666666666666668e-05, 6.666666666666668e-05), (5.5922, 0.0003333333333333333, 6.666666666666668e-05), (1055.566, 0.7898666666666667, 0.0184), (1112.8880666666666, 6.666666666666668e-05, 0.0008666666666666667), 0, (471.15966666666674, 0.013066666666666664, 0.18946666666666667), (104.85719999999999, 0.00046666666666666666, 0.0027333333333333333), (16.7772, 0.004733333333333333, 6.666666666666668e-05), 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[(1, 0.0, 5.555555555555555e-05), (3, 0.0, 0.0017666666666666666), (3, 0.0, 0.0), (2, 0.0, 0.00015000000000000001), (2, 0.0, 6.111111111111111e-05), 0, (2, 0.00035, 0.0039833333333333335), (1, 0.0004166666666666667, 0.0007999999999999999), (2, 0.0, 0.0010999999999999998), 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[267, 268, 269, 262, 265, -1, 263, 264, 266, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[2, 1, 0, 2, 1, -1, 1, 0, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[True, True, True, True, True, False, True, True, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
94,9,"[0, 1010.1074178279766, 269.1034596618328, 0, 1809.1393031047937, 1494.6715624560145, 0, 421.4356608994527, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1819.471380528662, 1010.1074178279766, 465.83499855134875, 2086.917422091666, 2630.6390172682836, 2824.5981606678024, 930.2590546649918, 634.3878860277937, 418.07863612812815, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[(4.194, 0.0, 0.0), (79.69146666666666, 0.00013333333333333334, 6.666666666666668e-05), (6.291, 0.0, 0.0), (1363.1485333333335, 0.09179999999999999, 0.0018), (1073.7413333333332, 0.0, 0.0008666666666666667), (328.2036666666667, 0.09333333333333331, 0.342), (3.7130666666666663, 0.0008, 0.0008), (9.699, 0.0, 0.0), (25.1658, 0.004666666666666667, 0.0), 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[(1, 0.0, 0.00014444444444444444), (3, 0.0, 0.0011666666666666668), (3, 0.0, 0.0), (2, 0.0, 0.000688888888888889), (1, 0.0, 5.555555555555555e-05), (1, 0.0008333333333333333, 0.5113666666666667), (3, 0.0, 9.999999999999999e-05), (3, 0.0, 8.333333333333333e-05), (2, 0.0, 0.0010333333333333334), 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[267, 268, 269, 262, 270, 271, 272, 273, 266, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[2, 1, 0, 2, 2, 2, 1, 0, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[True, True, True, True, True, True, True, True, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
