interval,cpu,numcontainers,baseips,ipsavailable,ipscap,apparentips,ram,ram_s,ram_r,ram_w,ramavailable_s,ramavailable_r,ramavailable_w,disk,diskavailable,cpufailures,ramfailures
1,"[9.406800694961529, 0.0, 0.0, 0.0, 0.0, 0.0]","[3, 0, 0, 0, 0, 0]","[328.7682144759397, 0, 0, 0, 0, 0]","[3700.2317855240603, 8102, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[379, 0, 0, 0, 0, 0]","[2.027331005044626, 0.0, 0.0, 0.0, 0.0, 0.0]","[87.07386666666667, 0, 0, 0, 0, 0]","[0.0, 0, 0, 0, 0, 0]","[0.0013333333333333333, 0, 0, 0, 0, 0]","[4207.926133333333, 17180, 34360, 4295, 17180, 34360]","[372.0, 360.0, 376.54, 372.0, 360.0, 376.54]","[199.99866666666668, 305.0, 266.75, 200.0, 305.0, 266.75]","[(5, 0.0, 0.0014333333333333331), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.1, 10.108566666666666), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
2,"[17.24993794986349, 0.0, 0.0, 0.0, 0.0, 0.0]","[5, 0, 0, 0, 0, 0]","[458.24798804703744, 0, 0, 0, 0, 0]","[3570.7520119529627, 8102, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[695, 0, 0, 0, 0, 0]","[2.689552192471867, 0.0, 0.0, 0.0, 0.0, 0.0]","[115.51626666666668, 0, 0, 0, 0, 0]","[0.23586666666666667, 0, 0, 0, 0, 0]","[0.2284, 0, 0, 0, 0, 0]","[4179.4837333333335, 17180, 34360, 4295, 17180, 34360]","[371.76413333333335, 360.0, 376.54, 372.0, 360.0, 376.54]","[199.7716, 305.0, 266.75, 200.0, 305.0, 266.75]","[(10, 0.0, 0.003722222222222222), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4016, 67.1, 10.106277777777777), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
3,"[16.654256639364608, 1.999506294742039, 0.0, 0.0, 0.0, 0.0]","[5, 1, 0, 0, 0, 0]","[394.3559907489571, 162.49846348313034, 0, 0, 0, 0]","[3634.644009251043, 7939.501536516869, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[671, 162, 0, 0, 0, 0]","[8.777767947225456, 0.13834264648816458, 0.0, 0.0, 0.0, 0.0]","[377.00513333333333, 23.76726666666667, 0, 0, 0, 0]","[0.22879999999999998, 0.0, 0, 0, 0, 0]","[0.21266666666666667, 0.0, 0, 0, 0, 0]","[3917.994866666667, 17156.232733333334, 34360, 4295, 17180, 34360]","[371.7712, 360.0, 376.54, 372.0, 360.0, 376.54]","[199.78733333333332, 305.0, 266.75, 200.0, 305.0, 266.75]","[(11, 0.0, 0.002194444444444444), (2, 0.0, 1.6666666666666667e-05), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4015, 67.1, 10.107805555555554), (16103, 51.900000000000006, 6.189983333333333), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
4,"[17.47331844130057, 3.406566279930881, 0.0, 0.0, 0.0, 0.0]","[5, 2, 0, 0, 0, 0]","[370.0746904908742, 64.17039429947582, 0, 0, 0, 0]","[3658.925309509126, 8037.829605700525, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[704, 276, 0, 0, 0, 0]","[6.450308110205666, 0.4821691889794335, 0.0, 0.0, 0.0, 0.0]","[277.0407333333333, 82.83666666666667, 0, 0, 0, 0]","[0.23773333333333327, 0.0005333333333333334, 0, 0, 0, 0]","[0.22133333333333338, 0.0054666666666666665, 0, 0, 0, 0]","[4017.9592666666667, 17097.163333333334, 34360, 4295, 17180, 34360]","[371.7622666666667, 359.99946666666665, 376.54, 372.0, 360.0, 376.54]","[199.77866666666668, 304.9945333333333, 266.75, 200.0, 305.0, 266.75]","[(11, 0.0, 0.002516666666666667), (3, 0.0, 0.0006722222222222222), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4015, 67.1, 10.107483333333333), (16102, 51.900000000000006, 6.189327777777777), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
5,"[17.27475800446761, 4.282893112811651, 1.899323443609956, 0.0, 0.0, 0.0]","[5, 3, 1, 0, 0, 0]","[229.1542703395985, 225.00522584103373, 256.68984901396203, 0, 0, 0]","[3799.8457296604015, 7876.994774158966, 15854.310150986037, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[696, 347, 306, 0, 0, 0]","[11.4386868451688, 1.090222351571595, 0.17903376018626307, 0.0, 0.0, 0.0]","[491.29159999999996, 187.30020000000002, 61.516, 0, 0, 0]","[0.8145333333333333, 0.00026666666666666673, 0.0, 0, 0, 0]","[0.6711999999999999, 0.0015999999999999999, 0.0009333333333333333, 0, 0, 0]","[3803.7084, 16992.6998, 34298.484, 4295, 17180, 34360]","[371.1854666666667, 359.9997333333333, 376.54, 372.0, 360.0, 376.54]","[199.3288, 304.9984, 266.7490666666667, 200.0, 305.0, 266.75]","[(10, 0.0030666666666666663, 0.06077777777777777), (3, 0.0, 0.0009611111111111112), (3, 0.0, 0.0007944444444444444), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4016, 67.09693333333333, 10.049222222222221), (16102, 51.900000000000006, 6.189038888888889), (32209, 58.2, 11.639205555555554), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
6,"[13.60138992305783, 9.763021476178722, 1.899323443609956, 0.0, 0.0, 0.0]","[5, 5, 1, 0, 0, 0]","[357.9695098995023, 463.4325916118391, 275.1823666492865, 0, 0, 0]","[3671.0304901004974, 7638.567408388161, 15835.817633350713, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[548, 791, 306, 0, 0, 0]","[10.514275514163755, 2.693646488164532, 0.14648195576251452, 0.0, 0.0, 0.0]","[451.5881333333333, 462.76846666666665, 50.331199999999995, 0, 0, 0]","[0.4765333333333334, 1.0560000000000003, 0.0, 0, 0, 0]","[0.38586666666666664, 0.3182666666666667, 0.0, 0, 0, 0]","[3843.411866666667, 16717.23153333333, 34309.6688, 4295, 17180, 34360]","[371.52346666666665, 358.944, 376.54, 372.0, 360.0, 376.54]","[199.61413333333334, 304.68173333333334, 266.75, 200.0, 305.0, 266.75]","[(10, 0.0002333333333333333, 0.054616666666666674), (7, 0.007933333333333332, 0.011194444444444443), (3, 0.0, 0.000638888888888889), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4016, 67.09976666666667, 10.055383333333333), (16098, 51.89206666666667, 6.178805555555555), (32209, 58.2, 11.63936111111111), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
7,"[18.8632414991313, 8.355961490989879, 4.115200794488238, 0.0, 0.0, 0.0]","[6, 4, 2, 0, 0, 0]","[276.0088940433931, 200.0513025605676, 634.2182959993668, 0, 0, 0]","[3752.991105956607, 7901.948697439432, 15476.781704000634, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[760, 677, 663, 0, 0, 0]","[9.14321303841676, 2.605152502910361, 0.18945983701979044, 0.0, 0.0, 0.0]","[392.7009999999999, 447.56519999999995, 65.0984, 0, 0, 0]","[0.48599999999999993, 0.016933333333333328, 0.0018666666666666664, 0, 0, 0]","[0.3888, 0.05746666666666666, 0.002, 0, 0, 0]","[3902.299, 16732.4348, 34294.9016, 4295, 17180, 34360]","[371.514, 359.9830666666667, 376.53813333333335, 372.0, 360.0, 376.54]","[199.6112, 304.94253333333336, 266.748, 200.0, 305.0, 266.75]","[(12, 0.00011666666666666667, 0.05491111111111112), (6, 0.0, 0.0046611111111111115), (6, 0.0, 0.0007444444444444445), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4014, 67.09988333333332, 10.05508888888889), (16099, 51.900000000000006, 6.1853388888888885), (32206, 58.2, 11.639255555555554), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
8,"[19.036981881360138, 8.936065169094052, 7.646949289305444, 0.0, 0.0, 0.0]","[7, 5, 4, 0, 0, 0]","[608.1010245768006, 470.6774978615639, 799.4820283366582, 0, 0, 0]","[3420.8989754231993, 7631.322502138436, 15311.517971663341, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[767, 724, 1232, 0, 0, 0]","[2.9713279006596816, 2.446455956538611, 0.6711214590609236, 0.0, 0.0, 0.0]","[127.61853333333332, 420.3011333333333, 230.59733333333332, 0, 0, 0]","[0.026933333333333337, 0.0132, 0.0024, 0, 0, 0]","[0.0, 0.04333333333333333, 0.002, 0, 0, 0]","[4167.381466666667, 16759.698866666666, 34129.40266666667, 4295, 17180, 34360]","[371.9730666666667, 359.9868, 376.5376, 372.0, 360.0, 376.54]","[200.0, 304.95666666666665, 266.748, 200.0, 305.0, 266.75]","[(16, 0.0, 0.0028944444444444443), (7, 0.0, 0.004472222222222222), (9, 0.0, 0.0071222222222222225), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4010, 67.1, 10.107105555555554), (16098, 51.900000000000006, 6.185527777777777), (32203, 58.2, 11.632877777777777), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
9,"[17.920079424174734, 10.960256726734139, 9.614549065855627, 0.0, 0.0, 0.0]","[7, 5, 5, 0, 0, 0]","[457.5759606649647, 708.5237396346263, 753.2856691530369, 0, 0, 0]","[3571.424039335035, 7393.4762603653735, 15357.714330846964, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[722, 888, 1549, 0, 0, 0]","[1.436290259992239, 2.901168412883198, 0.8799107489328677, 0.0, 0.0, 0.0]","[61.68866666666666, 498.4207333333334, 302.33733333333333, 0, 0, 0]","[0.0264, 0.017333333333333333, 0.003466666666666667, 0, 0, 0]","[0.008666666666666666, 0.05866666666666667, 0.0028, 0, 0, 0]","[4233.311333333333, 16681.579266666668, 34057.66266666666, 4295, 17180, 34360]","[371.9736, 359.98266666666666, 376.53653333333335, 372.0, 360.0, 376.54]","[199.99133333333333, 304.9413333333333, 266.7472, 200.0, 305.0, 266.75]","[(16, 0.0, 0.0017944444444444446), (7, 0.037899999999999996, 0.02176111111111111), (12, 0.0, 0.0487), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4010, 67.1, 10.108205555555555), (16098, 51.862100000000005, 6.168238888888888), (32200, 58.2, 11.591299999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
10,"[25.788036733680812, 14.181683534929649, 5.493141332009186, 0.0, 0.0, 0.0]","[9, 7, 3, 0, 0, 0]","[523.8947542325751, 533.5789581144539, 156.1433417322701, 0, 0, 0]","[3505.105245767425, 7568.421041885546, 15954.85665826773, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1039, 1149, 885, 0, 0, 0]","[1.938800155219247, 3.740390764454792, 0.6650192083818394, 0.0, 0.0, 0.0]","[83.27146666666665, 642.5991333333333, 228.50060000000002, 0, 0, 0]","[0.13333333333333336, 0.08933333333333332, 0.0005333333333333334, 0, 0, 0]","[0.20746666666666663, 0.11853333333333331, 0.0, 0, 0, 0]","[4211.728533333333, 16537.400866666667, 34131.4994, 4295, 17180, 34360]","[371.8666666666667, 359.91066666666666, 376.53946666666667, 372.0, 360.0, 376.54]","[199.79253333333332, 304.88146666666665, 266.75, 200.0, 305.0, 266.75]","[(18, 0.0048833333333333315, 0.05590357142857142), (9, 0.0, 0.0079), (6, 0.0, 0.019144444444444443), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4008, 67.09511666666666, 10.054096428571428), (16096, 51.900000000000006, 6.182099999999999), (32206, 58.2, 11.620855555555554), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
