interval,totalcontainers,newcontainers,deployed,migrations,inqueue
1,1,1,1,1,0
2,2,1,1,1,0
3,3,1,1,2,0
4,4,1,1,1,0
5,5,1,1,1,0
6,6,1,1,1,0
7,7,1,1,1,0
8,8,1,1,1,0
9,9,1,1,2,0
10,10,1,1,1,0
11,11,1,0,0,1
12,12,1,1,1,1
13,13,1,0,0,2
14,14,1,0,0,3
15,15,1,0,0,4
16,16,1,1,1,4
17,17,1,1,1,4
18,18,1,0,0,5
19,19,1,1,1,5
20,20,1,1,1,5
21,21,1,1,1,5
