interval,cpu,numcontainers,baseips,ipsavailable,ipscap,apparentips,ram,ramavailable,disk,diskavailable,numfailures
1,"[11.51650533631174, 0.0, 0.0, 0.0, 0.0, 0.0]","[1, 0, 0, 0, 0, 0]","[438.82270636743755, 0, 0, 0, 0, 0]","[3590.1772936325624, 8102, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[464, 0, 0, 0, 0, 0]","[(1.31, 0.00013333333333333334, 0.00013333333333333334), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4293.69, 1859.9998666666668, 999.9998666666667), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(3, 0.0, 0.0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4023, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
2,"[25.341275750806652, 0.0, 0.0, 0.0, 0.0, 0.0]","[2, 0, 0, 0, 0, 0]","[998.8338663197262, 0, 0, 0, 0, 0]","[3030.1661336802736, 8102, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1021, 0, 0, 0, 0, 0]","[(4.367866666666667, 6.0545333333333335, 6.029066666666668), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4290.6321333333335, 1853.9454666666666, 993.9709333333333), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(4, 0.0, 0.0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4022, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
3,"[41.35021097046413, 0.0, 0.0, 0.0, 0.0, 0.0]","[3, 0, 0, 0, 0, 0]","[1007.1977420746599, 0, 0, 0, 0, 0]","[3021.80225792534, 8102, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1666, 0, 0, 0, 0, 0]","[(266.24926666666676, 0.5537333333333333, 0.16240000000000002), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4028.7507333333333, 1859.4462666666666, 999.8376), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(5, 0.0, 0.003850000000000001), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.1, 10.10615), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
4,"[47.60486473070241, 11.73784250802271, 0.0, 0.0, 0.0, 0.0]","[3, 1, 0, 0, 0, 0]","[1142.3806270960308, 867.4432049365371, 0, 0, 0, 0]","[2886.619372903969, 7234.556795063463, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1918, 951, 0, 0, 0, 0]","[(774.896, 0.02593333333333333, 0.044333333333333336), (973.0777333333333, 0.0, 0.0006666666666666666), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(3520.1040000000003, 1859.9740666666667, 999.9556666666666), (16206.922266666666, 1800.0, 1524.9993333333334), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(3, 0.0, 0.006772222222222223), (2, 0.0, 6.111111111111111e-05), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4023, 67.1, 10.103227777777777), (16103, 51.900000000000006, 6.189938888888888), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
5,"[45.12285927029039, 26.117008146136754, 0.0, 0.0, 0.0, 0.0]","[3, 2, 0, 0, 0, 0]","[456.3559124290045, 426.392095219676, 0, 0, 0, 0]","[3572.6440875709955, 7675.607904780324, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1818, 2116, 0, 0, 0, 0]","[(660.9506666666667, 0.012, 0.03493333333333333), (1019.9137333333334, 0.0006000000000000001, 0.0009999999999999998), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(3634.0493333333334, 1859.988, 999.9650666666666), (16160.086266666667, 1799.9994, 1524.999), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(5, 0.0, 0.005411111111111111), (5, 0.0, 0.00047222222222222224), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.1, 10.104588888888888), (16100, 51.900000000000006, 6.189527777777777), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
6,"[23.00819061801936, 34.58405332016786, 16.615976661908014, 0.0, 0.0, 0.0]","[2, 3, 1, 0, 0, 0]","[267.6050180976449, 1515.699298745757, 2157.5984783299377, 0, 0, 0]","[3761.394981902355, 6586.300701254243, 13953.401521670063, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[927, 2802, 2677, 0, 0, 0]","[(14.416933333333333, 0.0, 0.0), (254.1034, 0.0032, 0.026000000000000002), (39.146800000000006, 0.004533333333333333, 6.666666666666668e-05), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4280.583066666667, 1860.0, 1000.0), (16925.8966, 1799.9968, 1524.974), (34320.8532, 1882.6954666666668, 1333.7499333333333), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(5, 0.0, 2.7777777777777776e-05), (7, 0.05313333333333333, 0.01253888888888889), (1, 0.0, 0.0010888888888888888), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.1, 10.109972222222222), (16098, 51.84686666666667, 6.177461111111111), (32211, 58.2, 11.63891111111111), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
7,"[23.231571109456443, 32.99185386324364, 33.94575135000931, 0.0, 0.0, 0.0]","[2, 3, 2, 0, 0, 0]","[245.54319931548474, 1838.6271398907948, 3926.9436645317305, 0, 0, 0]","[3783.456800684515, 6263.372860109205, 12184.056335468269, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[936, 2673, 5469, 0, 0, 0]","[(12.494733333333333, 0.0003333333333333333, 6.666666666666668e-05), (1680.1668666666667, 0.14513333333333334, 0.6085333333333333), (3495.2528, 0.6210666666666668, 0.0428), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4282.505266666667, 1859.9996666666666, 999.9999333333334), (15499.833133333334, 1799.8548666666666, 1524.3914666666667), (30864.747199999998, 1882.0789333333335, 1333.7072), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(5, 0.0, 0.0), (7, 0.06836666666666667, 0.1998111111111111), (4, 3.203133333333333, 0.7014388888888888), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.1, 10.11), (16098, 51.831633333333336, 5.990188888888889), (32208, 54.99686666666667, 10.93856111111111), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
8,"[27.10349962769918, 33.571957541347814, 47.967227360188694, 0.0, 0.0, 0.0]","[2, 3, 3, 0, 0, 0]","[432.0512693027143, 2086.005793750994, 4237.288190079036, 0, 0, 0]","[3596.9487306972856, 6015.994206249006, 11873.711809920964, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1092, 2720, 7728, 0, 0, 0]","[(364.20446666666675, 6.666666666666668e-05, 6.666666666666668e-05), (1337.5883333333334, 0.19586666666666666, 0.7404000000000001), (3418.357333333334, 0.6243333333333332, 0.04753333333333334), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(3930.7955333333334, 1859.9999333333333, 999.9999333333334), (15842.411666666667, 1799.8041333333333, 1524.2596), (30941.642666666667, 1882.0756666666666, 1333.7024666666666), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(6, 0.12083333333333332, 0.0015944444444444443), (7, 0.0006, 0.11306666666666668), (5, 2.814516666666667, 0.6734055555555554), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 66.97916666666666, 10.108405555555555), (16098, 51.89940000000001, 6.076933333333333), (32207, 55.38548333333333, 10.966594444444443), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
9,"[27.053859518490942, 45.65539372994322, 31.345043758922476, 0.0, 0.0, 0.0]","[2, 4, 2, 0, 0, 0]","[463.43512885869814, 1799.6922044206667, 0, 0, 0, 0]","[3565.564871141302, 6302.307795579333, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1090, 3699, 5050, 0, 0, 0]","[(415.23513333333324, 0.0005333333333333334, 0.0028), (1282.6688, 0.13406666666666667, 0.4640666666666667), (3520.4188000000004, 0.6172666666666666, 0.05206666666666667), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(3879.764866666667, 1859.9994666666666, 999.9972), (15897.3312, 1799.8659333333333, 1524.5359333333333), (30839.5812, 1882.0827333333334, 1333.6979333333334), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(4, 0.04003333333333334, 0.0020944444444444443), (9, 1.666666666666667e-05, 0.12223333333333333), (4, 2.0567833333333336, 0.6732944444444445), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4022, 67.05996666666667, 10.107905555555554), (16096, 51.89998333333334, 6.0677666666666665), (32208, 56.14321666666667, 10.966705555555555), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
10,"[42.88905435591958, 46.06270056776104, 40.58096952392775, 0.0, 0.0, 0.0]","[2, 3, 2, 0, 0, 0]","[1046.22614161382, 1592.3383986729045, 4303.052027476443, 0, 0, 0]","[2982.77385838618, 6509.661601327096, 11807.947972523558, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1728, 3732, 6538, 0, 0, 0]","[(173.014, 6.666666666666668e-05, 0.00013333333333333334), (271.75453333333337, 0.0, 0.00013333333333333337), (1311.4185333333335, 0.003333333333333333, 0.002266666666666667), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4121.986, 1859.9999333333333, 999.9998666666667), (16908.245466666667, 1800.0, 1524.9998666666668), (33048.58146666667, 1882.6966666666667, 1333.7477333333334), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(2, 0.0, 0.001488888888888889), (8, 0.0, 0.001833333333333333), (5, 0.04596666666666667, 0.016855555555555554), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4024, 67.1, 10.10851111111111), (16097, 51.900000000000006, 6.188166666666667), (32207, 58.15403333333334, 11.623144444444444), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[1, 1, 1, 0, 0, 0]"
11,"[56.76346487962274, 35.27524068131326, 50.53069331512631, 0.0, 0.0, 0.0]","[3, 2, 3, 0, 0, 0]","[253.96622867117168, 756.6049761212511, 4649.1177472122845, 0, 0, 0]","[3775.033771328828, 7345.395023878749, 11461.882252787716, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[2287, 2858, 8141, 0, 0, 0]","[(153.26579999999998, 0.0006000000000000001, 0.0027333333333333333), (209.97626666666667, 0.0, 6.666666666666668e-05), (2295.6815333333334, 0.004, 0.0034666666666666665), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4141.7342, 1859.9994, 999.9972666666666), (16970.02373333333, 1800.0, 1524.9999333333333), (32064.318466666668, 1882.6960000000001, 1333.7465333333334), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(5, 0.0004166666666666667, 0.0013555555555555556), (5, 0.0, 0.0016499999999999998), (8, 0.0032, 0.0019722222222222224), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.09958333333333, 10.108644444444444), (16100, 51.900000000000006, 6.18835), (32204, 58.1968, 11.638027777777777), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[1, 1, 1, 0, 0, 0]"
12,"[57.40878629932986, 61.88595408541101, 76.16535286450251, 0.0, 0.0, 0.0]","[2, 3, 4, 0, 0, 0]","[690.6684614709775, 2688.237536173249, 3150.211300131866, 0, 0, 0]","[3338.3315385290225, 5413.762463826752, 12960.788699868133, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[2313, 5014, 12271, 0, 0, 0]","[(14.810666666666668, 6.666666666666668e-05, 0.0), (1247.1048, 0.0003333333333333334, 0.004666666666666666), (2231.3686666666667, 0.008066666666666666, 0.0033333333333333335), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4280.189333333334, 1859.9999333333333, 1000.0), (15932.895199999999, 1799.9996666666666, 1524.9953333333333), (32128.631333333335, 1882.6919333333333, 1333.7466666666667), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(4, 0.0, 2.7777777777777776e-05), (9, 0.0, 0.001488888888888889), (10, 0.0, 0.0022388888888888884), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4022, 67.1, 10.109972222222222), (16096, 51.900000000000006, 6.188511111111111), (32202, 58.2, 11.63776111111111), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[2, 2, 2, 0, 0, 0]"
13,"[72.97096053611318, 61.88595408541101, 45.53410713177332, 0.0, 0.0, 0.0]","[3, 3, 2, 0, 0, 0]","[424.2092031852845, 710.2431664739623, 1884.0814406089871, 0, 0, 0]","[3604.7907968147156, 7391.756833526038, 14226.918559391013, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[2940, 5014, 7336, 0, 0, 0]","[(202.46133333333336, 6.666666666666668e-05, 0.0), (1508.3748, 0.0, 0.0009333333333333332), (1213.5514666666666, 0.0048, 0.0008666666666666667), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4092.538666666667, 1859.9999333333333, 1000.0), (15671.6252, 1800.0, 1524.9990666666667), (33146.448533333336, 1882.6952, 1333.7491333333332), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(5, 0.0, 0.0003333333333333333), (9, 0.0, 0.0011944444444444444), (5, 0.0, 0.0012499999999999998), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.1, 10.109666666666666), (16096, 51.900000000000006, 6.188805555555555), (32207, 58.2, 11.638749999999998), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[2, 2, 2, 0, 0, 0]"
14,"[70.34003474807645, 81.26388546038015, 72.81360561107319, 0.0, 0.0, 0.0]","[2, 3, 3, 0, 0, 0]","[986.5797934786717, 3409.503071238101, 2642.444759307672, 0, 0, 0]","[3042.4202065213285, 4692.496928761899, 13468.555240692327, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[2834, 6584, 11731, 0, 0, 0]","[(225.0938, 0.0, 0.0), (1192.2297333333331, 0.0046, 0.0010666666666666665), (2239.757733333333, 0.005, 0.0020000000000000005), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4069.9062, 1860.0, 1000.0), (15987.770266666666, 1799.9954, 1524.9989333333333), (32120.242266666668, 1882.695, 1333.748), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(3, 0.0, 0.0003), (6, 0.0, 0.006844444444444444), (6, 0.0032, 0.0023833333333333337), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4023, 67.1, 10.1097), (16099, 51.900000000000006, 6.183155555555555), (32206, 58.1968, 11.637616666666666), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[3, 3, 3, 0, 0, 0]"
15,"[82.89898237776123, 66.50209824734632, 61.0390416485631, 0.0, 14.76178721303382, 0.0]","[3, 2, 2, 0, 1, 0]","[808.068365998734, 740.2994142318395, 3142.0315995925125, 0, 1196.600635528421, 0]","[3220.931634001266, 7361.700585768161, 12968.968400407488, 4029, 6905.399364471579, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[3340, 5388, 9834, 0, 1196, 0]","[(197.43720000000002, 0.002333333333333333, 0.0021333333333333334), (966.0875333333331, 0.0051333333333333335, 0.0011333333333333336), (2153.075, 0.0002, 0.0015999999999999999), (0, 0, 0), (5.2424, 0.0, 0.0), (0, 0, 0)]","[(4097.5628, 1859.9976666666666, 999.9978666666667), (16213.912466666667, 1799.9948666666667, 1524.9988666666666), (32206.925, 1882.6998, 1333.7484), (4295, 1860.0, 1000.0), (17174.7576, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(4, 1.666666666666667e-05, 0.0002666666666666667), (4, 0.0, 0.0017222222222222222), (4, 0.04506666666666667, 0.016011111111111108), (0, 0, 0), (2, 0.0, 0.000638888888888889), (0, 0, 0)]","[(4022, 67.09998333333333, 10.109733333333333), (16101, 51.900000000000006, 6.1882777777777775), (32208, 58.15493333333334, 11.623988888888888), (4026, 67.1, 10.11), (16103, 51.900000000000006, 6.18936111111111), (32212, 58.2, 11.639999999999999)]","[3, 3, 3, 0, 0, 0]"
