interval,cpu,numcontainers,baseips,ipsavailable,ipscap,apparentips,ram,ramavailable,disk,diskavailable,numfailures
1,"[11.49168528170762, 0.0, 0.0, 0.0, 0.0, 0.0]","[1, 0, 0, 0, 0, 0]","[463.43512885869814, 0, 0, 0, 0, 0]","[3565.564871141302, 8102, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[463, 0, 0, 0, 0, 0]","[(100.6628, 0.0004, 0.0027333333333333333), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4194.3372, 1859.9996, 999.9972666666666), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(1, 0.0004166666666666667, 0.0008333333333333334), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4025, 67.09958333333333, 10.109166666666667), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
2,"[24.67113427649541, 0.0, 0.0, 0.0, 0.0, 0.0]","[2, 0, 0, 0, 0, 0]","[770.7417527692725, 0, 0, 0, 0, 0]","[3258.2582472307276, 8102, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[994, 0, 0, 0, 0, 0]","[(123.993, 0.029066666666666668, 0.028866666666666672), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4171.007, 1859.9709333333333, 999.9711333333333), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(4, 0.0, 0.0008444444444444444), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4022, 67.1, 10.109155555555555), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
3,"[38.52072474559444, 0.0, 0.0, 0.0, 0.0, 0.0]","[3, 0, 0, 0, 0, 0]","[949.5954071102907, 0, 0, 0, 0, 0]","[3079.4045928897094, 8102, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1552, 0, 0, 0, 0, 0]","[(251.39479999999998, 0.024866666666666672, 0.02673333333333333), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4043.6052, 1859.9751333333334, 999.9732666666666), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(5, 0.0004166666666666667, 0.02966111111111111), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.09958333333333, 10.080338888888889), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
4,"[38.37180441796972, 13.280671439150826, 0.0, 0.0, 0.0, 0.0]","[3, 1, 0, 0, 0, 0]","[1000.7279748613287, 1076.7326721057477, 0, 0, 0, 0]","[3028.2720251386713, 7025.267327894252, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1546, 1076, 0, 0, 0, 0]","[(159.99446666666668, 0.03213333333333334, 0.02693333333333333), (1224.7365333333335, 0.0008, 0.001066666666666667), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4135.005533333333, 1859.9678666666666, 999.9730666666667), (15955.263466666667, 1799.9992, 1524.9989333333333), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(7, 0.0, 0.002827777777777778), (1, 0.0, 0.00013333333333333334), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4019, 67.1, 10.107172222222221), (16104, 51.900000000000006, 6.189866666666666), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
5,"[44.15487714072971, 27.092076030609725, 0.0, 0.0, 0.0, 0.0]","[3, 2, 0, 0, 0, 0]","[925.5091317325841, 566.7049898947557, 0, 0, 0, 0]","[3103.490868267416, 7535.295010105245, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1779, 2195, 0, 0, 0, 0]","[(149.5964, 0.009866666666666666, 0.0002666666666666667), (1255.4943333333333, 0.004866666666666667, 0.0011333333333333334), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4145.4036, 1859.9901333333332, 999.9997333333333), (15924.505666666666, 1799.9951333333333, 1524.9988666666666), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(5, 0.0, 0.003688888888888889), (4, 1.666666666666667e-05, 0.0012444444444444447), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.1, 10.106311111111111), (16101, 51.89998333333334, 6.188755555555555), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
6,"[46.339041945892276, 25.919526042952356, 19.483582645397554, 0.0, 0.0, 0.0]","[3, 2, 1, 0, 0, 0]","[1361.4179846766845, 1931.7578060320172, 774.7480887690614, 0, 0, 0]","[2667.5820153233153, 6170.2421939679825, 15336.251911230938, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1867, 2100, 3139, 0, 0, 0]","[(292.20266666666674, 0.5628, 0.16226666666666667), (42.6418, 0.004666666666666667, 6.666666666666668e-05), (20.79633333333333, 6.666666666666668e-05, 6.666666666666668e-05), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4002.7973333333334, 1859.4372, 999.8377333333333), (17137.3582, 1799.9953333333333, 1524.9999333333333), (34339.20366666667, 1882.6999333333333, 1333.7499333333333), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(5, 0.0, 0.006366666666666668), (6, 0.0, 0.0013333333333333333), (1, 0.0, 0.0006944444444444445), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.1, 10.103633333333333), (16099, 51.900000000000006, 6.188666666666666), (32211, 58.2, 11.639305555555554), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
7,"[58.02928766443286, 25.919526042952356, 19.483582645397554, 0.0, 0.0, 0.0]","[4, 2, 1, 0, 0, 0]","[267.6050494897803, 980.9364238482178, 0, 0, 0, 0]","[3761.3949505102196, 7121.063576151782, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[2338, 2100, 3139, 0, 0, 0]","[(520.1362666666666, 0.028733333333333326, 0.026733333333333338), (50.330933333333334, 0.0046, 0.0), (23.941866666666666, 0.0, 0.0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(3774.8637333333336, 1859.9712666666667, 999.9732666666666), (17129.669066666665, 1799.9954, 1525.0), (34336.05813333333, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(6, 0.0, 0.005577777777777778), (6, 0.0, 0.0014222222222222223), (1, 0.0, 0.0008222222222222222), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 67.1, 10.104422222222222), (16099, 51.900000000000006, 6.188577777777777), (32211, 58.2, 11.639177777777777), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
8,"[27.277240009928022, 54.03604048383115, 13.202160014896656, 0.0, 0.0, 0.0]","[2, 4, 1, 0, 0, 0]","[546.8531091368895, 2253.08338667488, 2122.456120514357, 0, 0, 0]","[3482.1468908631105, 5848.91661332512, 13988.543879485644, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1099, 4378, 2127, 0, 0, 0]","[(198.13639999999998, 0.016466666666666664, 0.016533333333333334), (114.6428, 0.004666666666666667, 0.0011333333333333334), (294.999, 0.0006, 0.00046666666666666666), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4096.8636, 1859.9835333333333, 999.9834666666667), (17065.3572, 1799.9953333333333, 1524.9988666666666), (34065.001, 1882.6994, 1333.7495333333334), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(4, 0.0001, 0.012888888888888887), (9, 0.0, 0.0022500000000000003), (1, 0.0, 0.0016055555555555554), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4022, 67.09989999999999, 10.097111111111111), (16096, 51.900000000000006, 6.187749999999999), (32211, 58.2, 11.638394444444444), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
9,"[28.294862248696944, 53.98666995803505, 24.151201042765813, 0.0, 0.0, 0.0]","[2, 4, 2, 0, 0, 0]","[961.7929504171029, 2835.324588778293, 3400.363553666767, 0, 0, 0]","[3067.207049582897, 5266.675411221707, 12710.636446333232, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1140, 4374, 3891, 0, 0, 0]","[(181.05313333333334, 0.020933333333333335, 0.014333333333333335), (83.88560000000001, 0.009266666666666666, 0.0012000000000000001), (1688.9058, 0.0038, 0.0028), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4113.946866666667, 1859.9790666666668, 999.9856666666667), (17096.1144, 1799.9907333333333, 1524.9988), (32671.0942, 1882.6962, 1333.7472), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(6, 0.0, 0.007227777777777777), (7, 0.0, 0.0028555555555555556), (2, 0.0, 0.0015944444444444443), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 67.1, 10.102772222222221), (16098, 51.900000000000006, 6.187144444444444), (32210, 58.2, 11.638405555555554), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
10,"[54.40555969223132, 48.59294001481116, 52.67829433306437, 0.0, 0.0, 0.0]","[3, 3, 3, 0, 0, 0]","[439.0876958201859, 1552.6846156704064, 5185.775002482115, 0, 0, 0]","[3589.912304179814, 6549.315384329593, 10925.224997517886, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[2192, 3937, 8487, 0, 0, 0]","[(209.0152666666666, 0.020533333333333334, 0.008666666666666666), (76.1962, 0.009266666666666666, 6.666666666666668e-05), (1960.1372000000001, 0.016999999999999998, 0.013866666666666668), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4085.984733333333, 1859.9794666666667, 999.9913333333334), (17103.8038, 1799.9907333333333, 1524.9999333333333), (32399.8628, 1882.683, 1333.7361333333333), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(7, 0.00011666666666666667, 0.007455555555555556), (6, 0.0, 0.0027222222222222222), (5, 0.04548333333333333, 0.033188888888888886), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4019, 67.09988333333332, 10.102544444444444), (16099, 51.900000000000006, 6.187277777777777), (32207, 58.154516666666666, 11.60681111111111), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[1, 1, 1, 0, 0, 0]"
