interval,cpu,numcontainers,baseips,ipsavailable,ipscap,apparentips,ram,ramavailable,disk,diskavailable,numfailures
1,"[11.69024571854058, 0.0, 0.0, 0.0, 0.0, 0.0]","[1, 0, 0, 0, 0, 0]","[267.6050180976449, 0, 0, 0, 0, 0]","[3761.394981902355, 8102, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[471, 0, 0, 0, 0, 0]","[(7.776466666666666, 0.0, 0.0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4287.223533333334, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(2, 0.0, 0.0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4024, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
2,"[21.66790766939687, 0.0, 0.0, 0.0, 0.0, 0.0]","[2, 0, 0, 0, 0, 0]","[258.4739753298793, 0, 0, 0, 0, 0]","[3770.526024670121, 8102, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[873, 0, 0, 0, 0, 0]","[(44.30126666666666, 0.010933333333333335, 0.011666666666666664), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4250.698733333334, 1859.9890666666668, 999.9883333333333), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(3, 0.0, 0.0007333333333333333), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4023, 67.1, 10.109266666666667), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
3,"[21.742367833209233, 13.934830905949147, 0.0, 0.0, 0.0, 0.0]","[2, 1, 0, 0, 0, 0]","[721.9974022674455, 673.0779275711528, 0, 0, 0, 0]","[3307.0025977325545, 7428.922072428847, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[876, 1129, 0, 0, 0, 0]","[(110.09933333333333, 0.010333333333333333, 0.010666666666666666), (1520.434666666667, 0.0004, 0.0008666666666666667), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4184.900666666666, 1859.9896666666666, 999.9893333333333), (15659.565333333332, 1799.9996, 1524.9991333333332), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(4, 0.0, 0.0015444444444444444), (2, 0.0, 0.00010555555555555555), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4022, 67.1, 10.108455555555555), (16103, 51.900000000000006, 6.189894444444444), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
4,"[35.86497890295359, 13.934830905949147, 0.0, 0.0, 0.0, 0.0]","[3, 1, 0, 0, 0, 0]","[423.04803616590937, 774.2450027182396, 0, 0, 0, 0]","[3605.9519638340907, 7327.754997281761, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1445, 1129, 0, 0, 0, 0]","[(134.9158, 0.015, 0.010733333333333333), (1184.8901333333333, 0.00013333333333333334, 0.0006666666666666666), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4160.0842, 1859.985, 999.9892666666667), (15995.109866666666, 1799.9998666666668, 1524.9993333333334), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(5, 1.666666666666667e-05, 0.00265), (2, 0.0, 7.222222222222222e-05), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.09998333333333, 10.10735), (16103, 51.900000000000006, 6.189927777777777), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
5,"[25.788036733680812, 39.335966428042454, 0.0, 0.0, 0.0, 0.0]","[2, 3, 0, 0, 0, 0]","[836.4044671674776, 2465.6666012521277, 0, 0, 0, 0]","[3192.5955328325226, 5636.333398747873, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1039, 3187, 0, 0, 0, 0]","[(74.88526666666667, 0.0046, 0.0), (2524.9702666666667, 0.0007333333333333333, 0.0019333333333333338), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4220.114733333334, 1859.9954, 1000.0), (14655.029733333333, 1799.9992666666667, 1524.9980666666668), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(3, 0.0, 0.001027777777777778), (5, 0.0032, 0.0017499999999999998), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4023, 67.1, 10.108972222222222), (16100, 51.896800000000006, 6.188249999999999), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
6,"[39.24050632911392, 39.335966428042454, 0.0, 0.0, 0.0, 0.0]","[3, 3, 0, 0, 0, 0]","[542.0446565588619, 1703.1761855748923, 0, 0, 0, 0]","[3486.955343441138, 6398.823814425108, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1581, 3187, 0, 0, 0, 0]","[(49.45693333333333, 0.008466666666666666, 0.003999999999999999), (2152.3755333333334, 0.0003333333333333334, 0.0013999999999999998), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4245.543066666667, 1859.9915333333333, 999.996), (15027.624466666666, 1799.9996666666666, 1524.9986), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(4, 0.0, 0.0012055555555555556), (5, 0.0, 0.0002722222222222222), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4022, 67.1, 10.108794444444444), (16100, 51.900000000000006, 6.189727777777778), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
7,"[27.55026061057334, 49.4569242162429, 12.519396685494383, 0.0, 0.0, 0.0]","[2, 4, 1, 0, 0, 0]","[720.3448007183158, 1485.7521719781382, 1719.3522916291872, 0, 0, 0]","[3308.655199281684, 6616.247828021862, 14391.647708370812, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1110, 4007, 2017, 0, 0, 0]","[(43.8212, 0.005733333333333334, 0.0011333333333333336), (1037.3466666666664, 0.0003333333333333333, 0.002066666666666667), (255.852, 0.0, 0.0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4251.1788, 1859.9942666666666, 999.9988666666667), (16142.653333333334, 1799.9996666666666, 1524.9979333333333), (34104.148, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(2, 0.0, 0.0012222222222222222), (9, 0.04921666666666666, 0.017861111111111112), (1, 0.08385, 0.026855555555555553), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4024, 67.1, 10.108777777777778), (16096, 51.85078333333334, 6.172138888888888), (32211, 58.116150000000005, 11.613144444444444), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
8,"[37.9746835443038, 24.043446062700568, 34.21264974241202, 0.0, 0.0, 0.0]","[3, 2, 3, 0, 0, 0]","[976.9108275318013, 1067.0604529593884, 5239.418585764514, 0, 0, 0]","[3052.0891724681987, 7034.939547040612, 10871.581414235487, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1530, 1948, 5512, 0, 0, 0]","[(88.69086666666666, 0.0052, 0.0005333333333333334), (67.3706, 0.0, 0.001), (412.43853333333345, 0.19566666666666666, 0.012533333333333334), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4206.309133333333, 1859.9948, 999.9994666666666), (17112.6294, 1800.0, 1524.999), (33947.561466666666, 1882.5043333333333, 1333.7374666666667), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(5, 0.0, 0.0011277777777777781), (6, 0.0, 1.6666666666666667e-05), (5, 0.07118333333333333, 0.02551666666666667), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.1, 10.108872222222221), (16099, 51.900000000000006, 6.189983333333333), (32207, 58.12881666666667, 11.614483333333332), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
9,"[39.68726731198808, 27.067390767711675, 53.50381726770529, 0.0, 0.0, 0.0]","[3, 2, 4, 0, 0, 0]","[1030.7824689768895, 566.7049898947557, 5314.031215689349, 0, 0, 0]","[2998.2175310231105, 7535.295010105245, 10796.968784310651, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1599, 2193, 8620, 0, 0, 0]","[(38.14086666666667, 0.005533333333333333, 0.0010666666666666667), (64.3126, 0.004666666666666667, 0.0011333333333333334), (376.0882, 0.20026666666666668, 0.012466666666666666), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4256.859133333333, 1859.9944666666668, 999.9989333333333), (17115.6874, 1799.9953333333333, 1524.9988666666666), (33983.9118, 1882.4997333333333, 1333.7375333333334), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(7, 0.0, 0.0012055555555555554), (6, 0.0, 0.001077777777777778), (7, 0.32739999999999997, 0.10441666666666666), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4019, 67.1, 10.108794444444444), (16099, 51.900000000000006, 6.188922222222222), (32205, 57.872600000000006, 11.535583333333332), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
10,"[46.01638123603872, 40.619600098741046, 70.00806902116567, 0.0, 0.0, 0.0]","[3, 2, 4, 0, 0, 0]","[451.2893085268248, 1474.3963062928915, 4390.971819221906, 0, 0, 0]","[3577.7106914731753, 6627.6036937071085, 11720.028180778094, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1854, 3291, 11279, 0, 0, 0]","[(20.402333333333335, 0.0009333333333333332, 0.001), (425.02239999999995, 0.011266666666666668, 0.20953333333333332), (432.01233333333334, 0.20033333333333334, 0.013600000000000001), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4274.597666666667, 1859.9990666666667, 999.999), (16754.9776, 1799.9887333333334, 1524.7904666666666), (33927.98766666667, 1882.4996666666666, 1333.7364), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(7, 0.0, 0.00010555555555555555), (5, 0.21001666666666666, 0.11924444444444447), (5, 0.41410000000000013, 0.13240555555555558), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4019, 67.1, 10.109894444444445), (16100, 51.68998333333334, 6.0707555555555555), (32207, 57.785900000000005, 11.507594444444443), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[1, 1, 1, 0, 0, 0]"
