interval,cpu,numcontainers,baseips,ipsavailable,ipscap,apparentips,ram,ramavailable,disk,diskavailable,numfailures
1,"[10.052122114668652, 0.0, 0.0, 0.0, 0.0, 0.0]","[1, 0, 0, 0, 0, 0]","[150.5129573764532, 0, 0, 0, 0, 0]","[3878.4870426235466, 8102, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[405, 0, 0, 0, 0, 0]","[(7.6892, 0.0, 0.0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4287.3108, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(1, 0.0, 1.6666666666666667e-05), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4025, 67.1, 10.109983333333332), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
2,"[25.71357656986845, 0.0, 0.0, 0.0, 0.0, 0.0]","[2, 0, 0, 0, 0, 0]","[373.69944797718307, 0, 0, 0, 0, 0]","[3655.300552022817, 8102, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1036, 0, 0, 0, 0, 0]","[(16.7766, 6.666666666666668e-05, 6.666666666666668e-05), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4278.2234, 1859.9999333333333, 999.9999333333334), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(2, 0.0, 0.00016666666666666666), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4024, 67.1, 10.109833333333333), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
3,"[33.45743360635393, 9.898790422117996, 0.0, 0.0, 0.0, 0.0]","[2, 1, 0, 0, 0, 0]","[1092.2306584211774, 695.1705948048841, 0, 0, 0, 0]","[2936.7693415788226, 7406.829405195116, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1348, 802, 0, 0, 0, 0]","[(350.22299999999996, 0.0062, 0.017266666666666666), (246.06546666666674, 0.0, 6.666666666666668e-05), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(3944.777, 1859.9938, 999.9827333333334), (16933.934533333333, 1800.0, 1524.9999333333333), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(2, 0.0, 0.0033444444444444446), (3, 0.0, 0.001411111111111111), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4024, 67.1, 10.106655555555555), (16102, 51.900000000000006, 6.188588888888888), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
4,"[44.15487714072971, 9.898790422117996, 0.0, 0.0, 0.0, 0.0]","[3, 1, 0, 0, 0, 0]","[431.4771930300991, 0, 0, 0, 0, 0]","[3597.522806969901, 8102, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1779, 802, 0, 0, 0, 0]","[(374.55873333333335, 0.005866666666666666, 0.0174), (195.7336, 0.0, 0.0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(3920.4412666666667, 1859.9941333333334, 999.9826), (16984.2664, 1800.0, 1525.0), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(3, 0.0, 0.0017166666666666665), (3, 0.0, 0.001222222222222222), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4023, 67.1, 10.108283333333333), (16102, 51.900000000000006, 6.188777777777777), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
5,"[30.206006453214197, 28.54850654159467, 19.483582645397554, 0.0, 0.0, 0.0]","[2, 2, 1, 0, 0, 0]","[924.3091337305802, 2125.1568461213083, 774.7480887690614, 0, 0, 0]","[3104.6908662694195, 5976.843153878692, 15336.251911230938, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1217, 2313, 3139, 0, 0, 0]","[(96.94846666666666, 0.006333333333333332, 0.004866666666666666), (232.73933333333338, 0.9976, 0.007), (20.79633333333333, 6.666666666666668e-05, 6.666666666666668e-05), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4198.051533333333, 1859.9936666666667, 999.9951333333333), (16947.260666666665, 1799.0024, 1524.993), (34339.20366666667, 1882.6999333333333, 1333.7499333333333), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(3, 0.0, 0.0002555555555555556), (5, 0.0, 0.0005111111111111112), (1, 0.0, 0.0006944444444444445), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4023, 67.1, 10.109744444444443), (16100, 51.900000000000006, 6.189488888888889), (32211, 58.2, 11.639305555555554), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
6,"[42.39265326383718, 28.54850654159467, 19.483582645397554, 0.0, 0.0, 0.0]","[3, 2, 1, 0, 0, 0]","[1440.0240148564023, 1316.2296517212078, 1597.5114839781736, 0, 0, 0]","[2588.9759851435974, 6785.770348278792, 14513.488516021825, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1708, 2313, 3139, 0, 0, 0]","[(99.39493333333334, 0.0, 0.0002), (264.76486666666665, 0.7731333333333333, 0.0056), (23.941866666666666, 0.0, 0.0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4195.605066666667, 1860.0, 999.9998), (16915.23513333333, 1799.2268666666666, 1524.9944), (34336.05813333333, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(4, 0.0, 0.00016666666666666666), (5, 0.0, 0.0006277777777777777), (1, 0.0, 0.0008222222222222222), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4022, 67.1, 10.109833333333333), (16100, 51.900000000000006, 6.189372222222222), (32211, 58.2, 11.639177777777777), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
7,"[58.054107719036985, 16.24290298691681, 31.500217242877536, 0.0, 0.0, 0.0]","[4, 1, 2, 0, 0, 0]","[864.5553962888538, 0, 1535.423044210032, 0, 0, 0]","[3164.444603711146, 8102, 14575.576955789968, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[2339, 1316, 5075, 0, 0, 0]","[(100.4862, 6.666666666666668e-05, 0.00013333333333333337), (0.6113333333333333, 0.0, 0.0), (147.8484, 0.01833333333333333, 0.006), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4194.5138, 1859.9999333333333, 999.9998666666667), (17179.388666666666, 1800.0, 1525.0), (34212.1516, 1882.6816666666666, 1333.744), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(5, 0.05473333333333333, 0.019494444444444446), (2, 0.0, 0.0), (2, 0.11005, 0.05138888888888889), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.04526666666666, 10.090505555555556), (16103, 51.900000000000006, 6.1899999999999995), (32210, 58.08995, 11.58861111111111), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
8,"[40.75452965996525, 26.12935077758578, 22.959468685990938, 0.0, 0.0, 0.0]","[3, 2, 2, 0, 0, 0]","[874.5291191913348, 2065.6010838131024, 2948.158653657976, 0, 0, 0]","[3154.4708808086652, 6036.398916186898, 13162.841346342024, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1642, 2117, 3699, 0, 0, 0]","[(75.88946666666666, 0.004666666666666667, 6.666666666666668e-05), (251.65773333333337, 1.0022, 0.0071333333333333335), (1235.921, 0.022800000000000004, 0.009266666666666666), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4219.1105333333335, 1859.9953333333333, 999.9999333333334), (16928.342266666667, 1798.9978, 1524.9928666666667), (33124.079, 1882.6772, 1333.7407333333333), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(3, 0.0, 0.0012055555555555556), (4, 0.0, 0.00165), (2, 0.00315, 0.0018444444444444446), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4023, 67.1, 10.108794444444444), (16101, 51.900000000000006, 6.18835), (32210, 58.196850000000005, 11.638155555555555), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
9,"[44.77537850583271, 38.39792643791656, 22.959468685990938, 0.0, 0.0, 0.0]","[3, 3, 2, 0, 0, 0]","[869.6396618029632, 1329.7935135349699, 1313.5663730761196, 0, 0, 0]","[3159.360338197037, 6772.20648646503, 14797.433626923881, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1804, 3111, 3699, 0, 0, 0]","[(69.90393333333334, 0.004666666666666667, 6.666666666666668e-05), (461.37286666666665, 0.8303333333333334, 0.031933333333333334), (1207.2595333333334, 0.027066666666666666, 0.009666666666666665), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4225.096066666667, 1859.9953333333333, 999.9999333333334), (16718.62713333333, 1799.1696666666667, 1524.9680666666666), (33152.74046666667, 1882.6729333333333, 1333.7403333333334), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(5, 0.0, 0.0010666666666666667), (6, 0.0, 0.006183333333333333), (2, 0.0056500000000000005, 0.024794444444444445), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.1, 10.108933333333333), (16099, 51.900000000000006, 6.183816666666666), (32210, 58.19435, 11.615205555555555), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
10,"[58.32712831968231, 47.062453715132065, 36.09335236794737, 0.0, 0.0, 0.0]","[3, 3, 2, 0, 0, 0]","[383.59399772098897, 1734.8665127000254, 3465.212306649133, 0, 0, 0]","[3645.406002279011, 6367.133487299974, 12645.787693350867, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[2350, 3813, 5815, 0, 0, 0]","[(59.37426666666667, 0.004533333333333333, 6.666666666666668e-05), (144.52773333333332, 0.07233333333333333, 0.04186666666666667), (1150.6369333333334, 0.2994666666666667, 0.010866666666666667), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4235.625733333333, 1859.9954666666667, 999.9999333333334), (17035.472266666668, 1799.9276666666667, 1524.9581333333333), (33209.363066666665, 1882.4005333333334, 1333.7391333333333), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(5, 0.0, 0.002311111111111111), (6, 0.0, 0.01081230158730159), (2, 0.003, 0.06104999999999999), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.1, 10.10768888888889), (16099, 51.900000000000006, 6.179187698412698), (32210, 58.197, 11.578949999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[1, 1, 1, 0, 0, 0]"
11,"[44.899478778853315, 58.49173043692916, 47.123083607473156, 0.0, 0.0, 0.0]","[2, 4, 3, 0, 0, 0]","[609.9134904702653, 2103.295108070366, 2814.4739571768005, 0, 0, 0]","[3419.086509529735, 5998.704891929634, 13296.5260428232, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1809, 4739, 7592, 0, 0, 0]","[(928.6874666666668, 0.0005333333333333334, 0.0009333333333333332), (1669.854866666667, 0.052399999999999995, 0.02666666666666667), (1930.078, 1.7985999999999995, 0.030666666666666665), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(3366.3125333333332, 1859.9994666666666, 999.9990666666666), (15510.145133333333, 1799.9476, 1524.9733333333334), (32429.922, 1880.9014, 1333.7193333333332), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(4, 0.0, 0.001388888888888889), (10, 0.0, 0.007433333333333333), (5, 0.0002833333333333333, 0.09613333333333333), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4022, 67.1, 10.108611111111111), (16095, 51.900000000000006, 6.182566666666666), (32207, 58.19971666666667, 11.543866666666666), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[1, 1, 1, 0, 0, 0]"
12,"[57.433606353933975, 72.3278202912861, 65.39631307802122, 0.0, 0.0, 0.0]","[2, 4, 3, 0, 0, 0]","[1054.7085368382218, 2365.2520749027426, 3705.9867547538797, 0, 0, 0]","[2974.291463161778, 5736.747925097257, 12405.01324524612, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[2314, 5860, 10536, 0, 0, 0]","[(988.3693999999999, 6.666666666666668e-05, 0.0008), (1219.8413333333333, 0.11493333333333333, 0.10839999999999998), (95.245, 0.2734666666666667, 0.05639999999999999), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(3306.6306, 1859.9999333333333, 999.9992), (15960.158666666666, 1799.8850666666667, 1524.8916), (34264.755, 1882.4265333333333, 1333.6936), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(6, 0.0, 0.00012777777777777776), (9, 0.0, 0.004066666666666666), (6, 0.0, 0.05519999999999999), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 67.1, 10.109872222222222), (16096, 51.900000000000006, 6.185933333333333), (32206, 58.2, 11.5848), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[2, 2, 2, 0, 0, 0]"
13,"[69.2975924547034, 61.466304616144164, 66.22183601266217, 0.0, 0.0, 0.0]","[3, 3, 3, 0, 0, 0]","[1104.8274975596166, 0, 4111.0589591245325, 0, 0, 0]","[2924.172502440383, 8102, 11999.941040875467, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[2792, 4980, 10669, 0, 0, 0]","[(1182.3554666666666, 0.0, 0.0007333333333333332), (1017.816933333333, 0.007000000000000001, 0.0034000000000000002), (45.00033333333333, 0.053266666666666664, 0.05206666666666667), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(3112.644533333333, 1860.0, 999.9992666666667), (16162.183066666666, 1799.993, 1524.9966), (34314.99966666667, 1882.6467333333335, 1333.6979333333334), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(8, 0.0, 0.00021666666666666666), (6, 0.0032, 0.00531111111111111), (7, 0.0, 0.0015833333333333333), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4018, 67.1, 10.109783333333333), (16099, 51.896800000000006, 6.184688888888888), (32205, 58.2, 11.638416666666666), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[2, 2, 2, 0, 0, 0]"
14,"[89.45147679324894, 44.68032584547025, 100.0, 0.0, 0.0, 0.0]","[3, 1, 5, 0, 0, 0]","[478.11857075076193, 1193.8774572874102, 5334.42921391372, 0, 0, 0]","[3550.881429249238, 6908.12254271259, 10776.57078608628, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[3604, 3620, 16111, 0, 0, 0]","[(49.84993333333334, 0.004733333333333333, 6.666666666666668e-05), (5.2421999999999995, 0.0, 0.0), (575.3164, 0.0494, 0.05273333333333332), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4245.150066666667, 1859.9952666666666, 999.9999333333334), (17174.7578, 1800.0, 1525.0), (33784.6836, 1882.6506, 1333.6972666666666), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(6, 0.0, 0.0012444444444444445), (2, 0.0, 0.005655555555555555), (8, 0.08385, 0.029027777777777774), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 67.1, 10.108755555555556), (16103, 51.900000000000006, 6.184344444444444), (32204, 58.116150000000005, 11.610972222222221), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[3, 3, 3, 0, 0, 0]"
15,"[73.39290146438321, 76.15403604048383, 77.27639500962076, 0.0, 0.0, 0.0]","[2, 3, 3, 0, 0, 0]","[890.647180278135, 3206.3577875438295, 3698.8835489221474, 0, 0, 0]","[3138.3528197218648, 4895.6422124561705, 12412.116451077853, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[2957, 6170, 12450, 0, 0, 0]","[(23.679599999999997, 0.004866666666666667, 0.00013333333333333334), (1146.0928, 6.666666666666668e-05, 0.0018), (576.2788000000002, 0.19506666666666667, 0.014466666666666668), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4271.3204, 1859.9951333333333, 999.9998666666667), (16033.9072, 1799.9999333333333, 1524.9982), (33783.7212, 1882.5049333333334, 1333.7355333333333), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(4, 0.0, 0.0014944444444444445), (6, 0.04601666666666666, 0.016911111111111113), (4, 0.07118333333333333, 0.02585555555555556), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4022, 67.1, 10.108505555555555), (16099, 51.85398333333334, 6.173088888888889), (32208, 58.12881666666667, 11.614144444444443), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[3, 3, 3, 0, 0, 0]"
