interval,cpu,numcontainers,baseips,ipsavailable,ipscap,apparentips,ram,ramavailable,disk,diskavailable,numfailures
1,"[9.977661950856293, 0.0, 0.0, 0.0, 0.0, 0.0]","[1, 0, 0, 0, 0, 0]","[397.33107594720565, 0, 0, 0, 0, 0]","[3631.6689240527944, 8102, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[402, 0, 0, 0, 0, 0]","[(288.00833333333327, 0.5272666666666668, 0.15786666666666668), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4006.991666666667, 1859.4727333333333, 999.8421333333333), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(2, 0.0, 0.004022222222222221), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4024, 67.1, 10.105977777777778), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
2,"[25.738396624472575, 0.0, 0.0, 0.0, 0.0, 0.0]","[2, 0, 0, 0, 0, 0]","[633.5433031793078, 0, 0, 0, 0, 0]","[3395.4566968206923, 8102, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1037, 0, 0, 0, 0, 0]","[(355.0294, 0.008199999999999999, 0.02853333333333333), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(3939.9706, 1859.9918, 999.9714666666666), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(5, 0.0, 0.003922222222222222), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.1, 10.106077777777777), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
3,"[39.587987093571606, 0.0, 0.0, 0.0, 0.0, 0.0]","[3, 0, 0, 0, 0, 0]","[1127.656517334074, 0, 0, 0, 0, 0]","[2901.343482665926, 8102, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1595, 0, 0, 0, 0, 0]","[(317.1054, 0.006600000000000001, 0.02153333333333333), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(3977.8946, 1859.9934, 999.9784666666667), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(8, 0.0, 0.0038388888888888886), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4018, 67.1, 10.10616111111111), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
4,"[52.742616033755276, 0.0, 0.0, 0.0, 0.0, 0.0]","[4, 0, 0, 0, 0, 0]","[522.0830271050497, 0, 0, 0, 0, 0]","[3506.91697289495, 8102, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[2125, 0, 0, 0, 0, 0]","[(289.6238, 0.008266666666666665, 0.028800000000000003), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4005.3762, 1859.9917333333333, 999.9712), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(11, 0.0, 0.004022222222222221), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4015, 67.1, 10.105977777777778), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
5,"[37.77612310747084, 25.573932362379658, 0.0, 0.0, 0.0, 0.0]","[3, 2, 0, 0, 0, 0]","[847.1807259490404, 1833.8591075697045, 0, 0, 0, 0]","[3181.8192740509594, 6268.140892430296, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1522, 2072, 0, 0, 0, 0]","[(32.63566666666667, 0.0018000000000000002, 0.0016666666666666668), (71.259, 0.006200000000000001, 0.0017333333333333335), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4262.364333333333, 1859.9982, 999.9983333333333), (17108.741, 1799.9938, 1524.9982666666667), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(7, 0.0, 7.222222222222222e-05), (5, 0.0, 0.0012555555555555558), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4019, 67.1, 10.109927777777777), (16100, 51.900000000000006, 6.188744444444444), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
6,"[38.66964507321916, 40.113552209331026, 0.0, 0.0, 0.0, 0.0]","[3, 3, 0, 0, 0, 0]","[563.9394620750188, 1552.332690775113, 0, 0, 0, 0]","[3465.060537924981, 6549.6673092248875, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1558, 3250, 0, 0, 0, 0]","[(112.76466666666667, 0.006666666666666666, 0.0020666666666666663), (951.7128, 0.006533333333333333, 0.0028666666666666667), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4182.235333333333, 1859.9933333333333, 999.9979333333333), (16228.2872, 1799.9934666666666, 1524.9971333333333), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(7, 0.0, 0.0011555555555555555), (8, 0.0, 0.0013166666666666667), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4019, 67.1, 10.108844444444443), (16097, 51.900000000000006, 6.188683333333333), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
7,"[32.48945147679325, 59.331029375462855, 11.63180435727143, 0.0, 0.0, 0.0]","[2, 4, 1, 0, 0, 0]","[513.0313782311925, 3287.6157567164573, 1607.05935521879, 0, 0, 0]","[3515.9686217688077, 4814.384243283543, 14503.94064478121, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1309, 4807, 1874, 0, 0, 0]","[(79.80695714285714, 0.004733333333333333, 0.0), (1287.2128666666665, 0.006466666666666667, 0.004066666666666666), (20.971, 0.0044, 0.0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4215.193042857143, 1859.9952666666666, 1000.0), (15892.787133333333, 1799.9935333333333, 1524.9959333333334), (34339.029, 1882.6956, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(4, 0.0, 0.0010619047619047617), (9, 0.0, 0.0010333333333333334), (1, 0.0, 0.0008555555555555556), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4022, 67.1, 10.108938095238095), (16096, 51.900000000000006, 6.1889666666666665), (32211, 58.2, 11.639144444444444), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
8,"[33.01067262347977, 58.34361885954086, 22.649121718080814, 0.0, 0.0, 0.0]","[2, 4, 2, 0, 0, 0]","[1308.75466171285, 4069.505366050137, 3519.8991726688796, 0, 0, 0]","[2720.24533828715, 4032.494633949863, 12591.10082733112, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1330, 4727, 3649, 0, 0, 0]","[(50.331199999999995, 0.007666666666666667, 0.0074666666666666675), (1226.8328, 0.0072, 0.005533333333333333), (71.30273333333334, 0.009066666666666667, 6.666666666666668e-05), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4244.6688, 1859.9923333333334, 999.9925333333333), (15953.1672, 1799.9928, 1524.9944666666668), (34288.69726666667, 1882.6909333333333, 1333.7499333333333), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(5, 0.0, 0.0030055555555555556), (8, 0.0, 0.004027777777777778), (2, 0.0, 0.0018944444444444443), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.1, 10.106994444444444), (16097, 51.900000000000006, 6.1859722222222215), (32210, 58.2, 11.638105555555555), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
9,"[52.519235542318185, 58.34361885954086, 22.649121718080814, 0.0, 0.0, 0.0]","[3, 4, 2, 0, 0, 0]","[820.2367378916599, 522.8352352017342, 1664.961106151883, 0, 0, 0]","[3208.7632621083403, 7579.164764798265, 14446.038893848117, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[2116, 4727, 3649, 0, 0, 0]","[(224.39426666666665, 0.013933333333333332, 0.0118), (1001.7384666666665, 0.0076, 0.0058), (68.5066, 0.009000000000000001, 0.0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4070.6057333333333, 1859.9860666666666, 999.9882), (16178.261533333334, 1799.9924, 1524.9942), (34291.4934, 1882.691, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(7, 0.0, 0.002366666666666667), (8, 0.0, 0.00455), (2, 0.0, 0.001822222222222222), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4019, 67.1, 10.107633333333332), (16097, 51.900000000000006, 6.1854499999999994), (32210, 58.2, 11.638177777777777), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
10,"[70.11665425663936, 32.26363860775117, 80.82676432251257, 0.0, 0.0, 0.0]","[3, 2, 4, 0, 0, 0]","[1137.2770908944399, 879.886654267754, 3359.8777312130633, 0, 0, 0]","[2891.72290910556, 7222.113345732246, 12751.122268786938, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[2825, 2614, 13022, 0, 0, 0]","[(311.0764, 0.018999999999999996, 0.02333333333333333), (55.049466666666675, 0.019000000000000003, 0.0196), (1446.5089333333335, 0.0046, 0.0012000000000000001), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(3983.9236, 1859.981, 999.9766666666667), (17124.950533333333, 1799.981, 1524.9804), (32913.49106666667, 1882.6954, 1333.7488), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(7, 0.0001, 0.013972222222222221), (5, 0.0, 0.012), (7, 0.10153333333333334, 0.044405555555555545), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4019, 67.09989999999999, 10.096027777777778), (16100, 51.900000000000006, 6.178), (32205, 58.09846666666667, 11.595594444444444), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[1, 1, 1, 0, 0, 0]"
