interval,cpu,numcontainers,baseips,ipsavailable,ipscap,apparentips,ram,ramavailable,disk,diskavailable,numfailures
1,"[11.913626209977663, 0.0, 0.0, 0.0, 0.0, 0.0]","[1, 0, 0, 0, 0, 0]","[384.2661505437094, 0, 0, 0, 0, 0]","[3644.7338494562905, 8102, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[480, 0, 0, 0, 0, 0]","[(29.621666666666673, 4.1293999999999995, 4.1416), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4265.378333333333, 1855.8706, 995.8584), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(3, 0.0, 1.6666666666666667e-05), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4023, 67.1, 10.109983333333332), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
2,"[25.788036733680812, 0.0, 0.0, 0.0, 0.0, 0.0]","[2, 0, 0, 0, 0, 0]","[632.1533006584452, 0, 0, 0, 0, 0]","[3396.846699341555, 8102, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1039, 0, 0, 0, 0, 0]","[(32.854666666666674, 12.10746666666667, 12.139266666666664), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4262.145333333333, 1847.8925333333334, 987.8607333333333), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(6, 0.0, 1.6666666666666667e-05), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 67.1, 10.109983333333332), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
3,"[37.47828245222139, 0.0, 0.0, 0.0, 0.0, 0.0]","[3, 0, 0, 0, 0, 0]","[267.6050180976449, 0, 0, 0, 0, 0]","[3761.394981902355, 8102, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1510, 0, 0, 0, 0, 0]","[(42.946866666666665, 10.272733333333333, 10.300266666666666), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4252.053133333333, 1849.7272666666668, 989.6997333333334), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(8, 0.0, 4.4444444444444447e-05), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4018, 67.1, 10.109955555555555), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
4,"[25.788036733680812, 22.340162922735125, 0.0, 0.0, 0.0, 0.0]","[2, 2, 0, 0, 0, 0]","[674.816551209588, 1568.895449633188, 0, 0, 0, 0]","[3354.183448790412, 6533.104550366812, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1039, 1810, 0, 0, 0, 0]","[(43.25313333333333, 0.004666666666666667, 6.666666666666668e-05), (29.402733333333337, 0.0166, 0.016733333333333333), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4251.746866666666, 1859.9953333333333, 999.9999333333334), (17150.597266666668, 1799.9834, 1524.9832666666666), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(3, 0.0, 0.0011277777777777777), (6, 0.0, 0.009094444444444445), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4023, 67.1, 10.108872222222221), (16099, 51.900000000000006, 6.180905555555555), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
5,"[40.977910151402334, 22.340162922735125, 0.0, 0.0, 0.0, 0.0]","[3, 2, 0, 0, 0, 0]","[1180.1357558225225, 945.4046826058109, 0, 0, 0, 0]","[2848.8642441774773, 7156.595317394189, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1651, 1810, 0, 0, 0, 0]","[(78.0306, 0.005533333333333333, 0.001), (27.305600000000005, 0.0002, 0.00013333333333333334), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4216.9694, 1859.9944666666668, 999.999), (17152.6944, 1799.9998, 1524.9998666666668), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(6, 0.0, 0.0011111111111111113), (6, 0.0, 0.005772222222222222), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 67.1, 10.108888888888888), (16099, 51.900000000000006, 6.184227777777777), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
6,"[44.452717795979154, 32.6215749197729, 0.0, 0.0, 0.0, 0.0]","[3, 3, 0, 0, 0, 0]","[912.1126579030614, 375.11332887515897, 0, 0, 0, 0]","[3116.8873420969385, 7726.886671124841, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1791, 2643, 0, 0, 0, 0]","[(39.495333333333335, 0.006466666666666666, 0.0020666666666666667), (413.9239333333333, 0.007333333333333333, 0.2102), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4255.504666666667, 1859.9935333333333, 999.9979333333333), (16766.07606666667, 1799.9926666666668, 1524.7898), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(7, 0.0, 0.0012833333333333332), (8, 0.21001666666666666, 0.11879444444444447), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4019, 67.1, 10.108716666666666), (16097, 51.68998333333334, 6.071205555555555), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
7,"[41.72251178952593, 25.12959763021476, 29.098131711253185, 0.0, 0.0, 0.0]","[3, 2, 2, 0, 0, 0]","[582.1687484482696, 538.4606800435287, 3293.196385532502, 0, 0, 0]","[3446.8312515517305, 7563.539319956471, 12817.803614467499, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1681, 2036, 4688, 0, 0, 0]","[(20.664266666666666, 0.0019333333333333333, 0.002), (458.5768, 0.010666666666666666, 0.2002), (60.11813333333333, 0.0458, 0.0016), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4274.335733333333, 1859.9980666666668, 999.998), (16721.4232, 1799.9893333333334, 1524.7998), (34299.88186666667, 1882.6542, 1333.7484), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(9, 0.0, 0.0002666666666666667), (5, 0.058233333333333324, 0.051944444444444446), (3, 0.0, 0.0012499999999999998), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4017, 67.1, 10.109733333333333), (16100, 51.84176666666667, 6.138055555555555), (32209, 58.2, 11.638749999999998), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
8,"[43.33581533879374, 27.943717600592443, 40.04717273912234, 0.0, 0.0, 0.0]","[3, 2, 3, 0, 0, 0]","[630.8641912186804, 553.644077674176, 5608.07794777624, 0, 0, 0]","[3398.1358087813196, 7548.355922325824, 10502.92205222376, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1746, 2264, 6452, 0, 0, 0]","[(45.087533333333326, 0.0019333333333333333, 0.0010666666666666667), (41.943, 0.0, 0.002), (1218.4446, 0.04553333333333333, 0.0020666666666666667), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4249.912466666667, 1859.9980666666668, 999.9989333333333), (17138.057, 1800.0, 1524.998), (33141.5554, 1882.6544666666666, 1333.7479333333333), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(7, 0.0, 0.0008055555555555557), (4, 0.04748333333333333, 0.01672777777777778), (4, 0.0, 0.00125), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4019, 67.1, 10.109194444444444), (16101, 51.85251666666667, 6.173272222222222), (32208, 58.2, 11.638749999999998), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
9,"[28.44378257632167, 40.45914588990372, 54.89417168394265, 0.0, 0.0, 0.0]","[2, 3, 4, 0, 0, 0]","[267.6050494897803, 1852.5962251112956, 3411.3364206831357, 0, 0, 0]","[3761.3949505102196, 6249.403774888704, 12699.663579316864, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1146, 3278, 8844, 0, 0, 0]","[(41.28706666666667, 0.001, 0.0), (1472.1995333333334, 0.0004, 0.002), (1164.4422, 0.04806666666666667, 0.005), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4253.712933333333, 1859.999, 1000.0), (15707.800466666667, 1799.9996, 1524.998), (33195.5578, 1882.6519333333333, 1333.745), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(2, 0.0, 0.0007166666666666667), (5, 0.012733333333333334, 0.0038055555555555555), (7, 0.0, 0.001288888888888889), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4024, 67.1, 10.109283333333332), (16100, 51.88726666666667, 6.186194444444444), (32205, 58.2, 11.63871111111111), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
10,"[38.4710846363862, 57.99802517896816, 51.753460368692195, 0.0, 0.0, 0.0]","[2, 3, 3, 0, 0, 0]","[520.5595806201562, 1393.2887844737618, 4487.822292609021, 0, 0, 0]","[3508.4404193798437, 6708.711215526238, 11623.17770739098, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1550, 4699, 8338, 0, 0, 0]","[(390.7246666666666, 1.3948666666666665, 0.0056), (1520.4341333333334, 0.017733333333333334, 0.1901333333333333), (1282.3197333333333, 0.0035333333333333328, 0.011933333333333332), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(3904.2753333333335, 1858.6051333333332, 999.9944), (15659.565866666666, 1799.9822666666666, 1524.8098666666667), (33077.68026666667, 1882.6964666666668, 1333.7380666666666), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(2, 0.0, 0.009772222222222222), (7, 0.0002833333333333333, 0.004100000000000001), (7, 0.44465, 0.0039944444444444446), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4024, 67.1, 10.100227777777777), (16098, 51.89971666666667, 6.185899999999999), (32205, 57.75535, 11.636005555555554), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[1, 1, 1, 0, 0, 0]"
