interval,cpu,numcontainers,baseips,ipsavailable,ipscap,apparentips,ram,ramavailable,disk,diskavailable,numfailures
1,"[14.197071233556713, 0.0, 0.0, 0.0, 0.0, 0.0]","[1, 0, 0, 0, 0, 0]","[541.3552859267407, 0, 0, 0, 0, 0]","[3487.6447140732594, 8102, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[572, 0, 0, 0, 0, 0]","[(75.4974, 0.0046, 6.666666666666668e-05), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4219.5026, 1859.9954, 999.9999333333334), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(2, 0.0, 0.0011222222222222222), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4024, 67.1, 10.108877777777778), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
2,"[28.021841648051627, 0.0, 0.0, 0.0, 0.0, 0.0]","[2, 0, 0, 0, 0, 0]","[1095.7676330059394, 0, 0, 0, 0, 0]","[2933.2323669940606, 8102, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1129, 0, 0, 0, 0, 0]","[(181.75266666666667, 0.005333333333333333, 0.0006666666666666666), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4113.247333333334, 1859.9946666666667, 999.9993333333333), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(3, 0.0, 0.0299), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4023, 67.1, 10.0801), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
3,"[46.239761727475795, 0.0, 0.0, 0.0, 0.0, 0.0]","[3, 0, 0, 0, 0, 0]","[970.9289537770344, 0, 0, 0, 0, 0]","[3058.0710462229654, 8102, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1863, 0, 0, 0, 0, 0]","[(116.65333333333335, 0.0051333333333333335, 0.0003333333333333334), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4178.346666666666, 1859.9948666666667, 999.9996666666667), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(6, 0.0, 0.0027055555555555557), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 67.1, 10.107294444444443), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
4,"[50.33507073715562, 13.058504073068377, 0.0, 0.0, 0.0, 0.0]","[3, 1, 0, 0, 0, 0]","[761.8675312504203, 604.8833407955718, 0, 0, 0, 0]","[3267.13246874958, 7497.116659204428, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[2028, 1058, 0, 0, 0, 0]","[(184.19873333333334, 0.005266666666666667, 0.0002666666666666667), (318.7666, 0.0030666666666666668, 0.0016666666666666668), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4110.801266666666, 1859.9947333333334, 999.9997333333333), (16861.2334, 1799.9969333333333, 1524.9983333333332), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(5, 0.0, 0.002622222222222222), (3, 0.04546666666666667, 0.011127777777777778), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.1, 10.107377777777778), (16102, 51.854533333333336, 6.178872222222222), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
5,"[52.46959543310995, 24.808689212540113, 0.0, 0.0, 0.0, 0.0]","[3, 2, 0, 0, 0, 0]","[485.97200743316597, 1434.7894670722064, 0, 0, 0, 0]","[3543.027992566834, 6667.210532927794, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[2114, 2010, 0, 0, 0, 0]","[(25.6894, 0.004666666666666667, 6.666666666666668e-05), (1167.4131333333332, 0.003733333333333333, 0.002933333333333333), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4269.3106, 1859.9953333333333, 999.9999333333334), (16012.586866666667, 1799.9962666666668, 1524.9970666666666), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(7, 5e-05, 0.34847222222222224), (5, 0.0006833333333333333, 0.003449999999999999), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4019, 67.09994999999999, 9.761527777777777), (16100, 51.89931666666667, 6.1865499999999995), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
6,"[28.51824274013403, 57.01061466304617, 0.0, 0.0, 0.0, 0.0]","[2, 4, 0, 0, 0, 0]","[863.0042352830357, 3281.479094291235, 0, 0, 0, 0]","[3165.9957647169645, 4820.520905708765, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1149, 4619, 0, 0, 0, 0]","[(5.8978, 0.002333333333333333, 0.0021333333333333334), (1238.8904, 0.0044666666666666665, 0.007266666666666666), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4289.1022, 1859.9976666666666, 999.9978666666667), (15941.1096, 1799.9955333333332, 1524.9927333333333), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(4, 0.0, 7.777777777777777e-05), (10, 0.01015, 0.0019666666666666665), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4022, 67.1, 10.109922222222222), (16095, 51.88985, 6.188033333333333), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
7,"[41.548771407297096, 43.952110589977785, 16.42976848116194, 0.0, 0.0, 0.0]","[3, 3, 1, 0, 0, 0]","[502.70379551894536, 2226.1665801902705, 2647.7836930219532, 0, 0, 0]","[3526.2962044810547, 5875.833419809729, 13463.216306978047, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1674, 3561, 2647, 0, 0, 0]","[(489.85786666666667, 4.808933333333333, 0.026600000000000006), (1055.4774666666667, 0.0004, 0.0036), (7.1647333333333325, 0.0514, 0.054666666666666655), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(3805.1421333333333, 1855.1910666666668, 999.9734), (16124.522533333333, 1799.9996, 1524.9964), (34352.83526666667, 1882.6486, 1333.6953333333333), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(5, 0.0, 0.005183333333333333), (7, 3.3333333333333335e-05, 0.00037777777777777777), (2, 0.0, 0.0004388888888888889), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.1, 10.104816666666666), (16098, 51.89996666666667, 6.189622222222222), (32210, 58.2, 11.63956111111111), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
8,"[23.752792256142964, 51.61688471982227, 26.553286574390167, 0.0, 0.0, 0.0]","[2, 4, 2, 0, 0, 0]","[862.2563621841578, 1878.547056969282, 4249.240213773841, 0, 0, 0]","[3166.7436378158422, 6223.4529430307175, 11861.75978622616, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[957, 4182, 4278, 0, 0, 0]","[(417.6820666666667, 1.9230666666666667, 0.02513333333333333), (1071.9921333333334, 0.0008666666666666666, 0.0042), (1250.7756000000002, 0.04893333333333333, 0.05286666666666667), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(3877.3179333333333, 1858.0769333333333, 999.9748666666667), (16108.007866666667, 1799.9991333333332, 1524.9958), (33109.2244, 1882.6510666666668, 1333.6971333333333), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(2, 0.00065, 0.005194444444444444), (10, 0.06351666666666665, 0.014305555555555556), (4, 0.0, 0.0005222222222222221), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4024, 67.09935, 10.104805555555554), (16095, 51.83648333333334, 6.175694444444444), (32208, 58.2, 11.639477777777776), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
9,"[35.591958302308264, 23.339916070106145, 55.12382844019614, 0.0, 0.0, 0.0]","[3, 2, 4, 0, 0, 0]","[1378.8889463039952, 990.5591034098386, 3267.7973782300787, 0, 0, 0]","[2650.111053696005, 7111.440896590161, 12843.20262176992, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1434, 1891, 8881, 0, 0, 0]","[(513.4514666666666, 3.8349333333333333, 0.04646666666666666), (17.737666666666662, 0.0006, 0.0004), (2309.3123333333338, 0.053799999999999994, 0.05406666666666666), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(3781.5485333333336, 1856.1650666666667, 999.9535333333333), (17162.262333333332, 1799.9994, 1524.9996), (32050.687666666665, 1882.6462000000001, 1333.6959333333334), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(4, 0.00031666666666666665, 0.0052), (6, 0.0, 0.0001388888888888889), (6, 0.0, 0.0016944444444444442), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4022, 67.09968333333333, 10.1048), (16099, 51.900000000000006, 6.189861111111111), (32206, 58.2, 11.638305555555554), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
10,"[56.9620253164557, 31.165144408787953, 58.59971448078952, 0.0, 0.0, 0.0]","[4, 1, 3, 0, 0, 0]","[832.5953131756446, 0, 4904.473016055761, 0, 0, 0]","[3196.4046868243554, 8102, 11206.526983944239, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[2295, 2525, 9441, 0, 0, 0]","[(804.9548000000001, 3.6382000000000003, 0.24753333333333333), (12.582799999999999, 0.0006, 0.0004), (1160.4236, 0.009333333333333334, 0.001), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(3490.0452, 1856.3618, 999.7524666666667), (17167.4172, 1799.9994, 1524.9996), (33199.5764, 1882.6906666666666, 1333.749), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(7, 0.0122, 0.4356722222222222), (3, 0.0, 0.00015555555555555556), (4, 0.04608333333333333, 0.01838333333333333), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4019, 67.08779999999999, 9.674327777777778), (16102, 51.900000000000006, 6.189844444444444), (32208, 58.15391666666667, 11.621616666666666), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[1, 1, 1, 0, 0, 0]"
