interval,cpu,numcontainers,baseips,ipsavailable,ipscap,apparentips,ram,ramavailable,disk,diskavailable,numfailures
1,"[11.51650533631174, 0.0, 0.0, 0.0, 0.0, 0.0]","[1, 0, 0, 0, 0, 0]","[438.82270636743755, 0, 0, 0, 0, 0]","[3590.1772936325624, 8102, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[464, 0, 0, 0, 0, 0]","[(1.31, 0.00013333333333333334, 0.00013333333333333334), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4293.69, 1859.9998666666668, 999.9998666666667), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(3, 0.0, 0.0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4023, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
2,"[26.259617771159093, 0.0, 0.0, 0.0, 0.0, 0.0]","[2, 0, 0, 0, 0, 0]","[1048.637853582462, 0, 0, 0, 0, 0]","[2980.362146417538, 8102, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1058, 0, 0, 0, 0, 0]","[(53.4762, 0.0002, 0.00013333333333333334), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4241.5238, 1859.9998, 999.9998666666667), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(6, 0.0, 0.0007944444444444444), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 67.1, 10.109205555555555), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
3,"[45.64408041697692, 0.0, 0.0, 0.0, 0.0, 0.0]","[3, 0, 0, 0, 0, 0]","[1423.2383474638418, 0, 0, 0, 0, 0]","[2605.761652536158, 8102, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1839, 0, 0, 0, 0, 0]","[(77.85526666666667, 0.038266666666666664, 0.0012666666666666666), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4217.1447333333335, 1859.9617333333333, 999.9987333333333), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(9, 0.0, 0.008016666666666668), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4017, 67.1, 10.101983333333333), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
4,"[59.46885083147183, 0.0, 0.0, 0.0, 0.0, 0.0]","[4, 0, 0, 0, 0, 0]","[1200.5514367296485, 0, 0, 0, 0, 0]","[2828.4485632703518, 8102, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[2396, 0, 0, 0, 0, 0]","[(140.68233333333333, 6.092866666666667, 6.030466666666668), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4154.317666666667, 1853.9071333333334, 993.9695333333333), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(10, 0.0, 0.0010333333333333334), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4016, 67.1, 10.108966666666666), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
5,"[44.82501861504095, 27.375956553937296, 0.0, 0.0, 0.0, 0.0]","[3, 2, 0, 0, 0, 0]","[1018.6625818045063, 2214.7817989913597, 0, 0, 0, 0]","[3010.3374181954937, 5887.21820100864, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1806, 2218, 0, 0, 0, 0]","[(65.35993333333333, 0.0384, 0.0013333333333333333), (30.67006666666667, 0.0158, 0.015933333333333334), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4229.640066666667, 1859.9616, 999.9986666666666), (17149.329933333334, 1799.9842, 1524.9840666666666), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(6, 0.0, 0.0005333333333333334), (5, 0.0, 0.008994444444444446), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 67.1, 10.109466666666666), (16100, 51.900000000000006, 6.181005555555555), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
6,"[35.51749813849591, 41.91557640088867, 0.0, 0.0, 0.0, 0.0]","[3, 3, 0, 0, 0, 0]","[1130.5701139705063, 878.7746921899874, 0, 0, 0, 0]","[2898.429886029494, 7223.225307810013, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1431, 3396, 0, 0, 0, 0]","[(10.8346, 0.0004, 0.0004), (944.5468666666667, 0.0002, 0.001), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4284.1654, 1859.9996, 999.9996), (16235.453133333333, 1799.9998, 1524.999), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(4, 0.0, 3.3333333333333335e-05), (8, 0.0, 0.005811111111111111), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4022, 67.1, 10.109966666666667), (16097, 51.900000000000006, 6.1841888888888885), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
7,"[47.704144949118884, 14.539619846951371, 29.1415802867606, 0.0, 0.0, 0.0]","[4, 1, 2, 0, 0, 0]","[809.3956600601912, 710.2431664739623, 3876.950769959125, 0, 0, 0]","[3219.6043399398086, 7391.756833526038, 12234.049230040875, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1922, 1178, 4695, 0, 0, 0]","[(47.62200000000001, 0.00013333333333333334, 0.00013333333333333334), (1237.319, 0.0, 0.0009333333333333332), (294.9988, 0.004533333333333333, 6.666666666666668e-05), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4247.378, 1859.9998666666668, 999.9998666666667), (15942.681, 1800.0, 1524.9990666666667), (34065.0012, 1882.6954666666668, 1333.7499333333333), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(6, 0.0, 0.0004388888888888889), (3, 0.0, 7.222222222222222e-05), (2, 0.08385, 0.027944444444444442), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 67.1, 10.10956111111111), (16102, 51.900000000000006, 6.189927777777777), (32210, 58.116150000000005, 11.612055555555555), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
8,"[41.896252171754774, 38.80523327573439, 29.1415802867606, 0.0, 0.0, 0.0]","[3, 3, 2, 0, 0, 0]","[846.5923148765871, 3045.862715066922, 2307.379096746488, 0, 0, 0]","[3182.407685123413, 5056.137284933078, 13803.620903253512, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1688, 3144, 4695, 0, 0, 0]","[(69.72973333333333, 0.004933333333333333, 0.0005333333333333334), (1270.8730666666665, 0.0838, 0.06873333333333333), (254.45406666666673, 0.19586666666666666, 0.012533333333333334), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4225.270266666666, 1859.9950666666666, 999.9994666666666), (15909.126933333333, 1799.9162, 1524.9312666666667), (34105.545933333335, 1882.5041333333334, 1333.7374666666667), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(6, 0.0, 0.0010944444444444445), (8, 0.0018666666666666669, 0.0020888888888888884), (2, 0.07118333333333333, 0.025355555555555558), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 67.1, 10.108905555555555), (16097, 51.89813333333334, 6.18791111111111), (32210, 58.12881666666667, 11.614644444444444), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
9,"[43.31099528418962, 51.13552209331029, 16.615976661908014, 0.0, 0.0, 0.0]","[3, 4, 1, 0, 0, 0]","[991.9766602581938, 2931.4783176699248, 0, 0, 0, 0]","[3037.023339741806, 5170.521682330075, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1745, 4143, 2677, 0, 0, 0]","[(131.76973333333333, 0.004533333333333333, 6.666666666666668e-05), (1097.5082666666665, 0.0904, 0.07446666666666667), (58.7202, 0.0044666666666666665, 0.0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4163.2302666666665, 1859.9954666666667, 999.9999333333334), (16082.491733333334, 1799.9096, 1524.9255333333333), (34301.2798, 1882.6955333333333, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(7, 0.0, 0.001066666666666667), (11, 0.0, 0.0020555555555555557), (1, 0.0, 0.0010555555555555557), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4019, 67.1, 10.108933333333333), (16094, 51.900000000000006, 6.187944444444444), (32211, 58.2, 11.638944444444443), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
10,"[62.12459667411269, 58.57812885707233, 23.76637080255726, 0.0, 0.0, 0.0]","[3, 4, 1, 0, 0, 0]","[802.1028423641355, 1915.882834593096, 1819.471380528662, 0, 0, 0]","[3226.8971576358645, 6186.117165406904, 14291.528619471337, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[2503, 4746, 3829, 0, 0, 0]","[(94.72046666666667, 0.0092, 0.00013333333333333337), (116.39066666666665, 0.09153333333333336, 0.07473333333333333), (0.0, 0.0, 0.0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4200.279533333333, 1859.9908, 999.9998666666667), (17063.609333333334, 1799.9084666666668, 1524.9252666666666), (34360.0, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(6, 0.0, 0.002633333333333333), (10, 0.0, 0.00175), (1, 0.0, 5.555555555555555e-05), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 67.1, 10.107366666666666), (16095, 51.900000000000006, 6.188249999999999), (32211, 58.2, 11.639944444444444), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[1, 1, 1, 0, 0, 0]"
