interval,cpu,numcontainers,baseips,ipsavailable,ipscap,apparentips,ram,ramavailable,disk,diskavailable,numfailures
1,"[10.052122114668652, 0.0, 0.0, 0.0, 0.0, 0.0]","[1, 0, 0, 0, 0, 0]","[150.5129573764532, 0, 0, 0, 0, 0]","[3878.4870426235466, 8102, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[405, 0, 0, 0, 0, 0]","[(7.6892, 0.0, 0.0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4287.3108, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(1, 0.0, 1.6666666666666667e-05), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4025, 67.1, 10.109983333333332), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
2,"[26.036237279722013, 0.0, 0.0, 0.0, 0.0, 0.0]","[2, 0, 0, 0, 0, 0]","[485.97200743316597, 0, 0, 0, 0, 0]","[3543.027992566834, 8102, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1049, 0, 0, 0, 0, 0]","[(5.592, 0.0, 0.0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4289.408, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(4, 5e-05, 0.34744444444444444), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4022, 67.09994999999999, 9.762555555555554), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
3,"[26.65673864482502, 13.255986176252776, 0.0, 0.0, 0.0, 0.0]","[2, 1, 0, 0, 0, 0]","[1027.3331319194263, 954.6312914962789, 0, 0, 0, 0]","[3001.6668680805737, 7147.368708503721, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1074, 1074, 0, 0, 0, 0]","[(16.6456, 0.0, 0.0), (27.962, 0.0, 0.001), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4278.3544, 1860.0, 1000.0), (17152.038, 1800.0, 1524.999), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(4, 0.0, 9.444444444444444e-05), (3, 0.04601666666666666, 0.016216666666666667), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4022, 67.1, 10.109905555555555), (16102, 51.85398333333334, 6.173783333333333), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
4,"[37.99950359890792, 13.255986176252776, 0.0, 0.0, 0.0, 0.0]","[3, 1, 0, 0, 0, 0]","[1521.2344513550977, 1067.0604529593884, 0, 0, 0, 0]","[2507.765548644902, 7034.939547040612, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1531, 1074, 0, 0, 0, 0]","[(31.5866, 0.0, 0.0), (64.3126, 0.0, 0.001), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4263.4134, 1860.0, 1000.0), (17115.6874, 1800.0, 1524.999), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(7, 0.0, 0.00017777777777777779), (3, 0.0, 1.1111111111111112e-05), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4019, 67.1, 10.109822222222222), (16102, 51.900000000000006, 6.189988888888888), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
5,"[49.36708860759494, 13.255986176252776, 0.0, 0.0, 0.0, 0.0]","[4, 1, 0, 0, 0, 0]","[876.6414328680186, 0, 0, 0, 0, 0]","[3152.3585671319815, 8102, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1989, 1074, 0, 0, 0, 0]","[(38.97006666666667, 0.0, 0.0), (0.0, 0.0, 0.001), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4256.029933333333, 1860.0, 1000.0), (17180.0, 1800.0, 1524.999), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(8, 0.0, 0.0011722222222222223), (3, 0.0, 0.0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4018, 67.1, 10.108827777777778), (16102, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
6,"[35.318937701662946, 28.708960750431995, 12.786295077897089, 0.0, 0.0, 0.0]","[3, 2, 1, 0, 0, 0]","[726.7604220209191, 1753.1030742352355, 2060.4280407364645, 0, 0, 0]","[3302.239577979081, 6348.896925764764, 14050.571959263536, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1423, 2326, 2060, 0, 0, 0]","[(99.87539999999998, 0.08446666666666666, 0.004733333333333333), (2497.0084, 0.0014666666666666667, 0.002066666666666667), (39.146666666666654, 0.29753333333333337, 0.0019333333333333331), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4195.1246, 1859.9155333333333, 999.9952666666667), (14682.9916, 1799.9985333333334, 1524.9979333333333), (34320.85333333333, 1882.4024666666667, 1333.7480666666668), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(4, 0.0, 0.0817), (2, 0.0, 0.0003111111111111111), (1, 0.003, 0.06097777777777777), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4022, 67.1, 10.0283), (16103, 51.900000000000006, 6.189688888888888), (32211, 58.197, 11.579022222222221), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
7,"[43.58401588483495, 39.348309059491484, 12.786295077897089, 0.0, 0.0, 0.0]","[3, 3, 1, 0, 0, 0]","[935.3147384035153, 1222.4807859557536, 1039.8789760935626, 0, 0, 0]","[3093.6852615964845, 6879.519214044247, 15071.121023906437, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1756, 3188, 2060, 0, 0, 0]","[(86.8562, 0.08926666666666667, 0.004266666666666667), (2428.1510666666663, 0.0033333333333333335, 0.023466666666666667), (65.71033333333331, 0.2166, 0.004533333333333333), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4208.1438, 1859.9107333333334, 999.9957333333333), (14751.848933333335, 1799.9966666666667, 1524.9765333333332), (34294.289666666664, 1882.4834, 1333.7454666666667), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(4, 0.0, 0.07732222222222222), (3, 0.0007666666666666667, 0.0008666666666666666), (1, 0.0002833333333333333, 0.09404444444444444), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4022, 67.1, 10.032677777777778), (16102, 51.89923333333334, 6.1891333333333325), (32211, 58.19971666666667, 11.545955555555555), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
8,"[45.4951600893522, 37.459886447790666, 24.560859040407177, 0.0, 0.0, 0.0]","[3, 3, 2, 0, 0, 0]","[775.9013045906765, 1069.3527858961727, 1757.469369889886, 0, 0, 0]","[3253.098695409323, 7032.6472141038275, 14353.530630110114, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1833, 3035, 3957, 0, 0, 0]","[(202.72379999999998, 0.005, 0.0), (1117.2561333333333, 0.0013333333333333333, 0.013333333333333334), (76.89546666666666, 0.22213333333333335, 0.0018666666666666669), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4092.2762000000002, 1859.995, 1000.0), (16062.743866666668, 1799.9986666666666, 1524.9866666666667), (34283.10453333333, 1882.4778666666666, 1333.7481333333333), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(3, 0.0, 0.008483333333333334), (3, 0.049416666666666664, 0.019555555555555555), (3, 0.0, 0.05487222222222222), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4023, 67.1, 10.101516666666667), (16102, 51.85058333333334, 6.170444444444444), (32209, 58.2, 11.585127777777776), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
9,"[44.10523703152147, 25.882498148605283, 35.44783067469431, 0.0, 0.0, 0.0]","[3, 2, 3, 0, 0, 0]","[642.1115745699799, 997.2231192291202, 4834.149542380337, 0, 0, 0]","[3386.88842543002, 7104.77688077088, 11276.850457619663, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1777, 2097, 5711, 0, 0, 0]","[(251.30780000000001, 0.015866666666666668, 0.011666666666666664), (1090.5186, 0.0048, 0.0009999999999999998), (124.4306, 0.004599999999999999, 0.0011333333333333334), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4043.6922, 1859.9841333333334, 999.9883333333333), (16089.4814, 1799.9952, 1524.999), (34235.5694, 1882.6954, 1333.7488666666666), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(3, 0.0, 0.049077777777777776), (2, 0.0, 0.0011333333333333336), (6, 0.0, 0.001461111111111111), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4023, 67.1, 10.06092222222222), (16103, 51.900000000000006, 6.188866666666666), (32206, 58.2, 11.638538888888888), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
10,"[55.54728220402085, 39.58281905702295, 67.02873812922849, 0.0, 0.0, 0.0]","[3, 2, 4, 0, 0, 0]","[282.62994403854714, 1283.8424488610904, 5162.716466472554, 0, 0, 0]","[3746.3700559614526, 6818.157551138909, 10948.283533527447, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[2238, 3207, 10799, 0, 0, 0]","[(231.55873333333332, 0.0148, 0.014466666666666666), (118.83826666666667, 0.005, 0.0003333333333333334), (132.81913333333333, 0.009133333333333334, 0.0012000000000000001), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4063.4412666666667, 1859.9852, 999.9855333333334), (17061.161733333334, 1799.995, 1524.9996666666666), (34227.18086666667, 1882.6908666666668, 1333.7488), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(4, 0.0, 0.01987777777777778), (3, 0.0, 0.0034111111111111113), (8, 0.0, 0.002194444444444444), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4022, 67.1, 10.090122222222222), (16102, 51.900000000000006, 6.186588888888888), (32204, 58.2, 11.637805555555554), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[1, 1, 1, 0, 0, 0]"
