interval,cpu,numcontainers,baseips,ipsavailable,ipscap,apparentips,ram,ramavailable,disk,diskavailable,numfailures
1,"[15.14023330851328, 0.0, 0.0, 0.0, 0.0, 0.0]","[1, 0, 0, 0, 0, 0]","[324.07683067997914, 0, 0, 0, 0, 0]","[3704.923169320021, 8102, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[610, 0, 0, 0, 0, 0]","[(176.16039999999998, 0.0002666666666666667, 0.0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4118.8396, 1859.9997333333333, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(1, 0.0, 0.006361111111111112), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4025, 67.1, 10.103638888888888), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
2,"[25.738396624472575, 0.0, 0.0, 0.0, 0.0, 0.0]","[2, 0, 0, 0, 0, 0]","[426.67913363334486, 0, 0, 0, 0, 0]","[3602.320866366655, 8102, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1037, 0, 0, 0, 0, 0]","[(183.67446666666666, 0.004133333333333333, 0.002), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4111.325533333334, 1859.9958666666666, 999.998), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(4, 0.0, 0.047483333333333336), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4022, 67.1, 10.062516666666665), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
3,"[22.114668652271035, 13.527524068131324, 0.0, 0.0, 0.0, 0.0]","[2, 1, 0, 0, 0, 0]","[858.8085995647441, 369.2072044256732, 0, 0, 0, 0]","[3170.1914004352557, 7732.792795574327, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[891, 1096, 0, 0, 0, 0]","[(6.3774, 0.0041333333333333335, 0.0021333333333333334), (48.23413333333333, 0.0, 6.666666666666668e-05), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4288.6226, 1859.9958666666666, 999.9978666666667), (17131.76586666667, 1800.0, 1524.9999333333333), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(6, 0.0, 0.00016111111111111108), (1, 0.003833333333333334, 0.002977777777777777), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 67.1, 10.109838888888888), (16104, 51.89616666666667, 6.187022222222222), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
4,"[37.82576321667908, 13.527524068131324, 0.0, 0.0, 0.0, 0.0]","[3, 1, 0, 0, 0, 0]","[1487.3444473837235, 0, 0, 0, 0, 0]","[2541.6555526162765, 8102, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1524, 1096, 0, 0, 0, 0]","[(919.2496000000001, 0.004533333333333334, 0.0029333333333333334), (58.0206, 0.0, 6.666666666666668e-05), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(3375.7504, 1859.9954666666667, 999.9970666666667), (17121.9794, 1800.0, 1524.9999333333333), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(9, 0.0, 0.00025555555555555553), (1, 0.0039, 0.002655555555555556), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4017, 67.1, 10.109744444444443), (16104, 51.896100000000004, 6.187344444444444), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
5,"[49.242988334574335, 0.0, 12.519396685494383, 0.0, 0.0, 0.0]","[4, 0, 1, 0, 0, 0]","[1358.0653258599627, 0, 1719.3522916291872, 0, 0, 0]","[2670.9346741400373, 8102, 14391.647708370812, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1984, 0, 2017, 0, 0, 0]","[(995.5771333333333, 0.003999999999999999, 0.0028), (0, 0, 0), (255.852, 0.0, 0.0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(3299.422866666667, 1859.996, 999.9972), (17180, 1800.0, 1525.0), (34104.148, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(12, 0.0, 0.00035), (0, 0, 0), (1, 0.08385, 0.026855555555555553), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4014, 67.1, 10.10965), (16105, 51.900000000000006, 6.1899999999999995), (32211, 58.116150000000005, 11.613144444444444), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
6,"[52.767436088359396, 19.439644532214267, 12.519396685494383, 0.0, 0.0, 0.0]","[4, 1, 1, 0, 0, 0]","[423.04803616590937, 1575.0295402728193, 2017.9555981631004, 0, 0, 0]","[3605.9519638340907, 6526.970459727181, 14093.0444018369, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[2126, 1575, 2017, 0, 0, 0]","[(1205.4244666666668, 0.004666666666666667, 0.0007999999999999999), (1029.0021333333334, 0.0016666666666666668, 0.0006), (232.08446666666674, 0.19126666666666667, 0.012533333333333334), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(3089.575533333333, 1859.9953333333333, 999.9992), (16150.997866666667, 1799.9983333333332, 1524.9994), (34127.91553333333, 1882.5087333333333, 1333.7374666666667), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(10, 0.0, 0.0013277777777777776), (2, 0.0, 5.555555555555555e-05), (1, 0.07118333333333333, 0.024311111111111113), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4016, 67.1, 10.108672222222221), (16103, 51.900000000000006, 6.189944444444444), (32211, 58.12881666666667, 11.615688888888888), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
7,"[27.153139736907423, 58.29424833374476, 12.519396685494383, 0.0, 0.0, 0.0]","[2, 4, 1, 0, 0, 0]","[1071.503244588778, 3812.3768454924702, 0, 0, 0, 0]","[2957.496755411222, 4289.62315450753, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1094, 4723, 2017, 0, 0, 0]","[(541.0644, 4.8106, 0.02386666666666667), (1382.0213999999999, 0.00013333333333333337, 0.0011333333333333334), (244.6672, 0.19126666666666667, 0.0124), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(3753.9356, 1855.1894, 999.9761333333333), (15797.9786, 1799.9998666666668, 1524.9988666666666), (34115.3328, 1882.5087333333333, 1333.7376), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(2, 0.0, 0.006122222222222222), (11, 0.0, 0.006138888888888888), (1, 0.32739999999999997, 0.10250555555555554), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4024, 67.1, 10.103877777777777), (16094, 51.900000000000006, 6.183861111111111), (32211, 57.872600000000006, 11.537494444444443), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
8,"[44.427897741375034, 58.29424833374476, 0.0, 0.0, 0.0, 0.0]","[3, 4, 0, 0, 0, 0]","[1098.0201450707386, 1010.1074178279766, 0, 0, 0, 0]","[2930.9798549292614, 7091.892582172023, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1790, 4723, 0, 0, 0, 0]","[(638.9318000000001, 1.9276, 0.0272), (1297.6982666666668, 0.0010666666666666665, 0.0012666666666666668), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(3656.0681999999997, 1858.0724, 999.9728), (15882.301733333334, 1799.9989333333333, 1524.9987333333333), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(4, 0.0, 0.007355555555555555), (11, 0.0, 0.005038888888888889), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4022, 67.1, 10.102644444444444), (16094, 51.900000000000006, 6.184961111111111), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
9,"[48.12608587738893, 30.88126388546038, 39.49475513624232, 0.0, 0.0, 0.0]","[3, 2, 3, 0, 0, 0]","[1333.1800781728598, 1307.036107641666, 4430.393230657864, 0, 0, 0]","[2695.81992182714, 6794.963892358334, 11680.606769342136, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1939, 2502, 6363, 0, 0, 0]","[(816.49, 3.8409333333333335, 0.06573333333333334), (81.08940000000001, 0.004733333333333333, 6.666666666666668e-05), (1737.4894666666669, 0.09793333333333332, 0.34293333333333337), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(3478.51, 1856.1590666666666, 999.9342666666666), (17098.9106, 1799.9952666666666, 1524.9999333333333), (32622.510533333334, 1882.6020666666668, 1333.4070666666667), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(4, 0.008333333333333333, 0.009777777777777778), (5, 0.0, 0.002833333333333333), (3, 0.0008333333333333333, 0.5125277777777778), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4022, 67.09166666666665, 10.100222222222222), (16100, 51.900000000000006, 6.187166666666666), (32209, 58.19916666666667, 11.12747222222222), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
10,"[66.79076693968726, 42.74253270797334, 63.77630190553039, 0.0, 0.0, 0.0]","[3, 2, 4, 0, 0, 0]","[485.97200743316597, 1408.6260235567204, 7387.028073196252, 0, 0, 0]","[3543.027992566834, 6693.373976443279, 8723.971926803748, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[2691, 3463, 10275, 0, 0, 0]","[(469.76099999999997, 0.005999999999999999, 0.020066666666666667), (45.39393333333334, 0.004666666666666667, 6.666666666666668e-05), (1569.4549333333334, 0.004733333333333333, 0.0011333333333333334), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(3825.239, 1859.994, 999.9799333333333), (17134.606066666667, 1799.9953333333333, 1524.9999333333333), (32790.545066666666, 1882.6952666666666, 1333.7488666666666), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(6, 5e-05, 0.35034444444444446), (5, 0.0, 0.0010722222222222222), (5, 0.04548333333333333, 0.01773333333333333), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 67.09994999999999, 9.759655555555556), (16100, 51.900000000000006, 6.188927777777777), (32207, 58.154516666666666, 11.622266666666665), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[1, 1, 1, 0, 0, 0]"
