interval,cpu,numcontainers,baseips,ipsavailable,ipscap,apparentips,ram,ramavailable,disk,diskavailable,numfailures
1,"[15.165053363117398, 0.0, 0.0, 0.0, 0.0, 0.0]","[1, 0, 0, 0, 0, 0]","[611.3363067526898, 0, 0, 0, 0, 0]","[3417.66369324731, 8102, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[611, 0, 0, 0, 0, 0]","[(4.2812, 0.0009333333333333332, 0.001), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4290.7188, 1859.9990666666667, 999.999), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(3, 0.0, 8.333333333333333e-05), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4023, 67.1, 10.109916666666667), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
2,"[25.16753536857781, 0.0, 0.0, 0.0, 0.0, 0.0]","[2, 0, 0, 0, 0, 0]","[397.33107594720565, 0, 0, 0, 0, 0]","[3631.6689240527944, 8102, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1014, 0, 0, 0, 0, 0]","[(292.4642666666666, 0.5282000000000001, 0.15886666666666668), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4002.535733333333, 1859.4718, 999.8411333333333), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(5, 0.0, 0.004105555555555555), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.1, 10.105894444444443), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
3,"[25.539836187639615, 13.527524068131324, 0.0, 0.0, 0.0, 0.0]","[2, 1, 0, 0, 0, 0]","[432.0512693027143, 0, 0, 0, 0, 0]","[3596.9487306972856, 8102, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1029, 1096, 0, 0, 0, 0]","[(703.2438666666667, 0.008266666666666665, 0.028599999999999997), (48.23413333333333, 0.0, 6.666666666666668e-05), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(3591.7561333333333, 1859.9917333333333, 999.9714), (17131.76586666667, 1800.0, 1524.9999333333333), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(5, 0.12083333333333332, 0.005433333333333333), (1, 0.003833333333333334, 0.002977777777777777), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 66.97916666666666, 10.104566666666667), (16104, 51.89616666666667, 6.187022222222222), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
4,"[25.539836187639615, 10.096272525302394, 15.604245546521012, 0.0, 0.0, 0.0]","[2, 1, 1, 0, 0, 0]","[258.4739753298793, 273.62722163552644, 1547.3700596382855, 0, 0, 0]","[3770.526024670121, 7828.372778364474, 14563.629940361714, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1029, 818, 2514, 0, 0, 0]","[(351.97106666666656, 0.011066666666666667, 0.01173333333333333), (37.748, 0.0, 0.0), (33.5544, 0.004733333333333333, 6.666666666666668e-05), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(3943.0289333333335, 1859.9889333333333, 999.9882666666666), (17142.252, 1800.0, 1525.0), (34326.4456, 1882.6952666666666, 1333.7499333333333), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(4, 0.03961666666666667, 0.0019944444444444445), (2, 0.0, 0.0008055555555555556), (2, 0.0, 0.0010999999999999998), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4022, 67.06038333333333, 10.108005555555556), (16103, 51.900000000000006, 6.1891944444444436), (32210, 58.2, 11.6389), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
5,"[27.699180938198065, 23.426314490249318, 15.604245546521012, 0.0, 0.0, 0.0]","[2, 2, 1, 0, 0, 0]","[622.7711369650315, 1680.4948651918564, 0, 0, 0, 0]","[3406.2288630349685, 6421.505134808143, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1116, 1898, 2514, 0, 0, 0]","[(64.07769047619047, 0.010333333333333333, 0.010199999999999999), (95.06993333333334, 0.07913333333333333, 0.06766666666666667), (41.943, 0.004666666666666667, 6.666666666666668e-05), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4230.922309523809, 1859.9896666666666, 999.9898), (17084.930066666668, 1799.9208666666666, 1524.9323333333334), (34318.057, 1882.6953333333333, 1333.7499333333333), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(2, 0.0, 0.0007619047619047619), (5, 0.0018666666666666669, 0.001611111111111111), (2, 0.0, 0.0010388888888888889), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4024, 67.1, 10.109238095238094), (16100, 51.89813333333334, 6.1883888888888885), (32210, 58.2, 11.63896111111111), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
6,"[40.25812856788285, 23.426314490249318, 0.0, 0.0, 0.0, 0.0]","[3, 2, 0, 0, 0, 0]","[267.1482963937084, 1079.9587704257024, 0, 0, 0, 0]","[3761.8517036062917, 7022.041229574297, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1622, 1898, 0, 0, 0, 0]","[(67.3883, 0.012666666666666666, 0.012799999999999999), (154.48926666666662, 0.08486666666666666, 0.07306666666666667), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4227.6117, 1859.9873333333333, 999.9872), (17025.510733333333, 1799.9151333333334, 1524.9269333333334), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(3, 1.666666666666667e-05, 0.0009071428571428571), (5, 0.0, 0.0008277777777777778), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4023, 67.09998333333333, 10.109092857142857), (16100, 51.900000000000006, 6.189172222222222), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
7,"[25.986597170513775, 43.68057269809923, 10.446278939854757, 0.0, 0.0, 0.0]","[2, 3, 1, 0, 0, 0]","[359.2479821883697, 3343.060815444403, 1159.8783019726538, 0, 0, 0]","[3669.75201781163, 4758.9391845555965, 14951.121698027346, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1047, 3539, 1683, 0, 0, 0]","[(4.718066666666666, 0.002933333333333333, 0.0027333333333333333), (93.06013333333333, 0.09086666666666668, 0.0744), (0.0, 0.0044666666666666665, 0.00013333333333333334), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4290.281933333334, 1859.9970666666666, 999.9972666666666), (17086.939866666668, 1799.9091333333333, 1524.9256), (34360.0, 1882.6955333333333, 1333.7498666666668), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(3, 0.0, 1.6666666666666667e-05), (6, 0.0, 0.0012666666666666668), (2, 0.0, 0.0009055555555555556), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4023, 67.1, 10.109983333333332), (16099, 51.900000000000006, 6.1887333333333325), (32210, 58.2, 11.639094444444444), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
8,"[25.61429635145197, 56.270056776104674, 10.446278939854757, 0.0, 0.0, 0.0]","[2, 4, 1, 0, 0, 0]","[794.0765473708348, 1737.5225334609597, 1161.2390325445572, 0, 0, 0]","[3234.9234526291652, 6364.4774665390405, 14949.760967455442, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1032, 4559, 1683, 0, 0, 0]","[(46.835800000000006, 0.0, 0.0), (76.50126666666665, 0.09786666666666669, 0.07626666666666669), (0.0, 0.004266666666666667, 6.666666666666668e-05), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4248.1642, 1860.0, 1000.0), (17103.498733333334, 1799.9021333333333, 1524.9237333333333), (34360.0, 1882.6957333333335, 1333.7499333333333), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(4, 0.0, 0.0004277777777777778), (7, 0.0017333333333333335, 0.0023333333333333335), (2, 0.0, 0.0008555555555555556), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4022, 67.1, 10.109572222222221), (16098, 51.89826666666667, 6.187666666666666), (32210, 58.2, 11.639144444444444), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
9,"[36.98188136013899, 26.413231300913353, 32.95884799205512, 0.0, 0.0, 0.0]","[3, 2, 3, 0, 0, 0]","[828.7425252247353, 991.5296684427998, 4592.515466423305, 0, 0, 0]","[3200.2574747752647, 7110.470331557201, 11518.484533576695, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1490, 2140, 5310, 0, 0, 0]","[(49.45713333333333, 0.0, 0.0), (16.7772, 0.009266666666666666, 0.00013333333333333337), (55.22466666666666, 0.0044666666666666665, 0.00013333333333333337), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4245.542866666667, 1860.0, 1000.0), (17163.2228, 1799.9907333333333, 1524.9998666666668), (34304.77533333333, 1882.6955333333333, 1333.7498666666668), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(5, 0.0, 0.0010111111111111113), (2, 0.0, 0.0020833333333333333), (7, 0.00065, 0.00115), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.1, 10.108988888888888), (16103, 51.900000000000006, 6.187916666666666), (32205, 58.19935, 11.638849999999998), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
10,"[53.114916852817075, 47.90175265366577, 56.11073179815034, 0.0, 0.0, 0.0]","[3, 2, 4, 0, 0, 0]","[932.4851548681401, 1055.12586051913, 2370.119791768574, 0, 0, 0]","[3096.51484513186, 7046.87413948087, 13740.880208231425, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[2140, 3881, 9040, 0, 0, 0]","[(108.7014, 0.004666666666666667, 6.666666666666668e-05), (1152.0351999999998, 0.004666666666666666, 0.0008), (67.108, 0.008866666666666667, 0.00020000000000000004), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4186.2986, 1859.9953333333333, 999.9999333333334), (16027.9648, 1799.9953333333333, 1524.9992), (34292.892, 1882.6911333333335, 1333.7498), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(4, 0.0, 0.0018444444444444443), (2, 0.0, 0.0015722222222222223), (9, 0.0, 0.0019333333333333333), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4022, 67.1, 10.108155555555555), (16103, 51.900000000000006, 6.188427777777777), (32203, 58.2, 11.638066666666665), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[1, 1, 1, 0, 0, 0]"
11,"[59.890791759741866, 47.28462108121452, 43.78995717211843, 0.0, 0.0, 0.0]","[3, 2, 3, 0, 0, 0]","[1448.7391983867853, 2138.748113471901, 2558.9780919540535, 0, 0, 0]","[2580.2608016132144, 5963.251886528099, 13552.021908045946, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[2413, 3831, 7055, 0, 0, 0]","[(80.565, 0.0094, 0.00013333333333333337), (1361.0508, 0.0005333333333333334, 0.0008), (0.0, 0.004266666666666667, 6.666666666666668e-05), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4214.435, 1859.9906, 999.9998666666667), (15818.9492, 1799.9994666666666, 1524.9992), (34360.0, 1882.6957333333335, 1333.7499333333333), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(3, 0.0, 0.003022222222222222), (2, 0.037733333333333334, 0.015466666666666667), (6, 0.0, 0.0009666666666666667), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4023, 67.1, 10.106977777777777), (16103, 51.86226666666667, 6.174533333333333), (32206, 58.2, 11.639033333333332), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[1, 1, 1, 0, 0, 0]"
12,"[92.38024323653512, 58.08442359911133, 46.651356216249766, 0.0, 0.0, 0.0]","[4, 2, 2, 0, 0, 0]","[546.8531091368895, 2343.1183263495896, 1700.3789519328436, 0, 0, 0]","[3482.1468908631105, 5758.88167365041, 14410.621048067156, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[3722, 4706, 7516, 0, 0, 0]","[(268.4345333333333, 0.02573333333333333, 0.0166), (1031.7978666666666, 0.0002, 0.0009333333333333332), (1.398, 0.0044, 6.666666666666668e-05), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4026.565466666667, 1859.9742666666666, 999.9834), (16148.202133333334, 1799.9998, 1524.9990666666667), (34358.602, 1882.6956, 1333.7499333333333), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(6, 0.0001, 0.016027777777777776), (2, 0.00875, 0.0024777777777777775), (4, 0.0, 0.0009), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 67.09989999999999, 10.093972222222222), (16103, 51.89125000000001, 6.1875222222222215), (32208, 58.2, 11.6391), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[2, 2, 2, 0, 0, 0]"
