interval,cpu,numcontainers,baseips,ipsavailable,ipscap,apparentips,ram,ram_s,ram_r,ram_w,ramavailable_s,ramavailable_r,ramavailable_w,disk,diskavailable,cpufailures,ramfailures
1,"[8.413998510796723, 0.0, 0.0, 0.0, 0.0, 0.0]","[3, 0, 0, 0, 0, 0]","[163.0366157084176, 0, 0, 0, 0, 0]","[3865.9633842915823, 8102, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[339, 0, 0, 0, 0, 0]","[1.2206689949553746, 0.0, 0.0, 0.0, 0.0, 0.0]","[52.42773333333334, 0, 0, 0, 0, 0]","[0.0, 0, 0, 0, 0, 0]","[0.0021333333333333334, 0, 0, 0, 0, 0]","[4242.572266666667, 17180, 34360, 4295, 17180, 34360]","[372.0, 360.0, 376.54, 372.0, 360.0, 376.54]","[199.99786666666665, 305.0, 266.75, 200.0, 305.0, 266.75]","[(6, 0.0, 0.0002555555555555556), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 67.1, 10.109744444444443), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
2,"[13.675850086870192, 0.0, 0.0, 0.0, 0.0, 0.0]","[4, 0, 0, 0, 0, 0]","[161.6575483431876, 0, 0, 0, 0, 0]","[3867.3424516568125, 8102, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[551, 0, 0, 0, 0, 0]","[1.2216841288319753, 0.0, 0.0, 0.0, 0.0, 0.0]","[52.47133333333334, 0, 0, 0, 0, 0]","[0.00013333333333333337, 0, 0, 0, 0, 0]","[0.0021333333333333334, 0, 0, 0, 0, 0]","[4242.528666666667, 17180, 34360, 4295, 17180, 34360]","[371.99986666666666, 360.0, 376.54, 372.0, 360.0, 376.54]","[199.99786666666665, 305.0, 266.75, 200.0, 305.0, 266.75]","[(9, 0.0, 0.00012222222222222221), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4017, 67.1, 10.109877777777777), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
3,"[5.956813104988831, 8.639842014317454, 0.0, 0.0, 0.0, 0.0]","[2, 3, 0, 0, 0, 0]","[41.36511705712533, 612.2733890404926, 0, 0, 0, 0]","[3987.634882942875, 7489.7266109595075, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[240, 700, 0, 0, 0, 0]","[0.5126814124951495, 0.7743709740007761, 0.0, 0.0, 0.0, 0.0]","[22.01966666666667, 133.03693333333334, 0, 0, 0, 0]","[0.0, 0.024800000000000003, 0, 0, 0, 0]","[0.0021333333333333334, 0.03799999999999999, 0, 0, 0, 0]","[4272.980333333333, 17046.963066666667, 34360, 4295, 17180, 34360]","[372.0, 359.9752, 376.54, 372.0, 360.0, 376.54]","[199.99786666666665, 304.962, 266.75, 200.0, 305.0, 266.75]","[(5, 0.0, 0.00040555555555555554), (5, 6.666666666666667e-05, 0.0016222222222222222), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.1, 10.109594444444443), (16100, 51.89993333333334, 6.188377777777777), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
4,"[14.916852817076197, 10.392495680078992, 0.0, 0.0, 0.0, 0.0]","[5, 4, 0, 0, 0, 0]","[347.893240992105, 696.9966060504606, 0, 0, 0, 0]","[3681.106759007895, 7405.00339394954, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[601, 842, 0, 0, 0, 0]","[4.239826154443151, 1.4920310438494373, 0.0, 0.0, 0.0, 0.0]","[182.10053333333332, 256.33093333333335, 0, 0, 0, 0]","[0.0132, 0.0216, 0, 0, 0, 0]","[0.008533333333333334, 0.022, 0, 0, 0, 0]","[4112.899466666667, 16923.669066666665, 34360, 4295, 17180, 34360]","[371.9868, 359.9784, 376.54, 372.0, 360.0, 376.54]","[199.99146666666667, 304.978, 266.75, 200.0, 305.0, 266.75]","[(13, 0.00015, 0.0017722222222222223), (6, 1.666666666666667e-05, 0.0018555555555555554), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4013, 67.09984999999999, 10.108227777777778), (16099, 51.89998333333334, 6.188144444444444), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
5,"[18.416480516257135, 10.392495680078992, 0.0, 0.0, 0.0, 0.0]","[6, 4, 0, 0, 0, 0]","[395.68995852122595, 282.93312957394494, 0, 0, 0, 0]","[3633.310041478774, 7819.066870426055, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[742, 842, 0, 0, 0, 0]","[11.21405510283275, 1.078266977105161, 0.0, 0.0, 0.0, 0.0]","[481.6436666666666, 185.24626666666666, 0, 0, 0, 0]","[0.014666666666666668, 0.0216, 0, 0, 0, 0]","[0.011466666666666668, 0.022933333333333333, 0, 0, 0, 0]","[3813.356333333333, 16994.753733333335, 34360, 4295, 17180, 34360]","[371.98533333333336, 359.9784, 376.54, 372.0, 360.0, 376.54]","[199.98853333333332, 304.97706666666664, 266.75, 200.0, 305.0, 266.75]","[(15, 0.0037166666666666667, 0.003961111111111111), (6, 0.007899999999999999, 0.0021), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4011, 67.09628333333333, 10.106038888888888), (16099, 51.892100000000006, 6.187899999999999), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
6,"[20.377264829982625, 10.429523574426067, 3.022779467444603, 0.0, 0.0, 0.0]","[7, 4, 2, 0, 0, 0]","[349.41420779894406, 413.49273612626297, 366.3274420526143, 0, 0, 0]","[3679.585792201056, 7688.507263873737, 15744.672557947386, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[821, 845, 487, 0, 0, 0]","[11.808110205665502, 2.349824990298797, 0.24413736903376024, 0.0, 0.0, 0.0]","[507.1583333333333, 403.6999333333334, 83.88560000000001, 0, 0, 0]","[0.012933333333333331, 1.2094666666666667, 0.0, 0, 0, 0]","[0.02213333333333333, 0.40599999999999997, 0.0, 0, 0, 0]","[3787.8416666666667, 16776.300066666667, 34276.1144, 4295, 17180, 34360]","[371.9870666666667, 358.7905333333333, 376.54, 372.0, 360.0, 376.54]","[199.97786666666667, 304.594, 266.75, 200.0, 305.0, 266.75]","[(17, 0.00046666666666666666, 0.0037944444444444445), (7, 0.011550000000000001, 0.43259444444444445), (6, 0.0, 0.0014555555555555554), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4009, 67.09953333333333, 10.106205555555555), (16098, 51.888450000000006, 5.757405555555555), (32206, 58.2, 11.638544444444443), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
7,"[17.27475800446761, 19.279190323376945, 5.040034758860406, 0.0, 0.0, 0.0]","[6, 7, 3, 0, 0, 0]","[425.70909544484624, 989.03818547208, 362.03282013542616, 0, 0, 0]","[3603.2909045551537, 7112.96181452792, 15748.967179864574, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[696, 1562, 812, 0, 0, 0]","[10.774603026775317, 2.749596429957315, 0.2750335661622041, 0.0, 0.0, 0.0]","[462.7691999999999, 472.3806666666667, 94.50153333333333, 0, 0, 0]","[0.24853333333333333, 0.8604, 0.0, 0, 0, 0]","[0.2316, 0.2752, 0.0, 0, 0, 0]","[3832.2308000000003, 16707.619333333332, 34265.498466666664, 4295, 17180, 34360]","[371.75146666666666, 359.1396, 376.54, 372.0, 360.0, 376.54]","[199.7684, 304.7248, 266.75, 200.0, 305.0, 266.75]","[(14, 0.0002833333333333334, 0.005505555555555555), (18, 1.666666666666667e-05, 0.23105555555555557), (9, 0.0, 0.00145), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4012, 67.09971666666667, 10.104494444444445), (16087, 51.89998333333334, 5.958944444444444), (32203, 58.2, 11.638549999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
8,"[17.24993794986349, 22.3771908170822, 7.119359443858234, 0.0, 0.0, 0.0]","[5, 7, 4, 0, 0, 0]","[461.8148356897627, 1322.9888807375878, 577.5683879500373, 0, 0, 0]","[3567.1851643102373, 6779.011119262412, 15533.431612049962, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[695, 1813, 1147, 0, 0, 0]","[4.9132433061699645, 2.2745405510283274, 0.5620209545983701, 0.0, 0.0, 0.0]","[211.02379999999997, 390.76606666666663, 193.11039999999997, 0, 0, 0]","[0.2216, 1.01, 0.0048000000000000004, 0, 0, 0]","[0.20413333333333333, 0.32786666666666664, 0.0044, 0, 0, 0]","[4083.9762, 16789.233933333333, 34166.8896, 4295, 17180, 34360]","[371.7784, 358.99, 376.53520000000003, 372.0, 360.0, 376.54]","[199.79586666666665, 304.6721333333333, 266.7456, 200.0, 305.0, 266.75]","[(11, 0.0, 0.003418803418803419), (21, 8.333333333333333e-05, 0.28883333333333333), (8, 0.0, 0.029611111111111112), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4015, 67.1, 10.106581196581196), (16084, 51.89991666666667, 5.901166666666666), (32204, 58.2, 11.610388888888888), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
9,"[20.302804666170264, 24.031103431251545, 3.5876109490410277, 0.0, 0.0, 0.0]","[8, 8, 2, 0, 0, 0]","[572.1741433888573, 725.6224330799403, 564.0487332396528, 0, 0, 0]","[3456.8258566111426, 7376.3775669200595, 15546.951266760347, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[818, 1947, 578, 0, 0, 0]","[3.6736996507566935, 2.1819670159099727, 0.3186488164532402, 0.0, 0.0, 0.0]","[157.78539999999998, 374.8619333333333, 109.48773333333335, 0, 0, 0]","[0.20519999999999994, 1.2250666666666665, 0.005333333333333332, 0, 0, 0]","[0.18653333333333338, 0.40053333333333335, 0.004399999999999999, 0, 0, 0]","[4137.2146, 16805.138066666666, 34250.512266666665, 4295, 17180, 34360]","[371.7948, 358.7749333333333, 376.5346666666667, 372.0, 360.0, 376.54]","[199.81346666666667, 304.5994666666667, 266.7456, 200.0, 305.0, 266.75]","[(16, 0.0, 0.046933333333333334), (24, 0.00031666666666666665, 0.3762055555555556), (2, 0.0, 0.0016833333333333333), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4010, 67.1, 10.063066666666666), (16081, 51.899683333333336, 5.813794444444444), (32210, 58.2, 11.638316666666665), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
10,"[26.532638371804417, 12.194519871636633, 11.470423933958166, 0.0, 0.0, 0.0]","[10, 4, 6, 0, 0, 0]","[707.5372826066665, 539.2321800701181, 1492.2904230712807, 0, 0, 0]","[3321.4627173933336, 7562.767819929882, 14618.709576928719, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1069, 988, 1848, 0, 0, 0]","[7.242165308498253, 0.29193830034924334, 0.9274642995731471, 0.0, 0.0, 0.0]","[311.05099999999993, 50.15500000000001, 318.67673333333335, 0, 0, 0]","[0.24533333333333335, 0.015866666666666668, 12.117600000000001, 0, 0, 0]","[0.2166666666666667, 0.009733333333333333, 12.070533333333337, 0, 0, 0]","[3983.949, 17129.845, 34041.323266666666, 4295, 17180, 34360]","[371.75466666666665, 359.9841333333333, 364.42240000000004, 372.0, 360.0, 376.54]","[199.78333333333333, 304.9902666666667, 254.67946666666666, 200.0, 305.0, 266.75]","[(19, 0.0, 0.009505555555555555), (12, 0.0, 0.0006055555555555556), (10, 0.0004166666666666667, 0.003133333333333333), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4007, 67.1, 10.100494444444443), (16093, 51.900000000000006, 6.189394444444444), (32202, 58.19958333333334, 11.636866666666666), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
