interval,cpu,numcontainers,baseips,ipsavailable,ipscap,apparentips,ram,ram_s,ram_r,ram_w,ramavailable_s,ramavailable_r,ramavailable_w,disk,diskavailable,cpufailures,ramfailures
1,"[16.778356912385206, 0.0, 0.0, 0.0, 0.0, 0.0]","[1, 0, 0, 0, 0, 0]","[674.467370947671, 0, 0, 0, 0, 0]","[3354.532629052329, 8102, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[676, 0, 0, 0, 0, 0]","[2.3925401629802097, 0.0, 0.0, 0.0, 0.0, 0.0]","[102.7596, 0, 0, 0, 0, 0]","[0.00013333333333333337, 0, 0, 0, 0, 0]","[0.0002666666666666667, 0, 0, 0, 0, 0]","[4192.2404, 17180, 34360, 4295, 17180, 34360]","[371.99986666666666, 360.0, 376.54, 372.0, 360.0, 376.54]","[199.99973333333332, 305.0, 266.75, 200.0, 305.0, 266.75]","[(1, 0.0, 0.0006666666666666666), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4025, 67.1, 10.109333333333332), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
2,"[31.0747083643584, 0.0, 0.0, 0.0, 0.0, 0.0]","[2, 0, 0, 0, 0, 0]","[934.4345405241836, 0, 0, 0, 0, 0]","[3094.565459475816, 8102, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1252, 0, 0, 0, 0, 0]","[2.4820302677532013, 0.0, 0.0, 0.0, 0.0, 0.0]","[106.6032, 0, 0, 0, 0, 0]","[0.0, 0, 0, 0, 0, 0]","[0.0, 0, 0, 0, 0, 0]","[4188.3968, 17180, 34360, 4295, 17180, 34360]","[372.0, 360.0, 376.54, 372.0, 360.0, 376.54]","[200.0, 305.0, 266.75, 200.0, 305.0, 266.75]","[(3, 0.0, 0.0007555555555555556), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4023, 67.1, 10.109244444444444), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
3,"[42.83941424671134, 0.0, 0.0, 0.0, 0.0, 0.0]","[3, 0, 0, 0, 0, 0]","[908.4285532127415, 0, 0, 0, 0, 0]","[3120.5714467872585, 8102, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1726, 0, 0, 0, 0, 0]","[4.939681800543267, 0.0, 0.0, 0.0, 0.0, 0.0]","[212.15933333333334, 0, 0, 0, 0, 0]","[0.0, 0, 0, 0, 0, 0]","[0.0009333333333333333, 0, 0, 0, 0, 0]","[4082.8406666666665, 17180, 34360, 4295, 17180, 34360]","[372.0, 360.0, 376.54, 372.0, 360.0, 376.54]","[199.99906666666666, 305.0, 266.75, 200.0, 305.0, 266.75]","[(6, 0.0, 0.0013777777777777777), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 67.1, 10.108622222222222), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
4,"[42.6656738644825, 12.083436188595408, 0.0, 0.0, 0.0, 0.0]","[3, 1, 0, 0, 0, 0]","[471.02048424802877, 925.3237311832575, 0, 0, 0, 0]","[3557.979515751971, 7176.676268816743, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1719, 979, 0, 0, 0, 0]","[3.1411719053162592, 0.15868451688009313, 0.0, 0.0, 0.0, 0.0]","[134.91333333333333, 27.262, 0, 0, 0, 0]","[0.008400000000000001, 0.0, 0, 0, 0, 0]","[0.008533333333333334, 0.0, 0, 0, 0, 0]","[4160.086666666667, 17152.738, 34360, 4295, 17180, 34360]","[371.9916, 360.0, 376.54, 372.0, 360.0, 376.54]","[199.99146666666667, 305.0, 266.75, 200.0, 305.0, 266.75]","[(7, 0.0, 0.0007555555555555558), (2, 0.0, 0.0004444444444444444), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4019, 67.1, 10.109244444444444), (16103, 51.900000000000006, 6.189555555555555), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
5,"[27.64954082898982, 35.213527524068134, 0.0, 0.0, 0.0, 0.0]","[2, 3, 0, 0, 0, 0]","[476.0919837416496, 2727.606395827367, 0, 0, 0, 0]","[3552.9080162583505, 5374.393604172633, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1114, 2853, 0, 0, 0, 0]","[4.003864959254948, 1.0752114862242919, 0.0, 0.0, 0.0, 0.0]","[171.966, 184.72133333333335, 0, 0, 0, 0]","[0.009066666666666666, 0.009333333333333332, 0, 0, 0, 0]","[0.0002666666666666667, 0.002, 0, 0, 0, 0]","[4123.034, 16995.278666666665, 34360, 4295, 17180, 34360]","[371.9909333333333, 359.99066666666664, 376.54, 372.0, 360.0, 376.54]","[199.99973333333332, 304.998, 266.75, 200.0, 305.0, 266.75]","[(6, 0.0, 0.0017388888888888892), (6, 0.0, 0.0026), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 67.1, 10.10826111111111), (16099, 51.900000000000006, 6.187399999999999), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
6,"[26.582278481012654, 50.419649469266844, 0.0, 0.0, 0.0, 0.0]","[2, 4, 0, 0, 0, 0]","[352.61113105048065, 3031.9160490291215, 0, 0, 0, 0]","[3676.3888689495193, 5070.0839509708785, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1071, 4085, 0, 0, 0, 0]","[4.671164920450136, 1.4312448583624369, 0.0, 0.0, 0.0, 0.0]","[200.62653333333333, 245.88786666666664, 0, 0, 0, 0]","[0.009199999999999998, 0.017733333333333334, 0, 0, 0, 0]","[0.0005333333333333334, 0.0018666666666666669, 0, 0, 0, 0]","[4094.373466666667, 16934.112133333332, 34360, 4295, 17180, 34360]","[371.9908, 359.98226666666665, 376.54, 372.0, 360.0, 376.54]","[199.99946666666668, 304.9981333333333, 266.75, 200.0, 305.0, 266.75]","[(4, 0.00065, 0.0012111111111111114), (8, 0.0, 0.003138888888888889), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4022, 67.09935, 10.108788888888888), (16097, 51.900000000000006, 6.186861111111111), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
7,"[24.99379498634897, 57.800543075783764, 18.353919682204705, 0.0, 0.0, 0.0]","[2, 4, 1, 0, 0, 0]","[647.7280652969528, 2796.6414846348125, 990.9370936802097, 0, 0, 0]","[3381.271934703047, 5305.3585153651875, 15120.06290631979, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1007, 4683, 2957, 0, 0, 0]","[3.8980395809080326, 13.887405510283275, 1.0558975552968568, 0.0, 0.0, 0.0]","[167.42079999999999, 2385.8562666666667, 362.8064, 0, 0, 0]","[0.0004, 0.0184, 0.0002666666666666667, 0, 0, 0]","[0.00013333333333333337, 0.0048, 0.0002666666666666667, 0, 0, 0]","[4127.5792, 14794.143733333334, 33997.1936, 4295, 17180, 34360]","[371.9996, 359.9816, 376.53973333333334, 372.0, 360.0, 376.54]","[199.99986666666666, 304.9952, 266.7497333333333, 200.0, 305.0, 266.75]","[(3, 0.0, 0.0003666666666666666), (9, 0.0, 0.003533333333333333), (3, 0.05556666666666666, 0.026677777777777772), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4023, 67.1, 10.109633333333333), (16096, 51.900000000000006, 6.186466666666666), (32209, 58.14443333333334, 11.613322222222221), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
8,"[40.580789277736415, 47.80301160207357, 35.1685184035752, 0.0, 0.0, 0.0]","[3, 3, 2, 0, 0, 0]","[968.6181663781285, 0, 2708.859478712651, 0, 0, 0]","[3060.3818336218715, 8102, 13402.140521287349, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1635, 3873, 5666, 0, 0, 0]","[11.189640667442763, 18.6033628249903, 1.66014124951494, 0.0, 0.0, 0.0]","[480.59506666666664, 3196.0577333333335, 570.4245333333333, 0, 0, 0]","[0.03293333333333333, 1.5973333333333335, 0.006933333333333333, 0, 0, 0]","[0.0336, 0.0372, 0.0026666666666666666, 0, 0, 0]","[3814.4049333333332, 13983.942266666667, 33789.57546666667, 4295, 17180, 34360]","[371.96706666666665, 358.4026666666667, 376.5330666666667, 372.0, 360.0, 376.54]","[199.9664, 304.9628, 266.74733333333336, 200.0, 305.0, 266.75]","[(6, 0.00075, 0.012983333333333333), (8, 1.666666666666667e-05, 0.0028), (6, 0.01295, 0.00827222222222222), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 67.09925, 10.097016666666667), (16097, 51.89998333333334, 6.1872), (32206, 58.187050000000006, 11.631727777777776), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
9,"[38.222884090345, 9.93581831646507, 58.99075166035628, 0.0, 0.0, 0.0]","[3, 1, 4, 0, 0, 0]","[996.8468156982066, 411.5683962973614, 7933.070216353805, 0, 0, 0]","[3032.1531843017933, 7690.431603702638, 8177.929783646195, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1540, 805, 9504, 0, 0, 0]","[11.9098207217695, 0.7486915017462166, 1.4638071400853707, 0.0, 0.0, 0.0]","[511.5268, 128.6252, 502.9641333333334, 0, 0, 0]","[8.3008, 0.0018666666666666664, 0.02986666666666667, 0, 0, 0]","[8.312000000000001, 0.0037333333333333333, 0.008, 0, 0, 0]","[3783.4732, 17051.3748, 33857.035866666665, 4295, 17180, 34360]","[363.6992, 359.9981333333333, 376.51013333333333, 372.0, 360.0, 376.54]","[191.688, 304.99626666666666, 266.742, 200.0, 305.0, 266.75]","[(7, 0.0, 0.007322222222222222), (1, 0.0, 0.00014444444444444444), (9, 0.0, 0.002522222222222222), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4019, 67.1, 10.102677777777778), (16104, 51.900000000000006, 6.189855555555555), (32203, 58.2, 11.637477777777777), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
10,"[39.43906676594688, 20.30362873364601, 58.99075166035628, 0.0, 0.0, 0.0]","[3, 2, 4, 0, 0, 0]","[762.453222530983, 1325.3714471479184, 2128.9380372999444, 0, 0, 0]","[3266.546777469017, 6776.628552852082, 13982.061962700056, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1589, 1645, 9504, 0, 0, 0]","[10.63216763678696, 2.734350795498642, 1.4460069848661237, 0.0, 0.0, 0.0]","[456.6515999999999, 469.7614666666667, 496.84800000000007, 0, 0, 0]","[32.5052, 0.0030666666666666663, 0.026266666666666667, 0, 0, 0]","[32.578933333333325, 0.029599999999999998, 0.0041333333333333335, 0, 0, 0]","[3838.3484, 16710.238533333333, 33863.152, 4295, 17180, 34360]","[339.4948, 359.99693333333335, 376.51373333333333, 372.0, 360.0, 376.54]","[167.42106666666666, 304.9704, 266.74586666666664, 200.0, 305.0, 266.75]","[(9, 0.00011666666666666667, 0.006377777777777778), (3, 0.06103333333333333, 0.012616666666666667), (9, 0.0, 0.002688888888888889), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4017, 67.09988333333332, 10.103622222222223), (16102, 51.83896666666667, 6.177383333333333), (32203, 58.2, 11.63731111111111), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
