interval,cpu,numcontainers,baseips,ipsavailable,ipscap,apparentips,ram,ram_s,ram_r,ram_w,ramavailable_s,ramavailable_r,ramavailable_w,disk,diskavailable,cpufailures,ramfailures
1,"[9.928021841648052, 0.0, 0.0, 0.0, 0.0, 0.0]","[3, 0, 0, 0, 0, 0]","[247.59665276794135, 0, 0, 0, 0, 0]","[3781.403347232059, 8102, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[400, 0, 0, 0, 0, 0]","[2.294879317035312, 0.0, 0.0, 0.0, 0.0, 0.0]","[98.56506666666667, 0, 0, 0, 0, 0]","[0.018266666666666667, 0, 0, 0, 0, 0]","[0.0005333333333333334, 0, 0, 0, 0, 0]","[4196.434933333333, 17180, 34360, 4295, 17180, 34360]","[371.98173333333335, 360.0, 376.54, 372.0, 360.0, 376.54]","[199.99946666666668, 305.0, 266.75, 200.0, 305.0, 266.75]","[(5, 0.0, 0.0027611111111111113), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.1, 10.107238888888888), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
2,"[16.430876147927524, 0.0, 0.0, 0.0, 0.0, 0.0]","[5, 0, 0, 0, 0, 0]","[170.3634368637285, 0, 0, 0, 0, 0]","[3858.6365631362714, 8102, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[662, 0, 0, 0, 0, 0]","[3.7749615832363212, 0.0, 0.0, 0.0, 0.0, 0.0]","[162.1346, 0, 0, 0, 0, 0]","[0.018266666666666667, 0, 0, 0, 0, 0]","[0.0, 0, 0, 0, 0, 0]","[4132.8654, 17180, 34360, 4295, 17180, 34360]","[371.98173333333335, 360.0, 376.54, 372.0, 360.0, 376.54]","[200.0, 305.0, 266.75, 200.0, 305.0, 266.75]","[(10, 0.0, 0.0022833333333333334), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4016, 67.1, 10.107716666666667), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
3,"[14.072970960536113, 4.900024685262898, 0.0, 0.0, 0.0, 0.0]","[4, 2, 0, 0, 0, 0]","[246.63011010152601, 219.68520994404702, 0, 0, 0, 0]","[3782.369889898474, 7882.314790055953, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[567, 397, 0, 0, 0, 0]","[1.878803259604191, 0.1668230500582072, 0.0, 0.0, 0.0, 0.0]","[80.69460000000001, 28.660199999999996, 0, 0, 0, 0]","[0.0, 0.00013333333333333337, 0, 0, 0, 0]","[0.0, 0.0032, 0, 0, 0, 0]","[4214.3054, 17151.3398, 34360, 4295, 17180, 34360]","[372.0, 359.99986666666666, 376.54, 372.0, 360.0, 376.54]","[200.0, 304.9968, 266.75, 200.0, 305.0, 266.75]","[(8, 0.0, 0.0005166666666666667), (5, 1.666666666666667e-05, 0.0005), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4018, 67.1, 10.109483333333333), (16100, 51.89998333333334, 6.1895), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
4,"[27.07867957309506, 8.886694643297952, 0.0, 0.0, 0.0, 0.0]","[6, 4, 0, 0, 0, 0]","[356.6775870725811, 619.4103798692354, 0, 0, 0, 0]","[3672.322412927419, 7482.589620130764, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1091, 720, 0, 0, 0, 0]","[3.1849297632906484, 0.5968556461001165, 0.0, 0.0, 0.0, 0.0]","[136.79273333333333, 102.53980000000001, 0, 0, 0, 0]","[0.009466666666666667, 0.03946666666666667, 0, 0, 0, 0]","[0.00013333333333333337, 0.0204, 0, 0, 0, 0]","[4158.207266666666, 17077.4602, 34360, 4295, 17180, 34360]","[371.99053333333336, 359.96053333333333, 376.54, 372.0, 360.0, 376.54]","[199.99986666666666, 304.9796, 266.75, 200.0, 305.0, 266.75]","[(13, 5e-05, 0.007511111111111111), (9, 0.026199999999999998, 0.009516666666666665), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4013, 67.09994999999999, 10.102488888888889), (16096, 51.8738, 6.180483333333333), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
5,"[22.85927029039464, 14.119970377684524, 0.0, 0.0, 0.0, 0.0]","[5, 6, 0, 0, 0, 0]","[523.419143630769, 394.778885836937, 0, 0, 0, 0]","[3505.580856369231, 7707.221114163063, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[921, 1144, 0, 0, 0, 0]","[6.821595653861079, 1.1118343034536282, 0.0, 0.0, 0.0, 0.0]","[292.9875333333333, 191.01313333333334, 0, 0, 0, 0]","[0.009199999999999998, 0.011066666666666667, 0, 0, 0, 0]","[0.00013333333333333337, 0.0036, 0, 0, 0, 0]","[4002.0124666666666, 16988.986866666666, 34360, 4295, 17180, 34360]","[371.9908, 359.9889333333333, 376.54, 372.0, 360.0, 376.54]","[199.99986666666666, 304.9964, 266.75, 200.0, 305.0, 266.75]","[(13, 0.4706, 0.014983333333333335), (13, 0.0002833333333333333, 0.0021722222222222225), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4013, 66.62939999999999, 10.095016666666666), (16092, 51.89971666666667, 6.187827777777778), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
6,"[20.079424174733184, 11.170081461367563, 3.4634721618769784, 0.0, 0.0, 0.0]","[5, 5, 2, 0, 0, 0]","[376.2507367528155, 450.6173366568786, 462.6944046422857, 0, 0, 0]","[3652.7492632471844, 7651.382663343122, 15648.305595357715, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[809, 905, 558, 0, 0, 0]","[4.762691501746216, 1.100392704695382, 0.2756707411719053, 0.0, 0.0, 0.0]","[204.55759999999998, 189.04746666666665, 94.72046666666667, 0, 0, 0]","[0.0088, 0.046933333333333334, 0.00013333333333333337, 0, 0, 0]","[0.0, 0.017599999999999998, 0.0013333333333333333, 0, 0, 0]","[4090.4424, 16990.952533333333, 34265.279533333334, 4295, 17180, 34360]","[371.9912, 359.95306666666664, 376.5398666666667, 372.0, 360.0, 376.54]","[200.0, 304.9824, 266.7486666666667, 200.0, 305.0, 266.75]","[(13, 0.0, 0.0016111111111111111), (9, 0.0, 0.0018055555555555553), (4, 0.00065, 0.0009777777777777777), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4013, 67.1, 10.108388888888888), (16096, 51.900000000000006, 6.188194444444444), (32208, 58.19935, 11.639022222222222), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
7,"[14.668652271034995, 9.121204640829426, 6.926944323753957, 0.0, 0.0, 0.0]","[4, 5, 4, 0, 0, 0]","[291.3306894391202, 672.2586720411487, 1044.9750882072467, 0, 0, 0]","[3737.6693105608797, 7429.741327958851, 15066.024911792752, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[591, 739, 1116, 0, 0, 0]","[5.41576717112922, 0.8898164532402015, 0.40969053162592156, 0.0, 0.0, 0.0]","[232.6072, 152.87046666666663, 140.76966666666664, 0, 0, 0]","[0.03986666666666667, 0.2304, 0.004, 0, 0, 0]","[0.0416, 0.24280000000000002, 0.0036000000000000003, 0, 0, 0]","[4062.3928, 17027.129533333333, 34219.23033333333, 4295, 17180, 34360]","[371.9601333333333, 359.7696, 376.536, 372.0, 360.0, 376.54]","[199.9584, 304.7572, 266.7464, 200.0, 305.0, 266.75]","[(8, 0.06566666666666668, 0.07865), (8, 0.0002833333333333333, 0.0010666666666666667), (7, 0.0, 0.000827777777777778), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4018, 67.03433333333332, 10.03135), (16097, 51.89971666666667, 6.188933333333333), (32205, 58.2, 11.639172222222221), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
8,"[14.221891288160835, 11.54036040483831, 6.926944323753957, 0.0, 0.0, 0.0]","[6, 6, 4, 0, 0, 0]","[301.79490618550085, 310.9550624665072, 926.5888247973595, 0, 0, 0]","[3727.2050938144994, 7791.044937533493, 15184.41117520264, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[573, 935, 1116, 0, 0, 0]","[8.007697322467987, 1.099370974000776, 0.3308544819557625, 0.0, 0.0, 0.0]","[343.9306, 188.87193333333332, 113.68159999999999, 0, 0, 0]","[0.05453333333333333, 0.20413333333333333, 0.0038666666666666663, 0, 0, 0]","[0.028666666666666663, 0.2064, 0.004399999999999999, 0, 0, 0]","[3951.0694, 16991.128066666668, 34246.3184, 4295, 17180, 34360]","[371.9454666666667, 359.79586666666665, 376.53613333333334, 372.0, 360.0, 376.54]","[199.97133333333332, 304.7936, 266.7456, 200.0, 305.0, 266.75]","[(13, 0.0012833333333333334, 0.057216666666666666), (9, 6.666666666666667e-05, 0.002494444444444444), (7, 0.00065, 0.0008722222222222223), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4013, 67.09871666666666, 10.052783333333332), (16096, 51.89993333333334, 6.187505555555555), (32205, 58.19935, 11.639127777777777), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
9,"[22.437329362124597, 6.060232041471242, 12.494568928061572, 0.0, 0.0, 0.0]","[8, 4, 7, 0, 0, 0]","[731.6106622423438, 314.0815476681288, 981.6152690522408, 0, 0, 0]","[3297.389337757656, 7787.918452331871, 15129.384730947759, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[904, 491, 2013, 0, 0, 0]","[5.043405510283275, 0.5187830811020566, 1.008080714008537, 0.0, 0.0, 0.0]","[216.61426666666668, 89.12693333333334, 346.3765333333333, 0, 0, 0]","[0.05413333333333334, 0.1833333333333333, 0.014933333333333331, 0, 0, 0]","[0.029066666666666668, 0.18493333333333337, 0.005333333333333333, 0, 0, 0]","[4078.3857333333335, 17090.873066666667, 34013.623466666664, 4295, 17180, 34360]","[371.9458666666667, 359.81666666666666, 376.5250666666667, 372.0, 360.0, 376.54]","[199.97093333333333, 304.81506666666667, 266.74466666666666, 200.0, 305.0, 266.75]","[(16, 3.3333333333333335e-05, 0.05692222222222222), (8, 1.666666666666667e-05, 0.0007666666666666667), (12, 0.0, 0.031233333333333335), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4010, 67.09996666666666, 10.053077777777776), (16097, 51.89998333333334, 6.189233333333333), (32200, 58.2, 11.608766666666666), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
10,"[23.181931000248202, 6.850160454208837, 8.962820433244367, 0.0, 0.0, 0.0]","[8, 4, 5, 0, 0, 0]","[430.85168530779316, 371.4251612197894, 1112.1280349647188, 0, 0, 0]","[3598.148314692207, 7730.5748387802105, 14998.871965035281, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[934, 555, 1444, 0, 0, 0]","[5.054596818005433, 0.6311916957702755, 0.5203145129996121, 0.0, 0.0, 0.0]","[217.09493333333333, 108.43873333333333, 178.7800666666667, 0, 0, 0]","[0.046799999999999994, 0.18586666666666668, 0.02013333333333333, 0, 0, 0]","[0.029066666666666664, 0.18733333333333332, 0.0076, 0, 0, 0]","[4077.9050666666667, 17071.561266666668, 34181.219933333334, 4295, 17180, 34360]","[371.9532, 359.81413333333336, 376.5198666666667, 372.0, 360.0, 376.54]","[199.97093333333333, 304.81266666666664, 266.7424, 200.0, 305.0, 266.75]","[(17, 0.04856666666666667, 0.07468888888888889), (7, 0.0, 0.0014222222222222223), (5, 0.00065, 0.003311111111111111), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4009, 67.05143333333332, 10.03531111111111), (16098, 51.900000000000006, 6.188577777777777), (32207, 58.19935, 11.636688888888887), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
