interval,cpu,numcontainers,baseips,ipsavailable,ipscap,apparentips,ram,ram_s,ram_r,ram_w,ramavailable_s,ramavailable_r,ramavailable_w,disk,diskavailable,cpufailures,ramfailures
1,"[15.884834946636882, 0.0, 0.0, 0.0, 0.0, 0.0]","[1, 0, 0, 0, 0, 0]","[476.0919837416496, 0, 0, 0, 0, 0]","[3552.9080162583505, 8102, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[640, 0, 0, 0, 0, 0]","[1.1718649592549475, 0.0, 0.0, 0.0, 0.0, 0.0]","[50.3316, 0, 0, 0, 0, 0]","[0.009066666666666666, 0, 0, 0, 0, 0]","[0.0002666666666666667, 0, 0, 0, 0, 0]","[4244.6684, 17180, 34360, 4295, 17180, 34360]","[371.9909333333333, 360.0, 376.54, 372.0, 360.0, 376.54]","[199.99973333333332, 305.0, 266.75, 200.0, 305.0, 266.75]","[(3, 0.0, 0.001077777777777778), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4023, 67.1, 10.10892222222222), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
2,"[32.48945147679325, 0.0, 0.0, 0.0, 0.0, 0.0]","[2, 0, 0, 0, 0, 0]","[640.1184615181913, 0, 0, 0, 0, 0]","[3388.8815384818085, 8102, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1309, 0, 0, 0, 0, 0]","[3.6376344586728755, 0.0, 0.0, 0.0, 0.0, 0.0]","[156.2364, 0, 0, 0, 0, 0]","[0.017466666666666665, 0, 0, 0, 0, 0]","[0.008666666666666666, 0, 0, 0, 0, 0]","[4138.7636, 17180, 34360, 4295, 17180, 34360]","[371.9825333333333, 360.0, 376.54, 372.0, 360.0, 376.54]","[199.99133333333333, 305.0, 266.75, 200.0, 305.0, 266.75]","[(5, 0.0, 0.0011111111111111113), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.1, 10.108888888888888), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
3,"[31.223628691983123, 13.996544063194271, 0.0, 0.0, 0.0, 0.0]","[2, 1, 0, 0, 0, 0]","[499.29124815367686, 1074.8969040677582, 0, 0, 0, 0]","[3529.708751846323, 7027.103095932242, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1258, 1134, 0, 0, 0, 0]","[2.8970803259604194, 4.524700814901047, 0.0, 0.0, 0.0, 0.0]","[124.42960000000001, 777.3435999999999, 0, 0, 0, 0]","[0.009066666666666666, 15.326799999999999, 0, 0, 0, 0]","[0.00013333333333333337, 4.983733333333333, 0, 0, 0, 0]","[4170.5704, 16402.6564, 34360, 4295, 17180, 34360]","[371.9909333333333, 344.6732, 376.54, 372.0, 360.0, 376.54]","[199.99986666666666, 300.01626666666664, 266.75, 200.0, 305.0, 266.75]","[(4, 0.0, 0.0015055555555555556), (2, 0.0, 0.016355555555555557), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4022, 67.1, 10.108494444444444), (16103, 51.900000000000006, 6.173644444444444), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
4,"[26.70637875403326, 32.83139965440632, 0.0, 0.0, 0.0, 0.0]","[2, 2, 0, 0, 0, 0]","[1076.6859232330407, 2550.628864003146, 0, 0, 0, 0]","[2952.3140767669593, 5551.371135996854, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1076, 2660, 0, 0, 0, 0]","[1.7170725649980598, 9.098224291812185, 0.0, 0.0, 0.0, 0.0]","[73.74826666666667, 1563.0749333333333, 0, 0, 0, 0]","[0.0, 54.56226666666667, 0, 0, 0, 0]","[0.0, 5.2649333333333335, 0, 0, 0, 0]","[4221.2517333333335, 15616.925066666667, 34360, 4295, 17180, 34360]","[372.0, 305.4377333333333, 376.54, 372.0, 360.0, 376.54]","[200.0, 299.7350666666667, 266.75, 200.0, 305.0, 266.75]","[(2, 0.0, 0.000988888888888889), (3, 8.906633333333335, 3.6931), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4024, 67.1, 10.10901111111111), (16102, 42.993366666666674, 2.4968999999999997), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
5,"[43.33581533879374, 32.83139965440632, 0.0, 0.0, 0.0, 0.0]","[3, 2, 0, 0, 0, 0]","[434.10050301952424, 1525.7075630243467, 0, 0, 0, 0]","[3594.8994969804758, 6576.292436975653, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1746, 2660, 0, 0, 0, 0]","[1.9286146682188592, 6.5673201396973235, 0.0, 0.0, 0.0, 0.0]","[82.834, 1128.2656000000002, 0, 0, 0, 0]","[0.008400000000000001, 32.3904, 0, 0, 0, 0]","[0.008533333333333334, 6.376933333333333, 0, 0, 0, 0]","[4212.166, 16051.7344, 34360, 4295, 17180, 34360]","[371.9916, 327.6096, 376.54, 372.0, 360.0, 376.54]","[199.99146666666667, 298.62306666666666, 266.75, 200.0, 305.0, 266.75]","[(4, 0.0, 0.000711111111111111), (3, 0.0, 0.002427777777777778), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4022, 67.1, 10.109288888888889), (16102, 51.900000000000006, 6.187572222222221), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
6,"[29.610325142715315, 38.731177487040235, 11.63180435727143, 0.0, 0.0, 0.0]","[2, 3, 1, 0, 0, 0]","[735.310726432239, 1502.3724094438846, 1607.05935521879, 0, 0, 0]","[3293.689273567761, 6599.627590556115, 14503.94064478121, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1193, 3138, 1874, 0, 0, 0]","[2.7098952270081487, 4.3415863407062485, 0.1220663562281723, 0.0, 0.0, 0.0]","[116.38999999999999, 745.8845333333335, 41.942, 0, 0, 0]","[0.0061333333333333335, 0.2116, 0.0088, 0, 0, 0]","[0.014933333333333335, 2.4595999999999996, 0.0, 0, 0, 0]","[4178.61, 16434.115466666666, 34318.058, 4295, 17180, 34360]","[371.9938666666667, 359.7884, 376.5312, 372.0, 360.0, 376.54]","[199.98506666666665, 302.5404, 266.75, 200.0, 305.0, 266.75]","[(3, 0.0, 0.0028), (5, 1.666666666666667e-05, 0.0020555555555555553), (1, 0.0, 0.0008555555555555556), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4023, 67.1, 10.107199999999999), (16100, 51.89998333333334, 6.187944444444444), (32211, 58.2, 11.639144444444444), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
7,"[37.7264829982626, 30.313502838805235, 24.585686797839983, 0.0, 0.0, 0.0]","[2, 3, 2, 0, 0, 0]","[1078.6006786600085, 1646.8868797782989, 3961.533835216347, 0, 0, 0]","[2950.3993213399917, 6455.113120221701, 12149.466164783653, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1520, 2456, 3961, 0, 0, 0]","[9.70041753977493, 3.2999285991462943, 0.08951532790065966, 0.0, 0.0, 0.0]","[416.63293333333326, 566.9277333333333, 30.757466666666662, 0, 0, 0]","[0.0063999999999999994, 0.0092, 0.0184, 0, 0, 0]","[0.016666666666666666, 0.00013333333333333337, 0.0002666666666666667, 0, 0, 0]","[3878.3670666666667, 16613.072266666666, 34329.24253333333, 4295, 17180, 34360]","[371.9936, 359.9908, 376.52160000000003, 372.0, 360.0, 376.54]","[199.98333333333332, 304.99986666666666, 266.7497333333333, 200.0, 305.0, 266.75]","[(4, 0.0705, 0.02668333333333333), (5, 0.0, 0.002311111111111111), (4, 0.0, 0.0022166666666666667), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4022, 67.0295, 10.083316666666667), (16100, 51.900000000000006, 6.187688888888888), (32208, 58.2, 11.637783333333331), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
8,"[54.132539091586, 20.414712416687237, 41.2078703991062, 0.0, 0.0, 0.0]","[3, 2, 3, 0, 0, 0]","[1169.2172167316855, 794.1978327487292, 5870.028111563281, 0, 0, 0]","[2859.7827832683142, 7307.8021672512705, 10240.97188843672, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[2181, 1654, 6639, 0, 0, 0]","[7.958857586340705, 0.5574435389988358, 0.48013736903376025, 0.0, 0.0, 0.0]","[341.8329333333333, 95.7688, 164.97520000000003, 0, 0, 0]","[0.005066666666666666, 0.009733333333333333, 0.027200000000000002, 0, 0, 0]","[0.015333333333333334, 0.0004, 0.00026666666666666673, 0, 0, 0]","[3953.167066666667, 17084.2312, 34195.0248, 4295, 17180, 34360]","[371.99493333333334, 359.9902666666667, 376.5128, 372.0, 360.0, 376.54]","[199.98466666666667, 304.9996, 266.7497333333333, 200.0, 305.0, 266.75]","[(5, 1.666666666666667e-05, 0.0028666666666666667), (2, 0.0, 0.0010555555555555557), (5, 0.0, 0.0035499999999999998), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.09998333333333, 10.107133333333334), (16103, 51.900000000000006, 6.188944444444444), (32207, 58.2, 11.636449999999998), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
9,"[46.6120625465376, 20.30362873364601, 52.982434361616285, 0.0, 0.0, 0.0]","[3, 2, 4, 0, 0, 0]","[1207.471034069862, 786.1861931095266, 4064.848466636374, 0, 0, 0]","[2821.528965930138, 7315.813806890474, 12046.151533363627, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1878, 1645, 8536, 0, 0, 0]","[5.729052386495925, 0.2278579743888242, 0.6835859526581296, 0.0, 0.0, 0.0]","[246.06279999999998, 39.146, 234.88013333333333, 0, 0, 0]","[0.00026666666666666673, 0.008933333333333333, 0.0364, 0, 0, 0]","[0.003466666666666667, 0.0, 0.0002666666666666667, 0, 0, 0]","[4048.9372, 17140.854, 34125.11986666667, 4295, 17180, 34360]","[371.9997333333333, 359.99106666666665, 376.5036, 372.0, 360.0, 376.54]","[199.99653333333333, 305.0, 266.7497333333333, 200.0, 305.0, 266.75]","[(4, 0.00065, 0.0020722222222222227), (2, 0.0, 0.0012833333333333334), (7, 0.0, 0.0043), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4022, 67.09935, 10.107927777777777), (16103, 51.900000000000006, 6.188716666666666), (32205, 58.2, 11.635699999999998), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
10,"[62.49689749317449, 9.874105159219946, 45.720315312519396, 0.0, 0.0, 0.0]","[4, 1, 3, 0, 0, 0]","[858.9793117536756, 783.2371423816072, 3503.6460083942297, 0, 0, 0]","[3170.0206882463244, 7318.762857618392, 12607.35399160577, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[2518, 800, 7366, 0, 0, 0]","[9.277218471090416, 0.02441210710128056, 20.81689522700815, 0.0, 0.0, 0.0]","[398.45653333333337, 4.194, 7152.685200000001, 0, 0, 0]","[0.009466666666666665, 0.0, 1.2509333333333332, 0, 0, 0]","[0.002533333333333334, 0.0, 0.08573333333333333, 0, 0, 0]","[3896.5434666666665, 17175.806, 27207.3148, 4295, 17180, 34360]","[371.99053333333336, 360.0, 375.2890666666667, 372.0, 360.0, 376.54]","[199.99746666666667, 305.0, 266.66426666666666, 200.0, 305.0, 266.75]","[(7, 1.666666666666667e-05, 0.0033166666666666665), (1, 0.0, 0.0001111111111111111), (6, 3.203133333333333, 0.7025), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4019, 67.09998333333333, 10.106683333333333), (16104, 51.900000000000006, 6.1898888888888886), (32206, 54.99686666666667, 10.937499999999998), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
