interval,cpu,numcontainers,baseips,ipsavailable,ipscap,apparentips,ram,ram_s,ram_r,ram_w,ramavailable_s,ramavailable_r,ramavailable_w,disk,diskavailable,cpufailures,ramfailures
1,"[7.81831720029784, 0.0, 0.0, 0.0, 0.0, 0.0]","[2, 0, 0, 0, 0, 0]","[267.36285618792465, 0, 0, 0, 0, 0]","[3761.6371438120755, 8102, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[315, 0, 0, 0, 0, 0]","[0.5574233604967015, 0.0, 0.0, 0.0, 0.0, 0.0]","[23.941333333333333, 0, 0, 0, 0, 0]","[1.1483999999999999, 0, 0, 0, 0, 0]","[1.1484, 0, 0, 0, 0, 0]","[4271.058666666667, 17180, 34360, 4295, 17180, 34360]","[370.8516, 360.0, 376.54, 372.0, 360.0, 376.54]","[198.8516, 305.0, 266.75, 200.0, 305.0, 266.75]","[(3, 0.0, 0.0009055555555555556), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4023, 67.1, 10.109094444444445), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
2,"[16.108215438073962, 0.0, 0.0, 0.0, 0.0, 0.0]","[5, 0, 0, 0, 0, 0]","[438.78387050491915, 0, 0, 0, 0, 0]","[3590.216129495081, 8102, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[649, 0, 0, 0, 0, 0]","[0.902232052774544, 0.0, 0.0, 0.0, 0.0, 0.0]","[38.75086666666666, 0, 0, 0, 0, 0]","[0.09413333333333332, 0, 0, 0, 0, 0]","[0.09239999999999997, 0, 0, 0, 0, 0]","[4256.249133333334, 17180, 34360, 4295, 17180, 34360]","[371.90586666666667, 360.0, 376.54, 372.0, 360.0, 376.54]","[199.9076, 305.0, 266.75, 200.0, 305.0, 266.75]","[(8, 0.0, 0.001727777777777778), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4018, 67.1, 10.108272222222222), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
3,"[21.07222635889799, 0.0, 0.0, 0.0, 0.0, 0.0]","[7, 0, 0, 0, 0, 0]","[387.4565777229727, 0, 0, 0, 0, 0]","[3641.5434222770273, 8102, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[849, 0, 0, 0, 0, 0]","[1.4616918897943345, 0.0, 0.0, 0.0, 0.0, 0.0]","[62.77966666666667, 0, 0, 0, 0, 0]","[0.07893333333333333, 0, 0, 0, 0, 0]","[0.0768, 0, 0, 0, 0, 0]","[4232.220333333334, 17180, 34360, 4295, 17180, 34360]","[371.92106666666666, 360.0, 376.54, 372.0, 360.0, 376.54]","[199.9232, 305.0, 266.75, 200.0, 305.0, 266.75]","[(12, 0.0, 0.025205555555555557), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4014, 67.1, 10.084794444444444), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
4,"[14.519731943410275, 6.146630461614416, 0.0, 0.0, 0.0, 0.0]","[5, 3, 0, 0, 0, 0]","[425.8979804221395, 271.657499072925, 0, 0, 0, 0]","[3603.1020195778606, 7830.342500927075, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[585, 498, 0, 0, 0, 0]","[2.0812386495925495, 1.0548734963135429, 0.0, 0.0, 0.0, 0.0]","[89.3892, 181.22726666666668, 0, 0, 0, 0]","[0.08479999999999999, 0.0017333333333333335, 0, 0, 0, 0]","[0.07426666666666666, 0.0005333333333333334, 0, 0, 0, 0]","[4205.6108, 16998.772733333335, 34360, 4295, 17180, 34360]","[371.9152, 359.99826666666667, 376.54, 372.0, 360.0, 376.54]","[199.92573333333334, 304.99946666666665, 266.75, 200.0, 305.0, 266.75]","[(9, 0.0, 0.00165), (4, 0.0020666666666666663, 0.01767222222222222), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4017, 67.1, 10.10835), (16101, 51.89793333333334, 6.172327777777777), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
5,"[17.076197567634647, 6.146630461614416, 0.0, 0.0, 0.0, 0.0]","[6, 3, 0, 0, 0, 0]","[252.349143890639, 82.4994843293976, 0, 0, 0, 0]","[3776.650856109361, 8019.500515670602, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[688, 498, 0, 0, 0, 0]","[2.1269910748932865, 1.110823826154443, 0.0, 0.0, 0.0, 0.0]","[91.35426666666666, 190.8395333333333, 0, 0, 0, 0]","[0.0852, 0.0005333333333333334, 0, 0, 0, 0]","[0.07426666666666666, 0.0, 0, 0, 0, 0]","[4203.645733333334, 16989.160466666668, 34360, 4295, 17180, 34360]","[371.9148, 359.99946666666665, 376.54, 372.0, 360.0, 376.54]","[199.92573333333334, 305.0, 266.75, 200.0, 305.0, 266.75]","[(10, 0.0, 0.024383333333333337), (4, 1.666666666666667e-05, 0.08044444444444446), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4016, 67.1, 10.085616666666667), (16101, 51.89998333333334, 6.109555555555555), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
6,"[11.54132539091586, 8.355961490989879, 3.7365774936378875, 0.0, 0.0, 0.0]","[4, 4, 2, 0, 0, 0]","[188.9127923241163, 531.5597836826767, 429.7672574834918, 0, 0, 0]","[3840.0872076758837, 7570.440216317324, 15681.232742516508, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[465, 677, 602, 0, 0, 0]","[0.7832518432285603, 1.720868063639891, 0.2807590221187427, 0.0, 0.0, 0.0]","[33.64066666666667, 295.64513333333326, 96.4688, 0, 0, 0]","[0.0092, 0.5849333333333334, 0.018000000000000002, 0, 0, 0]","[0.0, 0.44919999999999993, 0.009866666666666664, 0, 0, 0]","[4261.359333333334, 16884.35486666667, 34263.5312, 4295, 17180, 34360]","[371.9908, 359.4150666666667, 376.52200000000005, 372.0, 360.0, 376.54]","[200.0, 304.5508, 266.74013333333335, 200.0, 305.0, 266.75]","[(9, 0.0, 0.0010777777777777778), (8, 0.003083333333333333, 0.07616666666666666), (4, 0.0, 0.0028888888888888888), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4017, 67.1, 10.10892222222222), (16097, 51.89691666666667, 6.113833333333333), (32208, 58.2, 11.63711111111111), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
7,"[16.232315711094564, 9.590224635892373, 3.7365774936378875, 0.0, 0.0, 0.0]","[5, 5, 2, 0, 0, 0]","[327.17272259502977, 593.4885675229707, 403.97246953507835, 0, 0, 0]","[3701.82727740497, 7508.511432477029, 15707.027530464922, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[654, 777, 602, 0, 0, 0]","[8.480734187039191, 2.0990911913077217, 0.1953102444703143, 0.0, 0.0, 0.0]","[364.2475333333333, 360.62386666666663, 67.1086, 0, 0, 0]","[0.5838666666666666, 0.42400000000000004, 0.0164, 0, 0, 0]","[0.1008, 0.3533333333333333, 0.007866666666666666, 0, 0, 0]","[3930.752466666667, 16819.376133333335, 34292.8914, 4295, 17180, 34360]","[371.41613333333333, 359.576, 376.52360000000004, 372.0, 360.0, 376.54]","[199.8992, 304.64666666666665, 266.74213333333336, 200.0, 305.0, 266.75]","[(11, 0.0, 0.0023333333333333335), (11, 0.0003, 0.06627222222222223), (4, 0.0, 0.0026277777777777775), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4015, 67.1, 10.107666666666667), (16094, 51.8997, 6.123727777777777), (32208, 58.2, 11.63737222222222), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
8,"[18.93770166294366, 13.243643544803751, 3.7365774936378875, 0.0, 0.0, 0.0]","[6, 7, 2, 0, 0, 0]","[555.8442924152648, 493.78604990934286, 407.47689291285167, 0, 0, 0]","[3473.155707584735, 7608.213950090657, 15703.523107087149, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[763, 1073, 602, 0, 0, 0]","[12.412367869615833, 2.7308381839348077, 0.3865518044237486, 0.0, 0.0, 0.0]","[533.1112, 469.15799999999996, 132.81920000000002, 0, 0, 0]","[0.5990666666666665, 0.4410666666666666, 0.016133333333333333, 0, 0, 0]","[0.10973333333333334, 0.3646666666666667, 0.007466666666666666, 0, 0, 0]","[3761.8887999999997, 16710.842, 34227.1808, 4295, 17180, 34360]","[371.40093333333334, 359.55893333333336, 376.52386666666666, 372.0, 360.0, 376.54]","[199.89026666666666, 304.63533333333334, 266.7425333333333, 200.0, 305.0, 266.75]","[(11, 3.3333333333333335e-05, 0.006405555555555555), (14, 0.00018333333333333334, 0.07041666666666667), (4, 0.0, 0.002222222222222222), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4015, 67.09996666666666, 10.103594444444443), (16091, 51.89981666666667, 6.119583333333333), (32208, 58.2, 11.637777777777776), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
9,"[22.387689252916356, 8.430017279684028, 9.024889826826392, 0.0, 0.0, 0.0]","[7, 4, 5, 0, 0, 0]","[468.9960470442803, 217.9526677067359, 624.1483278612513, 0, 0, 0]","[3560.00395295572, 7884.047332293264, 15486.85167213875, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[902, 683, 1454, 0, 0, 0]","[13.587275126115635, 1.4810970120294915, 1.249554326736515, 0.0, 0.0, 0.0]","[583.5734666666666, 254.45246666666662, 429.3468666666666, 0, 0, 0]","[0.5462666666666667, 0.0092, 0.5992, 0, 0, 0]","[0.11186666666666666, 0.0030666666666666668, 0.108, 0, 0, 0]","[3711.4265333333333, 16925.547533333334, 33930.65313333333, 4295, 17180, 34360]","[371.45373333333333, 359.9908, 375.9408, 372.0, 360.0, 376.54]","[199.88813333333334, 304.99693333333335, 266.642, 200.0, 305.0, 266.75]","[(14, 0.0, 0.007866666666666666), (9, 0.037899999999999996, 0.03901666666666667), (9, 0.0, 0.004488888888888889), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4012, 67.1, 10.102133333333333), (16096, 51.862100000000005, 6.150983333333333), (32203, 58.2, 11.63551111111111), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
10,"[15.016133035492679, 10.404838311528017, 8.385575072931537, 0.0, 0.0, 0.0]","[5, 5, 5, 0, 0, 0]","[494.1075870045024, 429.2210861826141, 779.5289194955565, 0, 0, 0]","[3534.8924129954976, 7672.778913817386, 15331.471080504443, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[605, 843, 1351, 0, 0, 0]","[6.005750873108266, 0.47885254171517283, 1.1573637951105937, 0.0, 0.0, 0.0]","[257.947, 82.26686666666669, 397.6702, 0, 0, 0]","[0.008266666666666665, 0.019866666666666664, 0.5998666666666665, 0, 0, 0]","[0.005066666666666667, 0.022933333333333333, 0.1048, 0, 0, 0]","[4037.053, 17097.733133333335, 33962.3298, 4295, 17180, 34360]","[371.99173333333334, 359.98013333333336, 375.94013333333334, 372.0, 360.0, 376.54]","[199.99493333333334, 304.97706666666664, 266.6452, 200.0, 305.0, 266.75]","[(12, 0.0, 0.0035499999999999993), (11, 0.0, 0.0011166666666666666), (7, 0.00065, 0.0023000000000000004), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4014, 67.1, 10.106449999999999), (16094, 51.900000000000006, 6.188883333333333), (32205, 58.19935, 11.637699999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
